seed,regularity,run_length,acute_timing,acute_count,low_control_fraction,event_count,uncontrollability_log_evidence,cumulative_overwhelm_precision,final_persistent_probability,maximum_step
63110,bernoulli,80,early,3,0.0,16,-4.132532854465615,1.0937942391417523,0.2641526120587162,0.34838744627379203
63111,clustered,80,early,3,0.75,16,-4.763672618504589,-0.6398809063239219,0.0066267500583123235,0.1564937254678139
63112,periodic,16,middle,3,0.25,6,-2.046728515385604,-2.3735560517895964,0.3580653713796145,0.30903966786900494
63113,jittered,16,middle,3,1.0,6,-1.513070102124802,1.0937942391417523,0.4436799788904655,0.3235091834937264
63114,bernoulli,16,middle,3,0.5,6,-3.436839314186754,-0.6398809063239219,0.7809929646699239,0.3581994886209087
63115,clustered,16,middle,3,0.0,6,-0.6480151171235754,1.0937942391417523,0.5190281364455411,0.31219975829852176
63116,periodic,32,middle,3,0.75,8,-4.155346749148899,1.0937942391417523,0.07676963333023891,0.1259754789295478
63117,jittered,32,middle,3,0.25,8,-6.449812151326484,1.0937942391417523,0.03939796422786995,0.08265718602658001
63118,bernoulli,32,middle,3,1.0,8,1.281735704448217,1.0937942391417523,0.24645074317528792,0.13996612289622423
63119,clustered,32,middle,3,0.5,8,-3.51299619864799,1.0937942391417523,0.044965836757264246,0.05755272554007032
63120,periodic,64,middle,3,0.0,13,-9.098065246536274,1.0937942391417523,0.54818455904789,0.25052687029038256
63121,jittered,64,middle,3,0.75,13,-5.261485517230899,1.0937942391417523,0.9729440604986328,0.33440421527184483
63122,bernoulli,64,middle,3,0.25,13,-0.8196519120016871,-0.6398809063239219,0.5108294892424083,0.23231618622855288
63123,clustered,64,middle,3,1.0,13,0.9087766460223182,-0.6398809063239219,0.05632032633325812,0.08398629967155996
63124,periodic,80,middle,3,0.5,16,-7.176229533289523,1.0937942391417523,0.1727044080745945,0.15218133044058668
63125,jittered,80,middle,3,0.0,16,-11.872604126465523,1.0937942391417523,0.02057886436526905,0.1419518877666025
63126,bernoulli,80,middle,3,0.75,16,-1.8292271446474098,1.0937942391417523,0.9494686405982546,0.33171813326891486
63127,clustered,80,middle,3,0.25,16,-7.760126642966722,1.0937942391417523,0.3209693970607963,0.40652627239671096
63128,periodic,16,late,3,1.0,6,-1.4304359000182165,1.0937942391417523,0.5026345418604223,0.3790828119267634
63129,jittered,16,late,3,0.5,6,-1.1127397088776279,-0.6398809063239219,0.313459475059939,0.08331544194400639
63130,bernoulli,16,late,3,0.0,6,0.03843930640277211,-0.6398809063239219,0.4692524742290653,0.32307930174903415
63131,clustered,16,late,3,0.75,6,0.47479355230374876,1.0937942391417523,0.8867798144842113,0.26455391190817523
63132,periodic,32,late,3,0.25,8,-0.5354945062894244,1.0937942391417523,0.37435183310289444,0.2700515476891512
63133,jittered,32,late,3,1.0,8,0.5322684065837389,1.0937942391417523,0.803458255191404,0.24671667738291794
63134,bernoulli,32,late,3,0.5,8,-3.009398322931051,-0.6398809063239219,0.6557367240493523,0.34638157076578613
63135,clustered,32,late,3,0.0,8,-3.787204082459135,1.0937942391417523,0.6426976683804094,0.26853078575640493
63136,periodic,64,late,3,0.75,13,-3.168705647398473,1.0937942391417523,0.6394566775926527,0.20251956390378711
63137,jittered,64,late,3,0.25,13,-6.478600799873884,1.0937942391417523,0.09798215489470151,0.07878001471264742
63138,bernoulli,64,late,3,1.0,13,-11.804582363828043,-0.6398809063239219,0.8596839442507718,0.2696273629103245
63139,clustered,64,late,3,0.5,13,-8.466803404776021,1.0937942391417523,0.7588527376915004,0.46408888329657605
63140,periodic,80,late,3,0.0,16,-5.851849776815449,1.0937942391417523,0.35914696673725505,0.2808471865677792
63141,jittered,80,late,3,0.75,16,-4.537983279543253,1.0937942391417523,0.5723784176736662,0.4040781119143416
63142,bernoulli,80,late,3,0.25,16,-11.988014721162257,1.0937942391417523,0.22015810175240383,0.057016962055228715
63143,clustered,80,late,3,1.0,16,-5.006535914817545,1.0937942391417523,0.2865830975738942,0.5274100721863539
63144,periodic,16,early,0,0.75,3,-2.1066803467986612,0.0,0.19756771707222975,0.07493025132798325
63145,jittered,16,early,0,0.25,3,-0.0807760839892486,0.0,0.28045463185749386,0.08298713367790467
63146,bernoulli,16,early,0,1.0,3,0.20642166236829013,0.0,0.07475067191708512,0.03650253874340907
63147,clustered,16,early,0,0.5,3,-1.5030403269738428,0.0,0.15496743123747167,0.03777079969781849
63148,periodic,32,early,0,0.0,5,-0.5911046200642771,0.0,0.33175161368222317,0.14974947253578996
63149,jittered,32,early,0,0.75,5,-0.2638203787820749,0.0,0.1054139147275884,0.055349099489170134
63150,bernoulli,32,early,0,0.25,5,-1.3563675565288507,0.0,0.3426711961769652,0.08913786245907385
63151,clustered,32,early,0,1.0,5,-4.5381450210820935,0.0,0.8053693287349797,0.11836323104377561
63152,periodic,64,early,0,0.5,10,-3.784967560369002,0.0,0.6636542400788251,0.09811002522403445
63153,jittered,64,early,0,0.0,10,-9.465786529723935,0.0,0.3296675250207478,0.06935646123114442
63154,bernoulli,64,early,0,0.75,10,-0.9201615550292737,0.0,0.4036788438336598,0.08843358479313324
63155,clustered,64,early,0,0.25,10,-2.605618279799265,0.0,0.6493316193113834,0.0941266118656458
63156,periodic,80,early,0,1.0,13,-8.822876024068702,0.0,0.025134394686703344,0.035056712993082675
63157,jittered,80,early,0,0.5,13,-7.909139488232432,0.0,0.6354633283248874,0.1062180332704663
63158,bernoulli,80,early,0,0.0,13,-6.517026151342143,0.0,0.015479661080724362,0.061633903622160036
63159,clustered,80,early,0,0.75,13,-4.477851053457103,0.0,0.11994301645175547,0.04492794106023906
63160,periodic,16,middle,0,0.25,3,0.12713540054661945,0.0,0.11167536146077375,0.049755599556711216
63161,jittered,16,middle,0,1.0,3,-1.734639035936583,0.0,0.21978423058165586,0.06950810259333473
63162,bernoulli,16,middle,0,0.5,3,-2.7219442125152926,0.0,0.1877239877251034,0.06583074349534038
63163,clustered,16,middle,0,0.0,3,-0.5895519191514788,0.0,0.0731707652976134,0.02988884930520394
63164,periodic,32,middle,0,0.75,5,-2.0231961029742482,0.0,0.16018472984881396,0.06404533893297093
63165,jittered,32,middle,0,0.25,5,-4.550288429608469,0.0,0.17728961942818794,0.07617518447238641
63166,bernoulli,32,middle,0,1.0,5,-0.47238270138117544,0.0,0.21815595038468866,0.10147342789804092
63167,clustered,32,middle,0,0.5,5,-3.9696579744685536,0.0,0.10762317344935149,0.06183265455339321
63168,periodic,64,middle,0,0.0,10,-0.1513398041621571,0.0,0.14558151622970714,0.10807369204154868
63169,jittered,64,middle,0,0.75,10,-3.0283399873172883,0.0,0.8896144819354909,0.12118534779314116
63170,bernoulli,64,middle,0,0.25,10,-7.400799496866819,0.0,0.4535876607560577,0.10237558632874338
63171,clustered,64,middle,0,1.0,10,-4.720335286097889,0.0,0.05079303548077847,0.10354137313378631
63172,periodic,80,middle,0,0.5,13,-11.21893007962941,0.0,0.055793963537358895,0.06534124886905315
63173,jittered,80,middle,0,0.0,13,-8.70564414194216,0.0,0.13011017124617466,0.07724437534275214
63174,bernoulli,80,middle,0,0.75,13,-3.991399549311771,0.0,0.8491686284487445,0.12585027956963302
63175,clustered,80,middle,0,0.25,13,-9.2101366337022,0.0,0.37569934836983143,0.06642744915926091
63176,periodic,16,late,0,1.0,3,-1.44582961109974,0.0,0.043204902531897155,0.03395701770359269
63177,jittered,16,late,0,0.5,3,-2.6493611180771777,0.0,0.20701141203003892,0.07123388507223782
63178,bernoulli,16,late,0,0.0,3,-1.5900673171577595,0.0,0.31578297430810454,0.07935646754327313
63179,clustered,16,late,0,0.75,3,1.675742362934488,0.0,0.19220317137177342,0.05193146002335128
63180,periodic,32,late,0,0.25,5,-1.79199476781291,0.0,0.18991663424837027,0.18375448900576424
63181,jittered,32,late,0,1.0,5,-2.275041734053691,0.0,0.30547177512691054,0.08045745706537782
63182,bernoulli,32,late,0,0.5,5,-4.507361158000427,0.0,0.3566940787872548,0.1057150461211564
63183,clustered,32,late,0,0.0,5,-3.04957182981171,0.0,0.0873664670541194,0.04571207508157665
63184,periodic,64,late,0,0.75,10,-11.551012226328245,0.0,0.1548216499516709,0.059506655161738975
