seed,selected,heldout,transfer,zero_association_transfer,historical_retention,present_indexing,shuffled_selected,fixed_selected
778724,context_split,"{""best_matched_comparator"": null, ""generating_family_margin"": NaN, ""heldout_log_per_observation"": [-2.106818656894016, -2.2366427721289703, -1.8915027971171394, -2.023965749468652, -1.8462890921803856], ""matched_comparators"": [], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.3526550066613388, 0.447039431030056, 0.27555836710575066, 0.43252115527562757, 0.19398577857756805]}",0.4499999999999753,0.0,0.0,0.4499999999999753,change_point,continuous_drift
778725,context_split,"{""best_matched_comparator"": null, ""generating_family_margin"": NaN, ""heldout_log_per_observation"": [-2.6563630104290814, -2.5816798679592914, -2.757162215764141, -2.6342190163809764, -3.3631040160209134], ""matched_comparators"": [], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3110702792819765, 0.3940691672789704, 0.2211838486130224, 0.3967866530721056, 0.10636941760702458]}",-0.45,0.0,0.0,-0.45,cue_local_relearning,cue_local_relearning
778726,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.6135265365514364, ""heldout_log_per_observation"": [-2.5062941458385586, -2.243927654545918, -1.8927676092871222, -1.9438102753393167, -1.7695311453257485], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3636689961550932, 0.4570590668313816, 0.32242443104520707, 0.4807050363920448, 0.028107613293008316]}",0.44999999999999996,0.0,0.0,0.44999999999999996,change_point,context_split
778727,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.2406311482314365, ""heldout_log_per_observation"": [-2.6181393906433224, -2.5998623981491136, -2.377508242411886, -2.559166970098355, -2.7575123680840363], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.41165021782316097, 0.5152674942322288, 0.44287530625408084, 0.5306794112645502, 0.35713582192036974]}",0.44999999999999996,0.0,0.0,0.44999999999999996,context_split,context_split
778728,context_split,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": 0.12267176562359694, ""heldout_log_per_observation"": [-2.5187332747483504, -2.630502725728048, -2.2124213835652853, -2.4610112936469664, -2.3350931491888822], ""matched_comparators"": [""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.45983967449562324, 0.5677199718333554, 0.3979184384940942, 0.5697267598437298, 0.3653643122635141]}",0.44999999999999996,0.0,0.0,0.44999999999999996,context_split,continuous_drift
778729,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.14926487449651304, ""heldout_log_per_observation"": [-2.329006027130349, -2.3287565776728822, -2.4782709016268623, -2.3997651206254957, -2.4735692750520695], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 0.0, ""preheldout_complexity_per_observation"": [0.31161783826134787, 0.399944299696815, 0.34383262679903387, 0.41039878536820273, 0.2577436365838736]}",-0.45,0.0,0.0,-0.45,cue_local_relearning,cue_local_relearning
778730,change_point,"{""best_matched_comparator"": null, ""generating_family_margin"": NaN, ""heldout_log_per_observation"": [-2.39505958876582, -2.5102711624879728, -2.260436255569908, -2.3026457908940703, -2.2583918902389604], ""matched_comparators"": [], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.2572179749357654, 0.3477749633306093, 0.13013919650199593, 0.3179270661268676, 0.06203233278099754]}",0.44999999999999996,0.0,0.0,0.44999999999999996,change_point,continuous_drift
778731,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.13458419343611716, ""heldout_log_per_observation"": [-2.3591163233673766, -2.326569217686547, -2.493700516803494, -2.4717508671944595, -2.5919375468268138], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.28820986820171407, 0.3894751539719878, 0.2561569792634467, 0.3882700532659875, 0.10767874219402618]}",-0.45,0.0,0.0,-0.45,context_split,context_split
778732,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": -0.026383585609044857, ""heldout_log_per_observation"": [-2.776632741452845, -2.66224049762347, -2.688624083232515, -2.7312018952215835, -3.035797491228095], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning""], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.39442696778323705, 0.4869354926524456, 0.4440487670177679, 0.5070270369256098, 0.306423623234827]}",0.4499999999999993,0.0,0.0,0.4499999999999993,context_split,cue_local_relearning
778733,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.3214389841898102, ""heldout_log_per_observation"": [-2.681163833566125, -2.5357788282347693, -2.359724849376315, -2.512907483170185, -3.0533498197999185], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.36866059834244086, 0.4611559870144833, 0.38453438893367337, 0.4634349710275525, 0.3294939468480255]}",0.44999999999999996,0.0,0.0,0.44999999999999996,context_split,continuous_drift
