seed,selected,CS_probability
777500,global_downweight,1.1132459515605406e-05
777501,continuous_drift,2.507290146375087e-05
777502,continuous_drift,0.02206476830602624
777503,global_downweight,4.0288165477292464e-08
777504,continuous_drift,4.702114318605183e-06
777505,continuous_drift,0.0005298988268567503
777506,continuous_drift,5.457312052799884e-06
777507,continuous_drift,1.675617084585833e-07
777508,continuous_drift,0.00020276512185502866
777509,continuous_drift,0.005674867321220167
777510,continuous_drift,3.621550916325694e-05
777511,continuous_drift,0.0009262084247814787
777512,global_downweight,0.04702992926485619
777513,context_split,0.8749682064693866
777514,continuous_drift,0.00010197965591160938
777515,continuous_drift,0.034596772460414864
777516,continuous_drift,1.6221610886010322e-08
777517,continuous_drift,8.587907683560084e-09
777518,global_downweight,4.132785034374757e-06
777519,continuous_drift,1.850285436557894e-05
777520,continuous_drift,3.497180885025784e-06
777521,continuous_drift,8.540416987274018e-07
777522,continuous_drift,0.0013215419141875235
777523,continuous_drift,2.8795383734817107e-07
777524,continuous_drift,1.3756264025473448e-05
777525,global_downweight,9.540590155454605e-05
777526,context_split,0.9461267495741975
777527,continuous_drift,1.3363335883974989e-05
777528,global_downweight,0.028619860290675536
777529,continuous_drift,0.0003732304845482698
777530,global_downweight,3.648165370419133e-05
777531,continuous_drift,1.5351331506370576e-06
777532,continuous_drift,0.06220061587129221
777533,continuous_drift,0.002228701373968502
777534,cue_local_relearning,7.510712548969479e-06
777535,global_downweight,5.935266586634769e-05
777536,global_downweight,0.008913605430427608
777537,continuous_drift,1.5695848151287563e-06
777538,continuous_drift,0.0007831154871429631
777539,cue_local_relearning,0.0020629466400294803
777540,cue_local_relearning,8.494666253508773e-07
777541,continuous_drift,0.001062096625038071
777542,continuous_drift,0.01899840028630351
777543,global_downweight,0.05140828566330668
777544,continuous_drift,7.462066926621963e-08
777545,global_downweight,0.04431349420082995
777546,continuous_drift,0.0045615626103919955
777547,global_downweight,0.09493151095409774
777548,continuous_drift,2.382861150338575e-06
777549,continuous_drift,0.00020482825336100088
777550,continuous_drift,0.003948754595148839
777551,global_downweight,2.6438680341808992e-05
777552,global_downweight,0.007340941337553773
777553,continuous_drift,7.16086532627665e-05
777554,continuous_drift,0.0013667098499203847
777555,global_downweight,0.0006403446953315399
777556,continuous_drift,1.7307262239329832e-05
777557,global_downweight,8.823132832305885e-07
777558,cue_local_relearning,0.03479432824728321
777559,continuous_drift,5.585422025591006e-06
777560,continuous_drift,0.000498430954396431
777561,global_downweight,0.007833855026710924
777562,cue_local_relearning,0.2599585533580203
777563,continuous_drift,0.021023887639598712
777564,continuous_drift,7.234387883166019e-05
777565,continuous_drift,6.693080091244111e-07
777566,continuous_drift,0.0009489695825814893
777567,global_downweight,4.5057610783327083e-08
777568,cue_local_relearning,9.83257246858844e-10
777569,global_downweight,2.4907559709006155e-06
777570,continuous_drift,0.035867887669011035
777571,continuous_drift,0.025435975958377287
777572,global_downweight,0.004427350389615968
777573,cue_local_relearning,0.0014346349647982968
777574,continuous_drift,2.18996968460546e-06
777575,continuous_drift,1.520285855306382e-08
777576,continuous_drift,0.04378008682735242
777577,continuous_drift,4.834189144766058e-06
777578,continuous_drift,8.64282267062254e-06
777579,continuous_drift,0.0017504166362184053
777580,continuous_drift,0.014207833266714388
777581,continuous_drift,4.3758560398150915e-05
777582,continuous_drift,3.7336029428591947e-06
777583,continuous_drift,2.8226867561753057e-06
777584,cue_local_relearning,0.005484362937072773
777585,continuous_drift,1.8576375575900207e-05
777586,continuous_drift,0.0005474154945266859
777587,continuous_drift,7.855024842394514e-06
777588,continuous_drift,0.013180654881122097
777589,global_downweight,2.3892107716617622e-05
777590,continuous_drift,0.00013556521506065015
777591,continuous_drift,1.781064848273492e-05
777592,cue_local_relearning,2.0860783772051323e-05
777593,change_point,0.4545779283097957
777594,continuous_drift,3.39580414807137e-07
777595,continuous_drift,2.692275515061447e-07
777596,continuous_drift,4.348133618123467e-06
777597,global_downweight,0.0014192226497757787
777598,continuous_drift,0.0022465849239390865
777599,continuous_drift,0.035707435263782325
777600,continuous_drift,1.4664338017076185e-06
777601,continuous_drift,0.04590299052685589
777602,continuous_drift,4.784448115480245e-05
777603,continuous_drift,2.1836004240503797e-07
777604,context_split,0.4903230511523078
777605,global_downweight,1.5744953817395e-05
777606,continuous_drift,0.004538147499026108
777607,global_downweight,2.335212971141384e-05
777608,continuous_drift,0.00027227302744687156
777609,cue_local_relearning,4.0766343421191576e-08
777610,continuous_drift,0.11572100103766628
777611,continuous_drift,9.947638881133658e-05
777612,continuous_drift,5.4853088887295004e-05
777613,cue_local_relearning,5.7102623009884225e-05
777614,global_downweight,0.012480486993079389
777615,cue_local_relearning,4.577481409710818e-08
777616,continuous_drift,0.0004989216018857134
777617,continuous_drift,6.808609418271621e-11
777618,cue_local_relearning,0.24149785186008094
777619,cue_local_relearning,0.001822868153439061
