seed,full_accuracy,factorized_accuracy,random_accuracy,blind_accuracy,full_coherent_accuracy,factorized_coherent_accuracy,full_violation_accuracy,factorized_violation_accuracy,full_before_channel_1,full_after_channel_3,blind_after_channel_3,full_mean_packets,random_mean_packets,replay_action_match_rate,line_search_invariant_rate
15101,0.65,0.65,0.6416666666666667,0.5666666666666667,0.65,0.65,NaN,NaN,1.0,1.0,0.0375,2.0,2.0,1.0,1.0
15102,0.6083333333333333,0.6083333333333333,0.625,0.575,0.6083333333333333,0.6083333333333333,NaN,NaN,1.0,1.0,0.0375,2.0,2.0,1.0,1.0
15103,0.5,0.5,0.5083333333333333,0.5166666666666667,0.5,0.5,NaN,NaN,1.0,1.0,0.05,2.0,2.0,1.0,1.0
15104,0.5833333333333334,0.5833333333333334,0.5666666666666667,0.5833333333333334,0.5833333333333334,0.5833333333333334,NaN,NaN,1.0,1.0,0.0625,2.0,2.0,1.0,1.0
15105,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.55,0.5666666666666667,0.5666666666666667,NaN,NaN,1.0,1.0,0.0875,2.0,2.0,1.0,1.0
