seed,episode,agent,phase,violation,probability_positive,correct,first_action,second_action,sample_packets,forecast_error,line_search_invariant
13001,17,random,training,false,0.7585126963448345,false,3,1,2,0.48923292111556604,true
13001,17,precision_blind,training,false,0.14918148603562773,true,1,2,2,0.4349665472715838,true
13001,18,full,training,false,0.8099327021199203,true,1,2,2,0.29165267746873663,true
13001,18,factorized_replay,training,false,0.640075923609015,true,1,2,2,0.292313352009333,true
13001,18,random,training,false,0.8023743511861794,true,3,2,2,0.48412157541196,true
13001,18,precision_blind,training,false,0.8098204006671466,true,1,2,2,0.3006060599837462,true
13001,19,full,training,false,0.6534630576803948,false,3,2,2,0.42950113259838624,true
13001,19,factorized_replay,training,false,0.3229957000256769,true,3,2,2,0.43008897319664136,true
13001,19,random,training,false,0.12313582321104087,true,2,1,2,0.4866036090414943,true
13001,19,precision_blind,training,false,0.04511316430094271,true,1,2,2,0.43474441081359133,true
13001,20,full,training,false,0.8104246850376883,true,3,2,2,0.6933362466335367,true
13001,20,factorized_replay,training,false,0.6402517437596175,true,3,2,2,0.6938940576978322,true
13001,20,random,training,false,0.46326069658513197,false,3,1,2,0.5073438452300075,true
13001,20,precision_blind,training,false,0.3496055308724196,false,3,1,2,0.6944696719176939,true
13001,21,full,training,false,0.01255212982102745,true,1,2,2,0.6816414919160743,true
13001,21,factorized_replay,training,false,0.4790555705234779,true,1,2,2,0.6821880835422491,true
13001,21,random,training,false,0.6499333523274584,false,3,2,2,0.5005171964800548,true
13001,21,precision_blind,training,false,0.013443458215376018,true,2,1,2,0.6762592381145469,true
13001,22,full,training,false,0.11939661864748607,true,1,2,2,0.41785937194014056,true
13001,22,factorized_replay,training,false,0.49187915957650796,true,1,2,2,0.418412915954465,true
13001,22,random,training,false,0.5595454541156851,false,2,3,2,0.4786993585530129,true
13001,22,precision_blind,training,false,0.12569460922825482,true,1,3,2,0.4216637074939934,true
13001,23,full,training,false,0.6465569381284691,true,1,2,2,0.29003650386318236,true
13001,23,factorized_replay,training,false,0.3262683659661581,false,1,2,2,0.29049764427909913,true
13001,23,random,training,false,0.6279574690991695,true,3,1,2,0.46842289522563857,true
13001,23,precision_blind,training,false,0.6450709268428076,true,1,2,2,0.2984296286192393,true
13001,24,full,training,false,0.6576822784164985,true,3,2,2,0.4185357681366503,true
13001,24,factorized_replay,training,false,0.3209728899561997,false,3,2,2,0.41908818089348043,true
13001,24,random,training,false,0.6576451331657921,true,2,3,2,0.47210731224242086,true
13001,24,precision_blind,training,false,0.34245533751131435,false,1,2,2,0.4188831795981239,true
13001,25,full,training,false,0.6576842986412628,true,3,2,2,0.6682724289461895,true
13001,25,factorized_replay,training,false,0.3209719123031017,false,3,2,2,0.66911520319241,true
13001,25,random,training,false,0.6576682984263112,true,2,3,2,0.49508586710062585,true
13001,25,precision_blind,training,false,0.5808769612847107,true,1,2,2,0.6502887878000775,true
13001,26,full,training,false,0.011407282470998058,false,1,2,2,0.6578845413571746,true
13001,26,factorized_replay,training,false,0.4789207676300362,false,1,2,2,0.658750699093909,true
13001,26,random,training,false,0.78597241261535,true,1,3,2,0.49405359311809804,true
13001,26,precision_blind,training,false,0.807799776933956,true,3,1,2,0.6316793394049917,true
13001,27,full,training,false,0.007072780839625947,true,1,2,2,0.410796875808488,true
13001,27,factorized_replay,training,false,0.47841316862882743,true,1,2,2,0.41142848618584976,true
13001,27,random,training,false,0.010158936192222391,true,2,3,2,0.4689666963244278,true
13001,27,precision_blind,training,false,0.007080865251678172,true,1,2,2,0.4080337596953717,true
13001,28,full,training,false,0.008068366927983635,true,1,2,2,0.2909664665863008,true
13001,28,factorized_replay,training,false,0.47853209192407714,true,1,2,2,0.29149405736746997,true
13001,28,random,training,false,0.5987783044242078,false,3,1,2,0.4595246530193225,true
13001,28,precision_blind,training,false,0.00842784577312443,true,1,2,2,0.3036042981622981,true
13001,29,full,training,false,0.6576445354824735,true,3,2,2,0.4123784765464713,true
13001,29,factorized_replay,training,false,0.32099108922774783,false,3,2,2,0.413011345188024,true
13001,29,random,training,false,0.6529505526409587,true,2,1,2,0.46467291890538065,true
13001,29,precision_blind,training,false,0.6571870513012528,true,1,2,2,0.4094032287856168,true
13001,30,full,training,false,0.563916581241629,true,3,2,2,0.6559485183534263,true
13001,30,factorized_replay,training,false,0.36036560295289616,false,3,2,2,0.656848294321513,true
13001,30,random,training,false,0.43877113124546985,false,3,1,2,0.4839021844229317,true
13001,30,precision_blind,training,false,0.47301422386832487,false,1,2,2,0.628751014788815,true
13001,31,full,training,false,0.007094068702251038,true,1,2,2,0.651133036970366,true
13001,31,factorized_replay,training,false,0.4784085594806545,true,1,2,2,0.6517647429382512,true
13001,31,random,training,false,0.007380277096068429,true,1,2,2,0.4816916769823462,true
13001,31,precision_blind,training,false,0.007110878932161085,true,1,2,2,0.6285193457252476,true
13001,32,full,training,false,0.657606143121458,true,1,2,2,0.4087066588312444,true
13001,32,factorized_replay,training,false,0.3210095702419178,false,1,2,2,0.40923935852348453,true
13001,32,random,training,false,0.2954787507425127,false,3,1,2,0.4570768323910633,true
13001,32,precision_blind,training,false,0.6575786645684977,true,1,2,2,0.40655200785668005,true
13001,33,full,training,false,0.6561456773158051,true,1,2,2,0.29021525703736045,true
13001,33,factorized_replay,training,false,0.32171251338399237,false,1,2,2,0.29073467044811646,true
13001,33,random,training,false,0.6515555293726345,true,2,1,2,0.4467440789865131,true
13001,33,precision_blind,training,false,0.6557128623476446,true,1,2,2,0.30094919085008787,true
13001,34,full,training,false,0.016735052551451916,true,3,2,2,0.40885745921691546,true
13001,34,factorized_replay,training,false,0.4790904283180605,true,3,2,2,0.40934250314217707,true
13001,34,random,training,false,0.0805379880953179,true,1,2,2,0.4511251980082825,true
13001,34,precision_blind,training,false,0.028773531608306244,true,1,2,2,0.4044415778611166,true
13001,35,full,training,false,0.6535537787936855,false,3,2,2,0.6476855941414297,true
13001,35,factorized_replay,training,false,0.32294932397263626,true,3,2,2,0.6482986758821161,true
13001,35,random,training,false,0.04095078669025352,true,2,1,2,0.4709428897868422,true
13001,35,precision_blind,training,false,0.010632091609761696,true,2,1,2,0.6197432308091582,true
13001,36,full,training,false,0.8009510268485608,false,1,2,2,0.6506812457718492,true
13001,36,factorized_replay,training,false,0.6368965478017738,false,1,2,2,0.6513686181493611,true
13001,36,random,training,false,0.6978064258516402,false,1,3,2,0.4694401266692514,true
13001,36,precision_blind,training,false,0.7993515731720781,false,1,2,2,0.6106573032848606,true
13001,37,full,training,true,0.657423300421339,true,1,2,2,0.41133712265614675,true
13001,37,factorized_replay,training,true,0.3210974371974861,false,1,2,2,0.4117867955886981,true
13001,37,random,training,true,0.07244815022589329,false,3,2,2,0.4499148683677817,true
13001,37,precision_blind,training,true,0.6573679064398735,true,1,2,2,0.4014101613743388,true
13001,38,full,training,false,0.5090967333318495,true,1,2,2,0.2891245494192761,true
13001,38,factorized_replay,training,false,0.37957424440581183,false,1,2,2,0.2895558182222117,true
13001,38,random,training,false,0.6465247987239016,true,3,2,2,0.4419379179692311,true
13001,38,precision_blind,training,false,0.5059424807772049,true,1,2,2,0.30103299805332046,true
13001,39,full,training,false,0.4588472254051636,true,3,2,2,0.4109298266134516,true
13001,39,factorized_replay,training,false,0.3943350575204802,true,3,2,2,0.4113910768816098,true
13001,39,random,training,false,0.44946655199853663,true,3,2,2,0.4471883940617098,true
13001,39,precision_blind,training,false,0.6457719677222706,false,3,1,2,0.40336933643528683,true
13001,40,full,training,false,0.024868980789312836,true,3,2,2,0.6477819265387489,true
13001,40,factorized_replay,training,false,0.47618324156520575,true,3,2,2,0.6482518563534393,true
13001,40,random,training,false,0.6443545427190491,false,1,3,2,0.4673110550867428,true
13001,40,precision_blind,training,false,0.6567963412669685,false,3,1,2,0.6109316163233444,true
13001,41,full,training,false,0.20384710548268817,true,1,2,2,0.6395146241098666,true
13001,41,factorized_replay,training,false,0.4500495851554743,true,1,2,2,0.6400752678390982,true
13001,41,random,training,false,0.5732315856652649,false,1,3,2,0.46462646732343293,true
13001,41,precision_blind,training,false,0.2106143727186304,true,1,2,2,0.6065303925558998,true
13001,42,full,training,false,0.06307638404769013,false,1,2,2,0.40649247387049636,true
13001,42,factorized_replay,training,false,0.48498252566300015,false,1,2,2,0.40704823357523096,true
13001,42,random,training,false,0.15509504603221058,false,2,3,2,0.4440828085220605,true
13001,42,precision_blind,training,false,0.0690873779844184,false,1,2,2,0.3993976041163114,true
13001,43,full,training,false,0.5026818234273173,false,1,2,2,0.2905629064361655,true
13001,43,factorized_replay,training,false,0.4116603055432002,true,1,2,2,0.2910464511355134,true
13001,43,random,training,false,0.43222083624993524,true,1,3,2,0.4369634303701799,true
13001,43,precision_blind,training,false,0.5003185573525258,false,1,2,2,0.3011115049291874,true
13001,44,full,training,false,0.6457066259988271,true,3,2,2,0.40468932034968297,true
13001,44,factorized_replay,training,false,0.32667561035032505,false,3,2,2,0.4052871072344475,true
13001,44,random,training,false,0.6287364376123482,true,1,2,2,0.4437766169460675,true
13001,44,precision_blind,training,false,0.64325568758637,true,1,2,2,0.3998575062690086,true
13001,45,full,training,false,0.0071005000425965305,true,3,2,2,0.6329790277581031,true
13001,45,factorized_replay,training,false,0.47840766191658646,true,3,2,2,0.6336728743738327,true
13001,45,random,training,false,0.007407889543594034,true,2,3,2,0.4647856525546358,true
13001,45,precision_blind,training,false,0.7174874890941464,false,1,2,2,0.6016948934778278,true
13001,46,full,training,false,0.05608516187675515,true,1,2,2,0.6310587514161979,true
13001,46,factorized_replay,training,false,0.4841268806993906,true,1,2,2,0.6317414959860261,true
13001,46,random,training,false,0.6431009713370454,false,1,3,2,0.46303319980642066,true
13001,46,precision_blind,training,false,0.06386522983766887,true,1,2,2,0.5974730487191456,true
13001,47,full,training,false,0.012677409762897128,true,1,2,2,0.40421997902524803,true
13001,47,factorized_replay,training,false,0.47906408302852266,true,1,2,2,0.40478989506312996,true
13001,47,random,training,false,0.23905933351855493,true,3,2,2,0.44255579647103166,true
13001,47,precision_blind,training,false,0.013238831504217105,true,1,2,2,0.39748166599929197,true
13001,48,full,training,false,0.4972282900012862,true,1,2,2,0.2899330651031658,true
13001,48,factorized_replay,training,false,0.5549418567030499,false,1,2,2,0.2903934397013245,true
13001,48,random,training,false,0.5115781849873592,false,2,1,2,0.43421574007004937,true
13001,48,precision_blind,training,false,0.500009085657177,false,1,2,2,0.30176571477505676,true
13001,49,full,training,false,0.0071310283466216795,true,3,2,2,0.4042481842229759,true
13001,49,factorized_replay,training,false,0.4784195642979744,true,3,2,2,0.40481113178572176,true
13001,49,random,training,false,0.007517904343219327,true,2,3,2,0.44107579519434537,true
13001,49,precision_blind,training,false,0.6471281653547094,false,1,2,2,0.39641985886146797,true
13001,50,full,training,false,0.019463320822461567,true,3,2,2,0.6305914252319706,true
13001,50,factorized_replay,training,false,0.4768655581223443,true,3,2,2,0.6314212922016516,true
13001,50,random,training,false,0.06317899128054293,true,2,1,2,0.4609615198998647,true
13001,50,precision_blind,training,false,0.02352896299114521,true,1,2,2,0.5925526356587807,true
13001,51,full,training,false,0.7932406993295991,true,1,2,2,0.6271004744841623,true
13001,51,factorized_replay,training,false,0.6342128084743681,true,1,2,2,0.6279728796807944,true
13001,51,random,training,false,0.7963464413421895,true,3,1,2,0.46074348494909584,true
13001,51,precision_blind,training,false,0.7935185541804582,true,1,2,2,0.5908927152435696,true
13001,52,full,training,false,0.8093611557344927,true,1,2,2,0.40252544905083537,true
13001,52,factorized_replay,training,false,0.6398728863668489,true,1,2,2,0.4031345386627714,true
13001,52,random,training,false,0.8068045390372152,true,2,1,2,0.44000046859350533,true
13001,52,precision_blind,training,false,0.8090355121234696,true,1,2,2,0.395257698880694,true
13001,53,full,training,false,0.6561578615591557,true,1,2,2,0.2895167215046064,true
13001,53,factorized_replay,training,false,0.3217033903293452,false,1,2,2,0.28992134674037034,true
13001,53,random,training,false,0.6185873676941325,true,3,1,2,0.43076470885355345,true
13001,53,precision_blind,training,false,0.6557025592262675,true,1,2,2,0.302345171584118,true
13001,54,full,training,false,0.8100801591972251,false,3,2,2,0.40302871891365283,true
13001,54,factorized_replay,training,false,0.6401284706057272,false,3,2,2,0.4036019666124088,true
13001,54,random,training,false,0.13966815262991733,true,1,2,2,0.43644985392354047,true
13001,54,precision_blind,training,false,0.052998037680964165,true,1,2,2,0.3939264006526431,true
13001,55,full,training,true,0.6180727633318889,false,3,2,2,0.6303473908660625,true
13001,55,factorized_replay,training,true,0.3391977722012057,true,3,2,2,0.6312814760512995,true
13001,55,random,training,true,0.039713137931695716,true,1,2,2,0.457056019740664,true
13001,55,precision_blind,training,true,0.016098528323681402,true,1,2,2,0.5898302441956492,true
13001,56,full,training,false,0.6574086316607557,false,1,2,2,0.6328176400256112,true
13001,56,factorized_replay,training,false,0.3211042346044581,true,1,2,2,0.6340124671459555,true
13001,56,random,training,false,0.04147242576896497,true,3,2,2,0.45595974296518066,true
13001,56,precision_blind,training,false,0.6572907624820209,false,1,2,2,0.5839371259865408,true
13001,57,full,training,false,0.8093789045568843,true,1,2,2,0.40291694956006624,true
13001,57,factorized_replay,training,false,0.6398791377018319,true,1,2,2,0.4035575130561914,true
13001,57,random,training,false,0.8091981048443518,true,1,2,2,0.4336787381815041,true
13001,57,precision_blind,training,false,0.8092780780284091,true,1,2,2,0.39102525239435393,true
13001,58,full,training,false,0.8010010030443916,true,1,2,2,0.28886298627391865,true
13001,58,factorized_replay,training,false,0.6369211801362752,true,1,2,2,0.28921625991237954,true
13001,58,random,training,false,0.791438057724304,true,1,2,2,0.42755056708440725,true
13001,58,precision_blind,training,false,0.7993651021277237,true,1,2,2,0.30211715937361844,true
13001,59,full,training,false,0.810457590713336,true,3,2,2,0.403375431356914,true
13001,59,factorized_replay,training,false,0.6402636530393072,true,3,2,2,0.4040187351321655,true
13001,59,random,training,false,0.8104404711089535,true,2,3,2,0.43422467748542726,true
13001,59,precision_blind,training,false,0.7263407958174616,true,1,2,2,0.39193064758502233,true
13001,60,full,training,false,0.0604223548989839,true,3,2,2,0.6328743185202551,true
13001,60,factorized_replay,training,false,0.47163515549794904,true,3,2,2,0.6340437563458912,true
13001,60,random,training,false,0.10388861004070166,true,2,1,2,0.4568725487990869,true
13001,60,precision_blind,training,false,0.06974000881377854,true,1,2,2,0.5812358112616137,true
13001,61,full,heldout_before,false,0.809936058474364,true,1,2,2,0.8351579343599074,true
13001,61,factorized_replay,heldout_before,false,0.640077612159627,true,1,2,2,0.8369352682391725,true
13001,61,random,heldout_before,false,0.1729939791320187,false,3,1,2,0.479949332161191,true
13001,61,precision_blind,heldout_before,false,0.8096965760960735,true,1,2,2,0.562375659904161,true
13001,62,full,heldout_before,false,0.021235236222064795,true,1,2,2,0.8305494037454751,true
13001,62,factorized_replay,heldout_before,false,0.47664303574460487,true,1,2,2,0.8322979519791607,true
13001,62,random,heldout_before,false,0.5509205400566721,false,3,1,2,0.4783577435503699,true
13001,62,precision_blind,heldout_before,false,0.025768427007294748,true,1,2,2,0.4868387372776309,true
13001,63,full,heldout_before,false,0.6576739714384131,true,1,2,2,0.831308529293288,true
13001,63,factorized_replay,heldout_before,false,0.3209768859083497,false,1,2,2,0.8330888931305591,true
13001,63,random,heldout_before,false,0.5304464231525569,true,3,2,2,0.48124732765244105,true
13001,63,precision_blind,heldout_before,false,0.6576630629806048,true,1,2,2,0.5014671935789794,true
13001,64,full,heldout_before,false,0.6571119238932647,false,1,2,2,0.8329948442121876,true
13001,64,factorized_replay,heldout_before,false,0.3212457624491147,true,1,2,2,0.8347407302741952,true
13001,64,random,heldout_before,false,0.6555801209837321,false,1,2,2,0.4782588110199726,true
13001,64,precision_blind,heldout_before,false,0.6568447365847329,false,1,2,2,0.512256351110819,true
13001,65,full,heldout_before,false,0.00965465464575381,true,1,2,2,0.8266357880367943,true
13001,65,factorized_replay,heldout_before,false,0.4786683050679181,true,1,2,2,0.828367062257845,true
13001,65,random,heldout_before,false,0.45335950225638005,true,3,1,2,0.47630519977986124,true
13001,65,precision_blind,heldout_before,false,0.010451446905048128,true,1,2,2,0.49978807036873774,true
13001,66,full,heldout_before,false,0.8032115474550078,true,1,2,2,0.8253548679104963,true
13001,66,factorized_replay,heldout_before,false,0.6376972299591932,true,1,2,2,0.827068359782473,true
13001,66,random,heldout_before,false,0.79439336519763,true,2,1,2,0.4753791741835206,true
13001,66,precision_blind,heldout_before,false,0.8016282389197916,true,1,2,2,0.4969031154483534,true
13001,67,full,heldout_before,false,0.805372387729328,true,1,2,2,0.8279224809670176,true
13001,67,factorized_replay,heldout_before,false,0.6384577812489194,true,1,2,2,0.8295738436366205,true
13001,67,random,heldout_before,false,0.7677541842876172,true,1,3,2,0.47690242129125116,true
13001,67,precision_blind,heldout_before,false,0.8043803057595055,true,1,2,2,0.5072174024913142,true
13001,68,full,heldout_before,false,0.009855206192767803,true,1,2,2,0.8228726537543202,true
13001,68,factorized_replay,heldout_before,false,0.47806248874751345,true,1,2,2,0.8244877709095633,true
13001,68,random,heldout_before,false,0.2899570016269622,true,2,3,2,0.47548224834006886,true
13001,68,precision_blind,heldout_before,false,0.010537315276961137,true,1,2,2,0.49820233114340334,true
13001,69,full,heldout_before,true,0.8103727883447246,true,1,2,2,0.8203085770494867,true
13001,69,factorized_replay,heldout_before,true,0.6402333173408461,true,1,2,2,0.8219231644026679,true
13001,69,random,heldout_before,true,0.8099467798928379,true,1,2,2,0.4754137478921298,true
13001,69,precision_blind,heldout_before,true,0.8103486724464634,true,1,2,2,0.4954311192121038,true
13001,70,full,heldout_before,false,0.007758020700585745,true,1,2,2,0.8156614718433692,true
13001,70,factorized_replay,heldout_before,false,0.4784946944189509,true,1,2,2,0.8172661022745072,true
13001,70,random,heldout_before,false,0.010939185887688076,true,2,1,2,0.4719312677128435,true
13001,70,precision_blind,heldout_before,false,0.00789824905115459,true,1,2,2,0.48908819098364464,true
13001,71,full,heldout_before,false,0.6038221541412956,false,1,2,2,0.8128019617387201,true
13001,71,factorized_replay,heldout_before,false,0.3449720950551949,true,1,2,2,0.814396556335377,true
13001,71,random,heldout_before,false,0.3565964566044582,true,3,1,2,0.46926939239454113,true
13001,71,precision_blind,heldout_before,false,0.6014088540194993,false,1,2,2,0.4864998437195709,true
13001,72,full,heldout_before,false,0.8102057930054308,true,1,2,2,0.8072713603226764,true
13001,72,factorized_replay,heldout_before,false,0.6401731397469059,true,1,2,2,0.8087295882084737,true
13001,72,random,heldout_before,false,0.6833905009814947,true,3,1,2,0.4679168631763408,true
13001,72,precision_blind,heldout_before,false,0.8104180807188401,true,1,2,2,0.4798342552246361,true
13001,73,full,heldout_before,false,0.007416248791503774,true,1,2,2,0.8069844847822393,true
13001,73,factorized_replay,heldout_before,false,0.47836768101615523,true,1,2,2,0.808433525342816,true
13001,73,random,heldout_before,false,0.008763777416275362,true,1,2,2,0.46960782453856004,true
13001,73,precision_blind,heldout_before,false,0.007491762896609145,true,1,2,2,0.4820055797891069,true
13001,74,full,heldout_before,false,0.8049192546078927,true,1,2,2,0.8021940978294043,true
13001,74,factorized_replay,heldout_before,false,0.638292571740477,true,1,2,2,0.80364423647713,true
13001,74,random,heldout_before,false,0.8018567829223877,true,3,2,2,0.4676331138022728,true
13001,74,precision_blind,heldout_before,false,0.8089640359326816,true,1,2,2,0.47675381124404953,true
13001,75,full,heldout_before,false,0.007502078681478517,true,1,2,2,0.8038819129857494,true
13001,75,factorized_replay,heldout_before,false,0.4784657561308656,true,1,2,2,0.805361902415037,true
13001,75,random,heldout_before,false,0.009297149294181378,true,2,1,2,0.46580981410882916,true
13001,75,precision_blind,heldout_before,false,0.007584999884342937,true,1,2,2,0.481652876244152,true
13001,76,full,heldout_before,false,0.6574863077751606,false,1,2,2,0.8009535160127785,true
13001,76,factorized_replay,heldout_before,false,0.32106767237875755,true,1,2,2,0.8024312618246207,true
13001,76,random,heldout_before,false,0.4212816367185192,true,2,3,2,0.4650647030567968,true
13001,76,precision_blind,heldout_before,false,0.6576694345938323,false,1,2,2,0.4792940416022272,true
13001,77,full,heldout_before,false,0.8031230228757044,true,1,2,2,0.7977308908566433,true
13001,77,factorized_replay,heldout_before,false,0.6376678273354437,true,1,2,2,0.79921307225043,true
13001,77,random,heldout_before,false,0.7954700598056673,true,1,2,2,0.4653641605021396,true
13001,77,precision_blind,heldout_before,false,0.8024535838229032,true,1,2,2,0.47642089919380487,true
13001,78,full,heldout_before,false,0.007121583141609356,true,1,2,2,0.7940386086354455,true
13001,78,factorized_replay,heldout_before,false,0.4784053223489546,true,1,2,2,0.7954972761591746,true
13001,78,random,heldout_before,false,0.007478103693383939,true,2,1,2,0.46444724607457955,true
13001,78,precision_blind,heldout_before,false,0.007135796527724473,true,1,2,2,0.4729131751340805,true
13001,79,full,heldout_before,false,0.2406384482914672,true,1,2,2,0.7919743536875282,true
13001,79,factorized_replay,heldout_before,false,0.443500020437801,true,1,2,2,0.7934279133916255,true
13001,79,random,heldout_before,false,0.5701112209352257,false,2,3,2,0.4637652048497412,true
13001,79,precision_blind,heldout_before,false,0.2443011278411849,true,1,2,2,0.4717711696615152,true
13001,80,full,heldout_before,false,0.4180267094208832,true,1,2,2,0.7887781973889412,true
13001,80,factorized_replay,heldout_before,false,0.4047076007353724,true,1,2,2,0.7903570536937778,true
13001,80,random,heldout_before,false,0.4160571359963139,true,2,1,2,0.4637689243916316,true
13001,80,precision_blind,heldout_before,false,0.13276136132127425,true,3,1,2,0.468995117340554,true
13001,81,full,heldout_before,false,0.6576572632565567,true,1,2,2,0.7842916798248396,true
13001,81,factorized_replay,heldout_before,false,0.3209849245721264,false,1,2,2,0.785862965537516,true
13001,81,random,heldout_before,false,0.6574875181275991,true,2,1,2,0.4620323006668408,true
13001,81,precision_blind,heldout_before,false,0.6576530905951532,true,1,2,2,0.4707334743924635,true
13001,82,full,heldout_before,false,0.8103697631057676,false,1,2,2,0.7816666911733147,true
13001,82,factorized_replay,heldout_before,false,0.6402322756719585,false,1,2,2,0.7832311341546424,true
13001,82,random,heldout_before,false,0.8100123626626475,false,2,1,2,0.45978317217334225,true
13001,82,precision_blind,heldout_before,false,0.7100164523218779,false,1,3,2,0.468863657806031,true
