seed,episode,agent,phase,violation,probability_positive,correct,first_action,second_action,sample_packets,forecast_error,line_search_invariant
13003,7,precision_blind,training,false,0.007846195323729713,true,1,2,2,0.2967810801445945,true
13003,8,full,training,false,0.0086486525664599,true,1,2,2,0.3253980669812252,true
13003,8,factorized_replay,training,false,0.4783946581320754,true,1,2,2,0.3257155370572504,true
13003,8,random,training,false,0.012579315454275266,true,1,2,2,0.4909838075850831,true
13003,8,precision_blind,training,false,0.00809115707478378,true,1,2,2,0.297802459904605,true
13003,9,full,training,true,0.2303327917181823,false,3,2,2,0.3334568964682993,true
13003,9,factorized_replay,training,true,0.4454710340133155,false,3,2,2,0.33393650388528295,true
13003,9,random,training,true,0.10992469670562904,false,1,3,2,0.5866690510214695,true
13003,9,precision_blind,training,true,0.6897420539704359,true,2,1,2,0.30212159682309214,true
13003,10,full,training,false,0.809145675767298,true,3,2,2,0.3439071589571438,true
13003,10,factorized_replay,training,false,0.6398032712671957,true,3,2,2,0.34415457202582733,true
13003,10,random,training,false,0.8060903861022969,true,2,1,2,0.7955143132993776,true
13003,10,precision_blind,training,false,0.8073151484770664,true,1,2,2,0.3086478372826781,true
13003,11,full,training,false,0.8087315920498164,false,1,2,2,0.33131131124710994,true
13003,11,factorized_replay,training,false,0.6396577727888769,false,1,2,2,0.3314494241283823,true
13003,11,random,training,false,0.06557423512502492,true,2,3,2,0.7609833041380798,true
13003,11,precision_blind,training,false,0.8089263259712328,false,1,2,2,0.30328694399020406,true
13003,12,full,training,false,0.07131387983627828,true,1,2,2,0.3221720303965601,true
13003,12,factorized_replay,training,false,0.4702347125286086,true,1,2,2,0.3219892967173489,true
13003,12,random,training,false,0.1011782475006047,true,2,1,2,0.5675563775425638,true
13003,12,precision_blind,training,false,0.06648867970181223,true,1,2,2,0.30882106499329853,true
13003,13,full,training,false,0.6260217001978033,false,1,2,2,0.3251117218527874,true
13003,13,factorized_replay,training,false,0.5830820131555716,false,1,2,2,0.32459697084569117,true
13003,13,random,training,false,0.6140543722419748,false,2,1,2,0.48122313447237414,true
13003,13,precision_blind,training,false,0.6283356787874256,false,1,2,2,0.30780481408653926,true
13003,14,full,training,false,0.008430394218059849,true,3,2,2,0.32971882108555484,true
13003,14,factorized_replay,training,false,0.4785406993627905,true,3,2,2,0.32935447836659804,true
13003,14,random,training,false,0.6491207283068929,false,1,3,2,0.563795033486116,true
13003,14,precision_blind,training,false,0.03307823802018157,true,1,2,2,0.311346673385047,true
13003,15,full,training,false,0.12302308687917562,true,3,2,2,0.3383191283262375,true
13003,15,factorized_replay,training,false,0.4922785707239444,true,3,2,2,0.33811608436987145,true
13003,15,random,training,false,0.16702022843760125,true,2,3,2,0.7449211088087085,true
13003,15,precision_blind,training,false,0.38078250402071395,true,1,2,2,0.319037305535208,true
13003,16,full,training,false,0.007501350390022535,true,1,2,2,0.34258551733852877,true
13003,16,factorized_replay,training,false,0.4783584011338479,true,1,2,2,0.34195214454844636,true
13003,16,random,training,false,0.008478575491438987,true,2,1,2,0.7373433730166287,true
13003,16,precision_blind,training,false,0.0073858525864603465,true,1,2,2,0.32067960154187175,true
13003,17,full,training,false,0.007075535865824775,true,1,2,2,0.33920281531658286,true
13003,17,factorized_replay,training,false,0.4784145380624403,true,1,2,2,0.3384789952246193,true
13003,17,random,training,false,0.6470608956773716,false,3,1,2,0.5454308808784591,true
13003,17,precision_blind,training,false,0.6450999259280774,false,1,3,2,0.31580956802090265,true
13003,18,full,training,false,0.5659190699300095,false,1,2,2,0.3348487298068586,true
13003,18,factorized_replay,training,false,0.3594976566771181,true,1,2,2,0.334105752910679,true
13003,18,random,training,false,0.5501108719829669,false,2,1,2,0.46905646380116256,true
13003,18,precision_blind,training,false,0.5693776647007655,false,1,2,2,0.3140288516123868,true
13003,19,full,training,false,0.17000426867733906,true,3,2,2,0.33637569829142133,true
13003,19,factorized_replay,training,false,0.4984347318964765,true,3,2,2,0.3359711115446137,true
13003,19,random,training,false,0.782862810793382,false,3,1,2,0.5386921324757984,true
13003,19,precision_blind,training,false,0.21549259046757152,true,1,2,2,0.3141916584017901,true
13003,20,full,training,false,0.014218985952042611,true,3,2,2,0.34166270915528807,true
13003,20,factorized_replay,training,false,0.47753260570945566,true,3,2,2,0.34103692641812905,true
13003,20,random,training,false,0.021561999015648144,true,2,3,2,0.7040161558240907,true
13003,20,precision_blind,training,false,0.7581287268923395,false,1,2,2,0.315059973273458,true
13003,21,full,training,false,0.8073909757367768,false,1,2,2,0.33750050343662835,true
13003,21,factorized_replay,training,false,0.6391912385407339,false,1,2,2,0.33676628629877503,true
13003,21,random,training,false,0.8006501404996735,false,2,1,2,0.7088055380293738,true
13003,21,precision_blind,training,false,0.45425694358578705,true,3,2,2,0.3156606080433545,true
13003,22,full,training,false,0.6574968536604525,true,1,2,2,0.33452826459769924,true
13003,22,factorized_replay,training,false,0.321059446724434,false,1,2,2,0.3337556351226901,true
13003,22,random,training,false,0.657068243279478,true,2,1,2,0.5336867829363787,true
13003,22,precision_blind,training,false,0.6575340513579547,true,1,2,2,0.3165951953134541,true
13003,23,full,training,false,0.0243569750068393,true,1,2,2,0.33097743853528133,true
13003,23,factorized_replay,training,false,0.4762895581175443,true,1,2,2,0.33020569282855555,true
13003,23,random,training,false,0.03853756177342646,true,2,3,2,0.46001790368752155,true
13003,23,precision_blind,training,false,0.02237501527124819,true,1,2,2,0.31512620284068077,true
13003,24,full,training,false,0.8098913307095874,true,3,2,2,0.3338082619545502,true
13003,24,factorized_replay,training,false,0.6400661878447774,true,3,2,2,0.33296776525529037,true
13003,24,random,training,false,0.19405419128236734,false,1,2,2,0.5260047342628509,true
13003,24,precision_blind,training,false,0.21820300946445711,false,1,2,2,0.3162002254434781,true
13003,25,full,training,false,0.06527383383541077,true,3,2,2,0.34023117766395483,true
13003,25,factorized_replay,training,false,0.47106969547296457,true,3,2,2,0.33945713608052663,true
13003,25,random,training,false,0.6402643335321933,false,1,3,2,0.6975339017306299,true
13003,25,precision_blind,training,false,0.19490887205984206,true,1,2,2,0.3172817321714358,true
13003,26,full,training,false,0.6572603983611608,true,1,2,2,0.3417273861460986,true
13003,26,factorized_replay,training,false,0.3211699275804548,false,1,2,2,0.3407386905528753,true
13003,26,random,training,false,0.6561223180235942,true,3,2,2,0.6821944203976444,true
13003,26,precision_blind,training,false,0.6573430948488126,true,1,2,2,0.3180956110116036,true
13003,27,full,training,false,0.6560948849400856,false,1,2,2,0.3377487541609173,true
13003,27,factorized_replay,training,false,0.3217169238089562,true,1,2,2,0.33674040441832714,true
13003,27,random,training,false,0.026243808495387287,true,3,2,2,0.5230477332630202,true
13003,27,precision_blind,training,false,0.00995269531376922,true,3,1,2,0.3169759527493935,true
13003,28,full,training,false,0.8092069133062141,true,1,2,2,0.3326435769162088,true
13003,28,factorized_replay,training,false,0.6398278842250607,true,1,2,2,0.3316676556751781,true
13003,28,random,training,false,0.8074661853134147,true,1,2,2,0.45714500697569294,true
13003,28,precision_blind,training,false,0.8093954518325683,true,1,2,2,0.3163699212922438,true
13003,29,full,training,false,0.027280105613524078,true,3,2,2,0.3330102560706247,true
13003,29,factorized_replay,training,false,0.47639014020653075,true,3,2,2,0.33207801081988025,true
13003,29,random,training,false,0.29738352518982214,true,3,1,2,0.5196175199372861,true
13003,29,precision_blind,training,false,0.6655231326200002,false,1,2,2,0.3156072377874621,true
13003,30,full,training,false,0.6571327552022704,true,3,2,2,0.3407683900982875,true
13003,30,factorized_replay,training,false,0.32122953775694774,false,3,2,2,0.3397916387145361,true
13003,30,random,training,false,0.6562195656595311,true,3,2,2,0.6756462244865021,true
13003,30,precision_blind,training,false,0.27309769588340427,false,1,2,2,0.31630419061153636,true
13003,31,full,training,false,0.6561449894339013,true,1,2,2,0.3368377269460776,true
13003,31,factorized_replay,training,false,0.32169351173666344,false,1,2,2,0.3358748139776974,true
13003,31,random,training,false,0.6414053454526486,true,2,3,2,0.6742254222056029,true
13003,31,precision_blind,training,false,0.656300992463702,true,1,2,2,0.3174877840930099,true
13003,32,full,training,false,0.8104074343877091,true,1,2,2,0.3317778299286699,true
13003,32,factorized_replay,training,false,0.6402463282919935,true,1,2,2,0.33081019542029405,true
13003,32,random,training,false,0.8089584452582232,true,3,2,2,0.5171839789359877,true
13003,32,precision_blind,training,false,0.8104162021796605,true,1,2,2,0.31829534318391983,true
13003,33,full,training,false,0.2780978293576027,false,1,2,2,0.32833096465034695,true
13003,33,factorized_replay,training,false,0.5143325617629042,true,1,2,2,0.3273803249201941,true
13003,33,random,training,false,0.1959410196640875,false,3,1,2,0.4522312472522526,true
13003,33,precision_blind,training,false,0.2727745278247864,false,1,2,2,0.3167376493927896,true
13003,34,full,training,false,0.8042565815754918,false,3,2,2,0.3284482145277261,true
13003,34,factorized_replay,training,false,0.6380994982988918,false,3,2,2,0.32732671869054475,true
13003,34,random,training,false,0.0680145359688383,true,1,2,2,0.5130538258571045,true
13003,34,precision_blind,training,false,0.06498660221806996,true,1,2,2,0.31635561497446035,true
13003,35,full,training,false,0.0076414922844725225,true,3,2,2,0.3302817350918274,true
13003,35,factorized_replay,training,false,0.4784800532396144,true,3,2,2,0.329184363161405,true
13003,35,random,training,false,0.009006376963812597,true,2,3,2,0.6678579500186472,true
13003,35,precision_blind,training,false,0.6513763501417952,false,1,2,2,0.315315680113891,true
13003,36,full,training,true,0.010008623520528587,false,1,2,2,0.3290133828243472,true
13003,36,factorized_replay,training,true,0.47874934765314775,false,1,2,2,0.3279279393767175,true
13003,36,random,training,true,0.014786498131633111,false,1,2,2,0.6617048361577639,true
13003,36,precision_blind,training,true,0.009644489938227124,false,1,2,2,0.3144874817440845,true
13003,37,full,training,false,0.0072102802034711,true,1,2,2,0.32481230042746445,true
13003,37,factorized_replay,training,false,0.47839441663943627,true,1,2,2,0.32374987985475784,true
13003,37,random,training,false,0.00763580839985423,true,2,1,2,0.5038907237478166,true
13003,37,precision_blind,training,false,0.6210826915665609,false,3,1,2,0.31332087034664674,true
13003,38,full,training,false,0.05292957028310097,false,2,1,2,0.32362216836575475,true
13003,38,factorized_replay,training,false,0.47320756386053187,false,2,1,2,0.32257258277703915,true
13003,38,random,training,false,0.6541349799595123,true,3,1,2,0.44011131702461215,true
13003,38,precision_blind,training,false,0.05019231391204959,false,1,2,2,0.31239190840915726,true
13003,39,full,training,false,0.009920376952496694,true,3,2,2,0.3273232422772132,true
13003,39,factorized_replay,training,false,0.47867572512543677,true,3,2,2,0.32616088201392934,true
13003,39,random,training,false,0.3473602642165807,true,1,3,2,0.5011363267988462,true
13003,39,precision_blind,training,false,0.5462284734665294,false,1,2,2,0.31381889231780474,true
13003,40,full,training,false,0.41015364788458253,false,3,2,2,0.3293012365983593,true
13003,40,factorized_replay,training,false,0.5373614821383954,true,3,2,2,0.3281111914659197,true
13003,40,random,training,false,0.31733250504779187,false,1,3,2,0.6500075847244299,true
13003,40,precision_blind,training,false,0.4916564020004074,false,1,2,2,0.3129064630162834,true
13003,41,full,training,false,0.6543846482631901,true,1,2,2,0.3313431432896881,true
13003,41,factorized_replay,training,false,0.3225177069046786,false,1,2,2,0.330019993418924,true
13003,41,random,training,false,0.6223335220917645,true,3,1,2,0.6456905776213397,true
13003,41,precision_blind,training,false,0.6547569324562547,true,1,2,2,0.31344810065322715,true
13003,42,full,training,false,0.6539769267552761,false,1,2,2,0.3266809319910841,true
13003,42,factorized_replay,training,false,0.32271078029021466,true,1,2,2,0.32545521920232284,true
13003,42,random,training,false,0.10419851342648828,true,3,1,2,0.49463588356065435,true
13003,42,precision_blind,training,false,0.6539441079307845,false,1,2,2,0.3122484671321999,true
13003,43,full,training,false,0.6563765219222362,true,1,2,2,0.3255843858448753,true
13003,43,factorized_replay,training,false,0.3215829288743567,false,1,2,2,0.3243858025426836,true
13003,43,random,training,false,0.6547373715741809,true,2,1,2,0.4384014822528914,true
13003,43,precision_blind,training,false,0.6565387372145919,true,1,2,2,0.3134256066202024,true
13003,44,full,training,false,0.7929056638981263,true,3,2,2,0.3269317406570543,true
13003,44,factorized_replay,training,false,0.6341715631281151,true,3,2,2,0.32572904170751443,true
13003,44,random,training,false,0.7226769167039037,true,1,2,2,0.4974293166324862,true
13003,44,precision_blind,training,false,0.7393477004290608,true,1,3,2,0.3134700480303884,true
13003,45,full,training,false,0.7945705824713138,true,3,2,2,0.3312719791086232,true
13003,45,factorized_replay,training,false,0.6347438167248474,true,3,2,2,0.33005375783848334,true
13003,45,random,training,false,0.7684041657409604,true,3,1,2,0.642396153289189,true
13003,45,precision_blind,training,false,0.7274709498204411,true,1,2,2,0.3159903593928906,true
13003,46,full,training,false,0.7688028252152463,true,1,2,2,0.33126719895976253,true
13003,46,factorized_replay,training,false,0.6260817271762781,true,1,2,2,0.33009066245900404,true
13003,46,random,training,false,0.7472647696195946,true,2,3,2,0.6406019631486163,true
13003,46,precision_blind,training,false,0.7701015477165062,true,1,2,2,0.31614743578999427,true
13003,47,full,training,false,0.6575992132767798,true,1,2,2,0.32719454079487503,true
13003,47,factorized_replay,training,false,0.3210114516123776,false,1,2,2,0.32612299904893727,true
13003,47,random,training,false,0.6563670271995233,true,2,1,2,0.49739548069688017,true
13003,47,precision_blind,training,false,0.6575981930068111,true,1,2,2,0.31653879015085046,true
13003,48,full,training,false,0.7966262661795829,true,2,1,2,0.32805601635682874,true
13003,48,factorized_replay,training,false,0.6354491452137673,true,2,1,2,0.3269799703844171,true
13003,48,random,training,false,0.7885214292797071,true,2,3,2,0.43932497779001556,true
13003,48,precision_blind,training,false,0.7974115723075302,true,1,2,2,0.3172595316823093,true
13003,49,full,training,true,0.810307937951393,false,3,2,2,0.3294968767147859,true
13003,49,factorized_replay,training,true,0.6402118105447218,false,3,2,2,0.32844640897603916,true
13003,49,random,training,true,0.8099186120081564,false,3,1,2,0.49604750452063473,true
13003,49,precision_blind,training,true,0.809472991739311,false,1,2,2,0.31742469830061204,true
13003,50,full,training,false,0.657664216458963,false,3,2,2,0.33265671236590894,true
13003,50,factorized_replay,training,false,0.32098120243324685,true,3,2,2,0.3315966298864711,true
13003,50,random,training,false,0.011650736082906605,true,2,1,2,0.6378253042418489,true
13003,50,precision_blind,training,false,0.022085861593295442,true,1,2,2,0.31744936609877533,true
13003,51,full,training,false,0.6545547692809993,true,1,2,2,0.3344693834075381,true
13003,51,factorized_replay,training,false,0.3224405236019541,false,1,2,2,0.3334030197143892,true
13003,51,random,training,false,0.6519783341661243,true,2,1,2,0.6336142461715489,true
13003,51,precision_blind,training,false,0.6548148298737386,true,1,2,2,0.3192009545354882,true
13003,52,full,training,false,0.007749071716462811,true,1,2,2,0.3307335120351856,true
13003,52,factorized_replay,training,false,0.4784881778501771,true,1,2,2,0.3297006560072869,true
13003,52,random,training,false,0.009439531936789251,true,2,1,2,0.4939620577146606,true
13003,52,precision_blind,training,false,0.0076620307507312005,true,1,2,2,0.31865090423281667,true
13003,53,full,training,false,0.7851448981166986,true,1,2,2,0.32900793775973824,true
13003,53,factorized_replay,training,false,0.6315165022986754,true,1,2,2,0.3279820847232205,true
13003,53,random,training,false,0.784721106063758,true,2,3,2,0.43877120262564284,true
13003,53,precision_blind,training,false,0.7862193467678418,true,1,2,2,0.31866099867797765,true
13003,54,full,training,false,0.13568759951508866,true,3,2,2,0.328949595885309,true
13003,54,factorized_replay,training,false,0.46113431803153715,true,3,2,2,0.3279807484881261,true
13003,54,random,training,false,0.07685185039385914,true,3,1,2,0.49244315590839094,true
13003,54,precision_blind,training,false,0.73884304965054,false,1,2,2,0.31793884004597456,true
13003,55,full,training,false,0.807849259254003,true,3,2,2,0.335168181265457,true
13003,55,factorized_replay,training,false,0.6393534450376079,true,3,2,2,0.3340626666441051,true
13003,55,random,training,false,0.79931208413477,true,2,1,2,0.6260195040724694,true
13003,55,precision_blind,training,false,0.7909342834936988,true,1,2,2,0.3197189736020808,true
13003,56,full,training,false,0.8104319982790782,true,1,2,2,0.33709520038504126,true
13003,56,factorized_replay,training,false,0.6402548281466041,true,1,2,2,0.33598953482009797,true
13003,56,random,training,false,0.8103758898289184,true,2,1,2,0.6243251810204686,true
13003,56,precision_blind,training,false,0.8104360362625906,true,1,2,2,0.321022584577898,true
13003,57,full,training,false,0.008356248312900872,true,1,2,2,0.33264450803857465,true
13003,57,factorized_replay,training,false,0.47826121925244813,true,1,2,2,0.3315615851355171,true
13003,57,random,training,false,0.017997676906667696,true,2,3,2,0.49108692702500867,true
13003,57,precision_blind,training,false,0.008223263512078674,true,1,2,2,0.32036043279875576,true
13003,58,full,training,false,0.007515999424426692,true,1,2,2,0.33012748813360165,true
13003,58,factorized_replay,training,false,0.4784606299462397,true,1,2,2,0.32905560912785686,true
13003,58,random,training,false,0.008411146685938429,true,1,2,2,0.4370690485508247,true
13003,58,precision_blind,training,false,0.007458451054564444,true,1,2,2,0.32059932389959367,true
13003,59,full,training,false,0.007165709732721571,false,3,2,2,0.33142585898794147,true
13003,59,factorized_replay,training,false,0.47840399132789296,false,3,2,2,0.33035241340826854,true
13003,59,random,training,false,0.01005046069696828,false,1,3,2,0.48881657276361307,true
13003,59,precision_blind,training,false,0.8092441055548376,true,1,2,2,0.320526374396298,true
13003,60,full,training,false,0.6177627091381612,false,3,2,2,0.3366681141598949,true
13003,60,factorized_replay,training,false,0.33900393726778627,true,3,2,2,0.33557192142956005,true
13003,60,random,training,false,0.009895664902877663,true,1,3,2,0.6186465005136179,true
13003,60,precision_blind,training,false,0.1755003190660663,true,1,2,2,0.3209817370974634,true
13003,61,full,heldout_before,false,0.8069130941072529,true,1,2,2,0.34532281464917286,true
13003,61,factorized_replay,heldout_before,false,0.639025689285567,true,1,2,2,0.34430030385500876,true
13003,61,random,heldout_before,false,0.8033001346506989,true,3,2,2,0.7458279085814647,true
13003,61,precision_blind,heldout_before,false,0.8071536581654314,true,1,2,2,0.32339806266038384,true
13003,62,full,heldout_before,false,0.7684997603483175,false,1,2,2,0.3482864273750981,true
13003,62,factorized_replay,heldout_before,false,0.6259748591108252,false,1,2,2,0.3472731393551761,true
13003,62,random,heldout_before,false,0.36921437158007553,true,3,2,2,0.6449142620378939,true
13003,62,precision_blind,heldout_before,false,0.7699222230856624,false,1,2,2,0.3239954056789348,true
13003,63,full,heldout_before,false,0.3951186733517908,false,1,2,2,0.3499759253447218,true
13003,63,factorized_replay,heldout_before,false,0.4104963027509186,false,1,2,2,0.34904083191436425,true
13003,63,random,heldout_before,false,0.5149602901846748,true,3,2,2,0.6356294436712806,true
13003,63,precision_blind,heldout_before,false,0.39490076528251944,false,1,2,2,0.32415106942923577,true
13003,64,full,heldout_before,false,0.0070711129499022715,true,1,2,2,0.35197397076460224,true
13003,64,factorized_replay,heldout_before,false,0.4784152227850019,true,1,2,2,0.351024972350096,true
13003,64,random,heldout_before,false,0.6034117739721981,false,2,3,2,0.626803411463347,true
13003,64,precision_blind,heldout_before,false,0.007068494923334647,true,1,2,2,0.3245775277489907,true
13003,65,full,heldout_before,false,0.7065206547748747,true,1,2,2,0.3487152843790589,true
13003,65,factorized_replay,heldout_before,false,0.606848909946127,true,1,2,2,0.3477636534300064,true
13003,65,random,heldout_before,false,0.10773872215937186,false,1,3,2,0.6189783385810445,true
13003,65,precision_blind,heldout_before,false,0.7078104539022264,true,1,2,2,0.3243246483948048,true
13003,66,full,heldout_before,false,0.657664854923961,false,1,2,2,0.34671387604036474,true
13003,66,factorized_replay,heldout_before,false,0.32098090681252717,true,1,2,2,0.34583241812456816,true
13003,66,random,heldout_before,false,0.12188946347487124,true,3,2,2,0.6267094094789922,true
13003,66,precision_blind,heldout_before,false,0.6576675892653924,false,1,2,2,0.32436765955064917,true
13003,67,full,heldout_before,false,0.024181363147040225,true,1,2,2,0.3441850933841628,true
13003,67,factorized_replay,heldout_before,false,0.4803652733611343,true,1,2,2,0.3433074340808301,true
13003,67,random,heldout_before,false,0.5062477720043354,false,3,1,2,0.6161092526052835,true
13003,67,precision_blind,heldout_before,false,0.023161853647980995,true,1,2,2,0.3237938644573952,true
13003,68,full,heldout_before,false,0.007058649910358274,true,1,2,2,0.3425545897126274,true
13003,68,factorized_replay,heldout_before,false,0.47841284230128656,true,1,2,2,0.34163980193852295,true
13003,68,random,heldout_before,false,0.007082362734677938,true,2,1,2,0.6167263732361734,true
13003,68,precision_blind,heldout_before,false,0.007058056278902762,true,1,2,2,0.32349483557225084,true
13003,69,full,heldout_before,false,0.653337633890254,true,1,2,2,0.3428531274634602,true
13003,69,factorized_replay,heldout_before,false,0.32301335147176546,false,1,2,2,0.3419380066084914,true
13003,69,random,heldout_before,false,0.5952538769790592,true,3,1,2,0.6080817616192978,true
13003,69,precision_blind,heldout_before,false,0.6535769066846591,true,1,2,2,0.32364013366038347,true
13003,70,full,heldout_before,false,0.810449093219467,false,1,2,2,0.34687970937245377,true
13003,70,factorized_replay,heldout_before,false,0.6402607366145492,false,1,2,2,0.34597455115760534,true
13003,70,random,heldout_before,false,0.81041693073976,false,1,2,2,0.5999514506778165,true
13003,70,precision_blind,heldout_before,false,0.810450519827825,false,1,2,2,0.32498289475380926,true
13003,71,full,heldout_before,false,0.8104515266576837,true,1,2,2,0.34873004216878073,true
13003,71,factorized_replay,heldout_before,false,0.6402615861136891,true,1,2,2,0.3478222263406797,true
13003,71,random,heldout_before,false,0.7449047668431482,true,1,3,2,0.5952848690318393,true
13003,71,precision_blind,heldout_before,false,0.8104527119577927,true,1,2,2,0.3255567797190427,true
13003,72,full,heldout_before,false,0.6449863210232305,false,1,2,2,0.3473525935061587,true
13003,72,factorized_replay,heldout_before,false,0.3269154854645418,true,1,2,2,0.34644824764475596,true
13003,72,random,heldout_before,false,0.6369345612209265,false,1,2,2,0.5924934923730373,true
13003,72,precision_blind,heldout_before,false,0.6456118509529141,false,1,2,2,0.32516801262579215,true
13003,73,full,heldout_before,false,0.8102990814741692,true,1,2,2,0.34720509538063266,true
13003,73,factorized_replay,heldout_before,false,0.6402085734285587,true,1,2,2,0.34635476377204294,true
13003,73,random,heldout_before,false,0.1946632023627475,false,3,2,2,0.5871760861422485,true
13003,73,precision_blind,heldout_before,false,0.24840864926414308,false,1,3,2,0.32510687745060685,true
13003,74,full,heldout_before,false,0.25764208347784395,true,1,2,2,0.34748153007072136,true
13003,74,factorized_replay,heldout_before,false,0.4404222899091756,true,1,2,2,0.34663180953022743,true
13003,74,random,heldout_before,false,0.27909859391454866,true,2,1,2,0.5855325321775825,true
13003,74,precision_blind,heldout_before,false,0.25571257753940013,true,1,2,2,0.32666274171222015,true
13003,75,full,heldout_before,false,0.020238560596247516,true,1,2,2,0.34746688760540245,true
13003,75,factorized_replay,heldout_before,false,0.4767920782792152,true,1,2,2,0.346509179631176,true
13003,75,random,heldout_before,false,0.031404149989771285,true,2,1,2,0.5823091744726969,true
13003,75,precision_blind,heldout_before,false,0.019512298469008153,true,1,2,2,0.32671972517656317,true
13003,76,full,heldout_before,false,0.810087417327567,true,1,2,2,0.34776292101051853,true
13003,76,factorized_replay,heldout_before,false,0.6401350558764696,true,1,2,2,0.34677129355581127,true
13003,76,random,heldout_before,false,0.7769024000878761,true,2,3,2,0.5804899929954179,true
13003,76,precision_blind,heldout_before,false,0.7595368040866864,true,3,1,2,0.3269295270964911,true
13003,77,full,heldout_before,false,0.8104089357342639,true,1,2,2,0.3466568776198682,true
13003,77,factorized_replay,heldout_before,false,0.6402468321516173,true,1,2,2,0.34567322811006845,true
13003,77,random,heldout_before,false,0.7898251785532098,true,2,3,2,0.5781881950351883,true
13003,77,precision_blind,heldout_before,false,0.8104139379148438,true,1,2,2,0.326166990988155,true
13003,78,full,heldout_before,false,0.030313571025695443,true,1,2,2,0.34436844110522685,true
13003,78,factorized_replay,heldout_before,false,0.48106898253471275,true,1,2,2,0.3433895562851432,true
13003,78,random,heldout_before,false,0.21964046439894708,true,3,1,2,0.5753025233581287,true
13003,78,precision_blind,heldout_before,false,0.029414889700048644,true,1,2,2,0.3258020135126259,true
13003,79,full,heldout_before,false,0.6572761827984207,true,1,2,2,0.34123238165068664,true
13003,79,factorized_replay,heldout_before,false,0.3211623702620562,false,1,2,2,0.34021654397267015,true
13003,79,random,heldout_before,false,0.517482551738594,true,2,3,2,0.5827348551754271,true
13003,79,precision_blind,heldout_before,false,0.6572985288032259,true,1,2,2,0.3257794090752846,true
13003,80,full,heldout_before,false,0.6296817475234165,true,1,2,2,0.33852461134861045,true
13003,80,factorized_replay,heldout_before,false,0.33385739915595036,false,1,2,2,0.3375202363185483,true
13003,80,random,heldout_before,false,0.5513285019712412,true,2,3,2,0.5810151159967494,true
13003,80,precision_blind,heldout_before,false,0.6301039757207144,true,1,2,2,0.32541208028182605,true
13003,81,full,heldout_before,false,0.7706904605141721,true,1,2,2,0.33572099213792755,true
13003,81,factorized_replay,heldout_before,false,0.6267060293608302,true,1,2,2,0.3347955929332593,true
13003,81,random,heldout_before,false,0.7589946324237175,true,2,1,2,0.5796736832541484,true
13003,81,precision_blind,heldout_before,false,0.7712444445769885,true,1,2,2,0.32528498356406316,true
13003,82,full,heldout_before,false,0.6459007152281887,true,1,2,2,0.3378976771520505,true
13003,82,factorized_replay,heldout_before,false,0.3264868065494486,false,1,2,2,0.3370064295499862,true
13003,82,random,heldout_before,false,0.6386948181266452,true,1,2,2,0.5781494771475476,true
13003,82,precision_blind,heldout_before,false,0.6461774607570944,true,1,2,2,0.32603356225395075,true
13003,83,full,heldout_before,false,0.5763744381753583,true,1,2,2,0.33826392433921043,true
13003,83,factorized_replay,heldout_before,false,0.5727062928306541,true,1,2,2,0.337405667425009,true
13003,83,random,heldout_before,false,0.5757107054409007,true,2,1,2,0.5797302841823885,true
13003,83,precision_blind,heldout_before,false,0.5764125236725793,true,1,2,2,0.3265731696199467,true
13003,84,full,heldout_before,false,0.6571687332882983,true,1,2,2,0.33927048718064556,true
13003,84,factorized_replay,heldout_before,false,0.3212130773712506,false,1,2,2,0.33841459496204496,true
13003,84,random,heldout_before,false,0.6067456422586762,true,3,1,2,0.5756357792665153,true
13003,84,precision_blind,heldout_before,false,0.6571977056326048,true,1,2,2,0.3266903662835496,true
13003,85,full,heldout_before,false,0.059051565240486555,true,1,2,2,0.33946411214521804,true
13003,85,factorized_replay,heldout_before,false,0.4844073533599421,true,1,2,2,0.33861470860801623,true
13003,85,random,heldout_before,false,0.13294051312690633,true,3,1,2,0.5716746075523076,true
13003,85,precision_blind,heldout_before,false,0.05748153178021049,true,1,2,2,0.3264470419672724,true
13003,86,full,heldout_before,false,0.6541954943289832,true,1,2,2,0.3397727590386822,true
13003,86,factorized_replay,heldout_before,false,0.3226111224943608,false,1,2,2,0.3388603625246066,true
13003,86,random,heldout_before,false,0.6510296561031153,true,2,1,2,0.568410523067506,true
13003,86,precision_blind,heldout_before,false,0.6543320738644397,true,1,2,2,0.32633994202544375,true
13003,87,full,heldout_before,false,0.6576423481806022,true,1,2,2,0.34011780326470903,true
13003,87,factorized_replay,heldout_before,false,0.32099139416815725,false,1,2,2,0.33921999500296124,true
13003,87,random,heldout_before,false,0.14988884499595978,false,1,3,2,0.567293238318484,true
13003,87,precision_blind,heldout_before,false,0.6576457847928955,true,1,2,2,0.3265468538927202,true
13003,88,full,heldout_before,false,0.797669593435493,false,1,2,2,0.33972915443352136,true
13003,88,factorized_replay,heldout_before,false,0.6358062049962722,false,1,2,2,0.33883579129317043,true
13003,88,random,heldout_before,false,0.790643866052517,false,1,2,2,0.5643441960014817,true
13003,88,precision_blind,heldout_before,false,0.7980360622039837,false,1,2,2,0.3262115780229456,true
13003,89,full,heldout_before,false,0.8101825243179086,true,1,2,2,0.3405904679561046,true
13003,89,factorized_replay,heldout_before,false,0.6401680659695143,true,1,2,2,0.33972040780687046,true
