local_deviation_sd,compact_forecast_error,nested_forecast_error,independent_forecast_error,compact_gain_over_independent,nested_gain_over_independent,nested_gain_over_compact,compact_accuracy,nested_accuracy,independent_accuracy,nested_effective_shrinkage,compact_beats_independent_rate,nested_beats_independent_rate,nested_beats_compact_rate
0.0,0.33955883133106435,0.3594255892441249,0.6372383953961531,0.2976795640650888,0.27781280615202825,-0.01986675791306053,0.78,0.78,0.7808333333333333,8.319272150656298,1.0,1.0,0.2
2.0,2.716434313836329,1.0679267691660619,1.0903436079624744,-1.6260907058738545,0.02241683879641254,1.648507544670267,0.7200000000000001,0.7150000000000001,0.7158333333333333,1.8790989458117568,0.0,0.45,1.0
