seed,regime,dominance,depth,correct_2d,loss_2d,loss_1d,scalar_truth
702487,known_urgent_threat,1.0,1.0,true,5.775518626974777e-5,6.773082038823039e-6,1.0
702488,quiet_narrowing,0.0,0.0,true,0.0007637850928641932,6.9541927355878915e-6,0.0
702488,blended_capture,1.0,0.0,true,0.00016800602483420924,0.500002435365444,0.5
702488,self_led_witnessing,0.0,1.0,true,0.00042570787952812936,0.5003193743082095,0.5
702488,known_urgent_threat,1.0,1.0,true,0.00023293261473189493,0.0002089895028965068,1.0
702489,quiet_narrowing,0.0,0.0,true,0.00017545169638779522,0.0001368012392641597,0.0
702489,blended_capture,1.0,0.0,true,0.00015335260562026557,0.5001184089581139,0.5
702489,self_led_witnessing,0.0,1.0,true,0.0012151953294899573,0.5000936629368263,0.5
702489,known_urgent_threat,1.0,1.0,true,0.0005355271394817524,0.00037735280727831317,1.0
702490,quiet_narrowing,0.0,0.0,true,0.00023089713743835747,0.00016215472790142814,0.0
702490,blended_capture,1.0,0.0,true,0.0006384332101780726,0.5003577624734254,0.5
702490,self_led_witnessing,0.0,1.0,true,0.0008423137138046956,0.5002799358799302,0.5
702490,known_urgent_threat,1.0,1.0,true,0.000799257028371379,0.0007950918776533752,1.0
702491,quiet_narrowing,0.0,0.0,true,0.00022210193358828957,0.000215490884826869,0.0
702491,blended_capture,1.0,0.0,true,0.00013826161905316003,0.5001379536490475,0.5
702491,self_led_witnessing,0.0,1.0,true,0.00012342201236702276,0.5001233843458999,0.5
702491,known_urgent_threat,1.0,1.0,true,0.0002587913857128989,0.00020176908707263537,1.0
