arm,omega,kappa,n_seeds,mean_potential_aversive_count,mean_delivered_aversive_count,mean_suppressed_aversive_count,mean_exposure_rate,mean_successful_relief_action_count,mean_policy_approach_count,mean_policy_flee_count,mean_policy_appease_count,mean_policy_attenuate_count,potential_after_approach_count,exposed_after_approach_count,exposure_rate_after_approach,potential_after_flee_count,exposed_after_flee_count,exposure_rate_after_flee,potential_after_appease_count,exposed_after_appease_count,exposure_rate_after_appease,potential_after_attenuate_count,exposed_after_attenuate_count,exposure_rate_after_attenuate,exposure_accounting_error
closed_loop,0.6,1.0,10,54.4,30.8,23.6,0.5699548242489568,30.0,0.0,200.0,0.0,0.0,0,0,0.0,540,304,0.562962962962963,0,0,0.0,0,0,0.0,-3.552713678800501e-15
closed_loop,0.6,1.1,10,54.4,30.8,23.6,0.5699548242489568,30.0,0.0,200.0,0.0,0.0,0,0,0.0,540,304,0.562962962962963,0,0,0.0,0,0,0.0,-3.552713678800501e-15
closed_loop,0.6,1.2,10,54.4,30.8,23.6,0.5699548242489568,30.0,0.0,200.0,0.0,0.0,0,0,0.0,540,304,0.562962962962963,0,0,0.0,0,0,0.0,-3.552713678800501e-15
closed_loop,0.6,1.3,10,54.4,30.8,23.6,0.5699548242489568,30.0,0.0,200.0,0.0,0.0,0,0,0.0,540,304,0.562962962962963,0,0,0.0,0,0,0.0,-3.552713678800501e-15
closed_loop,0.6,1.4,10,54.4,30.8,23.6,0.5699548242489568,30.0,0.0,200.0,0.0,0.0,0,0,0.0,540,304,0.562962962962963,0,0,0.0,0,0,0.0,-3.552713678800501e-15
closed_loop,0.8,0.0,10,69.2,64.9,4.3,0.9358313510028505,5.7,24.5,83.1,73.1,19.3,104,99,0.9519230769230769,259,232,0.8957528957528957,257,246,0.9571984435797666,68,68,1.0,-2.6645352591003757e-15
closed_loop,0.8,0.1,10,69.2,53.6,15.6,0.7778179729890583,15.7,0.0,140.6,41.0,18.4,0,0,0.0,477,340,0.7127882599580713,147,128,0.8707482993197279,64,64,1.0,1.7763568394002505e-15
closed_loop,0.8,0.2,10,69.2,47.6,21.6,0.6914516635867092,22.0,0.0,161.6,20.0,18.4,0,0,0.0,547,346,0.6325411334552102,77,62,0.8051948051948052,64,64,1.0,0.0
closed_loop,0.8,0.3,10,69.2,42.3,26.9,0.6129807746647018,27.0,0.0,178.6,20.0,1.4,0,0,0.0,607,355,0.5848434925864909,77,60,0.7792207792207793,4,4,1.0,7.105427357601002e-15
closed_loop,0.8,0.4,10,69.2,40.6,28.6,0.5887968205967378,28.3,0.0,178.6,20.0,1.4,0,0,0.0,607,341,0.5617792421746294,77,57,0.7402597402597403,4,4,1.0,0.0
closed_loop,0.8,0.5,10,69.2,38.8,30.4,0.5630964798342595,30.9,0.0,180.1,19.9,0.0,0,0,0.0,611,331,0.5417348608837971,77,53,0.6883116883116883,0,0,0.0,7.105427357601002e-15
closed_loop,0.8,0.6,10,69.2,36.6,32.6,0.5340817320548057,32.6,0.0,200.0,0.0,0.0,0,0,0.0,688,362,0.5261627906976745,0,0,0.0,0,0,0.0,0.0
closed_loop,0.8,0.7,10,69.2,35.3,33.9,0.5147231126945294,33.3,0.0,200.0,0.0,0.0,0,0,0.0,688,349,0.5072674418604651,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,0.8,0.8,10,69.2,34.8,34.4,0.5070871363820826,33.8,0.0,200.0,0.0,0.0,0,0,0.0,688,344,0.5,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,0.8,0.9,10,69.2,34.8,34.4,0.5070871363820826,33.8,0.0,200.0,0.0,0.0,0,0,0.0,688,344,0.5,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,0.8,1.0,10,69.2,34.8,34.4,0.5070871363820826,33.8,0.0,200.0,0.0,0.0,0,0,0.0,688,344,0.5,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,0.8,1.1,10,69.2,34.8,34.4,0.5070871363820826,33.8,0.0,200.0,0.0,0.0,0,0,0.0,688,344,0.5,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,0.8,1.2,10,69.2,34.8,34.4,0.5070871363820826,33.8,0.0,200.0,0.0,0.0,0,0,0.0,688,344,0.5,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,0.8,1.3,10,69.2,34.8,34.4,0.5070871363820826,33.8,0.0,200.0,0.0,0.0,0,0,0.0,688,344,0.5,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,0.8,1.4,10,69.2,34.8,34.4,0.5070871363820826,33.8,0.0,200.0,0.0,0.0,0,0,0.0,688,344,0.5,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,1.0,0.0,10,78.9,73.0,5.9,0.9286598160456991,5.8,9.5,96.0,58.5,36.0,39,38,0.9743589743589743,369,325,0.8807588075880759,244,230,0.9426229508196722,133,133,1.0,5.329070518200751e-15
closed_loop,1.0,0.1,10,78.9,61.1,17.8,0.7765387525902238,16.8,0.0,121.8,59.8,18.4,0,0,0.0,478,332,0.694560669456067,237,205,0.8649789029535865,70,70,1.0,3.552713678800501e-15
closed_loop,1.0,0.2,10,78.9,54.1,24.8,0.6881197038490601,22.9,0.0,141.9,39.7,18.4,0,0,0.0,560,341,0.6089285714285714,155,126,0.8129032258064516,70,70,1.0,3.552713678800501e-15
closed_loop,1.0,0.3,10,78.9,47.6,31.3,0.6034209938879468,28.3,0.0,158.9,39.7,1.4,0,0,0.0,626,348,0.5559105431309904,155,120,0.7741935483870968,4,4,1.0,3.552713678800501e-15
closed_loop,1.0,0.4,10,78.9,45.1,33.8,0.5733240812158965,30.4,0.0,158.9,39.7,1.4,0,0,0.0,626,331,0.5287539936102237,155,112,0.7225806451612903,4,4,1.0,7.105427357601002e-15
closed_loop,1.0,0.5,10,78.9,42.5,36.4,0.5384737864934531,33.0,0.0,180.1,19.9,0.0,0,0,0.0,700,363,0.5185714285714286,85,58,0.6823529411764706,0,0,0.0,7.105427357601002e-15
closed_loop,1.0,0.6,10,78.9,39.1,39.8,0.49851768661530266,34.8,0.0,200.0,0.0,0.0,0,0,0.0,785,387,0.4929936305732484,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,1.0,0.7,10,78.9,38.3,40.6,0.48784012205286975,35.7,0.0,200.0,0.0,0.0,0,0,0.0,785,379,0.48280254777070064,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,1.0,0.8,10,78.9,37.4,41.5,0.47604235224716585,36.2,0.0,200.0,0.0,0.0,0,0,0.0,785,370,0.4713375796178344,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,1.0,0.9,10,78.9,37.4,41.5,0.47604235224716585,36.2,0.0,200.0,0.0,0.0,0,0,0.0,785,370,0.4713375796178344,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,1.0,1.0,10,78.9,37.4,41.5,0.47604235224716585,36.2,0.0,200.0,0.0,0.0,0,0,0.0,785,370,0.4713375796178344,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,1.0,1.1,10,78.9,37.4,41.5,0.47604235224716585,36.2,0.0,200.0,0.0,0.0,0,0,0.0,785,370,0.4713375796178344,0,0,0.0,0,0,0.0,7.105427357601002e-15
