experiment,seed,iteration,phi_1,phi_2,phi_3,residual_1,residual_2,residual_3,global_state,free_energy_proxy
coordinated_global,8202,9,0.8972033394401709,0.9730315038029008,0.7842920310374172,0.38970397645525506,0.350453484586079,0.3820970879634901,0.7842920310374172,7.127376818017591
coordinated_global,8202,10,0.8978101475428718,0.973453311244574,0.7847233859431225,0.38944024028463325,0.35030702968549704,0.3819973178514191,0.7847233859431225,7.127964302986809
coordinated_global,8202,11,0.8981257325784924,0.9736669106664341,0.7849453020059369,0.3893027716538786,0.3502333774014047,0.38194587525927787,0.7849453020059369,7.128265856503047
coordinated_global,8202,12,0.8982896057456552,0.973775397690636,0.7850595175700577,0.3892312492095358,0.35019618612967734,0.3819193478824029,0.7850595175700577,7.128420722691647
coordinated_global,8202,13,0.8983745873536337,0.9738306357832616,0.7851183193799884,0.38919409748706285,0.3501773416674337,0.38190566854362,0.7851183193799884,7.1285002975020735
coordinated_global,8202,14,0.8984186084713649,0.9738588199995504,0.7851485990361903,0.38917482596673453,0.3501677658346592,0.3818986148878426,0.7851485990361903,7.1285412050608405
coordinated_global,8202,15,0.8984413908265576,0.9738732255463701,0.7851641939628408,0.38916484090921194,0.35016288810347784,0.38189497795907684,0.7851641939628408,7.128562243582554
coordinated_global,8202,16,0.8984531725253473,0.9738805992075626,0.7851722268557365,0.3891596723592195,0.3501603984652203,0.3818931028512208,0.7851722268557365,7.1285730674923204
coordinated_global,8202,17,0.8984592615512021,0.9738843780548455,0.7851763649960846,0.3891569990827089,0.35015912558894463,0.3818921361528376,0.7851763649960846,7.128578637882784
coordinated_global,8202,18,0.8984624068873581,0.9738863165668867,0.7851784969324253,0.38915561730693005,0.35015847389358323,0.3818916378052665,0.7851784969324253,7.128581505344902
coordinated_global,8202,19,0.8984640309611929,0.9738873118248208,0.7851795953618768,0.38915490346714326,0.35015813984629574,0.38189138091137753,0.7851795953618768,7.128582981735978
coordinated_global,8202,20,0.8984648692560657,0.9738878231512941,0.7851801613321187,0.3891545348501713,0.3501579684547951,0.3818912484898837,0.7851801613321187,7.12858374202875
coordinated_global,8202,21,0.8984653018367273,0.97388808599917,0.7851804529634409,0.38915434456906184,0.3501578804480291,0.38189118023255375,0.7851804529634409,7.12858413361068
coordinated_global,8202,22,0.8984655250081831,0.9738882211787874,0.7851806032396974,0.38915424637393925,0.3501578352283066,0.38189114504989796,0.7851806032396974,7.128584335315251
coordinated_global,8202,23,0.8984656401225232,0.9738882907265115,0.7851806806786276,0.38915419571209,0.35015781198089385,0.38189112691569477,0.7851806806786276,7.128584439223687
coordinated_global,8202,24,0.8984656994907593,0.9738883265188637,0.7851807205846807,0.3891541695791766,0.3501578000241002,0.3818911175689464,0.7851807205846807,7.128584492756583
coordinated_global,8202,25,0.8984657301050936,0.973888344943925,0.7851807411495884,0.3891541561011706,0.3501577938721349,0.3818911127515074,0.7851807411495884,7.128584520338114
coordinated_global,8202,26,0.8984657458903368,0.973888354430711,0.7851807517475362,0.3891541491508146,0.35015779070589564,0.3818911102685641,0.7851807517475362,7.128584534549624
coordinated_global,8202,27,0.8984657540287836,0.9738883593161582,0.7851807572091692,0.389154145567027,0.35015778907592054,0.3818911089888504,0.7851807572091692,7.128584541872472
coordinated_global,8202,28,0.8984657582244614,0.9738883618323928,0.7851807600238422,0.389154143719292,0.3501577882366416,0.3818911083292887,0.7851807600238422,7.12858454564591
coordinated_global,8202,29,0.8984657603873717,0.9738883631285229,0.7851807614744074,0.38915414276670174,0.3501577878044223,0.3818911079893539,0.7851807614744074,7.128584547590389
coordinated_global,8202,30,0.8984657615023205,0.9738883637962317,0.7851807622219735,0.3891541422756274,0.35015778758180394,0.3818911078141544,0.7851807622219735,7.128584548592421
coordinated_global,8203,1,0.7028021891962193,0.7416804033522386,0.6057507646170953,0.47634030247084735,0.45110630449201927,0.4373155871792713,0.6057507646170953,6.88900957489407
coordinated_global,8203,2,0.832296033640322,0.8745859866749408,0.7157892343257554,0.4152399415719756,0.3913688991848384,0.39704413187143184,0.7157892343257554,6.983856059612913
coordinated_global,8203,3,0.8953605884543154,0.9340284398309889,0.7671631408938373,0.38804282665296413,0.3675946070147922,0.38408906441955537,0.7671631408938373,7.045260828480281
coordinated_global,8203,4,0.9273371044195148,0.9617736848299007,0.7922077503304,0.3747902113123317,0.3571497709781554,0.37797890648368077,0.7922077503304,7.078651149945368
coordinated_global,8203,5,0.9438324951522336,0.9749949115021577,0.804669557629261,0.36806428441399314,0.35235184144150883,0.37497580268683334,0.804669557629261,7.096078587851031
coordinated_global,8203,6,0.9524007362626778,0.9813706950661695,0.8109364066862909,0.36458831426299987,0.3500972134263387,0.3734705427604147,0.8109364066862909,7.105037464044972
coordinated_global,8203,7,0.9568604722859384,0.9844703393083206,0.8141064693782377,0.36277877221064103,0.3490235476496404,0.37270861907693575,0.8141064693782377,7.10961493934183
coordinated_global,8203,8,0.9591812605542573,0.9859867634501884,0.8157156229696063,0.3618348033724448,0.348507607538022,0.3723209856478084,0.8157156229696063,7.111948312044242
coordinated_global,8203,9,0.9603875414200873,0.9867325941820638,0.8165342504138053,0.36134255750627337,0.3482579174258912,0.3721232335555316,0.8165342504138053,7.113136979439271
coordinated_global,8203,10,0.9610135792548833,0.9871011503887918,0.8169513382376702,0.36108623333827333,0.3481363466409104,0.372022194354314,0.8169513382376702,7.113742585729337
coordinated_global,8203,11,0.9613379759985372,0.9872840479573914,0.8171640745621637,0.36095299511195605,0.3480768336191342,0.37197052243207773,0.8171640745621637,7.114051274984271
coordinated_global,8203,12,0.9615058253659787,0.987375160333252,0.8172726714222581,0.3608838610535911,0.34804755512085517,0.37194408202192614,0.8172726714222581,7.11420871256257
coordinated_global,8203,13,0.9615925607438537,0.9874207063689668,0.8173281442731183,0.36084804857600294,0.34803308523677273,0.37193054732016395,0.8173281442731183,7.114289057772005
coordinated_global,8203,14,0.9616373296976091,0.9874435453060452,0.8173564959692744,0.36082952460773243,0.34802590405414574,0.37192361707752325,0.8173564959692744,7.114330084178963
coordinated_global,8203,15,0.9616604146576124,0.9874550297692549,0.8173709928241703,0.36081995546272394,0.34802232653797815,0.3719200678149652,0.8173709928241703,7.114351044443862
coordinated_global,8203,16,0.9616723082660079,0.9874608190143904,0.8173784082143607,0.3608150177130614,0.34802053812992645,0.37191824979528776,0.8173784082143607,7.11436175802701
coordinated_global,8203,17,0.961678431541828,0.9874637437497863,0.8173822025416447,0.36081247222432405,0.3480196413174304,0.3719173184377676,0.8173822025416447,7.114367236411724
coordinated_global,8203,18,0.9616815820875775,0.9874652241938404,0.8173841445696269,0.36081116105119243,0.3480191903502231,0.3719168412582607,0.8173841445696269,7.1143700387908995
coordinated_global,8203,19,0.9616832022518556,0.9874659748412794,0.8173851387809922,0.3608104861381505,0.3480189630165515,0.37191659675368177,0.8173851387809922,7.114371472750477
coordinated_global,8203,20,0.9616840350453669,0.9874663560182192,0.8173856478653749,0.3608101389386266,0.3480188481654534,0.37191647146093826,0.8173856478653749,7.11437220669633
coordinated_global,8203,21,0.9616844629523308,0.9874665498306445,0.817385908586409,0.3608099604165483,0.34801879002926406,0.3719164072522948,0.817385908586409,7.114372582440252
coordinated_global,8203,22,0.9616846827482195,0.9874666484876529,0.8173860421311724,0.360809868663908,0.34801876055141034,0.3719163743455059,0.8173860421311724,7.114372774840973
coordinated_global,8203,23,0.9616847956156843,0.9874666987567424,0.8173861105432758,0.3608098215242427,0.3480187455824681,0.3719163574800379,0.8173861105432758,7.1143728733772065
coordinated_global,8203,24,0.9616848535605129,0.9874667243923749,0.8173861455931466,0.36080979731289,0.34801873797132005,0.3719163488357517,0.8173861455931466,7.114372923849025
coordinated_global,8203,25,0.9616848833026644,0.9874667374753703,0.8173861635520792,0.3608097848810301,0.34801873409695955,0.3719163444050232,0.8173861635520792,7.114372949704786
coordinated_global,8203,26,0.9616848985661858,0.9874667441564551,0.817386172754656,0.3608097784990631,0.34801873212282747,0.3719163421339336,0.817386172754656,7.114372962951606
coordinated_global,8203,27,0.9616849063981866,0.9874667475701556,0.8173861774705952,0.3608097752234785,0.3480187311160771,0.3719163409697957,0.8173861774705952,7.114372969739094
coordinated_global,8203,28,0.9616849104164249,0.987466749315213,0.8173861798874611,0.36080977354254246,0.3480187306022853,0.37191634037305676,0.8173861798874611,7.114372973217158
coordinated_global,8203,29,0.961684912477774,0.9874667502076376,0.8173861811261405,0.3608097726800567,0.34801873033990605,0.3719163400671614,0.8173861811261405,7.114372974999535
coordinated_global,8203,30,0.9616849135351445,0.9874667506641842,0.8173861817610089,0.36080977223756994,0.34801873020584295,0.3719163399103538,0.8173861817610089,7.114372975912982
coordinated_global,8204,1,0.772793012619296,0.6696927565840939,0.6049133870852926,0.43173432738058515,0.49877284646248465,0.41256171960020166,0.6049133870852926,6.916641229312438
coordinated_global,8204,2,0.9382732627751165,0.8038759941747617,0.7305787206564006,0.3601080766671384,0.4346583739932161,0.36827653203901595,0.7305787206564006,7.028360029527481
coordinated_global,8204,3,1.0252588298830034,0.8752296122281462,0.7969790241111273,0.32740060957135386,0.4039234708819113,0.35100260950038303,0.7969790241111273,7.1112029210588705
coordinated_global,8204,4,1.0737885921148023,0.9145305380315475,0.8338112481258887,0.3104353754984985,0.3879734948269963,0.3418368121665208,0.8338112481258887,7.1638183867865735
coordinated_global,8204,5,1.1016460463611788,0.9366372094619394,0.8547639459903399,0.30107409356271375,0.37931567126887245,0.3367545418196753,0.8547639459903399,7.195945060925137
coordinated_global,8204,6,1.11786917740918,0.9492421334832173,0.8668531303742312,0.29573970213485473,0.3744871703358852,0.3338664323338487,0.8668531303742312,7.215248229114607
coordinated_global,8204,7,1.127386820992567,0.9564962455450653,0.8738864472577169,0.29264735233672273,0.3717475943324432,0.3322016201076539,0.8738864472577169,7.226756479494227
coordinated_global,8204,8,1.1329911961917607,0.9606985153766598,0.877998911302886,0.2908382203708907,0.37017539060190124,0.33123374964664737,0.877998911302886,7.2335888028591935
coordinated_global,8204,9,1.1362970424043861,0.9631445014710837,0.8804109700122938,0.2897747240897366,0.3692660418667558,0.3306681252979923,0.8804109700122938,7.237635252183169
coordinated_global,8204,10,1.1382484752189668,0.9645732053680818,0.8818284466977946,0.2891480360277195,0.3687371907663738,0.3303365034675719,0.8818284466977946,7.24002824122425
coordinated_global,8204,11,1.1394006446886713,0.9654098650363784,0.8826624718201821,0.2887783287203297,0.3684284239957364,0.3301416784058256,0.8826624718201821,7.241442101827851
coordinated_global,8204,12,1.1400808890664258,0.9659007500971178,0.8831535906169701,0.2885601252179397,0.36824764679803745,0.330027070534833,0.8831535906169701,7.2422769648305785
coordinated_global,8204,13,1.140482453829674,0.9661891649928285,0.8834429369255656,0.28843132568459656,0.3681415911626212,0.3299595940306936,0.8834429369255656,7.242769747809116
coordinated_global,8204,14,1.1407194689301037,0.9663587944980911,0.8836134653085979,0.28835530238483986,0.3680792811261199,0.32991984443268363,0.8836134653085979,7.2430605413137705
coordinated_global,8204,15,1.1408593403137528,0.966458636176172,0.8837139901409363,0.28831043490603714,0.3680426338794811,0.32989641975128026,0.8837139901409363,7.2432321103435715
coordinated_global,8204,16,1.1409418724170362,0.9665174340090033,0.8837732575335003,0.2882839582716987,0.36802106352954517,0.3298826120116697,0.8837732575335003,7.243333324756162
coordinated_global,8204,17,1.1409905656403605,0.966552074591773,0.883808203968314,0.2882683360283992,0.3680083603086785,0.3298744716319652,0.883808203968314,7.243393029811205
coordinated_global,8204,18,1.1410192916708546,0.9665724889700804,0.8838288112365211,0.2882591192178977,0.3680008761169332,0.3298696719021432,0.8838288112365211,7.243428247097718
coordinated_global,8204,19,1.1410362371083005,0.9665845221279166,0.8838409635506718,0.2882536819277061,0.36799646547059023,0.32986684166104224,0.8838409635506718,7.243449019371134
coordinated_global,8204,20,1.141046232667256,0.9665916161133259,0.8838481301337924,0.288250474503799,0.3679938656044979,0.3298651726698519,0.8838481301337924,7.243461271188886
coordinated_global,8204,21,1.141052128485989,0.9665957987465637,0.883852356581393,0.28824858255865216,0.36799233287368305,0.32986418842895615,0.883852356581393,7.24346849736995
coordinated_global,8204,22,1.141055605994859,0.9665982650397349,0.8838548491435394,0.2882474666100109,0.36799142916452765,0.3298636079846716,0.8838548491435394,7.243472759349541
coordinated_global,8204,23,1.1410576570756925,0.9665997193775804,0.8838563191578241,0.288246808395524,0.36799089628856935,0.32986326566805346,0.8838563191578241,7.243475273028379
coordinated_global,8204,24,1.1410588668106134,0.9666005770165985,0.883857186121089,0.2882464201724212,0.3679905820578477,0.3298630637843235,0.883857186121089,7.243476755564574
coordinated_global,8204,25,1.1410595803080916,0.9666010827914718,0.8838576974288493,0.2882461911972332,0.36799039675192446,0.3298629447207676,0.8838576974288493,7.243477629941575
coordinated_global,8204,26,1.1410600011227332,0.9666013810684552,0.8838579989834017,0.28824605614854065,0.36799028747132084,0.3298628745010039,0.8838579989834017,7.243478145633874
coordinated_global,8204,27,1.1410602493139703,0.9666015569779618,0.8838581768321007,0.28824597649802275,0.3679902230237781,0.3298628330874954,0.8838581768321007,7.2434784497794675
coordinated_global,8204,28,1.1410603956933838,0.9666016607222053,0.8838582817226666,0.2882459295211522,0.36799018501564695,0.3298628086629656,0.8838582817226666,7.243478629158494
coordinated_global,8204,29,1.1410604820254384,0.9666017219068457,0.8838583435845062,0.28824590181491433,0.3679901625999816,0.3298627942580241,0.8838583435845062,7.243478734952523
coordinated_global,8204,30,1.1410605329424686,0.9666017579915794,0.883858380069117,0.2882458854742552,0.36799014938001506,0.3298627857623549,0.883858380069117,7.2434787973475965
coordinated_global,8205,1,0.6822677000178015,0.6665116792110766,0.565617159031465,0.48242591385245553,0.4931857074728287,0.38694091559509913,0.565617159031465,6.856637346286531
coordinated_global,8205,2,0.8039362627789516,0.7739783403957394,0.6617061239119673,0.42281171453826333,0.4409220277506692,0.3559326275816882,0.6617061239119673,6.929828837345367
coordinated_global,8205,3,0.8636154256159083,0.8231480275042953,0.7073524158246015,0.3960873031474299,0.41917521502932387,0.34605033516693146,0.7073524158246015,6.978246399502007
coordinated_global,8205,4,0.8940624812800979,0.8465239471090341,0.729923340937378,0.38300082436407606,0.40935841369525033,0.3412929254955155,0.729923340937378,7.005256789452867
coordinated_global,8205,5,0.9098567886272384,0.8578753749944305,0.7413070363574741,0.37633458049106067,0.40474310958460535,0.3389181994589124,0.7413070363574741,7.019702644245622
coordinated_global,8205,6,0.9181046489115171,0.8634642721363022,0.7471095475361823,0.37287848516167055,0.402521743696529,0.3377115726410535,0.7471095475361823,7.027301449980936
coordinated_global,8205,7,0.922420511995015,0.866243903358908,0.7500850774064839,0.37107366214377663,0.4014358903288738,0.33709285864057964,0.7500850774064839,7.031268955852552
coordinated_global,8205,8,0.9246788035526635,0.8676373439387423,0.7516164489480089,0.3701289778161376,0.40089902076231076,0.33677406684494565,0.7516164489480089,7.033333146897121
coordinated_global,8205,9,0.9258594239833589,0.8683403840285976,0.7524063711017882,0.36963448309996777,0.4006311945548602,0.3366093741372439,0.7524063711017882,7.034405239594792
coordinated_global,8205,10,0.9264759409824286,0.8686969681726413,0.7528144457747068,0.36937586868098893,0.40049660991878205,0.33652416379192696,0.7528144457747068,7.034961596605816
coordinated_global,8205,11,0.9267975196948212,0.868878614229532,0.7530254755166643,0.3692407763257385,0.40042857429483225,0.33648003803126075,0.7530254755166643,7.035250204737131
coordinated_global,8205,12,0.9269650864348034,0.8689714747601058,0.7531346869527039,0.36917029171777105,0.4003940107246601,0.3364571754314701,0.7531346869527039,7.03539989544654
coordinated_global,8205,13,0.9270523257148061,0.8690190841228623,0.7531912363835384,0.3691335554830327,0.40037638042900675,0.336445325708123,0.7531912363835384,7.035477530885572
coordinated_global,8205,14,0.9270977120260746,0.8690435506373745,0.7532205295040272,0.36911442615357076,0.4003673576997648,0.33643918256861355,0.7532205295040272,7.035517795737526
coordinated_global,8205,15,0.9271213105206717,0.8690561478397106,0.7532357083446765,0.36910447261669127,0.4003627276594073,0.3364359973317069,0.7532357083446765,7.035538679188935
coordinated_global,8205,16,0.9271335747333794,0.8690626437109936,0.7532435754766726,0.3690992966843561,0.4003603465624143,0.3364343455871871,0.7532435754766726,7.035549510757614
coordinated_global,8205,17,0.9271399460887019,0.8690659974626875,0.7532476537473569,0.3690966064810207,0.4003591198825727,0.3364334889817687,0.7532476537473569,7.035555128906725
coordinated_global,8205,18,0.9271432550671093,0.8690677306615191,0.7532497682087798,0.3690952087940998,0.4003584870378963,0.3364330447122148,0.7532497682087798,7.03555804302174
coordinated_global,8205,19,0.9271449731839457,0.8690686270664523,0.7532508646211347,0.3690944828588631,0.40035816018457443,0.3364328142850954,0.7532508646211347,7.035559554597608
coordinated_global,8205,20,0.9271458651112366,0.8690690909721281,0.7532514331962498,0.36909410591461167,0.40035799121829285,0.33643269476604504,0.7532514331962498,7.035560338679411
coordinated_global,8205,21,0.9271463280688298,0.8690693311702795,0.7532517280680137,0.36909391022394916,0.40035790380866004,0.33643263277148844,0.7532517280680137,7.035560745403091
coordinated_global,8205,22,0.9271465683398956,0.8690694555874042,0.7532518810017709,0.36909380864710845,0.40035785856402706,0.3364326006141508,0.7532518810017709,7.035560956383877
coordinated_global,8205,23,0.9271466930268311,0.8690695200527185,0.7532519603236821,0.36909375592835647,0.4003578351340147,0.33643258393343956,0.7532519603236821,7.03556106582757
coordinated_global,8205,24,0.9271467577274058,0.8690695534629553,0.7532520014669256,0.3690937285698338,0.40035782299635275,0.33643257528066695,0.7532520014669256,7.035561122600584
coordinated_global,8205,25,0.9271467912988297,0.869069570781775,0.7532520228079956,0.3690937143731733,0.40035781670676357,0.3364325707921694,0.7532520228079956,7.035561152051281
coordinated_global,8205,26,0.9271468087173452,0.8690695797607063,0.7532520338778926,0.36909370700681465,0.400357813446832,0.3364325684638071,0.7532520338778926,7.035561167328789
coordinated_global,8205,27,0.9271468177545992,0.8690695844164035,0.753252039620098,0.3690937031847484,0.4003578117568842,0.33643256725598397,0.753252039620098,7.0355611752539815
coordinated_global,8205,28,0.927146822443264,0.8690695868306814,0.7532520425987513,0.36909370120173,0.40035781088068995,0.33643256662943016,0.7532520425987513,7.035561179365187
coordinated_global,8205,29,0.9271468248757577,0.8690695880827352,0.7532520441438841,0.36909370017290416,0.40035781042635504,0.3364325663044061,0.7532520441438841,7.035561181497867
coordinated_global,8205,30,0.9271468261377208,0.8690695887320964,0.7532520449454072,0.36909369963914335,0.4003578101907459,0.33643256613579964,0.7532520449454072,7.0355611826042255
coordinated_global,8206,1,0.5913025881774583,0.7191719474183401,0.5495538375079154,0.544437521210061,0.4551996380194166,0.38531358213374,0.5495538375079154,6.897612075722923
coordinated_global,8206,2,0.6781156375105435,0.8490491223519021,0.6404239315552193,0.49997743084301816,0.39356887342736785,0.35220674584349915,0.6404239315552193,6.974730476593264
coordinated_global,8206,3,0.7213845230056327,0.9092277532986389,0.6838051481275979,0.4788268290367368,0.36810141469572055,0.34154596999539977,0.6838051481275979,7.023667852567688
coordinated_global,8206,4,0.7434269059200896,0.9384581535300093,0.7053066378339126,0.4682864895704044,0.35639387837542913,0.33648821939670776,0.7053066378339126,7.05026789767501
coordinated_global,8206,5,0.7547642003549562,0.9529742010691634,0.7161483618875341,0.46291559777224633,0.3507419410002415,0.3339899113353866,0.7161483618875341,7.0641880221190885
coordinated_global,8206,6,0.7606170140475924,0.9602658138324098,0.721660540723872,0.46015145054242196,0.34794602108069717,0.33273237029762814,0.721660540723872,7.071367985102619
coordinated_global,8206,7,0.7636411683420985,0.9639517912090421,0.7244744669085429,0.4587234073534184,0.34654495762637294,0.3320935684998214,0.7244744669085429,7.07504920385567
coordinated_global,8206,8,0.7652031485941307,0.9658221308746084,0.7259138268739875,0.4579849859003804,0.3458377818405045,0.33176761201114274,0.7259138268739875,7.0769319700345665
coordinated_global,8206,9,0.7660091953205128,0.9667734641187615,0.7266507926680829,0.4576033325001798,0.3454793062322963,0.33160092107372346,0.7266507926680829,7.077894093015686
coordinated_global,8206,10,0.7664247227663895,0.9672581433502011,0.7270282986940542,0.45740626870910206,0.3452970972040814,0.33151558524990643,0.7270282986940542,7.07838568888676
coordinated_global,8206,11,0.7666387206164403,0.9675053643237407,0.7272217130394308,0.4573046300354337,0.34520431327864687,0.3314718760358504,0.7272217130394308,7.078636914783301
coordinated_global,8206,12,0.7667488325779057,0.9676315754162308,0.7273208162556056,0.4572522645839405,0.34515700480479217,0.33144948287228837,0.7273208162556056,7.078765339568538
coordinated_global,8206,13,0.7668054472060608,0.9676960523325112,0.7273715965806916,0.4572253111121309,0.3451328600002741,0.3314380092833551,0.7273715965806916,7.078831010209365
coordinated_global,8206,14,0.7668345372423365,0.9677290090014974,0.7273976161667691,0.4572114490663629,0.34512052810506494,0.33143213038372354,0.7273976161667691,7.078864601261694
coordinated_global,8206,15,0.7668494764778023,0.9677458616496157,0.7274109482469818,0.4572043248084604,0.345114225959686,0.33142911812189807,0.7274109482469818,7.078881787906868
coordinated_global,8206,16,0.7668571451743057,0.967754482356441,0.7274177792870873,0.45720066546984656,0.3451110037903869,0.33142757470274464,0.7274177792870873,7.078890583342915
coordinated_global,8206,17,0.766861080294098,0.9677588933778059,0.7274212792817663,0.4571987867585222,0.34510935574017737,0.3314267839007051,0.7274212792817663,7.07889508535634
