seed,selected,heldout,transfer,raw_transfer,zero_association_transfer,historical_retention,present_indexing,shuffled_selected,fixed_selected
783747,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.21229145553417617, ""heldout_log_per_observation"": [-2.5139181504995127, -2.545049113749129, -2.3016266949653366, -2.6267428501994114, -2.8416906670948823], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.39248361680958554, 0.4891892728049059, 0.46796169777638613, 0.5059711682823834, 0.36051440068255375]}",0.39999999999996505,0.39999999999996505,0.0,0.0,0.39999999999996505,context_split,cue_local_relearning
783748,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.009466958876086728, ""heldout_log_per_observation"": [-1.7896321581951025, -1.8075858082295841, -1.7990991170711892, -1.9218272114164305, -1.9578749978224987], ""matched_comparators"": [""global_downweight"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.32539774258040327, 0.4355074598787998, 0.2821403933622931, 0.42869794354460417, 0.2011245335111905]}",0.39999999999999614,0.39999999999999614,0.0,0.0,0.39999999999999614,global_downweight,cue_local_relearning
783749,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.10644566637085084, ""heldout_log_per_observation"": [-2.2301321051004024, -2.127410716082835, -2.020965049711984, -2.1701045472558587, -2.501215995842342], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3427852087516843, 0.4269977906885461, 0.3275434281370518, 0.4336696981140012, 0.1446147100463139]}",0.4,0.4,0.0,0.0,0.4,cue_local_relearning,global_downweight
783750,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.29171914444560443, ""heldout_log_per_observation"": [-2.0352246349820504, -2.134371276422751, -1.743505490536446, -2.177901225069, -2.2975254731389425], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.4772718192362344, 0.5780348337617339, 0.5125681870788266, 0.5922418315552666, 0.07146903412816581]}",0.3999999997705622,0.3999999997705622,0.0,0.0,0.3999999997705622,context_split,cue_local_relearning
783751,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.17253426696467233, ""heldout_log_per_observation"": [-1.8134752476771903, -1.8041978180762106, -1.640940980712518, -1.9446185037844534, -2.0664640397081717], ""matched_comparators"": [""global_downweight"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.30770297563389487, 0.3893167894018634, 0.19597335918155065, 0.36560937745705663, 0.12777149193166978]}",0.39987808594940577,0.39987808594940577,0.0,0.0,0.39987808594940577,context_split,global_downweight
783752,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.16871565100425556, ""heldout_log_per_observation"": [-1.9040598442981196, -1.9225348911666833, -1.735344193293864, -1.9609599576562946, -2.819480130166033], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.45217344183614827, 0.545259258071597, 0.45802318798634634, 0.5628180289353527, 0.09091062693944248]}",0.3999999999999997,0.3999999999999997,0.0,0.0,0.3999999999999997,context_split,context_split
783753,continuous_drift,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.14271646069581134, ""heldout_log_per_observation"": [-2.4068105236418447, -2.3562999925312678, -2.2640940629460333, -2.3568179049915976, -2.483619456375088], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.3122809504678067, 0.4196689106998495, 0.21277041591315815, 0.4197798979615856, 0.07508416969572056]}",0.3999999999999997,0.3999999999999997,0.0,0.0,0.3999999999999997,continuous_drift,change_point
783754,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.14019543005550616, ""heldout_log_per_observation"": [-1.498595787198842, -1.4577110571015721, -1.317515627046066, -1.5655902373776165, -2.297495373433919], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3604326319354309, 0.46500194246834664, 0.37916742054876473, 0.482187899106071, 0.3805226662133075]}",0.3999999999971675,0.3999999999971675,0.0,0.0,0.3999999999971675,context_split,continuous_drift
783755,change_point,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": -0.028768156440303283, ""heldout_log_per_observation"": [-1.4442320781744398, -1.5089631486182453, -1.306307853094192, -1.4584366148262236, -1.2775396966538888], ""matched_comparators"": [""change_point""], ""maximum_decomposition_error"": 7.105427357601002e-15, ""preheldout_complexity_per_observation"": [0.3138550327113047, 0.40756810096579854, 0.16327196508565442, 0.3782342364382338, 0.07121848583303765]}",0.0,0.0,0.0,0.0,0.0,change_point,continuous_drift
783756,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.6776283697949816, ""heldout_log_per_observation"": [-2.8588382354607402, -2.587429197312084, -2.1812098656657586, -2.351721643472591, -2.1161047356055542], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.3323657490571081, 0.43369856910575394, 0.257712795159544, 0.443216771816453, 0.04277494318325931]}",0.4,0.4,0.0,0.0,0.4,context_split,context_split
783757,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.19058334027798463, ""heldout_log_per_observation"": [-1.7991792395338653, -1.936503138317895, -1.6085958992558806, -2.0336304162550354, -3.728731849138346], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 7.105427357601002e-15, ""preheldout_complexity_per_observation"": [0.25928574780705116, 0.3526950038351448, 0.2378021017733569, 0.36027286501392947, 0.14513342126910558]}",0.3999999999971675,0.3999999999971675,0.0,0.0,0.3999999999971675,context_split,global_downweight
783758,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.3682842528288477, ""heldout_log_per_observation"": [-2.005080131297107, -2.0061722261690615, -1.6367958784682592, -1.9869928663538579, -2.57524612274878], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3128524460176128, 0.4138368177940488, 0.2954791696314018, 0.43113209337396197, 0.07115834411686467]}",0.4,0.4,0.0,0.0,0.4,context_split,cue_local_relearning
783759,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.07363440388655018, ""heldout_log_per_observation"": [-2.168994711028736, -2.183235883595903, -2.242629114915286, -2.243061529133672, -2.54342277753506], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.4637524509610756, 0.5653265714251697, 0.4358280413078248, 0.5789270462332184, 0.39177630276748077]}",0.3999999999999997,0.3999999999999997,0.0,0.0,0.3999999999999997,cue_local_relearning,global_downweight
783760,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.19940770544700648, ""heldout_log_per_observation"": [-2.510960458331491, -2.3711249750268992, -2.1717172695798928, -2.4068523852140453, -2.95112440776182], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.4071533252476736, 0.50420626774482, 0.4963185917790329, 0.5187664481535185, 0.22344125957314054]}",0.4,0.4,0.0,0.0,0.4,context_split,context_split
783761,context_split,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": 0.2180156693062134, ""heldout_log_per_observation"": [-2.0290334516833504, -2.12618804643904, -1.7316149736255833, -2.0473005368019725, -1.9496306429317967], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 7.105427357601002e-15, ""preheldout_complexity_per_observation"": [0.33844605011597567, 0.4329517635134968, 0.30908194234558445, 0.42526092078316063, 0.2723176828007276]}",0.3999999997705622,0.3999999997705622,0.0,0.0,0.3999999997705622,context_split,global_downweight
783762,change_point,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": -0.0407437280127696, ""heldout_log_per_observation"": [-1.252639069438433, -1.3000643264971945, -1.109036947164613, -1.2461838905673606, -1.0682932191518435], ""matched_comparators"": [""global_downweight"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.2643536003412894, 0.3603166665194313, 0.20659090531007843, 0.3350555593673216, 0.1688370991767403]}",0.3902439024390244,0.3902439024390244,0.0,0.0,0.3902439024390244,change_point,global_downweight
783763,continuous_drift,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.016153437995146014, ""heldout_log_per_observation"": [-1.5415700943670254, -1.71925358214654, -1.5577235323621714, -1.462919685864068, -3.8626342908495257], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.36452546197841884, 0.4729570847527141, 0.28920340160852614, 0.47102358231279723, 0.06710443374033329]}",0.4,0.4,0.0,0.0,0.4,cue_local_relearning,cue_local_relearning
783764,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.27723163751911706, ""heldout_log_per_observation"": [-2.575846574711295, -2.3667399070335424, -2.0895082695144254, -2.2449819719377624, -1.939296580844732], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3553778947682171, 0.4516412651615191, 0.3315852887098849, 0.47272002002081465, 0.029087390673483437]}",0.4,0.4,0.0,0.0,0.4,context_split,context_split
783765,context_split,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": -0.045415748290297486, ""heldout_log_per_observation"": [-1.2795148244628605, -1.4241877840107664, -1.077757409143051, -1.2059561465555957, -1.0323416608527536], ""matched_comparators"": [""global_downweight"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.32687020592674293, 0.4251123397018644, 0.2721416823316393, 0.4166632692214501, 0.27025673576244574]}",0.3902439024390244,0.3902439024390244,0.0,0.0,0.3902439024390244,change_point,global_downweight
783766,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.07688064792667504, ""heldout_log_per_observation"": [-2.547880466894707, -2.4597484772192937, -2.3828678292926186, -2.527476171549414, -2.9658472872274197], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3522315079994778, 0.4450407073529581, 0.32934867838789134, 0.4662664788145352, 0.12976240613738335]}",0.4,0.4,0.0,0.0,0.4,cue_local_relearning,context_split
783767,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.25875498275320474, ""heldout_log_per_observation"": [-2.369685886443648, -2.286418888549136, -2.110930903690443, -2.337372783268721, -2.50119397635872], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.32197906476172733, 0.4179470009748558, 0.2264344231037473, 0.42670048273136585, 0.07617885725870875]}",0.3999999999999997,0.3999999999999997,0.0,0.0,0.3999999999999997,context_split,context_split
783768,context_split,"{""best_matched_comparator"": ""continuous_drift"", ""generating_family_margin"": 0.0850262274850655, ""heldout_log_per_observation"": [-2.3205887991064067, -2.1590040413918334, -2.042682087208018, -2.1277083146930833, -1.7089491407258377], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.38900511914199454, 0.47952399028747594, 0.42144745292974584, 0.4963831641855961, 0.14610007307739664]}",0.3999999999999997,0.3999999999999997,0.0,0.0,0.3999999999999997,context_split,context_split
783769,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.0319593193134029, ""heldout_log_per_observation"": [-1.9896528691877267, -2.042936898411768, -2.0216121885011296, -2.0595094478664606, -3.5712339402668816], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 4.263256414560601e-14, ""preheldout_complexity_per_observation"": [0.4269019141644966, 0.5228789096504455, 0.5048813150648791, 0.54148596456715, 0.07504205329593144]}",0.3999999999999997,0.3999999999999997,0.0,0.0,0.3999999999999997,cue_local_relearning,cue_local_relearning
783770,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.11040826069486176, ""heldout_log_per_observation"": [-1.8556502402967903, -1.8642894228713862, -1.7452419796019285, -1.9890964871832315, -1.8211754905749098], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3163542706374319, 0.41555996537500883, 0.327046022487322, 0.43180354811468113, 0.19226956957214783]}",0.39987808594940577,0.39987808594940577,0.0,0.0,0.39987808594940577,context_split,global_downweight
783771,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.05528082658603406, ""heldout_log_per_observation"": [-1.8723991383293086, -1.9107254880148563, -1.8171183117432745, -2.003396451879982, -2.385267903530732], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3955094573362557, 0.4933845128054564, 0.4542000259068599, 0.5102909728698609, 0.07490936415646307]}",0.4,0.4,0.0,0.0,0.4,context_split,context_split
783772,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.027144729643757692, ""heldout_log_per_observation"": [-2.374927451753379, -2.4517635144158874, -2.3477827221096215, -2.414982938347374, -3.014792795852136], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.5053883191607623, 0.6076298993200483, 0.5270747292502285, 0.6212095608952295, 0.6022222514085952]}",0.39999999999999614,0.39999999999999614,0.0,0.0,0.39999999999999614,context_split,global_downweight
783773,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.16633895521248387, ""heldout_log_per_observation"": [-2.1428758846185776, -2.0629048598239885, -1.9765369294060937, -2.099952411915731, -1.8228021218369275], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3312083237761906, 0.4367773791730793, 0.2941729756215617, 0.4306699836349142, 0.06802836189665612]}",0.4,0.4,0.0,0.0,0.4,context_split,context_split
783774,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.1780545720953226, ""heldout_log_per_observation"": [-2.398633532638592, -2.3258544276356687, -2.147799855540346, -2.476285938333146, -2.7804150021994705], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.3838126031633085, 0.48867349100978236, 0.4255252497152449, 0.49273109874248106, 0.16150022635259817]}",0.4,0.4,0.0,0.0,0.4,cue_local_relearning,context_split
783775,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.04192764504837232, ""heldout_log_per_observation"": [-1.7611240022223074, -1.745853356192912, -1.7039257111445396, -1.854113585918392, -2.752777890053176], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.37732552988418977, 0.47462588491485663, 0.39530954567355675, 0.48465095128991925, 0.3813577336857677]}",0.39999999999996505,0.39999999999996505,0.0,0.0,0.39999999999996505,global_downweight,global_downweight
783776,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.2659511391457148, ""heldout_log_per_observation"": [-2.014285512062127, -2.0259648005968893, -1.7483343729164122, -2.1472718533213975, -3.3990642735296674], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3693502288962085, 0.46389207689814044, 0.362898721563724, 0.45268664729921326, 0.13367088015421077]}",0.4,0.4,0.0,0.0,0.4,cue_local_relearning,context_split
783777,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.3908334893631169, ""heldout_log_per_observation"": [-2.2795227989917697, -2.158273941989619, -1.8886893096286528, -2.0943483622419734, -1.7168794621910441], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3143201927823026, 0.41626047413873996, 0.22117942791185294, 0.412836959382553, 0.06912685271231976]}",0.4,0.4,0.0,0.0,0.4,context_split,context_split
783778,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.20199315474621038, ""heldout_log_per_observation"": [-2.314396661400746, -2.3190623838563393, -2.1124035066545357, -2.341901832487733, -2.898472706944739], ""matched_comparators"": [""global_downweight"", ""change_point""], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.4186614881440763, 0.5258769374259479, 0.3405547605820132, 0.529578081774046, 0.26733605879877426]}",0.4,0.4,0.0,0.0,0.4,context_split,change_point
783779,context_split,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": -0.059768895372780406, ""heldout_log_per_observation"": [-1.2758216892588488, -1.3076518736856242, -1.180719425573601, -1.3740079191792196, -1.1209505302008207], ""matched_comparators"": [""global_downweight"", ""change_point""], ""maximum_decomposition_error"": 7.105427357601002e-15, ""preheldout_complexity_per_observation"": [0.2876908078715435, 0.39638666011363605, 0.2134674569880655, 0.3801761815570814, 0.1006944254782061]}",0.3999999997705622,0.3999999997705622,0.0,0.0,0.3999999997705622,cue_local_relearning,cue_local_relearning
783780,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.5473529637461967, ""heldout_log_per_observation"": [-2.3955447530091405, -2.3650146499147917, -1.817661686168595, -2.4524680009732105, -2.9749601102579204], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.36298486460928664, 0.4648849941674069, 0.43663056075327694, 0.47380116461480043, 0.33155499825761137]}",0.3999999999971675,0.3999999999971675,0.0,0.0,0.3999999999971675,context_split,global_downweight
783781,cue_local_relearning,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.3289600807292006, ""heldout_log_per_observation"": [-2.236765662056677, -2.080556500915277, -1.9078055813274766, -2.0396097456061604, -2.4985101494788244], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3585963937022751, 0.44333844654427357, 0.30587119742799185, 0.45726559195466865, 0.14403599875791026]}",0.4,0.4,0.0,0.0,0.4,context_split,context_split
783782,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.18264425859306765, ""heldout_log_per_observation"": [-1.8489769007541694, -1.8763324048370373, -2.031621159347237, -1.9576186770543575, -2.5704136612844657], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.4149457735690809, 0.5084785197770044, 0.4620548805793081, 0.5266996773852493, 0.2435368295943551]}",0.4,0.4,0.0,0.0,0.4,context_split,global_downweight
783783,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.309633996693071, ""heldout_log_per_observation"": [-2.023328270734809, -2.1698939812278812, -1.713694274041738, -2.076534237846391, -2.6807375855579574], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.4357043103480029, 0.5340607755859397, 0.5584089176605523, 0.556173634823151, 0.5092556740390256]}",0.3999999999971675,0.3999999999971675,0.0,0.0,0.3999999999971675,cue_local_relearning,global_downweight
783784,context_split,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": -0.08557454011926158, ""heldout_log_per_observation"": [-1.236167103332079, -1.263928107137426, -1.109893472787923, -1.2690266612002743, -1.0243189326686615], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 7.105427357601002e-15, ""preheldout_complexity_per_observation"": [0.3342364972694447, 0.42837600208051935, 0.33458468913548206, 0.44077023645892566, 0.3109492064274627]}",0.3902439024390244,0.3902439024390244,0.0,0.0,0.3902439024390244,context_split,cue_local_relearning
783785,global_downweight,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": -0.05267529932654913, ""heldout_log_per_observation"": [-1.3546618425582286, -1.5091784640565296, -1.3416493401420055, -1.329773440977771, -1.2889740408154564], ""matched_comparators"": [""global_downweight"", ""change_point""], ""maximum_decomposition_error"": 7.105427357601002e-15, ""preheldout_complexity_per_observation"": [0.3536883869990884, 0.45409767560237224, 0.2615636196332252, 0.46989393197831136, 0.23562102733936488]}",0.3999998327399086,0.3999998327399086,0.0,0.0,0.3999998327399086,context_split,global_downweight
783786,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.49093210414373, ""heldout_log_per_observation"": [-2.3187717705860713, -2.1457590556997275, -1.6548269515559975, -2.2058842229757536, -1.739254278200697], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.40661126013879145, 0.5111078705586919, 0.4230715215558143, 0.5116993654315477, 0.28441135753477725]}",0.4,0.4,0.0,0.0,0.4,cue_local_relearning,context_split
783787,context_split,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": 0.19728087859647658, ""heldout_log_per_observation"": [-2.1055924703352096, -2.1620029453011886, -1.8772998926159357, -2.184251115549947, -2.0745807712124122], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.4816706405737683, 0.5755661071370212, 0.4590094148353859, 0.590746629982878, 0.5013196627863568]}",0.39999999997450697,0.39999999997450697,0.0,0.0,0.39999999997450697,context_split,global_downweight
783788,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.17927967871960426, ""heldout_log_per_observation"": [-1.4545591814237557, -1.5222461301058212, -1.63383886014336, -1.4842274036885028, -2.271157359854625], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.23972451678151133, 0.34368963121955903, 0.1774429397970284, 0.3249757074074755, 0.04344378541222751]}",0.3999999999971675,0.3999999999971675,0.0,0.0,0.3999999999971675,context_split,cue_local_relearning
783789,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.2925861863106327, ""heldout_log_per_observation"": [-1.777171620029053, -1.8805040044361423, -1.4845854337184203, -1.9063217721350432, -3.4690162409179788], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.34392349788423804, 0.43987065840264905, 0.37833537526676375, 0.4521932707746145, 0.08086605928211323]}",0.4,0.4,0.0,0.0,0.4,cue_local_relearning,context_split
783790,context_split,"{""best_matched_comparator"": ""continuous_drift"", ""generating_family_margin"": 0.06064008565744761, ""heldout_log_per_observation"": [-1.9201885267934742, -1.8686198831728822, -1.8035637083211853, -1.864203793978633, -1.6135447687265678], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.39463666530231706, 0.49982914454279487, 0.3915014832767221, 0.4988967844503871, 0.19960944566911784]}",0.4,0.4,0.0,0.0,0.4,context_split,context_split
783791,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.030967655400042204, ""heldout_log_per_observation"": [-1.9368226175628624, -1.9329154971512041, -1.901947841751162, -2.0172003606088182, -3.4497474135909076], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.32639826021901586, 0.43628981939551803, 0.3250783725610609, 0.43565917408556665, 0.06907379616489527]}",0.4,0.4,0.0,0.0,0.4,context_split,context_split
783792,continuous_drift,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.2080833907935835, ""heldout_log_per_observation"": [-2.0614315409901023, -2.1907601023070242, -2.269514931783686, -2.0551914081661753, -3.4735622040821603], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.33527170255144206, 0.424238446536176, 0.25845933995384307, 0.40915222739142937, 0.04393377758898528]}",0.4,0.4,0.0,0.0,0.4,context_split,context_split
783793,context_split,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": -0.02010734538258596, ""heldout_log_per_observation"": [-2.1535007069266916, -2.1179338082213404, -1.9969170002836094, -2.123925962679575, -1.9768096549010234], ""matched_comparators"": [""global_downweight"", ""change_point""], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.26294554630653744, 0.3599676653346477, 0.1444891016432315, 0.3306751610471739, 0.06244332516746754]}",0.4,0.4,0.0,0.0,0.4,context_split,context_split
783794,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.11183543810760987, ""heldout_log_per_observation"": [-1.4043583974402374, -1.4983328161874585, -1.2925229593326275, -1.5264459042487601, -1.1941214796790067], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 7.105427357601002e-15, ""preheldout_complexity_per_observation"": [0.3069599126517064, 0.4113283542741966, 0.3040291649336346, 0.41636399440081506, 0.15363272690268195]}",0.3999999999996853,0.3999999999996853,0.0,0.0,0.3999999999996853,context_split,global_downweight
783795,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.39672717189903306, ""heldout_log_per_observation"": [-1.9021208012929742, -1.923129855824846, -1.5053936293939412, -1.9450853943543915, -3.0165304239448583], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.43980991362193506, 0.5275271376130629, 0.4695361858905415, 0.5340213456650637, 0.21503757938183612]}",0.4,0.4,0.0,0.0,0.4,context_split,cue_local_relearning
