seed,truth,selected,truth_probability,posterior,maximum_update_identity_error,maximum_decomposition_error
782014,global_downweight,global_downweight,0.8349143740274731,"[0.8349143740274731, 0.1360898741107758, 5.861546159364985e-07, 0.02899516570713506, 1.2348941718948093e-25]",1.2656542480726785e-14,5.684341886080802e-14
782015,global_downweight,global_downweight,0.97382130576204,"[0.97382130576204, 0.013804161884165063, 1.4171680116736688e-08, 0.012374518182114836, 4.150778994169008e-23]",1.1102230246251565e-14,5.684341886080802e-14
782016,global_downweight,global_downweight,0.9451360948255462,"[0.9451360948255462, 0.004911319888403565, 1.6165656298601102e-13, 0.0499525852858864, 2.3448059605002383e-15]",5.773159728050814e-15,1.1368683772161603e-13
782017,global_downweight,global_downweight,0.745972261938011,"[0.745972261938011, 0.2420993075684571, 4.129556538552033e-08, 0.011928389197966394, 4.965851220242094e-33]",1.9539925233402755e-14,8.526512829121202e-14
782018,global_downweight,global_downweight,0.8921872492539348,"[0.8921872492539348, 0.007081495650006059, 5.195002623820797e-10, 0.10073125457655895, 1.973587926855015e-30]",1.865174681370263e-14,8.526512829121202e-14
782019,global_downweight,cue_local_relearning,0.3353511510172655,"[0.3353511510172655, 0.6408365710769126, 1.296191051562803e-09, 0.02381227660963078, 1.0134885175307722e-26]",1.532107773982716e-14,1.1368683772161603e-13
782020,global_downweight,global_downweight,0.8277404821870193,"[0.8277404821870193, 0.12134376520195979, 1.075672348407251e-07, 0.05091564504378614, 3.8079348120766687e-22]",1.1213252548714081e-14,5.684341886080802e-14
782021,global_downweight,global_downweight,0.9338316064102326,"[0.9338316064102326, 0.0484326951952806, 1.7255140094692847e-09, 0.01773569666897287, 1.9389305757314968e-29]",1.1546319456101628e-14,1.1368683772161603e-13
782022,global_downweight,global_downweight,0.442549107501997,"[0.442549107501997, 0.1612844243207762, 2.499106033075645e-08, 0.3961664431861664, 1.5352127755544136e-16]",7.993605777301127e-15,1.1368683772161603e-13
782023,global_downweight,global_downweight,0.9733213178089523,"[0.9733213178089523, 0.017782213002657563, 1.931978132441542e-09, 0.008896467256412174, 2.3686117407436886e-21]",1.4654943925052066e-14,1.1368683772161603e-13
782024,global_downweight,global_downweight,0.8267801669160559,"[0.8267801669160559, 0.15798600596582774, 0.00012735906884490727, 0.015106468049271413, 1.1715755912775214e-25]",7.993605777301127e-15,8.526512829121202e-14
782025,global_downweight,global_downweight,0.9014135916340176,"[0.9014135916340176, 0.01623157935308564, 1.813959772586e-13, 0.08235482901271532, 5.4924981180863634e-21]",9.769962616701378e-15,8.526512829121202e-14
782026,global_downweight,cue_local_relearning,0.0934466813585812,"[0.0934466813585812, 0.8897529539010992, 1.5722134773126383e-10, 0.016800364583098068, 1.939702138557524e-30]",1.3766765505351941e-14,5.684341886080802e-14
782027,global_downweight,global_downweight,0.7461888032389479,"[0.7461888032389479, 0.19757277477488186, 2.617180110325089e-07, 0.05623816026814344, 1.5800391423249042e-14]",5.329070518200751e-15,2.842170943040401e-14
782028,global_downweight,global_downweight,0.7180026278194499,"[0.7180026278194499, 0.23772257795983884, 1.2599270915081319e-08, 0.044274781621440266, 1.2298364224617049e-19]",1.1546319456101628e-14,8.526512829121202e-14
782029,global_downweight,global_downweight,0.8730394408600461,"[0.8730394408600461, 0.0804671240892776, 1.6428407979424916e-08, 0.04649341862226811, 3.460571837906753e-27]",1.3322676295501878e-14,8.526512829121202e-14
782030,global_downweight,cue_local_relearning,0.1458968815019907,"[0.1458968815019907, 0.605420381867346, 1.9308517847252626e-08, 0.2486827173212921, 8.533896725232507e-13]",6.439293542825908e-15,1.4210854715202004e-13
782031,global_downweight,global_downweight,0.9173987840221374,"[0.9173987840221374, 0.07075289930435626, 3.9061099039402916e-07, 0.011847926062516051, 6.3151153824087925e-27]",1.0436096431476471e-14,8.526512829121202e-14
782032,global_downweight,global_downweight,0.7099035891940196,"[0.7099035891940196, 0.07023395520292837, 1.2153912656493433e-05, 0.21985030169039446, 9.65919112844284e-16]",7.327471962526033e-15,5.684341886080802e-14
782033,global_downweight,global_downweight,0.6166909919289111,"[0.6166909919289111, 0.27377329932113326, 2.5515829529518614e-07, 0.1095354535916603, 5.124924660895554e-25]",1.1546319456101628e-14,5.684341886080802e-14
782034,global_downweight,global_downweight,0.8753987753240654,"[0.8753987753240654, 0.018936174991260872, 4.974490717292163e-10, 0.10566504918722457, 8.113612133771988e-22]",1.0658141036401503e-14,1.4210854715202004e-13
782035,global_downweight,continuous_drift,0.12002820898872728,"[0.12002820898872728, 0.4260316854115314, 0.0011000315465628822, 0.45284007405317833, 4.16221805620636e-21]",1.2434497875801753e-14,1.1368683772161603e-13
782036,global_downweight,global_downweight,0.9017776554275851,"[0.9017776554275851, 0.05963001089582613, 7.178363741809573e-13, 0.038592333675870845, 2.730339250755553e-26]",1.2434497875801753e-14,8.526512829121202e-14
782037,global_downweight,global_downweight,0.8268205018206959,"[0.8268205018206959, 0.15434208388685453, 0.0004391756000614818, 0.018398218543785885, 2.0148602143294016e-08]",5.10702591327572e-15,1.1368683772161603e-13
782038,global_downweight,global_downweight,0.8436227250118925,"[0.8436227250118925, 0.055136603729451825, 6.636732355469221e-09, 0.10124066462192348, 5.138506151660349e-22]",9.769962616701378e-15,5.684341886080802e-14
782039,global_downweight,global_downweight,0.9231410640099487,"[0.9231410640099487, 0.06538002546555105, 2.936929904362265e-12, 0.011478910521563261, 1.5317645132638556e-21]",1.0658141036401503e-14,8.526512829121202e-14
782040,global_downweight,global_downweight,0.9597535341890682,"[0.9597535341890682, 0.002602523583589228, 2.948569179148299e-09, 0.03764393927876188, 1.1575388866088708e-14]",6.661338147750939e-15,5.684341886080802e-14
782041,global_downweight,global_downweight,0.7381363015758202,"[0.7381363015758202, 0.20797584790862178, 1.3757389539827648e-13, 0.05388785051542065, 6.755862851505864e-32]",1.509903313490213e-14,8.526512829121202e-14
782042,global_downweight,global_downweight,0.7474517707238328,"[0.7474517707238328, 0.15153080269428376, 1.0605767375194505e-15, 0.10101742658188231, 3.314759989570262e-28]",1.1102230246251565e-14,5.684341886080802e-14
782043,global_downweight,global_downweight,0.867909135371807,"[0.867909135371807, 0.12187181615004106, 1.951323212191112e-11, 0.010219048458638504, 7.927544907520254e-25]",1.0658141036401503e-14,5.684341886080802e-14
782044,global_downweight,cue_local_relearning,0.24943436619767478,"[0.24943436619767478, 0.7331440599110993, 1.0848153064780593e-09, 0.017421572806410643, 2.984215671765362e-17]",1.2212453270876722e-14,1.1368683772161603e-13
782045,global_downweight,cue_local_relearning,0.41515664353557236,"[0.41515664353557236, 0.5811035918227994, 1.0400752002796416e-05, 0.003729363888132463, 1.4930830480995096e-12]",6.217248937900877e-15,1.1368683772161603e-13
782046,global_downweight,global_downweight,0.6447772074258769,"[0.6447772074258769, 0.007230196150861004, 0.0002673104863142314, 0.347725285936948, 5.76836115109378e-17]",7.549516567451064e-15,8.526512829121202e-14
782047,global_downweight,global_downweight,0.8241121570182095,"[0.8241121570182095, 0.07002568204611705, 1.4336797409783691e-06, 0.10586072725593251, 5.937146008415081e-20]",1.554312234475219e-14,2.842170943040401e-14
782048,global_downweight,global_downweight,0.9284787665472833,"[0.9284787665472833, 0.0448780911658975, 6.9657044146447495e-12, 0.02664314227985344, 3.852039029766702e-23]",1.1546319456101628e-14,8.526512829121202e-14
782049,global_downweight,global_downweight,0.9653640115865214,"[0.9653640115865214, 0.020904428369617055, 3.7194314643885375e-11, 0.013731560006667143, 4.884912439731675e-30]",2.1316282072803006e-14,8.526512829121202e-14
782050,global_downweight,global_downweight,0.6913094568003466,"[0.6913094568003466, 0.305187837891933, 1.4804083774787951e-09, 0.0035027038273120065, 6.873135444047525e-33]",1.509903313490213e-14,8.526512829121202e-14
782051,global_downweight,global_downweight,0.8478127691934555,"[0.8478127691934555, 0.08522199549817573, 0.007783342546024291, 0.0591818927599269, 2.4175014920463763e-12]",7.549516567451064e-15,8.526512829121202e-14
782052,global_downweight,global_downweight,0.7534046737467851,"[0.7534046737467851, 0.21652692374661367, 2.715667186328135e-09, 0.03006839979093406, 1.9272116300070232e-25]",1.199040866595169e-14,8.526512829121202e-14
782053,global_downweight,global_downweight,0.8018913214760662,"[0.8018913214760662, 0.17002976767262468, 5.063638094645263e-07, 0.028078404487499542, 3.807801429260437e-20]",7.549516567451064e-15,8.526512829121202e-14
782054,global_downweight,global_downweight,0.9198146404220637,"[0.9198146404220637, 0.07435141387469646, 1.7606147297445052e-06, 0.005832185088509986, 5.120098120022159e-29]",1.4654943925052066e-14,5.684341886080802e-14
782055,global_downweight,global_downweight,0.5567743574584499,"[0.5567743574584499, 0.4311346321765741, 8.074210566769782e-12, 0.012091010356901776, 2.5360146846535954e-26]",1.3322676295501878e-14,5.684341886080802e-14
782056,global_downweight,cue_local_relearning,0.49427890467787505,"[0.49427890467787505, 0.5020553985760436, 5.944614623908185e-05, 0.0036062505998269057, 1.527847927619162e-14]",7.105427357601002e-15,5.684341886080802e-14
782057,global_downweight,global_downweight,0.9136448298213259,"[0.9136448298213259, 0.07262017834290212, 1.5771727013587556e-11, 0.013734991820000405, 6.598442632035106e-23]",1.3766765505351941e-14,2.842170943040401e-14
782058,global_downweight,global_downweight,0.9166724348529657,"[0.9166724348529657, 0.012122698003456056, 5.897156427760743e-13, 0.07120486714298843, 8.47704008612466e-25]",1.1102230246251565e-14,5.684341886080802e-14
782059,global_downweight,global_downweight,0.6826465727645353,"[0.6826465727645353, 0.02164282481480031, 2.269146221712095e-13, 0.29571060242043745, 1.9450432346529235e-27]",1.1102230246251565e-14,2.842170943040401e-14
782060,global_downweight,global_downweight,0.7564221526643824,"[0.7564221526643824, 0.235546776214579, 2.553863779114559e-07, 0.008030815734660676, 7.740239327732917e-17]",8.881784197001252e-15,1.1368683772161603e-13
782061,global_downweight,global_downweight,0.9481666837872161,"[0.9481666837872161, 0.0035504018063990525, 1.0446634347180269e-12, 0.04828291440534, 7.606283150936783e-28]",1.2656542480726785e-14,1.1368683772161603e-13
782062,global_downweight,continuous_drift,0.24677350320092997,"[0.24677350320092997, 0.014301922637549418, 5.195537185012044e-11, 0.7389245741095652, 2.953370647234452e-23]",9.769962616701378e-15,8.526512829121202e-14
782063,global_downweight,global_downweight,0.6555225853171893,"[0.6555225853171893, 0.3220590945103522, 1.571634456771854e-10, 0.022418320015293206, 1.7549411487202862e-15]",8.43769498715119e-15,8.526512829121202e-14
782064,global_downweight,cue_local_relearning,0.30896907215491937,"[0.30896907215491937, 0.6701397581555852, 2.7898246001745185e-05, 0.02086327144349376, 2.5140518247563757e-25]",9.325873406851315e-15,5.684341886080802e-14
782065,global_downweight,global_downweight,0.8611775284898741,"[0.8611775284898741, 0.13465386296295884, 9.733422579809809e-16, 0.004168608547166123, 1.2031767148961888e-30]",1.3322676295501878e-14,5.684341886080802e-14
782066,global_downweight,cue_local_relearning,0.11767220011055911,"[0.11767220011055911, 0.8153328870532464, 4.525639752447575e-13, 0.0669949128357419, 7.09835946278625e-21]",7.993605777301127e-15,5.684341886080802e-14
782067,global_downweight,cue_local_relearning,0.04298130319403991,"[0.04298130319403991, 0.8768346811592455, 8.468340637011803e-12, 0.08018401563824624, 1.1818093070847624e-26]",9.769962616701378e-15,5.684341886080802e-14
782068,global_downweight,global_downweight,0.9436832331879653,"[0.9436832331879653, 0.045829858461128005, 4.629973903164722e-11, 0.01048690830460701, 3.791120523709366e-22]",1.3322676295501878e-14,5.684341886080802e-14
782069,global_downweight,cue_local_relearning,0.385992225676316,"[0.385992225676316, 0.6078203575944499, 1.4782050131711468e-06, 0.006185938524220926, 2.005873990534062e-17]",1.1546319456101628e-14,1.1368683772161603e-13
782070,global_downweight,global_downweight,0.7669096064251026,"[0.7669096064251026, 0.17690645135941355, 1.845633702514469e-05, 0.05616548587845873, 6.307867614502767e-22]",8.881784197001252e-15,5.684341886080802e-14
782071,global_downweight,global_downweight,0.8438167378094282,"[0.8438167378094282, 0.12749798133075027, 6.032598294458605e-09, 0.028685274827223425, 2.734790697849328e-30]",1.8207657603852567e-14,8.526512829121202e-14
782072,global_downweight,global_downweight,0.9538701677241836,"[0.9538701677241836, 0.040749246710852054, 2.759062611232135e-17, 0.005380585564964297, 8.1283258089729e-33]",2.220446049250313e-14,1.1368683772161603e-13
782073,global_downweight,global_downweight,0.6155382341254223,"[0.6155382341254223, 0.37016286704459445, 4.889270677927304e-16, 0.014298898829982804, 1.8437466569923452e-28]",2.042810365310288e-14,8.526512829121202e-14
782074,global_downweight,global_downweight,0.8547504711116707,"[0.8547504711116707, 0.116772919789004, 3.251283356421434e-13, 0.0284766090990001, 2.1598604238102084e-24]",1.0658141036401503e-14,5.684341886080802e-14
782075,global_downweight,global_downweight,0.5831917205468015,"[0.5831917205468015, 0.002073927687084727, 6.842366872114526e-16, 0.4147343517661132, 2.8394913794499903e-31]",2.0650148258027912e-14,5.684341886080802e-14
782076,global_downweight,global_downweight,0.6854534012968589,"[0.6854534012968589, 0.24052262319512882, 2.321849164108436e-09, 0.07402397318616324, 3.8316534511386995e-18]",1.2212453270876722e-14,8.526512829121202e-14
782077,global_downweight,global_downweight,0.8882503364002698,"[0.8882503364002698, 0.08281766569421298, 8.753371506973622e-10, 0.02893199703018001, 8.737025248705524e-30]",1.1102230246251565e-14,5.684341886080802e-14
782078,global_downweight,global_downweight,0.8087719413074932,"[0.8087719413074932, 0.005145739199183438, 2.3527467052131908e-14, 0.18608231949329992, 5.457683591702263e-25]",1.0658141036401503e-14,1.4210854715202004e-13
782079,global_downweight,global_downweight,0.6395142141683745,"[0.6395142141683745, 0.3586085712666902, 3.3558532903140693e-15, 0.0018772145649320292, 3.0019968182680217e-20]",1.199040866595169e-14,5.684341886080802e-14
782080,global_downweight,global_downweight,0.9197951440458663,"[0.9197951440458663, 0.06995889494132584, 5.879870914519933e-11, 0.010245960954009134, 3.3962523548303313e-17]",1.0658141036401503e-14,5.684341886080802e-14
782081,global_downweight,global_downweight,0.9773437904084308,"[0.9773437904084308, 0.016980679804447757, 1.746690713783475e-09, 0.005675528040430752, 2.1772195751468132e-25]",1.2878587085651816e-14,5.684341886080802e-14
782082,global_downweight,global_downweight,0.5741971925035801,"[0.5741971925035801, 0.01174227299634653, 5.503339002502805e-05, 0.41400550111004836, 2.2361924288339256e-21]",1.199040866595169e-14,8.526512829121202e-14
782083,global_downweight,cue_local_relearning,0.2986932276886839,"[0.2986932276886839, 0.6406327507618694, 6.202742513378414e-09, 0.06067401534670423, 7.127935672239366e-29]",1.3322676295501878e-14,1.1368683772161603e-13
782084,global_downweight,global_downweight,0.8549140932488205,"[0.8549140932488205, 0.10113067620980248, 1.0853872376442625e-07, 0.04395512200265326, 6.313958558831708e-26]",1.199040866595169e-14,1.1368683772161603e-13
782085,global_downweight,continuous_drift,0.4505501874839039,"[0.4505501874839039, 0.013327303958033117, 0.000196089505064635, 0.5359264190529694, 2.893828569512804e-14]",5.773159728050814e-15,5.684341886080802e-14
782086,global_downweight,global_downweight,0.9101001797866503,"[0.9101001797866503, 0.005365167919735494, 1.6278266731079634e-10, 0.08453465213083158, 1.2559141219111102e-23]",1.1102230246251565e-14,2.842170943040401e-14
782087,global_downweight,continuous_drift,0.41262907020345546,"[0.41262907020345546, 0.10030829942342566, 1.2814967688116835e-08, 0.4870626175581513, 4.714870808566085e-23]",1.1546319456101628e-14,5.684341886080802e-14
782088,global_downweight,global_downweight,0.5909291817734332,"[0.5909291817734332, 0.30408906443839573, 5.1786780269100126e-08, 0.1049817020013908, 5.4164537849183065e-18]",8.43769498715119e-15,8.526512829121202e-14
782089,global_downweight,global_downweight,0.9076339024662421,"[0.9076339024662421, 0.0857087348877224, 1.4734778059218527e-07, 0.0066572152982548715, 1.9690250735573623e-23]",1.554312234475219e-14,1.1368683772161603e-13
782090,global_downweight,global_downweight,0.5562135874983848,"[0.5562135874983848, 0.023883959351243884, 3.306020352568613e-12, 0.41990245314706537, 2.1165498359230576e-22]",1.1546319456101628e-14,5.684341886080802e-14
782091,global_downweight,global_downweight,0.9496568544084724,"[0.9496568544084724, 0.04903017052157555, 5.979089124992584e-09, 0.001312969090862954, 3.152443279325804e-17]",8.881784197001252e-15,2.842170943040401e-14
782092,global_downweight,global_downweight,0.9291643719947578,"[0.9291643719947578, 0.038363800066804794, 5.597516481116877e-13, 0.03247182793787768, 2.2148286648940777e-21]",1.199040866595169e-14,5.684341886080802e-14
782093,global_downweight,global_downweight,0.9462797621824355,"[0.9462797621824355, 0.034663029252438096, 0.0006789905307875749, 0.018378218034334107, 4.754668932250061e-15]",8.215650382226158e-15,8.526512829121202e-14
782094,global_downweight,global_downweight,0.9481365458952399,"[0.9481365458952399, 0.01389756498173429, 8.449313982502063e-10, 0.03796588827809437, 4.762403450684071e-22]",1.1546319456101628e-14,8.526512829121202e-14
782095,global_downweight,global_downweight,0.8685873973290372,"[0.8685873973290372, 0.0898490742442821, 1.0072076913954691e-11, 0.041563528416608604, 1.7123445745972915e-28]",9.769962616701378e-15,5.684341886080802e-14
782096,global_downweight,global_downweight,0.9774800748041531,"[0.9774800748041531, 0.011066921888635858, 4.095298889265253e-11, 0.011453003266258014, 7.277764601207514e-20]",1.0658141036401503e-14,8.526512829121202e-14
782097,global_downweight,global_downweight,0.8616805261173592,"[0.8616805261173592, 0.08446455684151466, 1.2086645236195801e-10, 0.05385491692025967, 7.296643649055286e-32]",1.7319479184152442e-14,8.526512829121202e-14
782098,global_downweight,global_downweight,0.8469640480546491,"[0.8469640480546491, 0.1433641366275038, 1.7654389752514774e-07, 0.009671638773949574, 6.00068447519391e-23]",1.0658141036401503e-14,5.684341886080802e-14
782099,global_downweight,global_downweight,0.8524571306775602,"[0.8524571306775602, 0.06308991915634127, 5.5808478775915084e-09, 0.08445294458525068, 3.011956824287667e-27]",1.199040866595169e-14,5.684341886080802e-14
782100,cue_local_relearning,global_downweight,0.011260849318361786,"[0.9486117024760206, 0.011260849318361786, 5.570252431927836e-13, 0.04012744820506075, 7.820355210474252e-24]",1.0658141036401503e-14,8.526512829121202e-14
782101,cue_local_relearning,global_downweight,0.0488161806698275,"[0.7857078879756468, 0.0488161806698275, 0.00024866079913544043, 0.1652272705553903, 1.9464919951483742e-29]",1.0436096431476471e-14,8.526512829121202e-14
782102,cue_local_relearning,cue_local_relearning,0.9724576315645862,"[0.021114180739721936, 0.9724576315645862, 1.663989010690007e-09, 0.0064281860317028155, 6.681464215742719e-17]",7.105427357601002e-15,5.684341886080802e-14
782103,cue_local_relearning,cue_local_relearning,0.6316677233768857,"[0.00012680571091432108, 0.6316677233768857, 2.9718561555372884e-13, 0.3682054709119028, 5.779487588787182e-22]",9.992007221626409e-15,2.842170943040401e-14
782104,cue_local_relearning,cue_local_relearning,0.958457582436544,"[0.004968182241382339, 0.958457582436544, 5.088941741244084e-11, 0.036574235271184315, 1.0495258501754081e-17]",1.2434497875801753e-14,5.684341886080802e-14
782105,cue_local_relearning,continuous_drift,0.47282908216987,"[0.0024995632315088726, 0.47282908216987, 3.959431920234226e-09, 0.5246713506391892, 9.292264241205974e-19]",9.325873406851315e-15,8.526512829121202e-14
782106,cue_local_relearning,cue_local_relearning,0.951651810452274,"[0.04091326941392952, 0.951651810452274, 4.799546073387189e-08, 0.007434872138335896, 2.442953102653471e-23]",1.3988810110276972e-14,8.526512829121202e-14
782107,cue_local_relearning,cue_local_relearning,0.95938003128435,"[0.014547179936082726, 0.95938003128435, 5.760060814861359e-06, 0.02606702871875238, 3.9322519251343777e-19]",1.0658141036401503e-14,2.842170943040401e-14
782108,cue_local_relearning,cue_local_relearning,0.8641284895559889,"[0.1206165523373564, 0.8641284895559889, 2.018214056359178e-13, 0.015254958106452957, 1.1495163914334428e-33]",1.9984014443252818e-14,8.526512829121202e-14
782109,cue_local_relearning,cue_local_relearning,0.692811702267763,"[0.22753728914447746, 0.692811702267763, 0.07611195822140483, 0.0035377101622161736, 1.340204138390931e-06]",3.9968028886505635e-15,8.526512829121202e-14
782110,cue_local_relearning,global_downweight,0.25222089084693144,"[0.7467821627714015, 0.25222089084693144, 6.581756721987111e-07, 0.000996288205994923, 9.715962957310532e-20]",1.0436096431476471e-14,8.526512829121202e-14
782111,cue_local_relearning,cue_local_relearning,0.5861531806244357,"[0.3887703145163321, 0.5861531806244357, 2.6222547489702433e-12, 0.02507650485660991, 1.8224616641748583e-27]",1.021405182655144e-14,5.684341886080802e-14
782112,cue_local_relearning,cue_local_relearning,0.8643396879291412,"[0.12341012440173287, 0.8643396879291412, 9.722963845181896e-06, 0.012240464705280741, 3.7678067096896827e-19]",7.549516567451064e-15,8.526512829121202e-14
782113,cue_local_relearning,cue_local_relearning,0.8584299347558213,"[0.003954407605630137, 0.8584299347558213, 5.435742777742748e-16, 0.1376156576385479, 1.80816132830875e-28]",1.176836406102666e-14,5.684341886080802e-14
782114,cue_local_relearning,cue_local_relearning,0.8756500435062203,"[0.11154499331765005, 0.8756500435062203, 1.4270203934557728e-07, 0.01280482047409033, 3.6764934600172065e-18]",8.881784197001252e-15,8.526512829121202e-14
782115,cue_local_relearning,cue_local_relearning,0.9617376020541235,"[0.0024402064442092175, 0.9617376020541235, 2.1064446857229566e-07, 0.03582198085678743, 4.113915609925186e-13]",6.217248937900877e-15,1.1368683772161603e-13
782116,cue_local_relearning,cue_local_relearning,0.6356847866113061,"[0.0051305021076745025, 0.6356847866113061, 0.33092571837070806, 0.02825899291031136, 1.675009998750902e-21]",1.354472090042691e-14,5.684341886080802e-14
782117,cue_local_relearning,cue_local_relearning,0.9401375031280347,"[0.012313895644464104, 0.9401375031280347, 8.884962057698787e-09, 0.047548592342539234, 1.1749932821979117e-18]",1.0658141036401503e-14,5.684341886080802e-14
782118,cue_local_relearning,cue_local_relearning,0.845246305779814,"[0.14924203979945264, 0.845246305779814, 1.8352801063276432e-05, 0.005493301619670054, 9.920755501743993e-24]",1.0658141036401503e-14,8.526512829121202e-14
782119,cue_local_relearning,cue_local_relearning,0.7485532114877683,"[0.24932967098006284, 0.7485532114877683, 1.682197254664958e-07, 0.0021169493124434794, 3.424329274087867e-27]",1.3322676295501878e-14,8.526512829121202e-14
782120,cue_local_relearning,cue_local_relearning,0.8262794396431293,"[0.1281011417395578, 0.8262794396431293, 7.152520692780663e-12, 0.045619418610160396, 2.9185719559484145e-20]",8.659739592076221e-15,8.526512829121202e-14
782121,cue_local_relearning,global_downweight,0.0387038452499411,"[0.8962031067345979, 0.0387038452499411, 3.3379522278316806e-05, 0.06505880746544146, 8.61027741363828e-07]",3.552713678800501e-15,8.526512829121202e-14
782122,cue_local_relearning,cue_local_relearning,0.7415974529553824,"[0.180581554940324, 0.7415974529553824, 0.00016142606245602296, 0.07765956604183762, 2.3949917326210071e-23]",1.1546319456101628e-14,8.526512829121202e-14
782123,cue_local_relearning,cue_local_relearning,0.9809194162599852,"[0.011945039325286351, 0.9809194162599852, 5.200353730328497e-09, 0.0071355392143744945, 6.40967745367635e-24]",1.0880185641326534e-14,1.4210854715202004e-13
782124,cue_local_relearning,cue_local_relearning,0.7870413289794931,"[0.20151448919787707, 0.7870413289794931, 5.7568926747021935e-08, 0.011444124253703149, 5.976782287730368e-23]",1.021405182655144e-14,1.4210854715202004e-13
782125,cue_local_relearning,cue_local_relearning,0.9602140609335745,"[0.029715525690927315, 0.9602140609335745, 2.7581890325363387e-10, 0.010070413099679165, 8.418971863363535e-27]",1.0658141036401503e-14,5.684341886080802e-14
782126,cue_local_relearning,cue_local_relearning,0.9377122490638968,"[0.003997002011130583, 0.9377122490638968, 5.9759802988551435e-09, 0.05829072702235677, 1.5926635577433365e-08]",6.8833827526759706e-15,8.526512829121202e-14
782127,cue_local_relearning,cue_local_relearning,0.9238651780389455,"[0.07491019360658943, 0.9238651780389455, 7.973770415762919e-13, 0.0012246283536677385, 6.396972447556759e-28]",1.3766765505351941e-14,8.526512829121202e-14
782128,cue_local_relearning,cue_local_relearning,0.8699125897776948,"[0.11553377141178396, 0.8699125897776948, 1.3934592480893527e-05, 0.014539704218040208, 1.64168889894394e-16]",1.199040866595169e-14,5.684341886080802e-14
782129,cue_local_relearning,continuous_drift,0.17243590870436065,"[0.0062741593381835424, 0.17243590870436065, 7.804410141282662e-16, 0.821289931957455, 8.764421327314399e-23]",1.2434497875801753e-14,8.526512829121202e-14
782130,cue_local_relearning,cue_local_relearning,0.8303041537960616,"[0.15724162149618576, 0.8303041537960616, 4.467576729211751e-08, 0.012454180031985358, 5.868412210298248e-20]",9.325873406851315e-15,8.526512829121202e-14
782131,cue_local_relearning,cue_local_relearning,0.9027199514324283,"[0.019948964334178594, 0.9027199514324283, 4.51119291132578e-09, 0.07733107972219994, 1.8264112032963847e-22]",1.4210854715202004e-14,5.684341886080802e-14
