seed,selected,posterior_entropy,maximum_update_identity_error,maximum_decomposition_error
783400,cue_local_relearning,0.9943526653872649,4.440892098500626e-15,1.4210854715202004e-14
783401,continuous_drift,0.6689514889273259,3.1086244689504383e-15,1.4210854715202004e-14
783402,context_split,0.37538326820701634,2.6645352591003757e-15,1.4210854715202004e-14
783403,continuous_drift,0.1933450129857447,2.220446049250313e-15,7.105427357601002e-15
783404,change_point,0.8763342159653008,1.1102230246251565e-15,1.4210854715202004e-14
783405,continuous_drift,1.1710973488691265,1.5543122344752192e-15,1.4210854715202004e-14
783406,cue_local_relearning,0.5902431687878427,4.440892098500626e-15,2.842170943040401e-14
783407,context_split,0.01827461101135339,3.774758283725532e-15,7.105427357601002e-15
783408,global_downweight,0.8311091250701231,1.7763568394002505e-15,1.4210854715202004e-14
783409,change_point,0.7038373620188254,1.9984014443252818e-15,2.842170943040401e-14
783410,global_downweight,0.845695663486081,4.440892098500626e-15,1.4210854715202004e-14
783411,global_downweight,0.9839095504690923,1.4432899320127035e-15,7.105427357601002e-15
783412,cue_local_relearning,1.0222168986353066,3.1086244689504383e-15,1.4210854715202004e-14
783413,continuous_drift,0.603674118799999,3.1086244689504383e-15,1.4210854715202004e-14
783414,change_point,0.322458365134734,2.220446049250313e-15,2.1316282072803006e-14
783415,global_downweight,1.0678598604893248,5.995204332975845e-15,7.105427357601002e-15
783416,continuous_drift,0.8001810033390672,1.3322676295501878e-15,1.4210854715202004e-14
783417,continuous_drift,1.099682218179829,2.1094237467877974e-15,1.4210854715202004e-14
783418,cue_local_relearning,1.3429671242875496,2.6645352591003757e-15,1.4210854715202004e-14
783419,change_point,0.6440883537144013,1.5543122344752192e-15,1.4210854715202004e-14
783420,global_downweight,0.8856949051581862,4.440892098500626e-15,1.4210854715202004e-14
783421,continuous_drift,0.8284355048704973,3.552713678800501e-15,1.4210854715202004e-14
783422,context_split,0.014031351666399757,3.552713678800501e-15,1.4210854715202004e-14
783423,continuous_drift,0.5757235822179053,3.552713678800501e-15,1.4210854715202004e-14
783424,context_split,0.16292985610648208,2.6645352591003757e-15,1.4210854715202004e-14
783425,continuous_drift,1.025087626326263,1.3322676295501878e-15,1.4210854715202004e-14
783426,global_downweight,0.8759856256917202,4.884981308350689e-15,1.4210854715202004e-14
783427,global_downweight,1.4184424635509145,1.1102230246251565e-15,1.4210854715202004e-14
783428,cue_local_relearning,1.0717575496281284,3.1086244689504383e-15,1.4210854715202004e-14
783429,change_point,0.7515770075853192,1.1102230246251565e-15,1.4210854715202004e-14
783430,global_downweight,0.837357094509264,3.9968028886505635e-15,1.4210854715202004e-14
783431,cue_local_relearning,0.9082004061295387,2.220446049250313e-15,1.4210854715202004e-14
783432,context_split,0.40098412052461957,1.3322676295501878e-15,1.4210854715202004e-14
783433,global_downweight,0.8212514989027133,1.4988010832439613e-15,1.4210854715202004e-14
783434,change_point,0.4505427196229914,2.6645352591003757e-15,1.4210854715202004e-14
783435,global_downweight,0.9399955762422773,1.5543122344752192e-15,2.1316282072803006e-14
783436,global_downweight,0.8618825265977557,3.9968028886505635e-15,4.263256414560601e-14
783437,continuous_drift,1.087138746438374,2.4424906541753444e-15,7.105427357601002e-15
783438,global_downweight,0.9773414026954655,4.440892098500626e-15,1.4210854715202004e-14
783439,change_point,0.6698334054514121,9.992007221626409e-16,1.4210854715202004e-14
783440,global_downweight,0.8499253664251742,3.552713678800501e-15,1.4210854715202004e-14
783441,change_point,0.4463924636245554,1.3322676295501878e-15,7.105427357601002e-15
783442,context_split,0.04261784444402633,3.3306690738754696e-15,1.4210854715202004e-14
783443,continuous_drift,0.8587194520995541,5.10702591327572e-15,1.4210854715202004e-14
783444,change_point,0.5908606583912959,1.7763568394002505e-15,1.4210854715202004e-14
783445,continuous_drift,1.223014060982019,2.6645352591003757e-15,1.4210854715202004e-14
783446,global_downweight,1.0447125934261388,7.993605777301127e-15,2.842170943040401e-14
783447,global_downweight,1.2362115519154766,2.4424906541753444e-15,1.4210854715202004e-14
783448,global_downweight,1.0105825050993122,4.440892098500626e-15,1.4210854715202004e-14
783449,change_point,1.127790315975614,1.1102230246251565e-15,7.105427357601002e-15
783450,cue_local_relearning,1.0694775455000447,2.6645352591003757e-15,2.842170943040401e-14
783451,global_downweight,1.0837668884140703,3.552713678800501e-15,1.4210854715202004e-14
783452,global_downweight,1.1363673523332334,1.7763568394002505e-15,2.842170943040401e-14
783453,change_point,0.2673202858727589,1.7763568394002505e-15,1.4210854715202004e-14
783454,change_point,0.17160334470307784,3.552713678800501e-15,2.1316282072803006e-14
783455,continuous_drift,0.8628919070916928,3.4416913763379853e-15,2.1316282072803006e-14
783456,context_split,0.9537900476334464,1.5543122344752192e-15,1.4210854715202004e-14
783457,continuous_drift,0.8316054564287945,3.9968028886505635e-15,1.4210854715202004e-14
783458,continuous_drift,0.6888460637923979,5.329070518200751e-15,1.4210854715202004e-14
783459,change_point,0.518527530053544,1.3322676295501878e-15,1.4210854715202004e-14
783460,global_downweight,0.872800564638538,3.9968028886505635e-15,1.4210854715202004e-14
783461,context_split,1.3148614126870597,5.329070518200751e-15,1.4210854715202004e-14
783462,context_split,0.7245055944855623,1.7763568394002505e-15,1.4210854715202004e-14
783463,continuous_drift,0.5359503518677032,2.6645352591003757e-15,2.842170943040401e-14
783464,change_point,0.6484055022472887,1.1102230246251565e-15,1.4210854715202004e-14
783465,global_downweight,1.1941385639768718,3.1086244689504383e-15,1.4210854715202004e-14
783466,global_downweight,0.9488182486846246,3.9968028886505635e-15,1.4210854715202004e-14
783467,context_split,0.36152425373723324,2.886579864025407e-15,1.4210854715202004e-14
783468,context_split,1.2384653428043928,1.1102230246251565e-15,1.4210854715202004e-14
783469,continuous_drift,0.9951294167046965,2.220446049250313e-15,2.1316282072803006e-14
783470,global_downweight,0.6872225293755917,4.884981308350689e-15,2.842170943040401e-14
783471,cue_local_relearning,0.8336510734730043,1.3322676295501878e-15,1.4210854715202004e-14
783472,cue_local_relearning,1.1145287445085246,3.1086244689504383e-15,1.4210854715202004e-14
783473,continuous_drift,0.9162005893844369,2.4424906541753444e-15,1.4210854715202004e-14
783474,change_point,0.8762804785225978,2.220446049250313e-15,1.4210854715202004e-14
783475,continuous_drift,0.6612390278343057,4.884981308350689e-15,7.105427357601002e-15
783476,cue_local_relearning,0.9165910219249588,2.220446049250313e-15,1.4210854715202004e-14
783477,global_downweight,0.9214340599628216,3.552713678800501e-15,2.842170943040401e-14
783478,cue_local_relearning,1.1444514068690779,3.9968028886505635e-15,1.4210854715202004e-14
783479,change_point,0.6669871262387572,1.3322676295501878e-15,7.105427357601002e-15
783480,global_downweight,0.8681478430845043,2.6645352591003757e-15,1.4210854715202004e-14
783481,continuous_drift,1.1510720863945265,5.995204332975845e-15,4.263256414560601e-14
783482,change_point,0.6348449828065134,2.220446049250313e-15,1.4210854715202004e-14
783483,continuous_drift,0.8534557906115617,2.6645352591003757e-15,2.1316282072803006e-14
783484,change_point,0.3578553522654928,1.9984014443252818e-15,1.4210854715202004e-14
783485,change_point,1.0641059713218821,9.992007221626409e-16,7.105427357601002e-15
783486,global_downweight,1.092844111368223,2.6645352591003757e-15,2.842170943040401e-14
783487,context_split,0.054918221005940064,3.552713678800501e-15,1.4210854715202004e-14
783488,global_downweight,1.2170285934448068,1.7763568394002505e-15,1.4210854715202004e-14
783489,global_downweight,1.197913957276888,3.774758283725532e-15,1.4210854715202004e-14
783490,global_downweight,0.8945503925015115,4.884981308350689e-15,2.842170943040401e-14
783491,global_downweight,0.9991383973873724,2.6645352591003757e-15,2.1316282072803006e-14
783492,context_split,0.4062791787599675,1.7763568394002505e-15,1.4210854715202004e-14
783493,cue_local_relearning,1.0011866573251849,3.1086244689504383e-15,1.4210854715202004e-14
783494,change_point,0.38078673925942064,1.6653345369377348e-15,1.4210854715202004e-14
783495,global_downweight,1.230415005454058,1.1102230246251565e-15,1.4210854715202004e-14
783496,continuous_drift,0.8270595943303609,1.9984014443252818e-15,1.4210854715202004e-14
783497,context_split,1.0305106228592813,1.0547118733938987e-15,1.4210854715202004e-14
783498,continuous_drift,1.32143043197556,2.6645352591003757e-15,1.4210854715202004e-14
783499,context_split,1.3003707429028253,1.3322676295501878e-15,2.1316282072803006e-14
783500,global_downweight,0.9839955914911763,1.7763568394002505e-15,1.4210854715202004e-14
783501,context_split,1.1403554634369457,2.6645352591003757e-15,1.4210854715202004e-14
783502,context_split,0.03730072598817752,1.887379141862766e-15,1.4210854715202004e-14
783503,global_downweight,0.8704238147222817,2.220446049250313e-15,1.4210854715202004e-14
783504,global_downweight,1.4861655273855177,1.0547118733938987e-15,1.4210854715202004e-14
783505,context_split,1.2143095891709117,1.5543122344752192e-15,1.4210854715202004e-14
783506,continuous_drift,0.9531051187530383,2.220446049250313e-15,1.4210854715202004e-14
783507,context_split,0.06804439755130948,3.1086244689504383e-15,7.105427357601002e-15
783508,continuous_drift,1.10799997916926,2.220446049250313e-15,1.4210854715202004e-14
783509,continuous_drift,0.4713270223311386,2.6645352591003757e-15,1.4210854715202004e-14
783510,continuous_drift,0.7745274722682768,4.884981308350689e-15,2.842170943040401e-14
783511,change_point,1.285290783441498,8.881784197001252e-16,1.4210854715202004e-14
783512,global_downweight,1.1051947121160823,3.552713678800501e-15,2.842170943040401e-14
783513,context_split,0.05534433923735783,1.9984014443252818e-15,1.4210854715202004e-14
783514,change_point,0.9719471987532773,1.3322676295501878e-15,2.842170943040401e-14
783515,global_downweight,0.9542962713495234,3.1086244689504383e-15,1.4210854715202004e-14
783516,cue_local_relearning,1.053719717779562,5.10702591327572e-15,1.4210854715202004e-14
783517,change_point,0.8157687905705475,1.7763568394002505e-15,7.105427357601002e-15
783518,continuous_drift,0.9148051794889595,1.7763568394002505e-15,2.842170943040401e-14
783519,change_point,0.5498905785208769,9.992007221626409e-16,1.4210854715202004e-14
783520,global_downweight,0.802811135142812,4.884981308350689e-15,1.4210854715202004e-14
783521,continuous_drift,0.9244576798152122,1.7763568394002505e-15,1.4210854715202004e-14
783522,cue_local_relearning,0.9580592520875937,1.3322676295501878e-15,2.842170943040401e-14
783523,continuous_drift,0.16450718687734067,1.3322676295501878e-15,1.4210854715202004e-14
783524,context_split,0.7349109614182896,1.7763568394002505e-15,1.4210854715202004e-14
783525,continuous_drift,0.6965384045082982,1.8318679906315083e-15,2.1316282072803006e-14
783526,global_downweight,0.9327882437401308,3.1086244689504383e-15,1.4210854715202004e-14
783527,change_point,1.0135120730899918,1.2490009027033011e-15,7.105427357601002e-15
783528,global_downweight,0.8764746623051239,3.552713678800501e-15,1.4210854715202004e-14
783529,global_downweight,0.9675793343655749,1.3322676295501878e-15,1.4210854715202004e-14
783530,cue_local_relearning,1.1632469910590264,9.992007221626409e-16,0.0
783531,cue_local_relearning,0.8204289852788436,2.220446049250313e-15,7.105427357601002e-15
783532,change_point,0.4289960567839778,1.7763568394002505e-15,1.4210854715202004e-14
783533,cue_local_relearning,1.0570981714937542,2.886579864025407e-15,1.4210854715202004e-14
783534,change_point,0.2079537864349199,2.220446049250313e-15,1.4210854715202004e-14
783535,global_downweight,1.029950538395831,1.4432899320127035e-15,1.4210854715202004e-14
783536,global_downweight,1.002544876508224,6.217248937900877e-15,1.4210854715202004e-14
783537,continuous_drift,0.9626456299976409,1.7763568394002505e-15,2.1316282072803006e-14
783538,continuous_drift,0.1345810616582206,4.440892098500626e-15,1.4210854715202004e-14
783539,change_point,0.3931631014066379,1.7763568394002505e-15,7.105427357601002e-15
783540,global_downweight,0.9426667349812116,2.220446049250313e-15,2.842170943040401e-14
783541,continuous_drift,0.42427040221586043,2.6645352591003757e-15,1.4210854715202004e-14
783542,context_split,0.28636730385186726,2.6645352591003757e-15,1.4210854715202004e-14
783543,continuous_drift,0.6271019372984682,3.1086244689504383e-15,1.4210854715202004e-14
783544,context_split,0.5548195063494337,1.7763568394002505e-15,1.4210854715202004e-14
783545,context_split,0.8063665481483532,1.7763568394002505e-15,1.4210854715202004e-14
783546,cue_local_relearning,0.5787149029497218,3.552713678800501e-15,1.4210854715202004e-14
783547,change_point,1.1179357575303959,8.881784197001252e-16,1.4210854715202004e-14
