seed,selected,posterior_entropy,maximum_update_identity_error,maximum_decomposition_error
783548,continuous_drift,0.09454004472666089,3.1086244689504383e-15,1.4210854715202004e-14
783549,continuous_drift,0.7559418437828839,1.3322676295501878e-15,1.4210854715202004e-14
783550,global_downweight,0.9380174314959004,3.9968028886505635e-15,2.842170943040401e-14
783551,global_downweight,0.8701866601744974,3.1086244689504383e-15,1.4210854715202004e-14
783552,change_point,0.7599606398665015,1.7763568394002505e-15,1.4210854715202004e-14
783553,context_split,0.17871199617641742,1.7763568394002505e-15,1.4210854715202004e-14
783554,change_point,0.2259783000019073,4.440892098500626e-15,1.4210854715202004e-14
783555,cue_local_relearning,1.0627143250682405,2.220446049250313e-15,1.4210854715202004e-14
783556,cue_local_relearning,1.0786866940908002,1.9984014443252818e-15,2.842170943040401e-14
783557,global_downweight,1.024015977604815,3.1086244689504383e-15,1.4210854715202004e-14
783558,continuous_drift,1.0403110200876444,5.773159728050814e-15,1.4210854715202004e-14
783559,change_point,0.4334221054063847,1.5543122344752192e-15,7.105427357601002e-15
783560,global_downweight,1.0469693574072043,3.1086244689504383e-15,2.842170943040401e-14
783561,continuous_drift,0.8457162811999469,2.4424906541753444e-15,1.4210854715202004e-14
783562,global_downweight,1.1264987504433006,1.3322676295501878e-15,2.842170943040401e-14
783563,continuous_drift,0.4281808187952003,4.440892098500626e-15,1.4210854715202004e-14
783564,context_split,0.3098639467059473,1.7763568394002505e-15,2.1316282072803006e-14
783565,continuous_drift,1.1811215695422808,3.3306690738754696e-15,2.1316282072803006e-14
783566,global_downweight,0.9989913094523494,1.3322676295501878e-15,2.842170943040401e-14
783567,context_split,0.39503167220770896,1.9984014443252818e-15,7.105427357601002e-15
783568,continuous_drift,0.06212230732042482,3.1086244689504383e-15,1.4210854715202004e-14
783569,change_point,1.4217531180602303,1.1102230246251565e-15,1.4210854715202004e-14
783570,global_downweight,0.9687348248350429,3.552713678800501e-15,1.4210854715202004e-14
783571,cue_local_relearning,1.047873972540674,3.1086244689504383e-15,2.1316282072803006e-14
783572,global_downweight,1.2906504211813827,2.220446049250313e-15,1.4210854715202004e-14
783573,global_downweight,0.9637325273642715,1.3322676295501878e-15,2.842170943040401e-14
783574,change_point,0.38500605878501654,1.7763568394002505e-15,1.4210854715202004e-14
783575,global_downweight,0.9478184575314134,1.3322676295501878e-15,7.105427357601002e-15
783576,cue_local_relearning,0.7490107201397281,3.1086244689504383e-15,1.4210854715202004e-14
783577,continuous_drift,0.6758987260724107,3.219646771412954e-15,1.4210854715202004e-14
783578,global_downweight,1.088094687258921,2.6645352591003757e-15,2.842170943040401e-14
783579,change_point,0.6732593112359359,1.1102230246251565e-15,7.105427357601002e-15
783580,global_downweight,0.9556737575426005,1.5543122344752192e-15,2.842170943040401e-14
783581,continuous_drift,1.2299111995030707,1.3322676295501878e-15,2.1316282072803006e-14
783582,change_point,0.6006884152887755,2.220446049250313e-15,1.4210854715202004e-14
783583,global_downweight,0.9711311102938496,3.9968028886505635e-15,1.4210854715202004e-14
783584,change_point,0.36309507514277467,2.6645352591003757e-15,1.4210854715202004e-14
783585,continuous_drift,0.4160336266845439,1.6653345369377348e-15,7.105427357601002e-15
783586,continuous_drift,0.5012070960442864,3.3306690738754696e-15,2.842170943040401e-14
783587,change_point,0.5709830552927909,3.1086244689504383e-15,7.105427357601002e-15
783588,global_downweight,0.9547535100849416,1.3322676295501878e-15,1.4210854715202004e-14
783589,context_split,1.2671253758001106,1.1102230246251565e-15,1.4210854715202004e-14
783590,global_downweight,0.9532815895570663,6.661338147750939e-15,1.4210854715202004e-14
783591,cue_local_relearning,1.207471188954598,3.1086244689504383e-15,1.4210854715202004e-14
783592,change_point,0.8488956984573437,4.440892098500626e-15,1.4210854715202004e-14
783593,context_split,1.4243636172171406,1.2212453270876722e-15,7.105427357601002e-15
783594,change_point,0.582705491454721,1.1102230246251565e-15,1.4210854715202004e-14
783595,continuous_drift,0.7095595758692376,3.9968028886505635e-15,2.1316282072803006e-14
783596,global_downweight,0.8718460847694035,3.1086244689504383e-15,2.842170943040401e-14
783597,continuous_drift,1.0824543024810742,5.551115123125783e-15,1.4210854715202004e-14
783598,cue_local_relearning,0.9541241553168865,2.6645352591003757e-15,1.4210854715202004e-14
783599,change_point,0.2514103205650234,1.7763568394002505e-15,7.105427357601002e-15
783600,continuous_drift,1.112057206102687,1.3322676295501878e-15,1.4210854715202004e-14
783601,global_downweight,1.2415650076174631,3.552713678800501e-15,1.4210854715202004e-14
783602,context_split,0.03323888473377839,1.7763568394002505e-15,2.842170943040401e-14
783603,context_split,1.0715665823377596,2.886579864025407e-15,1.4210854715202004e-14
783604,change_point,0.33715329473969863,2.6645352591003757e-15,1.4210854715202004e-14
783605,change_point,1.3500564613979669,1.1102230246251565e-15,2.1316282072803006e-14
783606,continuous_drift,0.8152042690284215,8.881784197001252e-16,0.0
783607,context_split,0.6583639570297859,5.329070518200751e-15,1.4210854715202004e-14
783608,cue_local_relearning,0.8743537037971929,1.7763568394002505e-15,1.4210854715202004e-14
783609,global_downweight,1.2769117187861057,2.6645352591003757e-15,7.105427357601002e-15
783610,global_downweight,0.8323182839601869,4.884981308350689e-15,2.842170943040401e-14
783611,cue_local_relearning,0.9743235186449647,5.773159728050814e-15,1.4210854715202004e-14
783612,global_downweight,1.1563367175262842,1.7763568394002505e-15,1.4210854715202004e-14
783613,continuous_drift,0.2380105486369108,1.5543122344752192e-15,2.1316282072803006e-14
783614,change_point,0.2789433930544233,3.1086244689504383e-15,1.4210854715202004e-14
783615,cue_local_relearning,1.0177234019292538,2.6645352591003757e-15,1.4210854715202004e-14
783616,global_downweight,0.8844529510819557,2.6645352591003757e-15,2.842170943040401e-14
783617,global_downweight,0.830278217332171,3.9968028886505635e-15,2.1316282072803006e-14
783618,cue_local_relearning,0.9219255874304843,4.884981308350689e-15,2.842170943040401e-14
783619,cue_local_relearning,1.3037702861486453,1.1102230246251565e-15,2.1316282072803006e-14
783620,cue_local_relearning,0.8653802479191439,6.661338147750939e-15,1.4210854715202004e-14
783621,continuous_drift,1.0152447421816468,3.1086244689504383e-15,1.4210854715202004e-14
783622,context_split,0.5827841482188091,1.7763568394002505e-15,1.4210854715202004e-14
783623,cue_local_relearning,0.7484731270980496,2.886579864025407e-15,2.842170943040401e-14
783624,context_split,0.31220284324585024,1.7763568394002505e-15,2.842170943040401e-14
783625,global_downweight,0.9931409971869896,2.6645352591003757e-15,1.4210854715202004e-14
783626,context_split,1.2555529134156402,1.3322676295501878e-15,1.4210854715202004e-14
783627,global_downweight,1.2786571249402865,1.1102230246251565e-15,7.105427357601002e-15
783628,context_split,0.3271826511822039,2.6645352591003757e-15,1.4210854715202004e-14
783629,continuous_drift,0.6580325235917117,3.9968028886505635e-15,1.4210854715202004e-14
783630,cue_local_relearning,0.8776124355681328,2.3037127760972e-15,1.4210854715202004e-14
783631,cue_local_relearning,0.634826561632665,3.552713678800501e-15,7.105427357601002e-15
783632,context_split,0.9558424374382509,1.7763568394002505e-15,1.4210854715202004e-14
783633,global_downweight,1.4088146729777455,1.2212453270876722e-15,7.105427357601002e-15
783634,change_point,0.26347416054596273,1.2212453270876722e-15,1.4210854715202004e-14
783635,continuous_drift,0.8662414878588068,7.105427357601002e-15,7.105427357601002e-15
783636,change_point,1.3636582625191604,1.7763568394002505e-15,1.4210854715202004e-14
783637,cue_local_relearning,1.1728588123941883,1.7763568394002505e-15,2.1316282072803006e-14
783638,continuous_drift,1.0802146016198866,3.9968028886505635e-15,1.4210854715202004e-14
783639,change_point,0.3380162081890025,1.8041124150158794e-15,1.4210854715202004e-14
