seed,selected,CS_probability
782620,change_point,0.05549551633673528
782621,change_point,0.23490598550468003
782622,change_point,0.1436435178376532
782623,change_point,0.09710184452589886
782624,change_point,0.05618522084305332
782625,change_point,0.0599188861826313
782626,change_point,0.055210908096836604
782627,change_point,0.0532750053360281
782628,change_point,0.05533504662948815
782629,change_point,0.17058431270033486
782630,change_point,0.055088348402704976
782631,change_point,0.04399437847827262
782632,change_point,0.16476583674328188
782633,change_point,0.05516468564906295
782634,change_point,0.12628764818532232
782635,change_point,0.12444955797164803
782636,context_split,0.338168082655115
782637,change_point,0.06270930143096802
782638,change_point,0.06982622116356718
782639,change_point,0.1885983918303106
782640,change_point,0.06518260407453037
782641,change_point,0.05415544642672782
782642,context_split,0.5421893382408483
782643,change_point,0.16916086049002582
782644,change_point,0.08064833351794383
782645,change_point,0.08547111624862347
782646,change_point,0.06406678394170787
782647,change_point,0.2021689378269455
782648,change_point,0.15924255548024327
782649,change_point,0.06689633462361246
782650,change_point,0.09244575760069704
782651,change_point,0.23941751035971
782652,change_point,0.1330993237078311
782653,context_split,0.4878673700625797
782654,change_point,0.06866490269888026
782655,change_point,0.07017733619230251
782656,change_point,0.25527064715142406
782657,change_point,0.2221172287881959
782658,change_point,0.18322858122393673
782659,change_point,0.18995872519890575
782660,change_point,0.1542506918580508
782661,change_point,0.050397917705573635
782662,change_point,0.05251442408266774
782663,change_point,0.05035989556022827
782664,change_point,0.0826233844902977
782665,change_point,0.06728688989142159
782666,change_point,0.08297705512481746
782667,change_point,0.10554142254085114
782668,change_point,0.05772744152124699
782669,change_point,0.05932661874983066
782670,change_point,0.09482675183345163
782671,change_point,0.15105595703355276
782672,change_point,0.043373541708797696
782673,change_point,0.06575914082471748
782674,change_point,0.1913160792886979
782675,change_point,0.11253324609744646
782676,change_point,0.20333246997385748
782677,change_point,0.13756887100733678
782678,change_point,0.10810525729747762
782679,change_point,0.139271387639704
782680,change_point,0.11230543453822338
782681,change_point,0.18170843512403415
782682,change_point,0.052278919981034414
782683,change_point,0.053369781054489834
782684,change_point,0.257431734939934
782685,change_point,0.11209968255081477
782686,change_point,0.044940609127241855
782687,change_point,0.05182559500719256
782688,change_point,0.04838874623779299
782689,change_point,0.08360961198627934
782690,change_point,0.25144890303959416
782691,change_point,0.12147532470272122
782692,change_point,0.05038708369782148
782693,continuous_drift,0.11905524843830986
782694,change_point,0.044999260058530006
782695,change_point,0.04454280818696587
782696,change_point,0.05977157309554873
782697,change_point,0.05164905057893802
782698,change_point,0.11610721300858673
782699,context_split,0.5760695653612704
782700,context_split,0.49574041864531526
782701,change_point,0.12171568041728366
782702,change_point,0.1948141440080238
782703,change_point,0.15215008158936486
782704,change_point,0.07685922847347798
782705,change_point,0.11463383726126979
782706,change_point,0.17665486515240725
782707,change_point,0.09057199318117237
782708,change_point,0.13618932198750958
782709,change_point,0.05735005384570836
782710,change_point,0.12112308098939172
782711,change_point,0.17494479723413378
782712,change_point,0.04315060781651638
782713,change_point,0.14538687616072413
782714,change_point,0.2630019504739753
782715,change_point,0.43477662568486414
782716,change_point,0.08038600824583604
782717,change_point,0.24074223142483941
782718,change_point,0.11103819327457792
782719,change_point,0.04579652877790736
782720,change_point,0.12164411849685323
782721,change_point,0.08505805809318279
782722,continuous_drift,0.22161970047038976
782723,change_point,0.05294792332369269
782724,context_split,0.8049703419838837
782725,change_point,0.08834888578866273
782726,change_point,0.05421060470944574
782727,change_point,0.09591763908457543
782728,change_point,0.14317446769147182
782729,change_point,0.07168280276690785
782730,change_point,0.04931958485850981
782731,change_point,0.04595985453271771
782732,change_point,0.1065116140289762
782733,change_point,0.04629576335611206
782734,change_point,0.08675019936275263
782735,change_point,0.04401670951170569
782736,change_point,0.05366908084687952
782737,change_point,0.12006708045116575
782738,change_point,0.08090903682619927
782739,change_point,0.09719368277537278
