seed,truth,heldout_log_per_observation,preheldout_complexity_per_observation,matched_comparators,best_matched_comparator,generating_family_margin,maximum_decomposition_error
783359,change_point,"[-1.4280722815401274, -1.5454702782489873, -1.2230588523549857, -1.3988690213980783, -1.1919501811833602]","[0.26735079733808004, 0.3604135764587762, 0.2052372628524122, 0.3695758967905114, 0.1698518875369067]","[""global_downweight"", ""context_split""]",context_split,0.031108671171625524,1.4210854715202004e-14
783360,change_point,"[-1.991489735038737, -1.852876657428716, -1.7226616182248131, -1.8128824235916978, -1.5905848070768904]","[0.2762589903189335, 0.36816780746992633, 0.2471501235570598, 0.3822645782932017, 0.08305918360142306]",[],,nan,2.1316282072803006e-14
783361,change_point,"[-2.3985864074899617, -2.331544457224055, -2.4548189112618006, -2.5290405064889097, -2.4811184411497464]","[0.26792420724668425, 0.35048141977334696, 0.24884200872374043, 0.3379978640407797, 0.18590044134394812]","[""global_downweight"", ""context_split""]",global_downweight,-0.08253203365978479,7.105427357601002e-15
783362,change_point,"[-1.8063751178884386, -1.6405429021170095, -1.2988280390496776, -1.5772221541209746, -1.2111851624344654]","[0.28570721398569127, 0.35837919741172913, 0.20643302843409206, 0.3707453858557317, 0.09676562373783522]","[""context_split""]",context_split,0.0876428766152122,7.105427357601002e-15
783363,change_point,"[-1.7271350075713707, -1.667395635083615, -1.6946843368681694, -1.7754272584902075, -1.6736516587484154]","[0.17707469985059754, 0.2561535444316895, 0.10789920535383002, 0.25107367843669165, 0.0456530124971223]","[""context_split""]",context_split,0.021032678119754067,1.4210854715202004e-14
783364,change_point,"[-1.5829938207668706, -1.5964157956922769, -1.4742436516736541, -1.6744274696915769, -1.440118545501849]","[0.23036677551376972, 0.3110758256768269, 0.1447300080943986, 0.29582589279540633, 0.06654214281192726]","[""context_split""]",context_split,0.034125106171805086,1.4210854715202004e-14
783365,change_point,"[-1.859965573260581, -1.92381230886836, -1.7627973434135864, -1.9179264695422766, -1.7307482644217504]","[0.23356293085878557, 0.3205305773883709, 0.126995199671343, 0.32370291203546475, 0.060180344548346726]","[""context_split""]",context_split,0.032049078991835955,1.4210854715202004e-14
783366,change_point,"[-1.7246355346137792, -1.7581493638405998, -1.8458629067298222, -1.8138167081467804, -1.7589384917686948]","[0.23039686845184526, 0.30406381298076973, 0.20381085918254419, 0.2988590035869957, 0.11293991551203282]","[""global_downweight"", ""context_split""]",global_downweight,-0.0343029571549156,1.4210854715202004e-14
783367,change_point,"[-2.4919487487892225, -2.330244931282417, -2.1923587573949277, -2.230990359629753, -2.1495396562473372]","[0.2222595301016771, 0.30409585277337214, 0.12943278302386116, 0.2976132891949537, 0.06904734886489707]","[""context_split""]",context_split,0.042819101147590466,2.1316282072803006e-14
783368,change_point,"[-2.3226045259648247, -2.156461696830571, -1.8575779924686087, -2.1067798028348284, -1.7807326651617927]","[0.29434749152433654, 0.37997305703305145, 0.18852420791578484, 0.3374125487652259, 0.10364531062203632]","[""context_split""]",context_split,0.07684532730681592,1.4210854715202004e-14
783369,change_point,"[-2.080016454976982, -2.107146256540413, -2.3387497107956294, -2.1569369197460597, -2.2727097316426406]","[0.2041623350433036, 0.2731455004895904, 0.10347943499786222, 0.2624186896743014, 0.04877888269152272]","[""context_split""]",context_split,0.06603997915298887,1.4210854715202004e-14
783370,change_point,"[-1.582657739903608, -1.6711289143475474, -1.5306529941121116, -1.6211503019569493, -1.4998511719566947]","[0.25554663780440773, 0.3324744891974944, 0.21906221623139446, 0.3307991750651839, 0.1602995667727675]","[""global_downweight"", ""context_split""]",context_split,0.030801822155416936,1.4210854715202004e-14
783371,change_point,"[-2.2848232834935605, -2.1442753947669235, -2.039018508399238, -2.1386265798675756, -1.9322264588327895]","[0.20780987075033241, 0.2740540247250866, 0.1745006403233791, 0.28151717841080126, 0.08014039861036477]","[""global_downweight"", ""context_split""]",context_split,0.10679204956644828,7.105427357601002e-15
783372,change_point,"[-1.8339538535080804, -1.839242096921649, -1.858378423395962, -1.9238440755600115, -1.7836972309889667]","[0.24431508055474518, 0.3234636113658863, 0.20829143253395535, 0.3412442209103162, 0.11160833936900055]","[""context_split""]",context_split,0.07468119240699522,1.4210854715202004e-14
783373,change_point,"[-1.986555427202779, -1.9632060259363628, -2.1600632388929375, -2.029066571483754, -2.1201538052637785]","[0.19158471810283606, 0.26234394619844364, 0.15037302046221787, 0.2572235972711498, 0.07177818063655657]","[""global_downweight"", ""context_split""]",global_downweight,-0.1335983780609995,7.105427357601002e-15
783374,change_point,"[-1.4497157208616285, -1.611000639644442, -1.1508487362663526, -1.28625553831995, -1.1190582036538954]","[0.21997025899459868, 0.30117202728562603, 0.11884449779300642, 0.29510990257193637, 0.04865380444475495]","[""context_split""]",context_split,0.031790532612457234,1.4210854715202004e-14
783375,change_point,"[-2.0355931341545883, -1.9029335098593076, -1.9904841854631714, -1.9518125911714383, -1.8102411386978519]","[0.27279974003623003, 0.34280687669631277, 0.24824225397247604, 0.34529249899263864, 0.14188910018578293]","[""context_split""]",context_split,0.18024304676531955,7.105427357601002e-15
783376,change_point,"[-2.0217323532024887, -1.7890637364023094, -1.4915666861582064, -1.592471447119057, -1.3783731870533016]","[0.3662787042860424, 0.4557481536514782, 0.2855209092356044, 0.44860026086808613, 0.11730100092943184]",[],,nan,2.842170943040401e-14
783377,change_point,"[-1.8507504583291068, -1.8195262496069233, -1.7182344770088793, -1.9422550713643405, -1.7310455478544196]","[0.23632127950757956, 0.3161930491297373, 0.15243041681652833, 0.30641295001177177, 0.04519137166172885]","[""context_split""]",context_split,-0.012811070845540229,7.105427357601002e-15
783378,change_point,"[-2.23293533826146, -2.2546448626626088, -2.518687679926388, -2.363463764142913, -2.5174843342358644]","[0.26018629554353984, 0.3348821792858258, 0.15689335145960612, 0.30359191850637884, 0.0531629454913844]","[""context_split""]",context_split,0.001203345690523605,7.105427357601002e-15
783379,change_point,"[-1.779993238720432, -1.8786917511480334, -1.5631387678905364, -1.8361189183647753, -1.558745908035295]","[0.2938183058934101, 0.37006815436835216, 0.107966683501778, 0.3644155203582214, 0.05405778733987513]","[""context_split""]",context_split,0.004392859855241404,7.105427357601002e-15
783380,change_point,"[-1.309225229573963, -1.3450218761763457, -1.1538021495293345, -1.3747014760678455, -1.1286230598538314]","[0.20397001612354612, 0.2801408040135142, 0.11395878551052945, 0.25801379752096837, 0.04332597718663436]","[""context_split""]",context_split,0.025179089675503086,1.4210854715202004e-14
783381,change_point,"[-2.3680208166569052, -2.306058749270081, -2.266729746398327, -2.280854174674965, -2.2088469036967266]","[0.25143762002973435, 0.31445651449620965, 0.1999241101075594, 0.3231842908970764, 0.042452266106855874]",[],,nan,1.4210854715202004e-14
783382,change_point,"[-2.1716418641494935, -1.8992558994175743, -1.5979741258713345, -1.5792589235702783, -1.5237670382789776]","[0.2718043419686878, 0.33948252095548576, 0.21602568417858356, 0.3215633687773492, 0.0683500905680816]",[],,nan,1.4210854715202004e-14
783383,change_point,"[-2.131965748636187, -1.8956043830400908, -1.5192068956210232, -1.625407186884253, -1.4569492694810648]","[0.2738074689655943, 0.3569823478936938, 0.1838823642879899, 0.34280805470937575, 0.06191513198967088]","[""context_split""]",context_split,0.06225762613995833,7.105427357601002e-15
783384,change_point,"[-1.6695407753274045, -1.6441227713168853, -1.5760286089966256, -1.7458520635457218, -1.5440318944635312]","[0.24807513531675437, 0.32467944683741506, 0.2002256524277448, 0.31134509803803245, 0.06908726264756088]",[],,nan,2.1316282072803006e-14
783385,change_point,"[-2.064970976260736, -2.0401764306226484, -2.3760877928270245, -2.090657185901475, -2.252878462948442]","[0.27256544360833806, 0.3679673996578658, 0.21005584918928358, 0.38643251232384607, 0.12113387513352618]","[""context_split""]",context_split,0.12320932987858235,1.4210854715202004e-14
783386,change_point,"[-1.7840596055392268, -1.7636883924218996, -1.7619876508171233, -1.8960239458971353, -1.6773978435137336]","[0.2631265484085964, 0.33442266394966924, 0.2134853388627649, 0.3461233295763109, 0.04599705355300787]",[],,nan,1.4210854715202004e-14
783387,change_point,"[-1.7117928614679059, -1.5073312939600587, -1.2346237835853549, -1.2764743634194309, -1.074247806589261]","[0.31375360610357156, 0.3956865525054205, 0.24061257951153733, 0.41053710920188463, 0.14516893390228996]","[""context_split""]",context_split,0.16037597699609396,7.105427357601002e-15
783388,change_point,"[-2.077606338171355, -2.013902430740293, -1.9243755019993998, -2.1268796468913784, -1.8288904652606233]","[0.36881156057438386, 0.44089281189075313, 0.31772593005872857, 0.4582512436551153, 0.19588151128121759]","[""context_split""]",context_split,0.09548503673877651,1.4210854715202004e-14
783389,change_point,"[-2.3188735575642, -2.020866249714552, -1.5219446346778236, -1.6716768891407634, -1.4655733784169325]","[0.21107164519467803, 0.28716112422310963, 0.15397959577393752, 0.299291389358396, 0.057839713823512405]","[""context_split""]",context_split,0.05637125626089112,1.4210854715202004e-14
783390,change_point,"[-1.900160624772182, -1.874338929036937, -1.9785905734682325, -1.984470848637753, -1.9215805608661425]","[0.2615308498851288, 0.3454423154887223, 0.12857348013283515, 0.31557497466877515, 0.04242776149375129]","[""context_split""]",context_split,0.05701001260209004,1.4210854715202004e-14
783391,change_point,"[-1.931341112144299, -1.9175433849643406, -1.9501273411785505, -2.047506931101956, -1.946948166365729]","[0.2288979505983885, 0.3004583404518267, 0.16465198749385582, 0.2844645397417386, 0.06236826786826408]","[""context_split""]",context_split,0.0031791748128213726,2.842170943040401e-14
783392,change_point,"[-1.6383076781810528, -1.4563002309241364, -1.2699462319978547, -1.3864677583036507, -1.115439166523406]","[0.22322547854737151, 0.2865382543508407, 0.17225317133309748, 0.30860383215505166, 0.11857951965914548]","[""global_downweight"", ""context_split""]",context_split,0.1545070654744487,1.4210854715202004e-14
783393,change_point,"[-1.9134364340491832, -1.6533561364451304, -1.512309683049586, -1.3406017431614643, -1.4538150647870491]","[0.25443198273700957, 0.3432300800131662, 0.14281017975112842, 0.3219446474837806, 0.06509595751516231]","[""context_split""]",context_split,0.05849461826253677,1.4210854715202004e-14
783394,change_point,"[-1.9117780080475475, -1.8543688444108586, -1.7837037465129626, -1.868298964757896, -1.6889865182767778]","[0.3168940521499662, 0.3984812699381119, 0.27690947572582286, 0.38365733267384877, 0.11409988609329887]",[],,nan,1.4210854715202004e-14
783395,change_point,"[-1.6857895905339921, -1.7134921188067267, -1.4810504679880703, -1.7882242274609963, -1.441112769488675]","[0.21229869650824637, 0.2873300237881808, 0.13849763358718953, 0.2789061000594066, 0.07470598671453936]","[""context_split""]",context_split,0.039937698499395324,7.105427357601002e-15
783396,change_point,"[-1.654737867494382, -1.6957642893812181, -1.5558086568834195, -1.74421379835821, -1.529966798256658]","[0.21803094635373377, 0.30123763195763437, 0.17174246497871037, 0.2947506848557474, 0.08449042706616207]","[""context_split""]",context_split,0.02584185862676147,2.1316282072803006e-14
783397,change_point,"[-2.0595317728502467, -1.9273312583355011, -1.8466213678682353, -2.068838669638027, -1.7033675151084005]","[0.21616016659530943, 0.2858671198631534, 0.18691419723885572, 0.26222632300382487, 0.12409989507867696]","[""global_downweight"", ""context_split""]",context_split,0.14325385275983482,7.105427357601002e-15
783398,change_point,"[-2.149178743406136, -1.9131844709283756, -1.6867307710396986, -1.6628821385947727, -1.5602840911577998]","[0.2537621841711687, 0.3173280672804933, 0.23894807280844577, 0.29564780606754576, 0.12472845632558265]","[""global_downweight"", ""context_split""]",context_split,0.12644667988189884,2.1316282072803006e-14
783399,change_point,"[-2.2528725646515566, -1.9722225803528923, -1.6738654234155712, -1.661879940543579, -1.6023431207067738]","[0.22370161678923442, 0.31071476900788614, 0.19796929406445338, 0.30878066628583395, 0.09572043291854572]","[""global_downweight"", ""context_split""]",context_split,0.07152230270879745,7.105427357601002e-15
