seed,truth,heldout_log_per_observation,preheldout_complexity_per_observation,matched_comparators,best_matched_comparator,generating_family_margin,maximum_decomposition_error
783270,continuous_drift,"[-1.7103692337972234, -1.6780392009178566, -1.6990426638952938, -1.784944501386617, -1.601786326913123]","[0.22340660725029707, 0.3093309594801504, 0.18882164246664646, 0.30037156155653244, 0.06786600802365439]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",cue_local_relearning,-0.10690530046876034,2.1316282072803006e-14
783271,continuous_drift,"[-1.8045761507797486, -1.908305070215472, -1.8676452632854241, -1.6694945862581552, -2.2650524410333785]","[0.35348795597499033, 0.42272123794027733, 0.25217437497692935, 0.3830421262256511, 0.22937914626873182]","[""global_downweight"", ""cue_local_relearning""]",global_downweight,0.13508156452159348,7.105427357601002e-15
783272,continuous_drift,"[-1.8189586643036648, -1.9679617796897952, -1.8938612516784161, -1.7541754452234573, -1.9793309534623482]","[0.26854256211314315, 0.3512942648058724, 0.14297974242089712, 0.35103842247456735, 0.060975760063178584]","[""global_downweight"", ""cue_local_relearning""]",global_downweight,0.06478321908020757,7.105427357601002e-15
783273,continuous_drift,"[-1.4654638458758784, -1.5517942146748434, -1.7823286027521892, -1.4753201604448698, -2.155943894467989]","[0.2746603205476255, 0.34211993345336644, 0.21149900175332914, 0.34143796793029607, 0.14159699767518383]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",global_downweight,-0.009856314568991387,1.4210854715202004e-14
783274,continuous_drift,"[-2.377540191913071, -2.100491996296518, -3.0935889053182883, -1.806789643645252, -3.109688323465779]","[0.21113371777672021, 0.2942144874760925, 0.14109587886639996, 0.2854852166848973, 0.038923612617189955]","[""global_downweight"", ""cue_local_relearning""]",cue_local_relearning,0.2937023526512661,1.4210854715202004e-14
783275,continuous_drift,"[-2.295742297583888, -2.0245838500965387, -1.699750164113504, -1.7430342620218893, -1.610967229643542]","[0.21456750968265567, 0.29052116622543556, 0.19721487237508853, 0.288258993365563, 0.11658439155041912]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",context_split,-0.04328409790838528,7.105427357601002e-15
783276,continuous_drift,"[-2.0121092226472497, -2.102216414010617, -2.049172741647891, -1.9199573550333238, -2.047551181663758]","[0.22116442648022858, 0.2917915241469546, 0.1619224261719371, 0.2894513349853375, 0.10508683548871321]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",global_downweight,0.09215186761392591,1.4210854715202004e-14
783277,continuous_drift,"[-1.9183160436999112, -2.0550389904619992, -2.2941695428275573, -1.8030157503803803, -2.33136439881922]","[0.2709978285429012, 0.34596643244178854, 0.20387928955623788, 0.3347388435510412, 0.11342114663352472]","[""global_downweight"", ""cue_local_relearning""]",global_downweight,0.11530029331953084,1.4210854715202004e-14
783278,continuous_drift,"[-1.7937486181332565, -1.903366648025071, -2.5127032952245463, -1.703470405539787, -2.345585423494372]","[0.3393986337626324, 0.41629677558165623, 0.31785965358016005, 0.4114705711989067, 0.2789079895993672]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",global_downweight,0.09027821259346958,1.4210854715202004e-14
783279,continuous_drift,"[-2.303677411853986, -2.112706701952649, -2.5935795407261155, -2.11261521030198, -2.5595043663337806]","[0.2310942116968282, 0.3077865301859481, 0.11184277863179702, 0.3167481563909616, 0.07262370510354367]","[""global_downweight"", ""cue_local_relearning""]",cue_local_relearning,9.149165066890674e-05,1.4210854715202004e-14
783280,continuous_drift,"[-2.157158653833145, -2.079864988772358, -1.964327892689269, -2.1217517461453648, -2.3684068405858145]","[0.2742108474838532, 0.3701368471107554, 0.2621141479839361, 0.35226880998801674, 0.08220937478833949]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",context_split,-0.15742385345609566,2.842170943040401e-14
783281,continuous_drift,"[-1.3839204649590826, -1.4974230188984592, -1.3186143211245867, -1.3032710828662575, -1.2415973302783296]","[0.32547452538799987, 0.4146200007029793, 0.2686218902578273, 0.40099381308874427, 0.13946523035863553]","[""global_downweight"", ""cue_local_relearning""]",global_downweight,0.08064938209282513,1.4210854715202004e-14
783282,continuous_drift,"[-2.2670355747098467, -2.38937278712615, -2.5985092670062846, -2.3427192617933645, -3.2642972191694577]","[0.2448114499741848, 0.3192565046696998, 0.1895293082540019, 0.32149197547319014, 0.06683278567414615]","[""global_downweight"", ""cue_local_relearning""]",global_downweight,-0.0756836870835178,2.842170943040401e-14
783283,continuous_drift,"[-2.104008954384546, -2.2361400696525777, -2.175881190938447, -2.0265863624580476, -2.218697927629213]","[0.3206982737114071, 0.3920263768547927, 0.28585300036524475, 0.3704433297034489, 0.284297310256958]","[""global_downweight"", ""cue_local_relearning"", ""context_split"", ""change_point""]",global_downweight,0.07742259192649836,1.4210854715202004e-14
783284,continuous_drift,"[-2.6680010192301733, -2.503354183016236, -2.4088313752941843, -2.489155139734181, -2.969368386903187]","[0.33544548928330703, 0.39781066570622575, 0.2539169096986866, 0.4032091990758053, 0.25772477448046643]","[""global_downweight"", ""cue_local_relearning""]",cue_local_relearning,0.014199043282054902,1.4210854715202004e-14
783285,continuous_drift,"[-2.5709721587439995, -2.514579074799336, -2.4036183500944333, -2.4846024798907154, -2.4760669148401258]","[0.2570141006987432, 0.3230904174796926, 0.20486380388188954, 0.28478062841914964, 0.13878690535000957]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",context_split,-0.08098412979628211,1.4210854715202004e-14
783286,continuous_drift,"[-2.464541219672496, -2.2380021975094175, -2.780946933024782, -2.0376818437332807, -2.7483918537162904]","[0.26427202950526757, 0.34177580096490373, 0.1846262908077654, 0.30776542576785065, 0.021962763458382065]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",cue_local_relearning,0.20032035377613688,2.842170943040401e-14
783287,continuous_drift,"[-2.7769905866986795, -2.7077890936374756, -2.9819120125865872, -2.7849733925296007, -3.602295228217214]","[0.3346472892901318, 0.39675555445941785, 0.2564372702886905, 0.365998576687347, 0.2397837219899889]","[""global_downweight"", ""cue_local_relearning"", ""context_split"", ""change_point""]",cue_local_relearning,-0.07718429889212519,1.4210854715202004e-14
783288,continuous_drift,"[-2.1745220409771866, -2.0095931332522623, -2.213930361039397, -2.0098352302286537, -2.8660510929137075]","[0.2723182434476407, 0.35087972148527385, 0.22347968405903337, 0.374664547178217, 0.12247803768413877]","[""global_downweight"", ""cue_local_relearning""]",cue_local_relearning,-0.00024209697639143712,1.4210854715202004e-14
783289,continuous_drift,"[-2.2037028112701025, -2.3630874143271274, -2.988735328959984, -1.9835272176578176, -2.958753824845882]","[0.2579723943663776, 0.3206605290126025, 0.24565385068769505, 0.2894570965294309, 0.2637446633018976]","[""global_downweight"", ""cue_local_relearning"", ""context_split"", ""change_point""]",global_downweight,0.2201755936122849,2.1316282072803006e-14
783290,continuous_drift,"[-2.229076949015224, -2.274644466158386, -2.024105983063394, -2.29362927012325, -2.6699568362880743]","[0.2977129994069707, 0.39299013518840575, 0.255285788384502, 0.4025613974883324, 0.08625391289670442]","[""global_downweight"", ""cue_local_relearning""]",global_downweight,-0.06455232110802633,2.842170943040401e-14
783291,continuous_drift,"[-2.286091413717825, -2.411430457366566, -2.2184372647517545, -2.252016493241654, -2.3158912236746154]","[0.1851575049739181, 0.24863052791793083, 0.1694458739960034, 0.2598400836313241, 0.1627172427209713]","[""global_downweight"", ""cue_local_relearning"", ""context_split"", ""change_point""]",context_split,-0.03357922848989947,2.842170943040401e-14
783292,continuous_drift,"[-2.4939370697576324, -2.53404072491322, -2.480856342632027, -2.6206975637724286, -3.669639193829771]","[0.252983668317132, 0.32844166253978835, 0.10995761868071967, 0.2799296062088628, 0.03357981328465822]","[""global_downweight"", ""cue_local_relearning""]",global_downweight,-0.12676049401479617,2.842170943040401e-14
783293,continuous_drift,"[-1.8506398693641, -1.7555618591644757, -1.9557940258196282, -1.7758940947330188, -1.9141370761827758]","[0.25583625030371493, 0.3319419940071275, 0.19461718520214913, 0.3267439600871919, 0.1350286465396265]","[""global_downweight"", ""cue_local_relearning""]",cue_local_relearning,-0.020332235568543133,2.842170943040401e-14
783294,continuous_drift,"[-2.025970827989159, -1.830377875141549, -2.452981960869961, -1.6821835663457216, -2.369379375959544]","[0.28128721950083846, 0.35237053203174096, 0.2303149828164531, 0.3694227229163332, 0.15640429308351905]","[""global_downweight"", ""cue_local_relearning""]",cue_local_relearning,0.1481943087958273,1.4210854715202004e-14
783295,continuous_drift,"[-1.7101353440351872, -1.675941943015868, -1.7758491025204641, -1.7692806584050729, -2.8689983124394773]","[0.23761026766178928, 0.30646751956766866, 0.2418526216773438, 0.31260167875535183, 0.07095921968529716]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",cue_local_relearning,-0.09333871538920491,7.105427357601002e-15
783296,continuous_drift,"[-2.1390306883518306, -2.105473312440296, -2.3636153464374363, -2.158642733299593, -2.439776925779343]","[0.2530059347810926, 0.3413059579236861, 0.17357257899259135, 0.3530039351628648, 0.17545222989389372]","[""global_downweight"", ""cue_local_relearning""]",cue_local_relearning,-0.05316942085929721,2.842170943040401e-14
783297,continuous_drift,"[-1.7836910484631234, -1.7192701975882008, -1.810714273951791, -1.7956300710361592, -1.6737693856046514]","[0.26158294704028123, 0.3403704910546657, 0.23643206941118297, 0.3320227583106303, 0.1952212017829075]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",cue_local_relearning,-0.07635987344795847,1.4210854715202004e-14
783298,continuous_drift,"[-1.7363991752996082, -1.8480777537587016, -2.0345957396706993, -1.7376743477245924, -2.0466282463580026]","[0.2066034639380467, 0.2923255242202519, 0.12148347081864282, 0.3095760892779121, 0.055103606315791615]","[""global_downweight"", ""cue_local_relearning""]",global_downweight,-0.0012751724249842056,7.105427357601002e-15
783299,continuous_drift,"[-1.7117536496930592, -1.5499140867444083, -1.4593288225532, -1.4202289613761776, -1.381337752880433]","[0.265757048603769, 0.3370489115554777, 0.2969345562328497, 0.32759679303796824, 0.22387871156101788]","[""global_downweight"", ""cue_local_relearning"", ""context_split"", ""change_point""]",change_point,-0.03889120849574468,2.1316282072803006e-14
783300,continuous_drift,"[-1.9972014319273832, -2.1422384490711464, -2.454607702594596, -1.8931561607517091, -2.607002484320577]","[0.2952780429210153, 0.37091711076649664, 0.2325917173867613, 0.36337031682080895, 0.18674682708295479]","[""global_downweight"", ""cue_local_relearning""]",global_downweight,0.10404527117567408,1.4210854715202004e-14
783301,continuous_drift,"[-2.0148044957106634, -2.0078151849051658, -1.8572750631431436, -2.10052902078278, -1.9255945738891898]","[0.2504255471454241, 0.34114985455068664, 0.25334995348736206, 0.3262426998705315, 0.24741933459072665]","[""global_downweight"", ""cue_local_relearning"", ""context_split"", ""change_point""]",context_split,-0.2432539576396362,1.4210854715202004e-14
783302,continuous_drift,"[-2.561067587048412, -2.378463557511494, -2.1018016571409044, -2.339070214170346, -2.165831940280829]","[0.2519369085476357, 0.33191863768510194, 0.27124382468117764, 0.3054607112309576, 0.17496372922749728]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",context_split,-0.2372685570294415,1.4210854715202004e-14
783303,continuous_drift,"[-1.9308671517043585, -1.90795632075028, -2.1661632123084598, -1.954079308459062, -2.764643731486273]","[0.2750454564886072, 0.34656306731106157, 0.2566151809332796, 0.3160952040691722, 0.1008755795388986]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",cue_local_relearning,-0.04612298770878187,1.4210854715202004e-14
783304,continuous_drift,"[-1.7696115709265205, -1.8672468624806795, -1.5018636332125421, -1.754169537691645, -1.4068264009632747]","[0.2598851130934436, 0.33098200089616797, 0.21406781711214307, 0.33670012672888183, 0.23020557450370294]","[""global_downweight"", ""cue_local_relearning"", ""context_split"", ""change_point""]",change_point,-0.34734313672837036,2.1316282072803006e-14
783305,continuous_drift,"[-1.6266651295800933, -1.8096831721524484, -2.259202734488162, -1.4422657086013118, -2.2903888519176263]","[0.3547390241853663, 0.4363981977571503, 0.3164361913946009, 0.444631136732964, 0.22636306877401213]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",global_downweight,0.1843994209787816,1.4210854715202004e-14
783306,continuous_drift,"[-2.085043429802008, -1.9259966169673053, -1.9789368998939922, -1.9169177223704557, -1.7826186395858965]","[0.28655722633192804, 0.3568119568302521, 0.25879545397859866, 0.3538340530507007, 0.27184790055457353]","[""global_downweight"", ""cue_local_relearning"", ""context_split"", ""change_point""]",change_point,-0.13429908278455915,1.4210854715202004e-14
783307,continuous_drift,"[-2.219810388655815, -2.278068789701802, -2.0629029471731926, -2.2683677318191453, -2.936781749977075]","[0.3079164625524547, 0.39076061691752756, 0.202043900924142, 0.4028774348247808, 0.14901312708548803]","[""global_downweight"", ""cue_local_relearning""]",global_downweight,-0.04855734316333038,1.4210854715202004e-14
783308,continuous_drift,"[-2.2101262817467857, -2.285645114660369, -2.460865927462293, -2.1668911362141188, -2.925718890519623]","[0.31639405783473357, 0.4047888233786876, 0.3128568500059819, 0.4091453863786884, 0.12366441020649564]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",global_downweight,0.04323514553266694,1.4210854715202004e-14
783309,continuous_drift,"[-1.4884955724547595, -1.3243760958926716, -1.0360852413090997, -1.169495992216441, -0.9628436444982427]","[0.24956434785708545, 0.33591242681526845, 0.1794441830611798, 0.3361131395085111, 0.037643709960542025]","[""global_downweight"", ""cue_local_relearning""]",cue_local_relearning,0.15488010367623062,1.4210854715202004e-14
783310,continuous_drift,"[-2.6591238979169063, -2.5114288863508243, -2.535642544193431, -2.3843336258099006, -2.691194215060394]","[0.28559328932195466, 0.3630083508725161, 0.2584031459896948, 0.36757327498618114, 0.030011122761102817]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",cue_local_relearning,0.12709526054092368,1.4210854715202004e-14
783311,continuous_drift,"[-2.098880783190693, -1.8031270338075842, -2.10922370191129, -1.503212415427897, -2.137693926178523]","[0.21474962112748688, 0.2985263520821016, 0.14820339372015492, 0.3086388565609653, 0.1320709800331337]","[""global_downweight"", ""cue_local_relearning""]",cue_local_relearning,0.29991461837968725,1.4210854715202004e-14
783312,continuous_drift,"[-2.2714368738750546, -2.005017687568068, -2.5997707893917585, -1.6711135458826778, -2.9967047839116496]","[0.341930724537403, 0.41485860113980894, 0.2863334961902117, 0.3728155766241437, 0.08661298867093235]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",cue_local_relearning,0.33390414168539007,2.842170943040401e-14
783313,continuous_drift,"[-2.086819461530668, -2.0125897861482516, -2.7130090868249885, -2.029530589700684, -3.288608235481651]","[0.2546425505468925, 0.33280700827309084, 0.20958203972043088, 0.30382647898736825, 0.07668736077580751]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",cue_local_relearning,-0.01694080355243255,4.263256414560601e-14
783314,continuous_drift,"[-1.9729257877569095, -1.9127969088314307, -2.315771165780406, -2.0071524178737814, -2.537672915194907]","[0.26045740564916553, 0.34882879667278327, 0.2063888415871906, 0.35739923566501824, 0.08636262967216084]","[""global_downweight"", ""cue_local_relearning""]",cue_local_relearning,-0.09435550904235068,2.842170943040401e-14
783315,continuous_drift,"[-2.1344288564762515, -2.288098192664834, -2.262734709444235, -2.1567244052898333, -3.0190688049750296]","[0.3366417440622676, 0.40747209497701026, 0.33601489702650894, 0.42746161004581146, 0.3375731095337073]","[""global_downweight"", ""cue_local_relearning"", ""context_split"", ""change_point""]",global_downweight,-0.022295548813581867,4.263256414560601e-14
783316,continuous_drift,"[-2.3665171582292137, -2.319284524724182, -2.542533690316036, -2.3732737498190986, -3.0079063168050695]","[0.2812235832646455, 0.34759929413887947, 0.19333973657076217, 0.313475191924307, 0.05487108403124045]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",cue_local_relearning,-0.05398922509491655,2.842170943040401e-14
783317,continuous_drift,"[-1.8158322471916444, -1.8078801903009438, -1.6912675924377512, -1.9483442544030218, -2.6642972919777863]","[0.20028240805418962, 0.27395527421364363, 0.14429615935514875, 0.26633935826312366, 0.07394715998693877]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",context_split,-0.2570766619652707,7.105427357601002e-15
783318,continuous_drift,"[-2.0023594249175565, -1.8852705682759199, -2.208124002011706, -1.8320958528033975, -2.7294962212314964]","[0.2689086544853239, 0.3541448051261864, 0.2765188234563364, 0.3717671454467222, 0.2217108164678634]","[""global_downweight"", ""cue_local_relearning"", ""context_split""]",cue_local_relearning,0.053174715472522394,7.105427357601002e-15
783319,continuous_drift,"[-1.8183503974319617, -1.6410209051173466, -1.9627093418959722, -1.8010094732668387, -2.156213746719689]","[0.31928709914571857, 0.38962156891417826, 0.25808817113713056, 0.39273104833463884, 0.1739717231056077]","[""global_downweight"", ""cue_local_relearning""]",cue_local_relearning,-0.15998856814949214,1.4210854715202004e-14
783320,change_point,"[-1.4561471011711413, -1.575803632038932, -1.219735565354295, -1.3588527337119718, -1.1950930827007298]","[0.23882658760589626, 0.3240328486733058, 0.10878192124934477, 0.30444454014359285, 0.04208203997934024]","[""context_split""]",context_split,0.024642482653565168,7.105427357601002e-15
783321,change_point,"[-1.9217413799040557, -1.7264586837739815, -1.5047224445886842, -1.5692032097201087, -1.3844719576502174]","[0.2987799565227339, 0.3806343295866459, 0.33758191234740376, 0.38644289901642953, 0.22321306980471867]","[""global_downweight"", ""context_split""]",context_split,0.12025048693846685,1.4210854715202004e-14
783322,change_point,"[-1.9998103909260427, -1.90016663986553, -1.8942307003381371, -2.0353377620665354, -1.8648507243170958]","[0.25395120791115094, 0.33339349500535836, 0.15735285054580014, 0.29738331968831094, 0.06632728220253511]","[""context_split""]",context_split,0.029379976021041365,7.105427357601002e-15
783323,change_point,"[-2.2917454952234246, -2.1413363806090944, -1.94135026775216, -2.072644016012984, -1.8668192689381122]","[0.25325492026201507, 0.33154370939256633, 0.21932854612267705, 0.32820607598609014, 0.11455184961129845]","[""context_split""]",context_split,0.07453099881404768,7.105427357601002e-15
783324,change_point,"[-2.1058163407558634, -1.976101053102905, -1.7966574620658928, -1.8831608736996168, -1.7056779423548338]","[0.29855466091330785, 0.37353803472130437, 0.22079361226772112, 0.37686694650970587, 0.10866764411356288]","[""context_split""]",context_split,0.090979519711059,1.4210854715202004e-14
783325,change_point,"[-1.695170237978795, -1.5638546265499427, -1.4114716939827394, -1.445102774170354, -1.3367533848880901]","[0.34636380577251874, 0.4284962545886058, 0.309718357323784, 0.4446647520706532, 0.07682625642596422]",[],,nan,1.4210854715202004e-14
783326,change_point,"[-1.9448392945749706, -1.8415141003291824, -1.842764244042077, -1.8860013906008648, -1.81713215163074]","[0.2533932609287254, 0.3412357794007174, 0.16967226304326555, 0.35144959558976957, 0.06905149217655601]","[""context_split""]",context_split,0.025632092411337126,7.105427357601002e-15
783327,change_point,"[-1.4966061690333818, -1.4126634910118199, -1.4856549884786912, -1.4199954178987282, -1.4433278572281152]","[0.21403451904711965, 0.31101532061995385, 0.24100986958091583, 0.3344111676805353, 0.16750485744632063]","[""global_downweight"", ""context_split""]",context_split,0.04232713125057597,1.4210854715202004e-14
783328,change_point,"[-1.4546653189237304, -1.4990396489923965, -1.6606589239316376, -1.5486878199932752, -1.5770275876928403]","[0.33176205600746217, 0.39733517393725853, 0.32057404409075124, 0.4011700687050906, 0.10191728205173224]",[],,nan,1.4210854715202004e-14
783329,change_point,"[-1.8851131503244085, -1.8082329961377042, -1.782448103544759, -1.8937038934671877, -1.711776712876011]","[0.22892740975385342, 0.3067694306826102, 0.23819918677758986, 0.2915640873576079, 0.08833855116043475]",[],,nan,1.4210854715202004e-14
783330,change_point,"[-2.0062364686347696, -2.0666342842501546, -1.9170495005830928, -2.104139809225922, -1.899843096000632]","[0.2144171226712749, 0.28762324588116817, 0.10602254949849142, 0.2880478244984559, 0.04203433236964115]","[""context_split""]",context_split,0.0172064045824607,2.1316282072803006e-14
783331,change_point,"[-1.8566566556340947, -1.6511293398213711, -1.4083222566861808, -1.537466460022543, -1.2087811931108225]","[0.35433835746668274, 0.4337615908635886, 0.266073011832852, 0.4216260107182641, 0.20270258089049473]","[""context_split""]",context_split,0.19954106357535828,1.4210854715202004e-14
783332,change_point,"[-2.247366204144571, -1.9408301057963229, -1.6732048916231719, -1.5910242772244265, -1.5796190613743537]","[0.2962978403438998, 0.3708860570101551, 0.23859604675290166, 0.3772884421697201, 0.16075673676077232]","[""context_split""]",context_split,0.09358583024881817,1.4210854715202004e-14
783333,change_point,"[-1.9635765437548098, -1.754303263383366, -1.4620887225153174, -1.5951822166710334, -1.3591043520748594]","[0.29063739450140796, 0.37814379951815974, 0.2770716182252131, 0.3874365257153838, 0.10697979367125475]",[],,nan,2.1316282072803006e-14
783334,change_point,"[-1.336467011264368, -1.4569137901660358, -1.0963231931214308, -1.21559351460518, -1.0640648432140836]","[0.22735384105148818, 0.30143043363037986, 0.14217657934742586, 0.32532166568127413, 0.06968263141527023]","[""context_split""]",context_split,0.03225834990734722,1.4210854715202004e-14
783335,change_point,"[-2.4076765881687097, -2.3122712764021705, -2.2398182567862905, -2.378121314482401, -2.3786123392158762]","[0.29269247842396545, 0.374371776144879, 0.23071113097827078, 0.3659539229275472, 0.07721674209929572]",[],,nan,1.4210854715202004e-14
783336,change_point,"[-2.422538776728153, -2.241328699515522, -2.2293264886046, -2.3122893422363804, -2.1771421153935355]","[0.21301094269425372, 0.30171906183054875, 0.09026384788724988, 0.28322762544702107, 0.03965052115445077]","[""context_split""]",context_split,0.05218437321106428,7.105427357601002e-15
783337,change_point,"[-2.0062706934193812, -1.8946666897427447, -1.748948821878738, -1.8960338579074758, -1.6803624093408986]","[0.2704829487811053, 0.33960682397998304, 0.16323071870582503, 0.3255793701257584, 0.02831723729832779]",[],,nan,7.105427357601002e-15
783338,change_point,"[-2.0672610730847243, -1.8410926174556321, -1.576471883787173, -1.6472715033637488, -1.4878067792234368]","[0.23343409523389627, 0.30009872570113044, 0.18303862709198718, 0.29302499814205896, 0.08977518654713618]","[""context_split""]",context_split,0.08866510456373611,1.4210854715202004e-14
783339,change_point,"[-1.7980112788456006, -1.6485727292833117, -1.4337584086876767, -1.5535605639114003, -1.3646463288023671]","[0.25809579859426796, 0.3359889457081963, 0.1990764875683004, 0.3390105352197539, 0.10599570560750987]","[""context_split""]",context_split,0.06911207988530954,1.4210854715202004e-14
783340,change_point,"[-1.653988716873343, -1.721413684120611, -1.5087485781061822, -1.7032717577723897, -1.507656118674845]","[0.17631594640424242, 0.26249039690604326, 0.14487821006002402, 0.26034632303807864, 0.08414539637363411]","[""global_downweight"", ""context_split""]",context_split,0.0010924594313372893,7.105427357601002e-15
783341,change_point,"[-1.9263240541415865, -1.698942438452213, -1.2270843199401638, -1.4278980840403142, -1.1493005040847288]","[0.3211749633487865, 0.4128490411804553, 0.18242915004226587, 0.3851282786865646, 0.08699705017379276]","[""context_split""]",context_split,0.07778381585543492,1.4210854715202004e-14
783342,change_point,"[-1.7955713260538753, -1.5095041916494, -1.0987253514686133, -1.2169386624945089, -1.0100054233802194]","[0.27786772505779006, 0.3601001135118449, 0.23979702294809838, 0.3759787607157377, 0.10431296957799523]",[],,nan,1.4210854715202004e-14
783343,change_point,"[-1.6112575840429937, -1.576929494896218, -1.5720609716669358, -1.6571592037358736, -1.594759409024154]","[0.22947002476694764, 0.3086146935699154, 0.1482051167034921, 0.28992124175167405, 0.07085044213388887]","[""context_split""]",context_split,-0.022698437357218104,1.4210854715202004e-14
783344,change_point,"[-2.3654831091779993, -2.240816998572459, -2.0408238750377166, -2.2176526175766487, -1.9392965808447302]","[0.2248447133621858, 0.3139468618306889, 0.1824618475223048, 0.3145443708946699, 0.0722781101475906]","[""context_split""]",context_split,0.10152729419298634,1.4210854715202004e-14
783345,change_point,"[-1.6211487512675848, -1.5520819223794042, -1.4383719754127613, -1.648365524338245, -1.3758478486385775]","[0.25714368833319595, 0.3399075387519476, 0.17920626057011801, 0.32072491092912375, 0.08350699539833707]","[""context_split""]",context_split,0.06252412677418384,1.4210854715202004e-14
783346,change_point,"[-1.567353398888887, -1.5704637385482387, -1.4739434209626152, -1.60958671525382, -1.4265309871520975]","[0.29126878959474317, 0.3724361912978153, 0.18338016308793248, 0.3404568289290186, 0.06509563522762687]","[""context_split""]",context_split,0.04741243381051774,7.105427357601002e-15
783347,change_point,"[-1.9298336645121337, -1.7760285052077744, -1.5160317533184813, -1.6752014096809154, -1.4563924756873918]","[0.2537880713856223, 0.34455199274025633, 0.2267035892879056, 0.3383584242418976, 0.07827279077608065]",[],,nan,1.4210854715202004e-14
783348,change_point,"[-1.8931122078227052, -1.8326313804642327, -1.8613253306835116, -1.824873369177559, -1.725096092421234]","[0.19427693757425613, 0.2711240370992785, 0.1928448507078999, 0.2685786475008884, 0.12238544200282746]","[""global_downweight"", ""context_split""]",context_split,0.13622923826227762,2.1316282072803006e-14
783349,change_point,"[-1.828706840223533, -1.8921324043166194, -1.5499281397261289, -1.8544904970759752, -1.5182436018476633]","[0.18233636577468315, 0.26468388969973716, 0.09943167670940663, 0.26063146717220037, 0.044807057723121775]","[""context_split""]",context_split,0.03168453787846559,7.105427357601002e-15
783350,change_point,"[-2.141009357268013, -1.9251538967586086, -1.6123281903673838, -1.8094008534093655, -1.4878073566075551]","[0.29136653976338295, 0.37797877816219244, 0.20142367318101917, 0.3943963841288243, 0.09617824205001728]","[""context_split""]",context_split,0.1245208337598287,1.4210854715202004e-14
783351,change_point,"[-1.4051750424404252, -1.549698475788647, -1.1022566028369427, -1.2346567022485964, -1.0388688920029132]","[0.2684624392484627, 0.3482334779792345, 0.1767735137680164, 0.3477294672622835, 0.11610741776124295]","[""context_split""]",context_split,0.0633877108340295,1.4210854715202004e-14
783352,change_point,"[-1.7568364964794911, -1.6149939817381824, -1.3410066596987207, -1.5028538912708314, -1.2946943553104386]","[0.21400491575147815, 0.29900049210350993, 0.12668326830913593, 0.2656219003804167, 0.0284941189411186]","[""context_split""]",context_split,0.046312304388282044,1.4210854715202004e-14
783353,change_point,"[-1.9163862537342693, -1.8622032317343447, -1.795005897093355, -1.8570094528639691, -1.7249467773332396]","[0.2770926377415491, 0.3546176729233928, 0.2370592874065871, 0.36370781303404603, 0.028478405797513363]",[],,nan,1.4210854715202004e-14
783354,change_point,"[-1.9200310225114139, -1.8851459548916703, -1.8504666154528646, -2.063379969003309, -1.9076872270753702]","[0.18402307413897454, 0.25337799209180584, 0.09964826044710101, 0.22850415657000644, 0.04092052421978581]","[""context_split""]",context_split,-0.05722061162250558,1.4210854715202004e-14
783355,change_point,"[-1.595574604626866, -1.4768181269317786, -1.3213049526821328, -1.4654508929732435, -1.1832923356082317]","[0.29142950137449153, 0.35688065617986386, 0.2591286392624995, 0.3530596058726436, 0.0716054038826902]",[],,nan,1.4210854715202004e-14
783356,change_point,"[-1.7805044285382925, -1.5522123995488757, -1.198284603247198, -1.4917892842215243, -1.132609080006663]","[0.2473909477571665, 0.3286078686662872, 0.1739622872099609, 0.33773875691188765, 0.06303788581697252]","[""context_split""]",context_split,0.06567552324053505,1.4210854715202004e-14
783357,change_point,"[-2.0975409020772924, -2.0493578735665396, -2.01864367760432, -2.1345825022848466, -1.946079088644625]","[0.19742696058682904, 0.2654642679930083, 0.12005218967272557, 0.25268324875855713, 0.05154117826090567]","[""context_split""]",context_split,0.07256458895969509,7.105427357601002e-15
783358,change_point,"[-1.4949056338613396, -1.5651905190846582, -1.3000126473860858, -1.5409895255932673, -1.2741290912701775]","[0.21367408247199213, 0.29777043041937196, 0.13137645684476196, 0.2874034114342083, 0.05829965923109252]","[""context_split""]",context_split,0.025883556115908313,7.105427357601002e-15
