seed,truth,nearest_family,nearest_complexity_gap,complexity_per_observation
781052,global_downweight,continuous_drift,0.07469588456830412,"[0.36750063591627075, 0.451130575948993, 0.22484492572820167, 0.44219652048457486, 0.1824141511575699]"
781053,global_downweight,context_split,0.049124751004715694,"[0.2635303193263626, 0.3514531183071254, 0.3126550703310783, 0.3771305639037074, 0.31667673983352046]"
781054,global_downweight,context_split,0.0011084960262897625,"[0.28102712743447184, 0.3556538074272986, 0.2821356234607616, 0.3787799334185311, 0.2924202456999182]"
781055,global_downweight,context_split,0.029509832144031606,"[0.274246152646264, 0.3405689856169602, 0.2447363205022324, 0.3578585017793388, 0.15506483229273482]"
781056,global_downweight,cue_local_relearning,0.08162263496230399,"[0.27309279744490883, 0.3547154324072128, 0.1752580183418361, 0.3725935873638364, 0.07173030342960274]"
781057,global_downweight,context_split,0.042417316643081904,"[0.232591003902914, 0.3084184551816231, 0.1901736872598321, 0.3192924575446014, 0.18530295946788233]"
781058,global_downweight,continuous_drift,0.08011447531394994,"[0.3325493075247639, 0.4207749447071112, 0.22314098804139668, 0.41266378283871386, 0.20419172972250269]"
781059,global_downweight,context_split,0.07460244633465668,"[0.3133406224924636, 0.3943971779053698, 0.2387381761578069, 0.39609861324264467, 0.04739379385666153]"
781060,global_downweight,context_split,0.009692033738818828,"[0.28654305480347925, 0.37438325658767724, 0.2768510210646604, 0.3849416910501231, 0.20934018999227258]"
781061,global_downweight,cue_local_relearning,0.09271375110945385,"[0.23214048454218128, 0.3248542356516351, 0.13451106271837374, 0.3337831587596504, 0.10323214569953441]"
781062,global_downweight,context_split,0.01735184107807622,"[0.261728721761564, 0.3553182780223931, 0.24437688068348776, 0.37151639489856564, 0.30002050994297036]"
781063,global_downweight,context_split,0.05599355976004358,"[0.2831021141890464, 0.35674278323378195, 0.22710855442900282, 0.3647919290413059, 0.16916787692910162]"
781064,global_downweight,change_point,0.005731564174485448,"[0.2979371733522733, 0.3681372830523739, 0.31054413755986704, 0.3835118695291524, 0.2922056091777879]"
781065,global_downweight,cue_local_relearning,0.10115163922518267,"[0.2652853265676944, 0.36643696579287705, 0.13647158442825422, 0.3882530377656168, 0.07298123035917879]"
781066,global_downweight,context_split,0.057753609256009225,"[0.2634114135427739, 0.3450890001649609, 0.2056578042867647, 0.35729147590637783, 0.09998023405367919]"
781067,global_downweight,context_split,0.04264432393158685,"[0.349890265808037, 0.44347636957983244, 0.30724594187645016, 0.4527231706773333, 0.23047597384040364]"
781068,global_downweight,context_split,0.06423721994527712,"[0.21048511306226525, 0.29030955479647896, 0.14624789311698813, 0.3095056284007412, 0.06512358551249374]"
781069,global_downweight,cue_local_relearning,0.07400949949012936,"[0.3135392749739751, 0.38754877446410446, 0.20614738853005324, 0.4125149134108421, 0.17022177525858972]"
781070,global_downweight,context_split,0.030324528640171322,"[0.2665327773992253, 0.34911665567716704, 0.236208248759054, 0.36788793487299065, 0.1296411322144842]"
781071,global_downweight,change_point,0.010210340568730658,"[0.30962443897205383, 0.3956401498252691, 0.32137203426382827, 0.41322934297436714, 0.29941409840332317]"
