battery,arm,seed,stream_sha256,bank_seed,bank_stratum,bank_state_sha256,bank_q_P,alternative,selected,is_best_alternative,initial_prior_log_odds_CS_vs_alt,expected_log_likelihood_difference_CS_minus_alt,complexity_CS,complexity_alt,complexity_difference_CS_minus_alt,complexity_contribution_to_log_odds,sum_slice_log_BF,final_log_odds_CS_vs_alt,recombination_error,per_slice_log_BF_JSON
assay7_neutral,shuffled,783702,04e54638d40cb7c4989415d50497be1973620690309ae3266b2a293f53963dab,,,,,continuous_drift,context_split,False,0.0,0.5674397983590183,13.967942917732953,17.654490732912794,-3.686547815179841,3.686547815179841,4.253987613538866,4.253987613538882,2.3092638912203256e-14,"[0.6502350641747043, -0.7375948442445635, 0.8336230896570227, -0.42790497611804956, 0.3528635885154747, -0.8661408814608729, 0.8750914557051426, 0.11206870975367966, -0.5840877883508346, -0.68632038763154, 0.7301215357450069, -0.4392680082370144, 0.7151413438906523, 0.4426414005663184, 0.37020856264766466, -0.4870956141346756, -0.6610285251722652, 0.5993804687454747, -0.19770777230493097, -0.07355478631500434, -0.2597663546991127, 0.7438066339272604, 0.466531064958164, -0.04105013523459933, -0.15918924652599786, 0.6377214941663936, 0.6997761167879317, 0.569572598300256, 0.6683290865658473, 0.6209088393951983, -0.47790690262572744, 0.26458278309186234]"
assay7_neutral,shuffled,783702,04e54638d40cb7c4989415d50497be1973620690309ae3266b2a293f53963dab,,,,,change_point,context_split,False,0.0,11.131773385900011,13.967942917732953,12.345584931606206,1.6223579861267474,-1.6223579861267474,9.509415399773268,9.509415399773275,1.0658141036401503e-14,"[-0.67764299402398, -0.08123389304368933, 0.5425111679967187, -0.08813521819188086, 1.41571791586093, 0.07765888972337054, -0.045690119118462214, -0.13428676763569647, 0.1681546092953572, -0.20663130473767555, -0.19696082121758718, -0.12157870554933492, -0.1420294353736904, 0.9713266186090745, -0.046135510324898044, -0.19746636347114155, -0.24117922365167965, 2.280012173351343, 1.1329738035333379, -0.9219993423358488, -0.30635235691556106, 3.0092603958652857, 1.19338189018714, -0.10070278445916125, 0.35288567958703787, -0.384289593111274, 1.3033082559659506, -0.18985512769998047, 1.311014736222106, 0.20751369058460467, -0.16187919442656273, -0.21225567172088544]"
assay7_neutral,single_regime,783702,f8edcd3f137a8a95e8915327d08f9666158056765dd94ce0f7b3bf0f2fc4ae6e,,,,,global_downweight,global_downweight,True,0.0,-7.258859302641497,2.5665283344503385,5.586648494274029,-3.0201201598236906,3.0201201598236906,-4.238739142817808,-4.238739142817806,0.0,"[-0.6758897490033677, -0.8248609832558582, 0.612098968557143, 0.9008931184510433, 0.7313123737883538, 0.5980256977260414, -1.0388785850627942, -0.8215632511234784, 0.6340319641363258, 0.9041761104790889, -0.7639553377588781, -0.5721362403740093, -1.0474693539727886, -0.8060772878360454, -0.5834475041954107, -1.0587393442274817, 0.8494571817303129, 0.6988350137774995, -1.0087025252796045, 0.8272791079539746, 0.6890970373771854, -0.9901056487773158, -0.7605250192655051, 0.7092858759364552, -1.0010686282746462, 0.8471614766803761, -0.5176345542185615, -1.0085813081934165, -0.7647555805084009, 0.7344435481075513, 0.9908267622488278, -0.7212724784404241]"
assay7_neutral,single_regime,783702,f8edcd3f137a8a95e8915327d08f9666158056765dd94ce0f7b3bf0f2fc4ae6e,,,,,cue_local_relearning,global_downweight,False,0.0,-10.229285920058032,2.5665283344503385,8.729523541518438,-6.162995207068099,6.162995207068099,-4.066290712989929,-4.066290712989925,7.993605777301127e-15,"[-0.8697230960578202, -0.8970108821245453, 0.586128031371572, 0.798341973848223, 0.6559592432838846, 0.40155289162924235, -0.819922399192337, -0.5912205789961478, 0.333614688689733, 0.6501844053705494, -0.6362528712975113, -0.29452464036853776, -0.7314935625586942, -0.6643710071587936, -0.43116163661026286, -0.8325757467390107, 0.6296652499907907, 0.5669148114404723, -0.8476855075527374, 0.4913837206425965, 0.43495993260116395, -0.8497813582616989, -0.44828525367633665, 0.3917283721248003, -0.8472063446380667, 0.5996353586638523, -0.23721788038072966, -0.8477326243965677, -0.467892432462222, 0.5353359264080131, 0.7460550060729054, -0.5736925026557085]"
assay7_neutral,single_regime,783702,f8edcd3f137a8a95e8915327d08f9666158056765dd94ce0f7b3bf0f2fc4ae6e,,,,,continuous_drift,global_downweight,False,0.0,-8.621965783353737,2.5665283344503385,9.362825937090575,-6.796297602640236,6.796297602640236,-1.8256681807134982,-1.8256681807134993,1.1102230246251565e-15,"[-0.5284199321669418, -0.8422708491488782, 0.893670039830166, 0.6746995158191537, 0.37869908519198914, 0.17079320294792022, -0.3282346294959684, -0.4946625868107153, 0.5346569252041272, 0.46076565745320397, -0.24087398523937886, -0.3799177207108979, -0.9530201013564303, -0.8556948222136163, -0.7413144151208333, -1.1705885167317682, 1.2654292825667548, 0.7908813582459104, -0.780749356907406, 0.7787420921266369, 0.452444774853594, -0.5037122817999549, -0.5770241753744538, 0.7340170465762551, -0.7196056310815335, 0.7481775605018439, -0.28195188291741813, -0.8892215810879271, -0.7978985325346122, 1.017077700384564, 0.7863486919001215, -0.42691011361700504]"
assay7_neutral,single_regime,783702,f8edcd3f137a8a95e8915327d08f9666158056765dd94ce0f7b3bf0f2fc4ae6e,,,,,change_point,global_downweight,False,0.0,1.4778412877804996,2.5665283344503385,0.9790768496340555,1.5874514848162828,-1.5874514848162828,-0.10961019703578767,-0.10961019703578483,1.5959455978986625e-15,"[0.9162907318741551, 1.0128686067563426, 0.5528864033849836, -0.1564693508020616, -0.1675948408826623, -0.15454257147730543, -0.10918787806769803, -0.13191141558452002, -0.1482794972447703, -0.12154904703686664, -0.09238236836141, -0.10545424454805108, -0.08638049542245452, -0.09712477927779473, -0.09458674006931256, -0.07591466001911851, -0.10394019140667687, -0.08186518010766697, -0.06008815751541663, -0.09022759525938995, -0.07298080592478351, -0.05388093749835576, -0.06682026215241321, -0.07666974686111527, -0.049114012426293874, -0.07382634688708034, -0.052568952103539734, -0.04906471005793822, -0.05675529534518731, -0.06444343740426461, -0.054780431381919126, -0.043251987925201796]"
assay7_neutral,shuffled,783703,964ed3eada4238f888481895aebb8e60583a3a6af39eda9f179b0e601278a96d,,,,,global_downweight,context_split,False,0.0,4.08737404235837,12.01600583426468,11.763307374227626,0.2526984600370543,-0.2526984600370543,3.834675582321317,3.8346755823213172,1.7763568394002505e-15,"[0.5027652473382784, 0.3456044851788844, 0.7264800862337624, -0.2617342425136706, -0.6860729892166781, 0.4997566518412744, 0.9252777854382683, 0.11673915521695677, -0.530642036273842, -0.20519225809683705, -0.5878412414226277, 0.12012942093048706, 0.5592891029675711, 0.3708075656686084, -0.2522873529865528, -0.5567910184484619, 0.13756355562029532, 0.146812308266284, 0.20419851227743924, 0.186324170628284, -0.21082255562718855, -0.3995664680149402, 0.6994680574861616, 0.39111653774722965, 0.5333576864091325, 0.3310819505254181, 0.1742384999236315, 0.207430784398424, -0.29689491072190766, 0.17703626432858188, 0.24403473840266554, 0.2230080888163848]"
assay7_neutral,shuffled,783703,964ed3eada4238f888481895aebb8e60583a3a6af39eda9f179b0e601278a96d,,,,,cue_local_relearning,context_split,False,0.0,2.1107955009146053,12.01600583426468,14.852824215023412,-2.836818380758732,2.836818380758732,4.9476138816733375,4.947613881673334,3.552713678800501e-15,"[0.308931900283826, 0.27345458631019737, 0.7005091490481914, -0.3642853871164906, -0.6368785232970815, 0.6838626599000501, 0.5601818551971396, 0.20897918958644235, -0.6741993256628622, -0.6068935522228025, -0.7128261496293393, 0.32774456798085017, 0.9040078780560434, 0.63387923485985, -0.423420608167989, -0.8544186649068037, 0.2747539341181081, 0.3820179622320432, 0.5332799247302025, 0.3307984119253352, -0.39603147601169475, -0.19140249909984908, 0.8356851981571136, 0.089414410757239, 0.7078122849245483, 0.46506529228298144, 0.46869670841077515, 0.39461224389516736, -0.514177646681997, 0.31530019861986247, 0.41668984981770274, 0.5064702733765778]"
assay7_neutral,shuffled,783703,964ed3eada4238f888481895aebb8e60583a3a6af39eda9f179b0e601278a96d,,,,,continuous_drift,context_split,False,0.0,2.642072806706011,12.01600583426468,15.095685712578186,-3.079679878313506,3.079679878313506,5.7217526850194975,5.721752685019496,2.1316282072803006e-14,"[0.6502350641747043, 0.32819461928586446, 1.0080511575067854, -0.4879278451455602, -0.3858943681007889, 0.5513124271846341, 0.9047955693512193, 0.28862720104409334, -0.4961562494336067, -0.5574777917312834, -1.0212575384459286, 0.6975041107842104, 0.8819152309078446, 0.46278053655158236, -0.13460705489474845, -0.8666225667182008, 0.5231282826647777, 0.2562095658609227, 0.2504276068118122, 0.10821160898260895, 0.14285223719730755, -0.30710836751012804, 0.6505811752018682, 0.6968668070299118, 0.6478113096538178, 0.29549508727471063, 0.025879214325972955, 0.10063757800437156, 0.11472795921919365, 0.11980019658689223, 0.1902295794568516, 0.08253034193778497]"
assay7_neutral,shuffled,783703,964ed3eada4238f888481895aebb8e60583a3a6af39eda9f179b0e601278a96d,,,,,change_point,context_split,True,0.0,2.791038737157727,12.01600583426468,10.237796280094573,1.7782095541701075,-1.7782095541701075,1.0128291829876193,1.0128291829876162,3.552713678800501e-15,"[-0.67764299402398, -0.12620353711784227, 0.5684707540521674, 0.13685621410329762, 0.09130110145738346, 0.0028141059521200606, 0.829499554356514, 0.6142975095554677, 0.11355482307155507, -0.10596820587647082, 0.20493506991137922, 0.15444747200846431, 0.6695747584677294, -0.21132679272836874, -0.20709443876618217, -0.17583775968044324, -0.23662141658790692, -0.1934927908592743, -0.1814860100318687, -0.16631885986002526, -0.13346639946433214, 0.3235581736804134, -0.3166248059766549, 1.1635244381163914, -0.0209341108552743, -0.18273481719186202, -0.17936762495479974, -0.1713797816258329, -0.1297953212866887, -0.16288307726707552, -0.14517806868195066, -0.13564797890843017]"
