seed,total_length,pre_length,material_redescription,raw_cs_argmax,pi0,pi1,q0,q1,bf,log_bf,recombination_error,T0,null_mean,null_sd,Q50,Q90,Q95,Q99,p_CRT,E_null,selective_material_redescription,p00,p01,p10,p11,switch_count,switch_rate,mean_dwell,max_dwell,occupancy_min_fraction,cue_context_mix_balance,realized_cue_outcome_contrast,marker_accuracy,marker_informative_count
790734,96,72,True,True,0.011392405063291136,0.9886075949367089,9.576210165102723e-19,1.0,1.203366194073292e+16,37.0264842793027,0.0,4.735403027467192,2.5700208672245264,3.7439205851419857,2.591752979340332,7.438239502040614,8.607348500712217,10.778382792953524,0.295,-3.8719454732450247,False,0.799416347889323,0.2005836521106769,0.25083980872374095,0.7491601912762591,15,0.2112676056338028,4.5,12,0.4305555555555556,0.4305555555555556,0.38621933621933624,0.9166666666666666,48
790735,96,72,True,True,0.011392405063291136,0.9886075949367089,1.9993072814888606e-28,1.0,5.763840149396186e+25,59.31623127002166,0.0,11.569555420693248,4.7522126472186015,4.0191335684455725,4.8424410691981645,9.849285167083872,11.31747696644675,14.766037537104792,0.048,0.2520784542464991,True,0.9230813107087431,0.07691868929125685,0.14933401748242506,0.8506659825175749,11,0.15492957746478872,6.0,20,0.4444444444444444,0.3888888888888889,0.4227207977207977,0.8909090909090909,55
790736,96,72,True,True,0.011392405063291136,0.9886075949367089,1.4044222291010013e-05,0.999985955777709,820.5171849331987,6.7099348547754065,0.0,6.530225545509079,2.0063708758455747,1.7024749030865702,1.9451601576161577,4.304248076863919,5.046422057174371,6.343622241185426,0.008,1.4838034883347087,True,0.9470220584666693,0.052977941533330616,0.23376959660248875,0.7662304033975111,4,0.056338028169014086,14.4,43,0.125,0.125,0.3348239880747621,0.9583333333333334,48
790737,96,72,True,True,0.011392405063291136,0.9886075949367089,5.233819023059807e-10,0.9999999994766181,22017741.77368727,16.90735913057965,0.0,7.238845413541677,3.8640912188476166,2.820506041430227,3.954359134769299,7.394686021357089,8.175519217009395,10.431165910037617,0.116,-0.936673803467718,False,0.9507997709452947,0.049200229054705336,0.2149771248632004,0.7850228751367997,6,0.08450704225352113,10.285714285714286,30,0.1527777777777778,0.15277777777777776,0.4680082559339525,0.8545454545454545,55
790738,96,72,True,True,0.011392405063291136,0.9886075949367089,4.289919364777116e-25,1.0,2.6862247515984063e+22,51.64500881567365,0.0,17.267814933134936,4.28943446887442,4.1106419461471555,4.433705374399733,9.397817937913668,10.998222268184685,13.865064049824799,0.003,6.269592664950251,True,0.6530867551446259,0.34691324485537406,0.3113728632329789,0.688627136767021,25,0.352112676056338,2.769230769230769,7,0.4583333333333333,0.40277777777777785,0.6121212121212122,0.9444444444444444,54
790739,96,72,True,True,0.011392405063291136,0.9886075949367089,2.4385592770631807e-26,1.0,4.7256130652291914e+23,54.512454440646906,0.0,12.537595730251596,7.42073752375889,4.244996410182842,7.447133009460902,12.645944123110802,14.548194475337594,18.5165388226747,0.105,-2.010598745085998,False,0.8915462933297074,0.10845370667029264,0.1765858728735901,0.8234141271264099,17,0.23943661971830985,4.0,11,0.4861111111111111,0.4305555555555556,0.5241758241758242,0.9137931034482759,58
790740,96,72,True,True,0.011392405063291136,0.9886075949367089,3.587712120079767e-20,1.0,3.211987805690886e+17,40.310836580491305,0.0,7.699585456441326,0.8451969134091524,3.7699958654593044,0.9081636710863651,5.591956362169551,6.974978941018088,9.692626957482814,0.033,0.7246065154232388,True,0.6488583367466929,0.35114166325330715,0.24668887611493093,0.753311123885069,18,0.2535211267605634,3.789473684210526,11,0.4583333333333333,0.4305555555555555,0.5106227106227106,0.96,50
790741,96,72,True,True,0.011392405063291136,0.9886075949367089,8.024832518427317e-21,1.0,1.436003499582573e+18,41.8083955815511,0.0,14.570414441155247,4.216379331847819,3.757534052688823,4.280778233137012,8.808405200609052,10.44003627483281,12.912088406934858,0.003,4.130378166322437,True,0.7046019706208714,0.2953980293791287,0.35151580132303206,0.6484841986769679,32,0.4507042253521127,2.1818181818181817,9,0.4583333333333333,0.4583333333333333,0.28860028860028863,0.92,50
790742,96,72,True,True,0.011392405063291136,0.9886075949367089,3.448797326294982e-21,1.0,3.3413641016723354e+18,42.65291081117762,0.0,11.535496360478893,5.969194030925278,4.049517545064279,5.885299790503336,11.12301042514913,12.631086672338144,15.444088490899137,0.085,-1.095590311859251,False,0.7356950485427963,0.26430495145720356,0.3229299515893662,0.6770700484106339,18,0.2535211267605634,3.789473684210526,12,0.4027777777777778,0.40277777777777773,0.7703703703703703,0.9464285714285714,56
790743,96,72,True,True,0.011392405063291136,0.9886075949367089,1.7019415730080013e-18,1.0,6770906688446866.0,36.45141140025984,0.0,6.919947285490005,2.3369064485465687,3.675863610865622,2.318483032268036,7.179362484057697,8.32838065747929,11.15103761936658,0.114,-1.4084333719892852,False,0.6318639015369418,0.3681360984630581,0.2922763652272453,0.7077236347727547,22,0.30985915492957744,3.130434782608696,12,0.3472222222222222,0.34722222222222215,0.45714285714285713,0.9387755102040817,49
