seed,total_length,pre_length,material_redescription,raw_cs_argmax,pi0,pi1,q0,q1,bf,log_bf,recombination_error,T0,null_mean,null_sd,Q50,Q90,Q95,Q99,p_CRT,E_null,selective_material_redescription,p00,p01,p10,p11,switch_count,switch_rate,mean_dwell,max_dwell,occupancy_min_fraction,cue_context_mix_balance,realized_cue_outcome_contrast,marker_accuracy,marker_informative_count,population
788523,32,24,True,True,0.07258064516129031,0.9274193548387097,0.0026391745121755825,0.9973608254878245,29.57528011613627,3.3869388812020578,5.877471754111438e-39,2.086501797668887,2.2734070167991534,1.8105404313263562,2.1447753628922426,4.652637324380264,5.432692012162401,6.4360129597726985,0.517,-3.346190214493514,False,0.4195609243617213,0.5804390756382788,0.1534098632560041,0.846590136743996,4,0.17391304347826086,4.8,15,0.25,0.25,0.09682539682539681,0.9,20,consumed_v243_genuine_noncriterial
788524,32,24,True,True,0.07258064516129031,0.9274193548387097,1.271569964533721e-06,0.9999987284300355,61546.570172207634,11.027549405806617,0.0,2.489223740767626,0.8146628969477697,1.920302454884448,0.8114147662891374,3.2388174208549123,4.074808803887888,5.2424517754538655,0.193,-1.585585063120262,False,0.736405290376293,0.26359470962370696,0.13018539585810876,0.8698146041418913,4,0.17391304347826086,4.8,14,0.25,0.25,0.7269841269841271,0.9473684210526315,19,consumed_v243_genuine_noncriterial
788525,32,24,False,False,0.07258064516129031,0.9274193548387097,0.01307513459499783,0.9869248654050021,5.907212472725098,1.776174057328637,0.0,1.1058599628867694,2.652347218311358,1.7419933825387315,2.6616809552314624,4.95286383926247,5.519073536599917,7.156310325556323,0.779,-4.413213573713148,False,0.6781267686781064,0.32187323132189355,0.07657849177299138,0.9234215082270086,3,0.13043478260869565,6.0,15,0.08333333333333333,0.08333333333333333,0.7142857142857143,0.7727272727272727,22,consumed_v243_genuine_noncriterial
788526,32,24,True,True,0.07258064516129031,0.9274193548387097,1.9169671033804837e-10,0.9999999998083032,408253586.67973745,19.827399075274695,0.0,6.24578583179081,1.0178877408841633,2.3615569301018398,0.9807753868630847,4.093972568756341,4.895946905660436,6.3511832930336904,0.015,1.3498389261303743,True,0.7513594009414535,0.24864059905854644,0.22185752574998116,0.7781424742500188,6,0.2608695652173913,3.4285714285714284,5,0.4583333333333333,0.375,0.5777777777777777,1.0,20,consumed_v243_genuine_noncriterial
788527,32,24,False,False,0.07258064516129031,0.9274193548387097,8.403829780465723e-05,0.9999159617021953,931.1741753367312,6.83644634392158,0.0,-1.4761460590524749,-2.048962510026148,1.7468197943216512,-1.9384974056322806,0.14271501852855573,0.7670161425627927,1.7610735060950267,0.395,-2.2431622016152675,False,0.8666558347188948,0.13334416528110524,0.3145882638199558,0.6854117361800441,3,0.13043478260869565,6.0,16,0.20833333333333334,0.20833333333333334,0.6825396825396824,0.9375,16,consumed_v243_genuine_noncriterial
788528,32,24,True,True,0.07258064516129031,0.9274193548387097,3.080474638171941e-06,0.9999969195253618,25405.37990958302,10.142716238042492,0.0,5.639892709351869,0.22871998269010185,2.1678516878096596,0.26517023538016304,2.9825069768895927,3.827509963166657,5.429145412260593,0.008,1.8123827461852122,True,0.4941307726826036,0.5058692273173964,0.405336655011699,0.5946633449883009,10,0.43478260869565216,2.1818181818181817,10,0.25,0.25,0.746031746031746,0.9473684210526315,19,consumed_v243_genuine_noncriterial
788529,32,24,True,True,0.07258064516129031,0.9274193548387097,8.373714046038359e-14,0.9999999999999163,934601649100.2135,27.56338623170959,0.0,6.650752135222971,2.333623025952067,2.4954475471853805,2.3887646556923583,5.47490801746819,6.3713179686528285,7.654809932649455,0.037,0.27943416657014275,True,0.8088136994785101,0.19118630052148977,0.02742660073818021,0.9725733992618198,2,0.08695652173913043,8.0,11,0.4583333333333333,0.4583333333333333,0.6833333333333332,0.9545454545454546,22,consumed_v243_genuine_noncriterial
788530,32,24,False,False,0.07258064516129031,0.9274193548387097,0.3729392965445661,0.6270607034554339,0.13158794575227822,-2.0280798619133042,0.0,-0.19763029590134584,-1.6828191102056944,0.9134921675991983,-2.031250060674154,-0.37071062574787006,-0.2023353984599241,1.9884793031791328,0.049,0.004705102558578256,False,0.9057610471573906,0.09423895284260939,0.15525308330933346,0.8447469166906666,2,0.08695652173913043,8.0,13,0.08333333333333333,0.08333333333333333,0.9285714285714286,0.9473684210526315,19,consumed_v243_genuine_noncriterial
788531,32,24,True,True,0.07258064516129031,0.9274193548387097,0.004261441491969991,0.99573855850803,18.28662099322405,2.9061696992019206,0.0,4.3900923934127976,0.4473064428509888,1.5844142682393112,0.40624893931791894,2.535524470731708,3.0396843658545265,4.159974925937878,0.007,1.350408027558271,True,0.8234594943489296,0.1765405056510704,0.184920724614307,0.8150792753856929,6,0.2608695652173913,3.4285714285714284,15,0.16666666666666666,0.16666666666666666,0.8095238095238096,0.8947368421052632,19,consumed_v243_genuine_noncriterial
788532,32,24,False,False,0.07258064516129031,0.9274193548387097,2.9838443879098825e-10,0.9999999997016156,262282007.2620667,19.38493084645709,0.0,0.14588311315448266,1.9185513101221925,2.252487415258913,2.0206231578594105,4.750906490903506,5.540653107240809,7.031724558520445,0.779,-5.394769994086326,False,0.8786129456641074,0.12138705433589271,0.18403101206335534,0.8159689879366446,1,0.043478260869565216,12.0,15,0.375,0.375,0.13333333333333333,0.9523809523809523,21,consumed_v243_genuine_noncriterial
788533,32,24,True,True,0.07258064516129031,0.9274193548387097,8.294184716901557e-06,0.9999917058152831,9435.553116587038,9.152240079993932,0.0,4.477010056280827,1.2521096082019336,1.3883559727595127,1.1788424796143628,3.0789186658742556,3.593530021368493,4.767735214357138,0.015,0.883480034912334,True,0.8844776662940695,0.11552233370593046,0.30090879199099635,0.6990912080090036,5,0.21739130434782608,4.0,9,0.2916666666666667,0.2916666666666667,0.38888888888888884,1.0,22,consumed_v243_genuine_noncriterial
788534,32,24,False,False,0.07258064516129031,0.9274193548387097,0.00026106195678344727,0.9997389380432165,299.7006518815383,5.7027841494338265,0.0,1.191137921512544,2.1931356795805006,1.6648860498777431,2.156335841943493,4.433503270201529,5.099117960258043,6.083747352408958,0.686,-3.9079800387454995,False,0.8019007343483009,0.19809926565169916,0.16366610373493556,0.8363338962650644,2,0.08695652173913043,8.0,18,0.125,0.125,0.8095238095238096,0.9523809523809523,21,consumed_v243_genuine_noncriterial
788535,32,24,True,True,0.07258064516129031,0.9274193548387097,0.00018955569139063547,0.9998104443086093,412.7865230420808,6.022930565965028,2.465190328815662e-32,4.664352966784829,0.2886617533173467,1.6859382007290271,0.31274256213558704,2.4699812147497684,3.0884985024220626,4.265929132641324,0.006,1.5758544643627665,True,0.9565085476380915,0.0434914523619085,0.4648624328396734,0.5351375671603267,1,0.043478260869565216,12.0,23,0.041666666666666664,0.041666666666666664,0.5714285714285714,0.8636363636363636,22,consumed_v243_genuine_noncriterial
788536,32,24,False,False,0.07258064516129031,0.9274193548387097,0.12950988353274925,0.8704901164672507,0.5260240500905669,-0.6424083446840332,0.0,0.9959632992172585,-0.14934202091008972,1.246462887672565,-0.12680218217804673,1.3812724542223227,1.9259043055376068,2.594238922999446,0.164,-0.9299410063203484,False,0.8944987805964558,0.10550121940354422,0.46749300734444754,0.5325069926555526,2,0.08695652173913043,8.0,15,0.041666666666666664,0.041666666666666664,0.7142857142857143,0.8888888888888888,18,consumed_v243_genuine_noncriterial
788537,32,24,True,True,0.07258064516129031,0.9274193548387097,7.650131765257347e-09,0.9999999923498682,10230002.746087166,16.14083540636249,0.0,3.7257432820001153,1.3060975535638224,2.4677870357009817,1.3524973848363362,4.399511161122901,5.15182860234413,6.933686907503251,0.171,-1.426085320344015,False,0.830976161051965,0.1690238389480349,0.6142715424081991,0.3857284575918008,8,0.34782608695652173,2.6666666666666665,6,0.4166666666666667,0.4166666666666667,0.41111111111111115,1.0,22,consumed_v243_genuine_noncriterial
788538,32,24,True,True,0.07258064516129031,0.9274193548387097,0.00011502167147070504,0.9998849783285293,680.3228197663541,6.522567420469688,0.0,1.2016209287907635,-1.19888682177829,2.122181384161428,-1.226081137744862,1.6169982094972863,2.218030536822678,3.252955593769362,0.147,-1.0164096080319145,False,0.8040699941988901,0.19593000580110975,0.316553159651786,0.683446840348214,6,0.2608695652173913,3.4285714285714284,9,0.20833333333333334,0.20833333333333334,0.373015873015873,0.8888888888888888,18,consumed_v243_genuine_noncriterial
788539,32,24,True,True,0.07258064516129031,0.9274193548387097,9.486873673872124e-08,0.9999999051312632,824938.3815054516,13.623063973443148,0.0,4.504684284067818,0.3198802013854263,1.8028337155045941,0.3519251522968587,2.6565850292240576,3.133808504804489,4.521047852639007,0.011,1.3708757792633293,True,0.948498331678412,0.051501668321588055,0.22305148162487146,0.7769485183751286,2,0.08695652173913043,8.0,14,0.2916666666666667,0.2916666666666667,0.7111111111111111,1.0,19,consumed_v243_genuine_noncriterial
788540,32,24,True,True,0.07258064516129031,0.9274193548387097,2.698616423290578e-13,0.9999999999997301,290003680737.1401,26.39315945204342,0.0,7.239323411659402,2.5678038389006845,2.6590593791851016,2.597859503419691,6.076589204200088,7.012940340804104,8.828263509802623,0.041,0.22638307085529874,True,0.8822356559995105,0.11776434400048955,0.09747747711819622,0.9025225228818037,4,0.17391304347826086,4.8,10,0.4583333333333333,0.4583333333333333,0.7833333333333333,0.9545454545454546,22,consumed_v243_genuine_noncriterial
788541,32,24,False,False,0.07258064516129031,0.9274193548387097,0.7875590927563403,0.2124409072436597,0.021110555747537136,-3.857982091199507,0.0,-2.036445763489194,-0.4957943748085297,1.0046357283180216,-0.5508370585450257,0.7732085911860022,1.2291614026643147,2.6944841698808117,0.987,-3.265607166153509,False,0.8968449120301021,0.10315508796989793,0.1988630606471276,0.8011369393528724,2,0.08695652173913043,8.0,16,0.041666666666666664,0.041666666666666664,-0.2857142857142857,0.95,20,consumed_v243_genuine_noncriterial
788542,32,24,True,True,0.07258064516129031,0.9274193548387097,4.141432171924357e-09,0.9999999958585679,18897054.44692593,16.754516618515098,0.0,4.600995770483683,0.31246217691826134,2.0214627771053366,0.30524533941276744,2.8606260736497537,3.625267048661691,5.200306704932434,0.02,0.9757287218219921,True,0.9169399704391796,0.08306002956082033,0.10730830420504098,0.892691695794959,2,0.08695652173913043,8.0,18,0.25,0.25,0.888888888888889,0.9473684210526315,19,consumed_v243_genuine_noncriterial
788543,32,24,True,True,0.07258064516129031,0.9274193548387097,3.884050725965905e-07,0.9999996115949275,201492.83490327327,12.213509100943957,0.0,7.874225223206745,3.508235235121155,2.294688825664946,3.5418718544458345,6.505394109925966,7.4376600350991176,9.18641085943694,0.033,0.4365651881076271,True,0.8432740865477414,0.1567259134522584,0.19226871069585036,0.8077312893041495,6,0.2608695652173913,3.4285714285714284,7,0.3333333333333333,0.3333333333333333,0.6555555555555556,0.9565217391304348,23,consumed_v243_genuine_noncriterial
788544,32,24,True,True,0.07258064516129031,0.9274193548387097,4.813813098388986e-10,0.9999999995186187,162575629.60584262,18.90665386442208,0.0,4.4428616474262155,0.7255001176608799,2.2946741003944897,0.7297141518872546,3.5522691542473623,4.281328002566931,6.323839020120348,0.047,0.16153364485928456,True,0.9390547273094194,0.060945272690580504,0.10783733563454964,0.8921626643654503,1,0.043478260869565216,12.0,16,0.3333333333333333,0.3333333333333333,0.3666666666666667,0.95,20,consumed_v243_genuine_noncriterial
788545,32,24,True,True,0.07258064516129031,0.9274193548387097,3.078301655745251e-09,0.9999999969216984,25423391.88176803,17.05118024841058,0.0,2.603923968969801,-0.2520255283470281,2.216554974880924,-0.1819621373274356,2.5754119830378097,3.368302103346056,4.796566054687969,0.097,-0.7643781343762552,False,0.954132870183756,0.04586712981624403,0.07237715745489716,0.9276228425451029,1,0.043478260869565216,12.0,14,0.4166666666666667,0.4166666666666667,0.44999999999999996,0.9444444444444444,18,consumed_v243_genuine_noncriterial
788546,32,24,True,True,0.07258064516129031,0.9274193548387097,0.0002675698267511401,0.9997324301732489,292.40938811338884,5.678154834451135,0.0,4.9637002886642865,3.2457471024696765,1.7692746832641033,3.124053799020543,5.499213673617438,6.366279870727777,7.768739612441829,0.159,-1.40257958206349,False,0.4512705003125511,0.5487294996874488,0.15294759866431729,0.8470524013356826,7,0.30434782608695654,3.0,7,0.25,0.25,0.7666666666666667,0.9090909090909091,22,consumed_v243_genuine_noncriterial
788547,32,24,True,True,0.07258064516129031,0.9274193548387097,5.8994851895586765e-09,0.9999999941005148,13265711.598366246,16.40069318892225,0.0,5.269603224002949,1.8874949317458845,2.291562680665528,1.9488655823632892,4.753173738015514,5.513220051893979,7.2678310645146365,0.067,-0.24361682789103067,False,0.8623898152790143,0.13761018472098577,0.04250030482509998,0.9574996951749001,4,0.17391304347826086,4.8,13,0.4166666666666667,0.4166666666666667,0.4388888888888889,0.9047619047619048,21,consumed_v243_genuine_noncriterial
788548,32,24,True,True,0.07258064516129031,0.9274193548387097,5.3263511009518054e-06,0.9999946736488989,14693.070591302867,9.59513127328167,0.0,4.273896342014811,2.138452948578676,2.173575275228054,2.180564751415147,4.838199913455702,5.792445358269671,7.096729997060354,0.159,-1.5185490162548598,False,0.8423448905754731,0.15765510942452693,0.1919149422489848,0.8080850577510151,5,0.21739130434782608,4.0,8,0.2916666666666667,0.2916666666666667,0.48253968253968255,0.85,20,consumed_v243_genuine_noncriterial
788549,32,24,False,False,0.07258064516129031,0.9274193548387097,1.5661032982329363e-05,0.9999843389670177,4997.093359515922,8.51661169428273,0.0,-1.5594106952969975,1.981358844708449,2.1759253494993445,1.9641166267502335,4.801764754378405,5.439821052013167,7.012985175346969,0.942,-6.999231747310165,False,0.8054239611291297,0.19457603887087024,0.23557323222739698,0.7644267677726029,6,0.2608695652173913,3.4285714285714284,10,0.375,0.375,0.061111111111111095,0.9545454545454546,22,consumed_v243_genuine_noncriterial
788550,32,24,False,False,0.07258064516129031,0.9274193548387097,0.00012318645447553588,0.9998768135455245,635.225920084515,6.453980715278769,0.0,0.022559088223738755,0.720722278718271,1.7900412869230131,0.7477330468537701,3.016903215542602,3.6475634156421397,4.581918134583475,0.661,-3.625004327418401,False,0.8876929297193404,0.11230707028065946,0.2413056000106791,0.758694399989321,4,0.17391304347826086,4.8,13,0.20833333333333334,0.20833333333333334,0.19047619047619047,0.9545454545454546,22,consumed_v243_genuine_noncriterial
788551,32,24,True,True,0.07258064516129031,0.9274193548387097,7.661526795932632e-08,0.999999923384732,1021478.6902629808,13.836761831801443,0.0,6.582606243820413,3.080320029838366,2.075858134293889,3.07288208925383,5.743052939807514,6.5393936148562055,8.315058989499798,0.047,0.04321262896420741,True,0.8132919230200708,0.18670807697992917,0.17634055107276903,0.823659448927231,6,0.2608695652173913,3.4285714285714284,7,0.4166666666666667,0.3333333333333333,0.5111111111111111,1.0,21,consumed_v243_genuine_noncriterial
788552,32,24,True,True,0.07258064516129031,0.9274193548387097,2.5996490655926474e-12,0.9999999999974003,30104397782.310875,24.127937103753453,0.0,9.030807771661403,3.0871043362299218,2.5694595846485164,3.0940788678286255,6.437110233470838,7.27666220740956,9.342519541051786,0.013,1.7541455642518429,True,0.9582412562100261,0.041758743789973955,0.28761776510046877,0.7123822348995313,3,0.13043478260869565,6.0,12,0.4583333333333333,0.4583333333333333,0.5722222222222222,0.8695652173913043,23,consumed_v243_genuine_noncriterial
788553,32,24,True,True,0.07258064516129031,0.9274193548387097,2.820715919035667e-07,0.999999717928408,277450.29891845584,12.533397093131214,0.0,4.063970912395984,0.5497091758339436,2.2567574189684687,0.567459530753011,3.426680202738686,4.151345664316322,5.537552154520657,0.053,-0.08737475192033806,False,0.7589499651715041,0.24105003482849582,0.07429731854458543,0.9257026814554147,2,0.08695652173913043,8.0,10,0.25,0.25,0.8333333333333334,0.8333333333333334,18,consumed_v243_genuine_noncriterial
788554,32,24,False,False,0.07258064516129031,0.9274193548387097,0.001831566832093516,0.9981684331679064,42.6506574499283,3.753042688823059,0.0,0.6001522649275957,2.362518719587353,1.6591243257751658,2.30924682076494,4.491143340944858,5.1301253168141265,6.593569809145373,0.847,-4.529973051886531,False,0.8298733380915622,0.1701266619084379,0.2392654805142749,0.7607345194857251,4,0.17391304347826086,4.8,13,0.25,0.25,-0.09206349206349207,1.0,19,consumed_v243_genuine_noncriterial
788555,32,24,False,False,0.07258064516129031,0.9274193548387097,5.3453227542146554e-05,0.9999465467724579,1464.021722681674,7.288942532308495,0.0,-0.15417434913180883,-0.31998739217517325,1.86126362948419,-0.36055664551407585,2.1903851188343872,2.7146959709448275,3.92091925024617,0.461,-2.8688703200766366,False,0.5012509263025738,0.49874907369742616,0.3882038172451163,0.6117961827548837,11,0.4782608695652174,2.0,10,0.375,0.375,0.44444444444444436,0.8235294117647058,17,consumed_v243_genuine_noncriterial
788556,32,24,True,True,0.07258064516129031,0.9274193548387097,1.1333640112179244e-09,0.9999999988666359,69051839.2166161,18.050368073476662,0.0,4.934416049139436,1.1174815755166796,2.284399622511112,1.1353810929503825,4.054189035725734,5.029309186845815,6.532074692199464,0.054,-0.09489313770637864,False,0.7193544468986004,0.28064555310139966,0.34779772626586053,0.6522022737341394,9,0.391304347826087,2.4,6,0.375,0.375,0.36111111111111116,0.9047619047619048,21,consumed_v243_genuine_noncriterial
