seed,total_length,pre_length,material_redescription,raw_cs_argmax,pi0,pi1,q0,q1,bf,log_bf,recombination_error,T0,null_mean,null_sd,Q50,Q90,Q95,Q99,p_CRT,E_null,selective_material_redescription,p00,p01,p10,p11,switch_count,switch_rate,mean_dwell,max_dwell,occupancy_min_fraction,cue_context_mix_balance,realized_cue_outcome_contrast,marker_accuracy,marker_informative_count,population
788512,32,24,True,True,0.07258064516129031,0.9274193548387097,4.967464997743054e-09,0.9999999950325349,15754689.607680526,16.572648631784933,0.0,2.4386185222456747,2.7000159386654343,2.5000305256060185,2.6829174431021916,5.91945991557983,6.825303263670953,8.503264504808188,0.544,-4.386684741425279,False,0.798681362531761,0.20131863746823897,0.11326394315796998,0.88673605684203,3,0.13043478260869565,6.0,12,0.375,0.375,0.3999999999999999,0.8695652173913043,23,consumed_v243_genuine_noncriterial
788513,32,24,True,True,0.07258064516129031,0.9274193548387097,1.300550802450247e-10,0.9999999998699449,601751730.1715183,20.215355509856423,0.0,5.60967900873983,1.1461462487615603,2.3800223998575984,1.1543387954275086,4.251320184920894,5.0769084648144,6.86160768816791,0.036,0.5327705439254302,True,0.6963096784187764,0.30369032158122355,0.08790789116115057,0.9120921088388495,3,0.13043478260869565,6.0,8,0.4583333333333333,0.4583333333333333,0.4888888888888889,0.95,20,consumed_v243_genuine_noncriterial
788514,32,24,False,False,0.07258064516129031,0.9274193548387097,0.15827759954559234,0.8417224004544076,0.41619235559046286,-0.8766077323453829,0.0,-0.00021505532668886218,-0.4048119407693922,1.0753623946186661,-0.5389678055576375,1.084831851560853,1.5333521100734913,2.473991828811614,0.304,-1.5335671654001801,False,0.946714084311491,0.05328591568850914,0.13357462409724136,0.8664253759027587,3,0.13043478260869565,6.0,14,0.16666666666666666,0.16666666666666666,0.42063492063492053,0.95,20,consumed_v243_genuine_noncriterial
788515,32,24,True,True,0.07258064516129031,0.9274193548387097,1.132488830870603e-11,0.9999999999886751,6910520212.739577,22.656310755935642,0.0,3.901056477640827,-0.5749789889386623,2.3065681171765506,-0.5518708049726251,2.4410449289263463,3.245018266091524,4.507750363843035,0.02,0.6560382115493031,True,0.7644182357228109,0.23558176427718908,0.140678593041449,0.859321406958551,3,0.13043478260869565,6.0,11,0.375,0.375,0.5166666666666667,0.8888888888888888,18,consumed_v243_genuine_noncriterial
788516,32,24,False,True,0.07258064516129031,0.9274193548387097,0.9246219791347935,0.07537802086520647,0.006380066223967799,-5.054576801747053,0.0,-1.0735539645329863,-1.1259747495415628,0.47326286875385126,-1.1346214198332856,-0.6227540844623567,-0.20306856023801334,0.04028290144642499,0.41,-0.870485404294973,False,0.9364286176560112,0.06357138234398875,0.04772525057600251,0.9522747494239975,0,0.0,24.0,24,0.0,0.0,0.0,1.0,22,consumed_v243_genuine_noncriterial
788517,32,24,True,True,0.07258064516129031,0.9274193548387097,5.240808380635885e-10,0.9999999994759192,149329767.1660085,18.82166762084124,0.0,2.2768950334508555,2.8308812059521533,2.4317718571270603,2.843111407022973,5.992012306268242,6.740672315864886,8.341136987265635,0.583,-4.46377728241403,False,0.7584913822684072,0.24150861773159268,0.2176623876816649,0.7823376123183351,3,0.13043478260869565,6.0,14,0.3333333333333333,0.3333333333333333,0.4777777777777778,1.0,22,consumed_v243_genuine_noncriterial
788518,32,24,True,True,0.07258064516129031,0.9274193548387097,2.825057818860087e-07,0.9999997174942182,277023.87871002074,12.531858986183378,0.0,2.2968498125951036,1.054979641322968,1.780186777842469,1.011794861759147,3.2598608096600667,4.066638837917882,5.477697905861106,0.239,-1.7697890253227784,False,0.9281553605104214,0.0718446394895785,0.2941105947153966,0.7058894052846033,1,0.043478260869565216,12.0,19,0.20833333333333334,0.20833333333333334,0.8412698412698413,0.95,20,consumed_v243_genuine_noncriterial
788519,32,24,True,True,0.07258064516129031,0.9274193548387097,7.226756028001473e-11,0.9999999999277326,1082932220.9899526,20.80293821850996,0.0,4.165350440845007,0.10599345204949996,2.3209438231559414,0.14975607660546553,3.010083438818529,3.816439702317902,5.21505605877325,0.033,0.34891073852710486,True,0.7185165179527327,0.28148348204726725,0.11902096734343126,0.8809790326565687,6,0.2608695652173913,3.4285714285714284,7,0.4583333333333333,0.4583333333333333,0.5833333333333334,1.0,18,consumed_v243_genuine_noncriterial
788520,32,24,True,True,0.07258064516129031,0.9274193548387097,2.078489661499458e-09,0.9999999979215104,37652758.56416536,17.44391677816269,0.0,2.0443663857418377,0.7837809404103744,2.277396340363759,0.9303381526716243,3.57448974749745,4.391125694820844,5.5510322237332606,0.306,-2.3467593090790064,False,0.9735298042413028,0.02647019575869725,0.35571650306494856,0.6442834969350513,1,0.043478260869565216,12.0,17,0.2916666666666667,0.2916666666666667,0.3111111111111111,0.95,20,consumed_v243_genuine_noncriterial
788521,32,24,True,True,0.07258064516129031,0.9274193548387097,4.2958442561076486e-09,0.9999999957041558,18217808.785258666,16.717910178307925,0.0,6.438190026907961,2.942183138560038,2.3651269724257444,3.040422336393718,5.877122353696267,6.746300667528537,8.258076701947203,0.063,-0.30811064062057625,False,0.816363455332808,0.183636544667192,0.16577122748737286,0.8342287725126272,5,0.21739130434782608,4.0,6,0.375,0.375,0.3999999999999999,1.0,22,consumed_v243_genuine_noncriterial
788522,32,24,True,True,0.07258064516129031,0.9274193548387097,9.12514762403929e-09,0.9999999908748525,8576394.824003162,15.96452419947963,0.0,2.86392340185326,3.45909408814155,2.2832796898767334,3.505413653285501,6.329089361762843,7.108713363136548,8.736826660129339,0.616,-4.2447899612832884,False,0.6994709111692495,0.3005290888307504,0.2735999622190636,0.7264000377809364,6,0.2608695652173913,3.4285714285714284,7,0.4166666666666667,0.4166666666666667,0.638888888888889,0.9565217391304348,23,consumed_v243_genuine_noncriterial
