position,seed,history_length,ordinary_slice_count,overwhelming_slice_count,high_control_slice_count,low_control_slice_count,integrated_broadcast_slice_count,collapsed_broadcast_slice_count,profile_signature,q_T,q_D,q_P,m0,log_joint_T,log_joint_D,log_joint_P,log_likelihood_T,log_likelihood_D,log_likelihood_P,first_P_selection_time,first_qP_0_60_crossing_time,final_runner_up,cumulative_P_runner_up_log_BF,post_selection_log_BF,pre_and_selection_log_BF,stratum,eligible,retained,reason,state_sha256,reload_sha256,rehash_ok,released_block_authorization,cumulative_moderate,cumulative_strong,cumulative_very_strong,retained_moderate,retained_strong,retained_very_strong,q_P_ECDF,m0_ECDF
3116,823116,12,9,3,3,9,6,6,L12-O3-LC9-CB6,0.004048134615600566,0.002958607547535992,0.9929932578368634,5.5024676880568775,-26.122977043349824,-26.436514495101537,-20.62050935529295,-25.42982986278988,-25.050220133981647,-19.23421499417306,1,2,T,6.195614868616824,5.079042705211601,1.116572163405222,,0,0,above_nonsaturation_range,a6e4758b6edd10decb57c5f1b10f6350d76bb4ac9f5d18ec47d01dc009c8792e,a6e4758b6edd10decb57c5f1b10f6350d76bb4ac9f5d18ec47d01dc009c8792e,1,820001:825504,78,155,284,40,40,40,0.3046875,0.31667877906976744
3117,823117,16,12,4,4,12,8,8,L16-O4-LC12-CB8,3.819986222597546e-08,1.7183674599985682e-08,0.9999999446164631,17.080433872606704,-38.833860404238564,-39.63273253126815,-21.753426531631856,-38.14071322367862,-38.24643817014826,-20.367132170511965,1,1,T,17.77358105316665,15.832618674410702,1.9409623787559493,,0,0,above_nonsaturation_range,07558693b1d108b9fd6cd3cf2167767e2de65aed36251eb72fa22b80de87502e,07558693b1d108b9fd6cd3cf2167767e2de65aed36251eb72fa22b80de87502e,1,820001:825504,78,155,284,40,40,40,0.8441133720930233,0.8444767441860465
3118,823118,20,15,5,5,15,10,10,L20-O5-LC15-CB10,7.097908960763783e-07,5.373807583513963e-07,0.9999987528283456,14.158294175684443,-44.88756744269081,-45.165830966317394,-30.729273267006363,-44.19442026213086,-43.77953660519751,-29.342978905886472,5,9,T,14.851441356244388,13.67704787894661,1.174393477297779,,0,0,above_nonsaturation_range,f25fca7bf749d49ed63cfd3053f8b00b085279b4ed6780fda938b7d4e7fda884,f25fca7bf749d49ed63cfd3053f8b00b085279b4ed6780fda938b7d4e7fda884,1,820001:825504,78,155,284,40,40,40,0.7521802325581395,0.7589026162790697
3119,823119,24,18,6,6,18,12,12,L24-O6-LC18-CB12,5.975510682324896e-10,6.475090069688067e-11,0.999999999337698,21.23818136526775,-56.297332617339336,-58.51962475647841,-35.05915125207159,-55.60418543677939,-57.13333039535852,-33.6728568909517,1,2,T,21.931328545827697,20.469450835583267,1.4618777102444311,,0,0,above_nonsaturation_range,fc25bc7bf5732175c6ad1362b2fc816ee1ad281c836e4977cc05d7fafd738afe,fc25bc7bf5732175c6ad1362b2fc816ee1ad281c836e4977cc05d7fafd738afe,1,820001:825504,78,155,284,40,40,40,0.9387718023255814,0.9362281976744186
3120,823120,4,3,1,1,3,2,2,L4-O1-LC3-CB2,0.03595484069618083,0.009187338787779095,0.9548578205160401,3.2792987244561016,-10.868587330100807,-12.233024738524449,-7.5892886056447075,-10.175440149540862,-10.846730377404558,-6.202994244524817,1,1,T,3.9724459050160466,2.174280481578827,1.7981654234372195,very_strong,1,0,eligible_after_stratum_quota,e9713c1f0b0be82f7840ea995026a4785427522fb35ba5efcb98d36175925e25,e9713c1f0b0be82f7840ea995026a4785427522fb35ba5efcb98d36175925e25,1,820001:825504,78,155,285,40,40,40,0.17805232558139536,0.1711482558139535
3121,823121,6,4,2,1,5,3,3,L6-O2-LC5-CB3,0.022289404303929342,0.011464511577279998,0.9662460841187908,3.7693071250068266,-14.725629875805696,-15.390484983828133,-10.95632275079887,-14.03248269524575,-14.004190622708242,-9.57002838967898,2,4,T,4.462454305566772,3.195953270501911,1.266501035064861,very_strong,1,0,eligible_after_stratum_quota,dcfaca249ea917c5c677130264eacd05c37971913d69911c226b2e443a3ad0a8,dcfaca249ea917c5c677130264eacd05c37971913d69911c226b2e443a3ad0a8,1,820001:825504,78,155,286,40,40,40,0.1978561046511628,0.19422238372093023
3122,823122,8,6,2,2,6,4,4,L8-O2-LC6-CB4,0.0034460272262115585,0.0009139418584654691,0.9956400309153229,5.666163738624481,-18.165607871600788,-19.49281823222473,-12.499444132976308,-17.472460691040844,-18.10652387110484,-11.113149771856417,1,1,T,6.359310919184426,4.039628131287046,2.3196827878973805,,0,0,above_nonsaturation_range,fc8c8dabe8c082fd18f192e159a6772f3ca3b7cd65d4c535b681e5f7ad32edd1,fc8c8dabe8c082fd18f192e159a6772f3ca3b7cd65d4c535b681e5f7ad32edd1,1,820001:825504,78,155,286,40,40,40,0.33575581395348836,0.3243095930232558
3123,823123,10,8,2,3,7,5,5,L10-O2-LC7-CB5,0.11047517909255607,0.02828063538968747,0.8612441855177565,2.053587198962653,-21.40076130040673,-22.7633748639494,-19.34717410144408,-20.707614119846788,-21.37708050282951,-17.960879740324188,4,4,T,2.746734379522599,0.1837434441199568,2.562990935402642,strong,1,0,eligible_after_stratum_quota,0cb4972340224b0b356df19936f2557ab21607ea0fc0c853fb4770658ea30068,0cb4972340224b0b356df19936f2557ab21607ea0fc0c853fb4770658ea30068,1,820001:825504,78,156,286,40,40,40,0.11373546511627906,0.10592296511627906
3124,823124,12,9,3,3,9,6,6,L12-O3-LC9-CB6,6.9810944745404e-06,1.427013960558778e-06,0.999991591891565,11.872296443828196,-27.830397029730545,-29.418018614123383,-15.95810058590235,-27.1372498491706,-28.031724253003492,-14.57180622478246,1,3,T,12.565443624388141,11.44887146098292,1.116572163405222,,0,0,above_nonsaturation_range,a890b3783d31683d0b5dd08bc342cb5d512de529034263a924dcde63c1dba194,a890b3783d31683d0b5dd08bc342cb5d512de529034263a924dcde63c1dba194,1,820001:825504,78,156,286,40,40,40,0.6875,0.6796875
3125,823125,16,12,4,4,12,8,8,L16-O4-LC12-CB8,1.6626901220162308e-06,4.1312995855261195e-06,0.9999942060102924,12.396912736864026,-36.6788291958745,-35.76867401489761,-23.37176127803359,-35.98568201531455,-34.382379653777726,-21.985466916913698,1,1,D,12.396912736864026,10.160098164381026,2.2368145724830004,,0,0,above_nonsaturation_range,82e27e14244dea017fd451481caba65155d48ebe709c49129343d233470c4372,82e27e14244dea017fd451481caba65155d48ebe709c49129343d233470c4372,1,820001:825504,78,156,286,40,40,40,0.7043968023255814,0.7036700581395349
3126,823126,20,15,5,5,15,10,10,L20-O5-LC15-CB10,8.256339621288692e-10,4.789496513958898e-10,0.9999999986954164,20.914869584443238,-49.83208869251129,-50.37664474271412,-28.917219108068046,-49.138941511951344,-48.99035038159423,-27.530924746948156,1,1,T,21.608016765003185,19.288333977105804,2.3196827878973805,,0,0,above_nonsaturation_range,027614dc1b717ad5b1b8c1f604867a377974af84a38b547d90ef1ef690feba28,027614dc1b717ad5b1b8c1f604867a377974af84a38b547d90ef1ef690feba28,1,820001:825504,78,156,286,40,40,40,0.9276889534883721,0.9305959302325582
3127,823127,24,18,6,6,18,12,12,L24-O6-LC18-CB12,4.156628791236669e-13,1.2068558716186805e-13,0.9999999999994637,28.50890184991167,-60.724486094982915,-61.961171929431536,-32.21558424507124,-60.03133891442297,-60.57487756831165,-30.82928988395135,2,4,T,29.202049030471613,27.905559130133835,1.2964899003377812,,0,0,above_nonsaturation_range,42a4046fa284ad0e0af6ea0045214f46b31e6065dd46f5703133d033f4e84b62,42a4046fa284ad0e0af6ea0045214f46b31e6065dd46f5703133d033f4e84b62,1,820001:825504,78,156,286,40,40,40,0.9963662790697675,0.9961845930232558
3128,823128,4,3,1,1,3,2,2,L4-O1-LC3-CB2,0.5479263241203378,0.08347731745514043,0.36859635842452176,-0.39643866716436577,-8.624626555152275,-10.506192440315681,-9.021065222316642,-7.93147937459233,-9.11989807919579,-7.634770861196751,,,T,0.2967085133955796,0.0,0.2967085133955796,,0,0,below_formed_range,ab1c68ad36136cab73abd022032a76fac395e511e7e4035b4103fd91b2f327b0,ab1c68ad36136cab73abd022032a76fac395e511e7e4035b4103fd91b2f327b0,1,820001:825504,78,156,286,40,40,40,0.030523255813953487,0.0279796511627907
3129,823129,6,4,2,1,5,3,3,L6-O2-LC5-CB3,0.0109826420104925,0.003186435208747288,0.9858309227807602,4.497168834588233,-14.729383267510478,-15.966796492391902,-10.232214432922245,-14.036236086950533,-14.580502131272011,-8.845920071802354,2,5,T,5.190316015148178,4.4779132438137825,0.7124027713343959,,0,0,above_nonsaturation_range,1350c707c068ca6358fde7d338f9bba2a29421ead2cb8900515308c9d7356a5f,1350c707c068ca6358fde7d338f9bba2a29421ead2cb8900515308c9d7356a5f,1,820001:825504,78,156,286,40,40,40,0.2530886627906977,0.2467296511627907
3130,823130,8,6,2,2,6,4,4,L8-O2-LC6-CB4,0.008637485655036303,0.01267047166672165,0.9786920426782421,4.346942809207291,-18.587329296427427,-18.204166604052574,-13.857223794845282,-17.894182115867483,-16.817872242932683,-12.470929433725392,1,1,D,4.34694280920729,2.29792776712981,2.0490150420774795,very_strong,1,0,eligible_after_stratum_quota,d18cade3a900e7393195ef8862065468f1c556f631e01a9e2dc2a941940be97a,d18cade3a900e7393195ef8862065468f1c556f631e01a9e2dc2a941940be97a,1,820001:825504,78,156,287,40,40,40,0.2240188953488372,0.2336482558139535
3131,823131,10,8,2,3,7,5,5,L10-O2-LC7-CB5,9.525225384850873e-05,8.411931749946312e-05,0.999820628428652,9.258802494125527,-25.3972048752836,-25.52149731407621,-16.138402381158073,-24.704057694723655,-24.13520295295632,-14.752108020038182,1,2,T,9.951949674685475,8.490071964441043,1.4618777102444311,,0,0,above_nonsaturation_range,f3a63296af6029f952e2d9c36da74d4e6b2e0657ae66a1f712a8ca48af160264,f3a63296af6029f952e2d9c36da74d4e6b2e0657ae66a1f712a8ca48af160264,1,820001:825504,78,156,287,40,40,40,0.5374273255813954,0.5554142441860465
3132,823132,12,9,3,3,9,6,6,L12-O3-LC9-CB6,0.00018709558268790126,3.1396396822287366e-05,0.9997815080204897,8.58367241847508,-27.573792868427983,-29.358719356617566,-18.990120449952904,-26.88064568786804,-27.972424995497676,-17.603826088833014,1,2,T,9.276819599035026,8.160247435629802,1.116572163405222,,0,0,above_nonsaturation_range,7f55b8a6a63e25548264cadc0c91092c9816d502b267fdfc2f36f9dd62b0b76d,7f55b8a6a63e25548264cadc0c91092c9816d502b267fdfc2f36f9dd62b0b76d,1,820001:825504,78,156,287,40,40,40,0.5265261627906976,0.5152616279069767
3133,823133,16,12,4,4,12,8,8,L16-O4-LC12-CB8,1.0735613707447883e-07,2.5236519687299606e-07,0.9999996402786661,15.192388244841254,-38.09476674585589,-37.24004120499822,-22.047652960156963,-37.401619565295945,-35.85374684387833,-20.661358599037072,2,3,D,15.192388244841254,14.480039870058373,0.7123483747828812,,0,0,above_nonsaturation_range,082faaea71e4f4577e954c6c83b7bd464d25753e1ce3d3c45e3f7dec60dd2718,082faaea71e4f4577e954c6c83b7bd464d25753e1ce3d3c45e3f7dec60dd2718,1,820001:825504,78,156,287,40,40,40,0.7917877906976745,0.793968023255814
3134,823134,20,15,5,5,15,10,10,L20-O5-LC15-CB10,8.776639855248763e-11,1.7624374855508887e-11,0.9999999998946093,23.15634239284569,-46.87748138753079,-48.48287723162997,-23.7211389946851,-46.184334206970846,-47.09658287051008,-22.334844633565208,1,1,T,23.849489573405638,21.529806785508256,2.3196827878973805,,0,0,above_nonsaturation_range,90e50ef77b49b58af2fbc3f8eaf8f2708193406876ac6be19d72f7a99f8fb534,90e50ef77b49b58af2fbc3f8eaf8f2708193406876ac6be19d72f7a99f8fb534,1,820001:825504,78,156,287,40,40,40,0.9642078488372093,0.9622093023255814
3135,823135,24,18,6,6,18,12,12,L24-O6-LC18-CB12,1.040055536489098e-11,5.063165141543078e-12,0.9999999999845363,25.289161910721226,-56.12698026757996,-56.846847662985745,-30.837818356858737,-55.43383308702001,-55.46055330186586,-29.451523995738846,1,3,T,25.982309091281174,24.52043138103674,1.4618777102444311,,0,0,above_nonsaturation_range,bc56a734b56194c527727415d10cdd1f943b24e237b25233d789ffddfb87929b,bc56a734b56194c527727415d10cdd1f943b24e237b25233d789ffddfb87929b,1,820001:825504,78,156,287,40,40,40,0.981468023255814,0.9820130813953488
3136,823136,4,3,1,1,3,2,2,L4-O1-LC3-CB2,0.0510392537797702,0.02349188781070917,0.9254688584095206,2.897705464424104,-9.827826696867945,-10.603766553484549,-6.930121232443842,-9.134679516308,-9.217472192364658,-5.543826871323951,2,2,T,3.5908526449840488,1.5639090010674779,2.026943643916571,very_strong,1,0,eligible_after_stratum_quota,6b0f8e991e43985aab42b6a2bc5384eeb55cbc5dcb3a95647415320cbefcd540,6b0f8e991e43985aab42b6a2bc5384eeb55cbc5dcb3a95647415320cbefcd540,1,820001:825504,78,156,288,40,40,40,0.14553052325581395,0.1504360465116279
3137,823137,6,4,2,1,5,3,3,L6-O2-LC5-CB3,0.011880825143667825,0.002538947272030465,0.9855802275843016,4.418304763219428,-14.056292767616567,-15.599469000389062,-9.637988004397139,-13.363145587056621,-14.213174639269171,-8.251693643277248,1,1,T,5.111451943779374,3.1704895650234253,1.9409623787559493,,0,0,above_nonsaturation_range,64ea7b3222d1a2ee8c49bf8ce071dd860a47cd0216681dad79f340bf244144b3,64ea7b3222d1a2ee8c49bf8ce071dd860a47cd0216681dad79f340bf244144b3,1,820001:825504,78,156,288,40,40,40,0.25181686046511625,0.24000726744186046
3138,823138,8,6,2,2,6,4,4,L8-O2-LC6-CB4,0.18387529256370924,0.10148783042757265,0.7146368770087181,1.3575167793423648,-17.201034935307536,-17.79535381130065,-15.843518155965175,-16.507887754747593,-16.40905945018076,-14.457223794845284,5,7,T,2.0506639599023093,0.8762704826045307,1.1743934772977787,moderate,1,0,eligible_after_stratum_quota,7e454da0f878ec39e5f4d9d587f8f0a93cc9a64b9e91d19853ebd290ec9f2243,7e454da0f878ec39e5f4d9d587f8f0a93cc9a64b9e91d19853ebd290ec9f2243,1,820001:825504,79,156,288,40,40,40,0.07231104651162791,0.07503633720930232
3139,823139,10,8,2,3,7,5,5,L10-O2-LC7-CB5,0.0027752426887911862,0.0008036023273750412,0.9964211549838337,5.883431815784934,-21.90349945054128,-23.14288839919551,-16.02006763475634,-21.210352269981335,-21.75659403807562,-14.63377327363645,2,4,T,6.576578996344879,5.328720020939826,1.2478589754050526,,0,0,above_nonsaturation_range,0f3d87df3a693dc0ed330058987b7181bd402875652e4bbe1f90415956cb89bf,0f3d87df3a693dc0ed330058987b7181bd402875652e4bbe1f90415956cb89bf,1,820001:825504,79,156,288,40,40,40,0.35047238372093026,0.34356831395348836
3140,823140,12,9,3,3,9,6,6,L12-O3-LC9-CB6,4.158726063304662e-05,1.5034224596888697e-05,0.99994337851477,10.087660049290749,-29.411451843236005,-30.428916486913973,-19.323791793945254,-28.71830466267606,-29.042622125794082,-17.937497432825364,2,4,T,10.780807229850694,9.784454484178722,0.9963527456719712,,0,0,above_nonsaturation_range,54c6251edbb8e2d56515b27bdbb6ee1db1f320cbde0fe820686a6939267f2bfc,54c6251edbb8e2d56515b27bdbb6ee1db1f320cbde0fe820686a6939267f2bfc,1,820001:825504,79,156,288,40,40,40,0.6002906976744186,0.6011991279069767
3141,823141,16,12,4,4,12,8,8,L16-O4-LC12-CB8,3.1391276731677157e-09,5.6723448123272594e-09,0.9999999911885276,18.987663248734666,-40.21491967912317,-39.62326204995332,-20.635598801218652,-39.52177249856322,-38.23696768883343,-19.24930444009876,1,1,D,18.987663248734666,16.750848676251668,2.2368145724830004,,0,0,above_nonsaturation_range,56942e6a32f602cd8fec03e53b1ea6f6d0b25386dcba9950d7aa70eaaf82a511,56942e6a32f602cd8fec03e53b1ea6f6d0b25386dcba9950d7aa70eaaf82a511,1,820001:825504,79,156,288,40,40,40,0.8848110465116279,0.889171511627907
3142,823142,20,15,5,5,15,10,10,L20-O5-LC15-CB10,6.315630167988557e-09,2.7897523279438367e-09,0.9999999908946176,18.88023828794535,-45.883265262376064,-46.700339981725165,-27.0030269744307,-45.19011808181612,-45.31404562060528,-25.61673261331081,1,1,T,19.573385468505297,17.253702680607915,2.3196827878973805,,0,0,above_nonsaturation_range,2b15727e93df96c8a6857f2a5be5e679f3c730f7314367886d76eec3a3990568,2b15727e93df96c8a6857f2a5be5e679f3c730f7314367886d76eec3a3990568,1,820001:825504,79,156,288,40,40,40,0.8839026162790697,0.8866279069767442
3143,823143,24,18,6,6,18,12,12,L24-O6-LC18-CB12,1.8357807701983045e-09,2.964683197484143e-10,0.999999997867751,20.115795955955427,-53.9719490592159,-55.795233851719104,-33.85615310326047,-53.278801878655955,-54.40893949059922,-32.46985874214058,5,6,T,20.808943136515374,19.526849547389496,1.2820935891258758,,0,0,above_nonsaturation_range,6d68103927070d45d6d63f3c6bec19434a8bced154c1235b0024f7dfabb05a86,6d68103927070d45d6d63f3c6bec19434a8bced154c1235b0024f7dfabb05a86,1,820001:825504,79,156,288,40,40,40,0.9167877906976745,0.9118822674418605
3144,823144,4,3,1,1,3,2,2,L4-O1-LC3-CB2,0.004076401966058202,0.0014983303979420885,0.9944252676359998,5.496950221530435,-11.487626538507032,-12.488489846632612,-5.990676316976598,-10.794479357947086,-11.102195485512722,-4.604381955856708,1,1,T,6.19009740209038,4.391931978653161,1.7981654234372195,,0,0,above_nonsaturation_range,43f8081f0952673e40ab76422899d1b1a29e466e477c7ef0d9a706e855274fcb,43f8081f0952673e40ab76422899d1b1a29e466e477c7ef0d9a706e855274fcb,1,820001:825504,79,156,288,40,40,40,0.3203125,0.3164970930232558
3145,823145,6,4,2,1,5,3,3,L6-O2-LC5-CB3,0.00014044160589824381,4.352408181466613e-05,0.999816034312287,8.870534789354032,-16.884414475874543,-18.0558918720265,-8.013879686520513,-16.1912672953146,-16.66959751090661,-6.627585325400622,1,1,T,9.563681969913976,7.622719591158027,1.9409623787559493,,0,0,above_nonsaturation_range,1cbc41d791788ef815c4243ba40b5088e5fc095254650ab089268661d6cc399f,1cbc41d791788ef815c4243ba40b5088e5fc095254650ab089268661d6cc399f,1,820001:825504,79,156,288,40,40,40,0.5367005813953488,0.5325218023255814
3146,823146,8,6,2,2,6,4,4,L8-O2-LC6-CB4,1.7444318843511744e-05,2.235954431928448e-05,0.9999601961368371,10.708217484510337,-21.910682371410385,-21.662443130544503,-10.954225646034171,-21.21753519085044,-20.276148769424612,-9.56793128491428,1,1,D,10.708217484510335,8.659202442432857,2.0490150420774795,,0,0,above_nonsaturation_range,0626fd34d163a0133b22a50027bad8b5409cd111e6d55c06f457e8472aceec83,0626fd34d163a0133b22a50027bad8b5409cd111e6d55c06f457e8472aceec83,1,820001:825504,79,156,288,40,40,40,0.6202761627906976,0.6331758720930233
3147,823147,10,8,2,3,7,5,5,L10-O2-LC7-CB5,5.8212652273107764e-05,1.9186443858679505e-05,0.9999226009038682,9.751330431752997,-24.85167560877571,-25.961574352258772,-15.10034517702272,-24.158528428215767,-24.57527999113888,-13.71405081590283,1,2,T,10.444477612312943,8.982599902068511,1.4618777102444311,,0,0,above_nonsaturation_range,78ed054aebb0eae0aab50c96b4e4ac6ecfbbd3cfb83bb05d20fe46ef6ee8c70a,78ed054aebb0eae0aab50c96b4e4ac6ecfbbd3cfb83bb05d20fe46ef6ee8c70a,1,820001:825504,79,156,288,40,40,40,0.5863008720930233,0.5819404069767442
3148,823148,12,9,3,3,9,6,6,L12-O3-LC9-CB6,0.011723659482755654,0.010916551870351876,0.9773597886468924,4.423245864879548,-25.17114597670143,-25.242474797003776,-20.74790011182188,-24.477998796141485,-23.856180435883886,-19.36160575070199,10,11,T,5.116393045439494,3.7815604981418116,1.334832547297683,very_strong,1,0,eligible_after_stratum_quota,20298143faa48a8296bbf75a19d60befc40e7eb4b6f5bbcd6222e3399571c4c0,20298143faa48a8296bbf75a19d60befc40e7eb4b6f5bbcd6222e3399571c4c0,1,820001:825504,79,156,289,40,40,40,0.22056686046511628,0.24055232558139536
3149,823149,16,12,4,4,12,8,8,L16-O4-LC12-CB8,2.7009448755826683e-05,1.3935050249510924e-05,0.9999590555009946,10.519282853922775,-37.40221759555132,-38.06399708733525,-26.88293474162854,-36.70907041499137,-36.677702726215365,-25.496640380508648,2,4,T,11.21243003448272,10.500027263148324,0.7124027713343959,,0,0,above_nonsaturation_range,94ad88e397c647b550fe2a69fd22324936542c5464cfa597144b2fc7145f3ce9,94ad88e397c647b550fe2a69fd22324936542c5464cfa597144b2fc7145f3ce9,1,820001:825504,79,156,289,40,40,40,0.6179142441860465,0.6217296511627907
3150,823150,20,15,5,5,15,10,10,L20-O5-LC15-CB10,2.6849734513608866e-09,2.825121704279968e-10,0.9999999970325144,19.73559499382829,-47.14051669557942,-49.392221183892595,-27.404921701751118,-46.447369515019474,-48.00592682277271,-26.018627340631227,1,1,T,20.428742174388237,18.109059386490856,2.3196827878973805,,0,0,above_nonsaturation_range,fe3e0ecf5c169b645bc266f42d1d534011d90c04b13b08d5cd9882c94ed37bcd,fe3e0ecf5c169b645bc266f42d1d534011d90c04b13b08d5cd9882c94ed37bcd,1,820001:825504,79,156,289,40,40,40,0.9084302325581395,0.9026162790697675
3151,823151,24,18,6,6,18,12,12,L24-O6-LC18-CB12,6.832246705691392e-11,2.218569722783744e-11,0.9999999999094918,23.40678245669186,-55.845968003651215,-56.97075885056595,-32.43918554695934,-55.15282082309127,-55.58446448944606,-31.052891185839446,1,2,T,24.099929637251808,22.63805192700738,1.4618777102444311,,0,0,above_nonsaturation_range,9002911f627421eab0004c1881f1af457cd16c7081a523926d0ca31e53d73e17,9002911f627421eab0004c1881f1af457cd16c7081a523926d0ca31e53d73e17,1,820001:825504,79,156,289,40,40,40,0.9656613372093024,0.9654796511627907
3152,823152,4,3,1,1,3,2,2,L4-O1-LC3-CB2,0.005944514801276841,0.003935756671075802,0.9901197285276474,5.115356961498437,-10.44686590527417,-10.859231661592712,-5.331508943775732,-9.753718724714224,-9.472937300472822,-3.945214582655841,2,2,T,5.808504142058382,3.7815604981418116,2.026943643916571,,0,0,above_nonsaturation_range,51adac41b70742a6adc643200287d4b2b9a6608f18821e22b9aec5bef34c060f,51adac41b70742a6adc643200287d4b2b9a6608f18821e22b9aec5bef34c060f,1,820001:825504,79,156,289,40,40,40,0.2832485465116279,0.29269622093023256
3153,823153,6,4,2,1,5,3,3,L6-O2-LC5-CB3,4.285554325038961e-05,3.7310277059451756e-05,0.9999198341796902,10.057595388183765,-17.13203015923703,-17.270596346901797,-7.074434771053269,-16.438882978677086,-15.884301985781907,-5.6881404099333785,1,1,T,10.75074256874371,8.80978018998776,1.9409623787559493,,0,0,above_nonsaturation_range,3d35986b7e8ff3dce17825780a0bbfdef3649ec1cb761fbd3cf7249dd656297f,3d35986b7e8ff3dce17825780a0bbfdef3649ec1cb761fbd3cf7249dd656297f,1,820001:825504,79,156,289,40,40,40,0.5819404069767442,0.6004723837209303
3154,823154,8,6,2,2,6,4,4,L8-O2-LC6-CB4,0.2868336794625367,0.1032811809554427,0.6098851395820205,0.7543681099616788,-16.343368521478897,-17.36481587421177,-15.589000411517217,-15.650221340918952,-15.97852151309188,-14.202706050397326,2,2,T,1.4475152905216246,-0.11639371054585324,1.5639090010674779,moderate,1,0,eligible_after_stratum_quota,f66d392c9bc560a374ec63d9c01d32330cca780e6f34a4c864a98f9248122fa1,f66d392c9bc560a374ec63d9c01d32330cca780e6f34a4c864a98f9248122fa1,1,820001:825504,80,156,289,40,40,40,0.05686773255813953,0.05359738372093023
3155,823155,10,8,2,3,7,5,5,L10-O2-LC7-CB5,3.499420613642211e-07,3.87912603998665e-07,0.9999992621453346,14.762485032266333,-26.76284452548207,-26.659832060477942,-11.897347028211609,-26.069697344922126,-25.27353769935805,-10.511052667091718,1,3,D,14.762485032266333,13.451972374166418,1.310512658099915,,0,0,above_nonsaturation_range,9085f32768f1b7852048960e689d22f86d4ead49ee2b586557f6e70f69be7a3c,9085f32768f1b7852048960e689d22f86d4ead49ee2b586557f6e70f69be7a3c,1,820001:825504,80,156,289,40,40,40,0.7710755813953488,0.7814316860465116
3156,823156,12,9,3,3,9,6,6,L12-O3-LC9-CB6,1.2405364772101226e-07,1.8042668751716775e-08,0.9999998579036835,15.902551579896617,-30.351616676903053,-32.2795913529241,-14.44906509700644,-29.65846949634311,-30.89329699180421,-13.062770735886549,1,2,T,16.595698760456564,15.479126597051343,1.116572163405222,,0,0,above_nonsaturation_range,55d10bc0d70446e4f57008d273922177a8ceed558a327395a11296142f5ac50d,55d10bc0d70446e4f57008d273922177a8ceed558a327395a11296142f5ac50d,1,820001:825504,80,156,289,40,40,40,0.8197674418604651,0.8132267441860465
3157,823157,16,12,4,4,12,8,8,L16-O4-LC12-CB8,0.00024294129211166257,0.00015268316446248625,0.999604375543426,8.322295037324526,-33.88035067647801,-34.34480554060885,-25.55805563915348,-33.18720349591806,-32.958511179488966,-24.17176127803359,1,1,T,9.015442217884472,7.074479839128523,1.9409623787559493,,0,0,above_nonsaturation_range,689626acb81e47e909d036dff01cec2ffd5436578a3da646861516c4df46e94c,689626acb81e47e909d036dff01cec2ffd5436578a3da646861516c4df46e94c,1,820001:825504,80,156,289,40,40,40,0.49127906976744184,0.5001816860465116
3158,823158,20,15,5,5,15,10,10,L20-O5-LC15-CB10,3.4011357424510453e-07,1.9365778926927694e-07,0.9999994662286364,14.893985699446905,-45.715590667657956,-46.27877764279352,-30.82160496821105,-45.02244348709801,-44.892483281673634,-29.43531060709116,1,1,T,15.58713288000685,13.26745009210947,2.3196827878973805,,0,0,above_nonsaturation_range,8ce7fbb44077c3c48004eb3c8eb9e0f1ab17fdd38d87308cddc2b1796d8fac0d,8ce7fbb44077c3c48004eb3c8eb9e0f1ab17fdd38d87308cddc2b1796d8fac0d,1,820001:825504,80,156,289,40,40,40,0.7803415697674418,0.7845203488372093
3159,823159,24,18,6,6,18,12,12,L24-O6-LC18-CB12,1.3433165948866175e-10,8.022683613838774e-11,0.9999999997854415,22.730709302895217,-55.75180335083145,-56.26725708955708,-33.021094047936224,-55.058656170271504,-54.88096272843719,-31.634799686816333,1,2,T,23.423856483455165,21.961978773210735,1.4618777102444311,,0,0,above_nonsaturation_range,cbe09732bdf9cc936b74553d9783a0d3ae734c4198f0efffb182949ace076640,cbe09732bdf9cc936b74553d9783a0d3ae734c4198f0efffb182949ace076640,1,820001:825504,80,156,289,40,40,40,0.9543968023255814,0.956031976744186
3160,823160,4,3,1,1,3,2,2,L4-O1-LC3-CB2,0.04067777714400493,0.023476766372402723,0.9358454564835923,3.1357684250412348,-10.744779488419566,-11.29445014853485,-7.609011063378329,-10.05163230785962,-9.908155787414959,-6.222716702258438,1,3,T,3.82891560560118,3.0613410804085603,0.7675745251926198,very_strong,1,0,eligible_after_stratum_quota,41148405a5b2f3f4798dcdfb27c36b2aa4c277cf92fd5860e0bf5eadef879330,41148405a5b2f3f4798dcdfb27c36b2aa4c277cf92fd5860e0bf5eadef879330,1,820001:825504,80,156,290,40,40,40,0.15915697674418605,0.16006540697674418
3161,823161,6,4,2,1,5,3,3,L6-O2-LC5-CB3,0.0033783085640009623,0.0027535008626006483,0.9938681905733984,5.684229433417967,-14.976998950872968,-15.181500967267203,-9.292769517455,-14.283851770313023,-13.795206606147312,-7.906475156335109,2,2,T,6.377376613977912,4.4779132438137825,1.89946337016413,,0,0,above_nonsaturation_range,a07393458db41e136f6024d29aeb111f4481a175e3dccf0399debea7e48c4b0e,a07393458db41e136f6024d29aeb111f4481a175e3dccf0399debea7e48c4b0e,1,820001:825504,80,156,290,40,40,40,0.3101380813953488,0.3257630813953488
