position,seed,history_length,ordinary_slice_count,overwhelming_slice_count,high_control_slice_count,low_control_slice_count,integrated_broadcast_slice_count,collapsed_broadcast_slice_count,profile_signature,q_T,q_D,q_P,m0,log_joint_T,log_joint_D,log_joint_P,log_likelihood_T,log_likelihood_D,log_likelihood_P,first_P_selection_time,first_qP_0_60_crossing_time,final_runner_up,cumulative_P_runner_up_log_BF,post_selection_log_BF,pre_and_selection_log_BF,stratum,eligible,retained,reason,state_sha256,reload_sha256,rehash_ok,released_block_authorization,cumulative_moderate,cumulative_strong,cumulative_very_strong,retained_moderate,retained_strong,retained_very_strong,q_P_ECDF,m0_ECDF
1,820001,6,4,2,1,5,3,3,L6-O2-LC5-CB3,0.07885863463657082,0.03234736322871481,0.8887940021347144,2.4222086754937826,-13.254159339806122,-14.145283644329876,-10.831950664312338,-12.561012159246177,-12.758989283209985,-9.445656303192447,2,2,T,3.1153558560537284,0.8182639227442678,2.297091933309461,strong,1,1,retained_first_eligible,cdfb4930901fd6a98b60bc9d34265ddcc57f2ac534cfe6f60d4099917434b713,cdfb4930901fd6a98b60bc9d34265ddcc57f2ac534cfe6f60d4099917434b713,1,820001:825504,0,1,0,0,1,0,0.12917877906976744,0.1237281976744186
2,820002,8,6,2,2,6,4,4,L8-O2-LC6-CB4,0.08273597011653189,0.05442182229695407,0.8628422075865141,2.3445773781720978,-17.448650618670026,-17.867539854543914,-15.104073240497929,-16.755503438110082,-16.481245493424023,-13.717778879378038,5,5,T,3.037724558732043,1.176270482604531,1.8614540761275122,strong,1,1,retained_first_eligible,785004d2e538a70ff6f88e90c2d090ee5e493cb732a45995dea0666a989140a1,785004d2e538a70ff6f88e90c2d090ee5e493cb732a45995dea0666a989140a1,1,820001:825504,0,2,0,0,2,0,0.11428052325581395,0.12191133720930232
3,820003,10,8,2,3,7,5,5,L10-O2-LC7-CB5,0.0009175477450409818,0.00036749495877367845,0.9987149572961853,6.992520072118465,-24.197758125272717,-25.11275314110315,-17.20523805315425,-23.504610944712773,-23.726458779983258,-15.81894369203436,5,5,T,7.68566725267841,5.6270810290384,2.0585862236400105,,0,0,above_nonsaturation_range,0b0c94442a3da213304bbf6fcd94088de3da8798a2774502e83c9c0286d55f8e,0b0c94442a3da213304bbf6fcd94088de3da8798a2774502e83c9c0286d55f8e,1,820001:825504,0,2,0,0,2,0,0.41587936046511625,0.4147892441860465
4,820004,12,9,3,3,9,6,6,L12-O3-LC9-CB6,0.00037295326163915585,0.00022117000065972444,0.9994058767377011,7.893463150264662,-26.468510771236854,-26.991032239549494,-18.575047620972192,-25.77536359067691,-25.604737878429603,-17.1887532598523,1,2,T,8.586610330824607,7.470038167419386,1.116572163405222,,0,0,above_nonsaturation_range,ad2c62d144c4b5b27a6ade548dce338769e3c080e764a3d864670668ae3acef1,ad2c62d144c4b5b27a6ade548dce338769e3c080e764a3d864670668ae3acef1,1,820001:825504,0,2,0,0,2,0,0.46620639534883723,0.47165697674418605
5,820005,16,12,4,4,12,8,8,L16-O4-LC12-CB8,1.21709224860693e-05,9.513761222245142e-06,0.9999783153162917,11.316439168912995,-35.083550818193686,-35.32986122214569,-23.76711164928068,-34.39040363763374,-33.9435668610258,-22.380817288160788,4,6,T,12.009586349472942,10.80426182789894,1.205324521574001,,0,0,above_nonsaturation_range,ee6aa16f3308c28f04efdf6b7c7f308a0bbdd9a7374c13e70f555f63f61a2576,ee6aa16f3308c28f04efdf6b7c7f308a0bbdd9a7374c13e70f555f63f61a2576,1,820001:825504,0,2,0,0,2,0,0.6493459302325582,0.6600654069767442
6,820006,20,15,5,5,15,10,10,L20-O5-LC15-CB10,7.144331705171076e-05,3.619504687026452e-05,0.9998923616360781,9.54649854702164,-43.06532809256892,-43.74531017667239,-33.51882954554727,-42.37218091200897,-42.3590158155525,-32.13253518442738,1,1,T,10.239645727581586,7.919962939684205,2.3196827878973805,,0,0,above_nonsaturation_range,2f60ac39c7fc630e7311fc330f2ab76a22722188bda27a2eb344ea261c9a1646,2f60ac39c7fc630e7311fc330f2ab76a22722188bda27a2eb344ea261c9a1646,1,820001:825504,0,2,0,0,2,0,0.5679505813953488,0.5699491279069767
7,820007,24,18,6,6,18,12,12,L24-O6-LC18-CB12,1.1664707817361372e-10,7.17252853271866e-12,0.9999999998761804,22.871868165455417,-55.786681625928225,-58.575576329340464,-32.91481346047281,-55.09353444536828,-57.18928196822058,-31.528519099352916,1,2,T,23.565015346015365,22.10313763577093,1.4618777102444311,,0,0,above_nonsaturation_range,7d906469d3566d1f847c35844aa69cb04d5f4f511caac421266a449287bbff77,7d906469d3566d1f847c35844aa69cb04d5f4f511caac421266a449287bbff77,1,820001:825504,0,2,0,0,2,0,0.9620276162790697,0.9576671511627907
8,820008,4,3,1,1,3,2,2,L4-O1-LC3-CB2,0.07208364731589326,0.047290101974827296,0.8806262507092794,2.502806089941966,-10.284426396791364,-10.705952596727814,-7.781620306849398,-9.591279216231419,-9.319658235607923,-6.395325945729507,3,3,T,3.1959532705019114,1.4618777102444311,1.7340755602574802,strong,1,1,retained_first_eligible,6446dec70d6265b9eb07650d169893861f688a9b16d6d2e31ff4309565ec0ebe,6446dec70d6265b9eb07650d169893861f688a9b16d6d2e31ff4309565ec0ebe,1,820001:825504,0,3,0,0,3,0,0.12154796511627906,0.12990552325581395
9,820009,6,4,2,1,5,3,3,L6-O2-LC5-CB3,0.00559114523001281,0.0021874903527404955,0.9922213644172466,5.1787620946202315,-15.77014390074334,-16.708573109063835,-10.59138180612311,-15.076996720183395,-15.322278747943944,-9.205087445003219,2,2,T,5.871909275180176,2.941855006771447,2.9300542684087296,,0,0,above_nonsaturation_range,672276f0508277c7d8bf96038edce8f7c4078b4b57d02decfbfc36e04c452f2b,672276f0508277c7d8bf96038edce8f7c4078b4b57d02decfbfc36e04c452f2b,1,820001:825504,0,3,0,0,3,0,0.29778343023255816,0.2956031976744186
10,820010,8,6,2,2,6,4,4,L8-O2-LC6-CB4,0.00022892213093260685,3.641493153359902e-05,0.9997346629375338,8.381863279561637,-19.18571379391223,-21.024116802546473,-10.803850514350597,-18.492566613352288,-19.637822441426582,-9.417556153230706,1,1,T,9.075010460121582,6.755327672224203,2.3196827878973805,,0,0,above_nonsaturation_range,c26e8fa7f0a9bd23e53dca610a9d1b1d81f8e3c36f9516db13a14f749e383429,c26e8fa7f0a9bd23e53dca610a9d1b1d81f8e3c36f9516db13a14f749e383429,1,820001:825504,0,3,0,0,3,0,0.5167151162790697,0.504905523255814
11,820011,10,8,2,3,7,5,5,L10-O2-LC7-CB5,0.003836177642499992,0.0034265471814701174,0.9927372751760298,5.55598958692102,-22.389742339326183,-22.50266570305152,-16.833752752405164,-21.69659515876624,-21.11637134193163,-15.447458391285274,1,2,T,6.249136767480964,4.787259057236533,1.4618777102444311,,0,0,above_nonsaturation_range,29147e34b3849e85e0bec6b620fc3551a8f0f22ffb4c76d6e6ff38f16f91a9d0,29147e34b3849e85e0bec6b620fc3551a8f0f22ffb4c76d6e6ff38f16f91a9d0,1,820001:825504,0,3,0,0,3,0,0.30178052325581395,0.31813226744186046
12,820012,12,9,3,3,9,6,6,L12-O3-LC9-CB6,1.8865085915898917e-07,4.024442610689955e-08,0.9999997711047147,15.483367607402599,-30.623640462891746,-32.168566951081324,-15.140272855489147,-29.930493282331803,-30.782272589961433,-13.753978494369257,1,2,T,16.176514787962546,15.059942624557324,1.116572163405222,,0,0,above_nonsaturation_range,1284c4bdaf651fe4d1f03d5c2acaf0a959d7ca10c7e4a749da6d4250bf7af0e3,1284c4bdaf651fe4d1f03d5c2acaf0a959d7ca10c7e4a749da6d4250bf7af0e3,1,820001:825504,0,3,0,0,3,0,0.8039607558139535,0.8010537790697675
13,820013,16,12,4,4,12,8,8,L16-O4-LC12-CB8,6.245836000174316e-05,9.48124763755326e-05,0.9998427291636228,9.26345226682121,-37.735009453793495,-37.31760854058893,-28.054156273767717,-37.04186227323355,-35.93131417946904,-26.667861912647826,1,5,D,9.263452266821208,8.726565700771939,0.5368865660492703,,0,0,above_nonsaturation_range,98e10b9b2b6f2a9d3509de427ffa9198c709e865127c9b8213424055396057b1,98e10b9b2b6f2a9d3509de427ffa9198c709e865127c9b8213424055396057b1,1,820001:825504,0,3,0,0,3,0,0.5465116279069767,0.5565043604651163
14,820014,20,15,5,5,15,10,10,L20-O5-LC15-CB10,7.78644687244151e-11,2.8766773887571098e-11,0.9999999998933689,23.276051380932437,-50.574935742598754,-51.57068444081189,-27.298884361666317,-49.88178856203881,-50.184390079692,-25.912590000546427,1,1,T,23.969198561492384,21.649515773595002,2.3196827878973805,,0,0,above_nonsaturation_range,d92a7c438df3c0f6aed4123579a384eb6b991485a9d56fda2fdc9bbd2cc8945c,d92a7c438df3c0f6aed4123579a384eb6b991485a9d56fda2fdc9bbd2cc8945c,1,820001:825504,0,3,0,0,3,0,0.963844476744186,0.9642078488372093
15,820015,24,18,6,6,18,12,12,L24-O6-LC18-CB12,9.320057170776454e-11,1.4525063947190153e-10,0.9999999997615487,22.652560317407342,-57.92225418388165,-57.47854724147511,-34.825986924067756,-57.2291070033217,-56.092252880355225,-33.43969256294787,4,4,D,22.652560317407342,21.218156033962657,1.4344042834446868,,0,0,above_nonsaturation_range,7540aa6654af9e2ca7df192e4c6a95b15e97b6d98489e4685a965d6deb156fc6,7540aa6654af9e2ca7df192e4c6a95b15e97b6d98489e4685a965d6deb156fc6,1,820001:825504,0,3,0,0,3,0,0.9534883720930233,0.9554869186046512
16,820016,4,3,1,1,3,2,2,L4-O1-LC3-CB2,0.003019446165836634,0.002695791049132685,0.9942847627850306,5.796950221530436,-11.487626538507032,-11.601008278264647,-5.690676316976598,-10.794479357947086,-10.214713917144756,-4.304381955856707,1,2,T,6.490097402090381,5.722522876897761,0.7675745251926198,,0,0,above_nonsaturation_range,ede9c0dcf2ead67ffc6f3d6ab143bedd156fc6f6480be0fcc376aba13306defd,ede9c0dcf2ead67ffc6f3d6ab143bedd156fc6f6480be0fcc376aba13306defd,1,820001:825504,0,3,0,0,3,0,0.3168604651162791,0.33757267441860467
17,820017,6,4,2,1,5,3,3,L6-O2-LC5-CB3,0.0005310748884437637,0.0001323276690319168,0.9993365974425243,7.539943891109431,-16.512990950830808,-17.9026128071616,-8.97304705972138,-15.819843770270863,-16.51631844604171,-7.586752698601488,1,1,T,8.233091071669376,6.292128692913427,1.9409623787559493,,0,0,above_nonsaturation_range,1bb95718396a1892cb6ed768e5fe16f75f8e6465778f9d3e58947a142ac1d3b7,1bb95718396a1892cb6ed768e5fe16f75f8e6465778f9d3e58947a142ac1d3b7,1,820001:825504,0,3,0,0,3,0,0.45912063953488375,0.45130813953488375
18,820018,8,6,2,2,6,4,4,L8-O2-LC6-CB4,0.011689864748021606,0.007059705449049452,0.9812504298029289,4.430105501582146,-18.587329296427427,-19.091648172420538,-14.157223794845283,-17.894182115867483,-17.705353811300647,-12.770929433725392,2,2,T,5.123252682142092,3.559343681074614,1.5639090010674779,,0,0,above_nonsaturation_range,40b8fcf7887beaaf531deffb5bc05e949a5def68246a20cb036e5cffc8fd15d6,40b8fcf7887beaaf531deffb5bc05e949a5def68246a20cb036e5cffc8fd15d6,1,820001:825504,0,3,0,0,3,0,0.23655523255813954,0.24109738372093023
19,820019,10,8,2,3,7,5,5,L10-O2-LC7-CB5,0.35505842832079765,0.06511107768764095,0.5798304939915615,0.49045344633627663,-21.058980964224485,-22.755168628065213,-20.568527517888214,-20.36583378366454,-21.368874266945323,-19.182233156768323,1,2,T,1.1836006268962223,-0.2782770833482089,1.4618777102444311,,0,0,below_formed_range,df0fbdcebe6fbbd00f329a3c086372656da7e9266d3bf905585498814aa19b14,df0fbdcebe6fbbd00f329a3c086372656da7e9266d3bf905585498814aa19b14,1,820001:825504,0,3,0,0,3,0,0.05123546511627907,0.046329941860465115
20,820020,12,9,3,3,9,6,6,L12-O3-LC9-CB6,3.707090752685414e-06,6.666309801831801e-07,0.9999956262782671,12.505258778927464,-28.290750121358744,-30.00651616593042,-15.785491342431282,-27.5976029407988,-28.62022180481053,-14.399196981311391,3,3,T,13.19840595948741,10.815332761017327,2.3830731984700826,,0,0,above_nonsaturation_range,59a6cbb4e1431b6c958fe2eb408d67e59271f713ef3333a9aeae0d059226b00d,59a6cbb4e1431b6c958fe2eb408d67e59271f713ef3333a9aeae0d059226b00d,1,820001:825504,0,3,0,0,3,0,0.7140261627906976,0.7073037790697675
21,820021,16,12,4,4,12,8,8,L16-O4-LC12-CB8,0.00022560460992318823,3.1964284357965405e-05,0.9997424311057188,8.396469002421611,-36.11532297348647,-38.069487761291,-27.718853971064856,-35.422175792926524,-36.68319340017111,-26.332559609944965,1,1,T,9.089616182981556,7.1486538042256065,1.9409623787559493,,0,0,above_nonsaturation_range,60df9a6d57effaba310fccd92a2c213025ad7337bddae0db8e657ff4983bd1e0,60df9a6d57effaba310fccd92a2c213025ad7337bddae0db8e657ff4983bd1e0,1,820001:825504,0,3,0,0,3,0,0.5187136627906976,0.5061773255813954
22,820022,20,15,5,5,15,10,10,L20-O5-LC15-CB10,2.1091130782505572e-08,8.464003918843983e-09,0.9999999704448652,17.674413197339092,-46.397669645491945,-47.310699917426874,-28.72325644815285,-45.704522464932,-45.924405556306986,-27.33696208703296,1,1,T,18.367560377899036,16.047877590001658,2.3196827878973805,,0,0,above_nonsaturation_range,da0783e074c624932c6cff0bdc4564ee98efd7c9c553f80d4190f9921ffe48bb,da0783e074c624932c6cff0bdc4564ee98efd7c9c553f80d4190f9921ffe48bb,1,820001:825504,0,3,0,0,3,0,0.8573764534883721,0.8571947674418605
23,820023,24,18,6,6,18,12,12,L24-O6-LC18-CB12,1.2082850496690212e-10,2.6015756531930245e-11,0.9999999998531558,22.836648889848064,-57.188395611734244,-58.724065462743795,-34.35174672188618,-56.495248431174296,-57.33777110162391,-32.96545236076629,2,2,T,23.52979607040801,21.60034383497096,1.9294522354370502,,0,0,above_nonsaturation_range,91d96c4ef55fac2ff7ec6c2f5137aa9de05c0202da709235f2a48cb93a4e99a1,91d96c4ef55fac2ff7ec6c2f5137aa9de05c0202da709235f2a48cb93a4e99a1,1,820001:825504,0,3,0,0,3,0,0.9600290697674418,0.9573037790697675
24,820024,4,3,1,1,3,2,2,L4-O1-LC3-CB2,0.3763258575488872,0.18308402381428504,0.4405901186368278,0.15765959656609888,-8.411889146886566,-9.132399363383945,-8.254229550320467,-7.71874196632662,-7.746105002264054,-6.867935189200576,3,,T,0.8508067771260446,0.13128681199983072,0.7195199651262139,,0,0,below_formed_range,31693bc180462c7378f956616139f9bd5c440c92974a11d1a6b61b7142147134,31693bc180462c7378f956616139f9bd5c440c92974a11d1a6b61b7142147134,1,820001:825504,0,3,0,0,3,0,0.037427325581395346,0.03833575581395349
25,820025,6,4,2,1,5,3,3,L6-O2-LC5-CB3,0.7661320008516581,0.21747539442819505,0.01639260472014681,-3.844524178334468,-10.664664836970562,-11.923933601673152,-14.50918901530503,-9.971517656410617,-10.537639240553261,-13.122894654185139,1,1,T,-3.151376997774523,-5.0923393765304725,1.9409623787559493,,0,0,below_formed_range,24394109da260d283a9790ab34a8c685e40b2de168a3bd805681cc9e5d7bf30c,24394109da260d283a9790ab34a8c685e40b2de168a3bd805681cc9e5d7bf30c,1,820001:825504,0,3,0,0,3,0,0.002543604651162791,0.002180232558139535
26,820026,8,6,2,2,6,4,4,L8-O2-LC6-CB4,0.005112813164272893,0.002329682661462531,0.9925575041742645,5.26853517547915,-18.254537438185256,-19.040555150798905,-12.986002262706105,-17.561390257625312,-17.654260789679014,-11.599707901586214,1,1,T,5.961682356039096,3.641999568141715,2.3196827878973805,,0,0,above_nonsaturation_range,ca3722f5930b348848175baf22213fb9430524c53ad833654fda63efa642f167,ca3722f5930b348848175baf22213fb9430524c53ad833654fda63efa642f167,1,820001:825504,0,3,0,0,3,0,0.30050872093023256,0.30050872093023256
27,820027,10,8,2,3,7,5,5,L10-O2-LC7-CB5,6.418084089015944e-05,3.976545784782791e-05,0.999896053701262,9.653701868607666,-24.94060517536018,-25.419311270832942,-15.286903306752517,-24.247457994800236,-24.03301690971305,-13.900608945632627,1,2,T,10.346849049167611,8.884971338923181,1.4618777102444311,,0,0,above_nonsaturation_range,51f288fb0dbfa0e49ad188e433c55dcccc0a19db04c9f8e372c28331bdbbc4c5,51f288fb0dbfa0e49ad188e433c55dcccc0a19db04c9f8e372c28331bdbbc4c5,1,820001:825504,0,3,0,0,3,0,0.5706758720930233,0.5763081395348837
28,820028,12,9,3,3,9,6,6,L12-O3-LC9-CB6,0.0018071574900938281,0.002679685079547871,0.9955131574303583,5.917559060336535,-26.677494787797784,-26.28355067118153,-20.36599161084499,-25.98434760723784,-24.89725631006164,-18.9796972497251,1,3,D,5.917559060336535,4.286250608746218,1.631308451590317,,0,0,above_nonsaturation_range,068097518199a63f71fcae41fa67a62e1f54646ae23abde13931ca4eb958afaa,068097518199a63f71fcae41fa67a62e1f54646ae23abde13931ca4eb958afaa,1,820001:825504,0,3,0,0,3,0,0.33375726744186046,0.3450218023255814
29,820029,16,12,4,4,12,8,8,L16-O4-LC12-CB8,1.0579097289109236e-06,2.672139591480106e-07,0.9999986748763119,13.759214225434194,-36.86715850151402,-38.243159105283354,-23.107944276079813,-36.17401132095407,-36.85686474416347,-21.721649914959922,1,1,T,14.45236140599414,12.51139902723819,1.9409623787559493,,0,0,above_nonsaturation_range,2f280ee8bcf2284038af7eb5fcdb800ebce73b72e0df459bc8f6b84a440d8fd1,2f280ee8bcf2284038af7eb5fcdb800ebce73b72e0df459bc8f6b84a440d8fd1,1,820001:825504,0,3,0,0,3,0,0.7501816860465116,0.7480014534883721
30,820030,20,15,5,5,15,10,10,L20-O5-LC15-CB10,0.08109696137403317,0.04318473091001899,0.8757183077159478,2.379398979913517,-41.72557823952715,-42.35573675068759,-39.34617925961363,-41.032431058967205,-40.9694423895677,-37.95988489849374,1,1,T,3.072546160473461,0.7528633725760809,2.3196827878973805,strong,1,1,retained_first_eligible,46fd0d2269b38f03b36325648a27712ab5a41b9cd269e15866dd94db468e82fc,46fd0d2269b38f03b36325648a27712ab5a41b9cd269e15866dd94db468e82fc,1,820001:825504,0,4,0,0,4,0,0.11918604651162791,0.12209302325581395
31,820031,24,18,6,6,18,12,12,L24-O6-LC18-CB12,8.410520648485796e-11,8.689899660754994e-12,0.999999999907205,23.198952642510807,-55.02169817038884,-57.291605251021565,-31.822745527878027,-54.32855098982889,-55.90531088990168,-30.436451166758136,1,4,T,23.892099823070755,22.43022211282632,1.4618777102444311,,0,0,above_nonsaturation_range,c0a1077ebaf1ab8e79f247f85cd2176173f6e6c2a5f2e8204193335f539a54a7,c0a1077ebaf1ab8e79f247f85cd2176173f6e6c2a5f2e8204193335f539a54a7,1,820001:825504,0,4,0,0,4,0,0.9651162790697675,0.9625726744186046
32,820032,4,3,1,1,3,2,2,L4-O1-LC3-CB2,0.04056668760154,0.011057400172670024,0.94837591222579,3.151803728154568,-9.615089288602235,-10.914936613288743,-6.463285560447666,-8.92194210804229,-9.528642252168853,-5.076991199327775,1,3,T,3.844950908714514,2.728378745309292,1.116572163405222,very_strong,1,1,retained_first_eligible,8c3caacc795ae6dd6a782136374302a8bf355913ac783c3b061d7ca8e9f9dfbe,8c3caacc795ae6dd6a782136374302a8bf355913ac783c3b061d7ca8e9f9dfbe,1,820001:825504,0,4,1,0,4,1,0.17242005813953487,0.1673328488372093
33,820033,6,4,2,1,5,3,3,L6-O2-LC5-CB3,0.04167663214438895,0.03942588544892873,0.9188974824066823,3.093233971210183,-14.631465222985943,-14.686983222819245,-11.538231251775759,-13.938318042425998,-13.300688861699355,-10.151936890655868,2,2,T,3.7863811517701285,1.8869177816059983,1.89946337016413,very_strong,1,1,retained_first_eligible,5c667e55a15b4bbb3894f58326d02ae9292cb6f750774edecfd1fe601246741d,5c667e55a15b4bbb3894f58326d02ae9292cb6f750774edecfd1fe601246741d,1,820001:825504,0,4,2,0,4,2,0.1431686046511628,0.15661337209302326
34,820034,8,6,2,2,6,4,4,L8-O2-LC6-CB4,8.579180743423076e-05,4.470056287312242e-05,0.9998695076296926,9.363456539593635,-20.226474427145096,-20.878411850850444,-10.863017887551464,-19.533327246585152,-19.492117489730553,-9.476723526431574,3,3,T,10.05660372015358,7.749466520814332,2.307137199339249,,0,0,above_nonsaturation_range,f7f1104b6cdafec1de58e8bfad2397be89a5ca1da0534bc9aac241c229efab97,f7f1104b6cdafec1de58e8bfad2397be89a5ca1da0534bc9aac241c229efab97,1,820001:825504,0,4,2,0,4,2,0.557594476744186,0.5625
35,820035,10,8,2,3,7,5,5,L10-O2-LC7-CB5,9.841033402805702e-05,5.944370958837373e-05,0.9998421459563835,9.226206872306133,-23.687107133861605,-24.19122314559724,-14.460900261555476,-22.993959953301662,-22.80492878447735,-13.074605900435586,3,3,T,9.919354052866078,8.394085932048945,1.5252681208171326,,0,0,above_nonsaturation_range,cc2fc406e1f64733bc6be5fad272671601094ae136ea296e3c835393b394a2d9,cc2fc406e1f64733bc6be5fad272671601094ae136ea296e3c835393b394a2d9,1,820001:825504,0,4,2,0,4,2,0.5463299418604651,0.5537790697674418
36,820036,12,9,3,3,9,6,6,L12-O3-LC9-CB6,0.0016474205001916964,0.0004396272753408322,0.9979129522244674,6.406455318872547,-27.960636018157846,-29.281674762133875,-21.5541806992853,-27.267488837597902,-27.895380401013984,-20.16788633816541,1,4,T,7.099602499432493,6.332027974239873,0.7675745251926198,,0,0,above_nonsaturation_range,7dd8602c35300f07090d3b012b07a73984592b0b81a7a75ce2e99374d841b89a,7dd8602c35300f07090d3b012b07a73984592b0b81a7a75ce2e99374d841b89a,1,820001:825504,0,4,2,0,4,2,0.38335755813953487,0.3797238372093023
37,820037,16,12,4,4,12,8,8,L16-O4-LC12-CB8,3.706224430992199e-08,2.996359480373966e-09,0.9999999599413961,17.11066701904278,-38.926543362527816,-41.44174409514202,-21.81587634348503,-38.23339618196787,-40.05544973402213,-20.42958198236514,4,4,T,17.803814199602726,16.176514787962546,1.6272994116401802,,0,0,above_nonsaturation_range,71391837f65886c376acf49d66d998312d4193f35c978e6e3f0eb3385f2f4faf,71391837f65886c376acf49d66d998312d4193f35c978e6e3f0eb3385f2f4faf,1,820001:825504,0,4,2,0,4,2,0.8502906976744186,0.845203488372093
38,820038,20,15,5,5,15,10,10,L20-O5-LC15-CB10,0.00377620586740177,0.007590684927155964,0.9886331092054423,4.869401463246823,-41.49218612034002,-40.793984059037705,-35.92458259579087,-40.799038939780075,-39.40768969791782,-34.538288234670986,4,6,D,4.869401463246824,3.9552114575424238,0.9141900057044001,,0,0,above_nonsaturation_range,694e4f0f6c5ee7f99ff4ed67507f0b66ad5088104bd2142c11c35acad831ae4b,694e4f0f6c5ee7f99ff4ed67507f0b66ad5088104bd2142c11c35acad831ae4b,1,820001:825504,0,4,2,0,4,2,0.2632630813953488,0.27398255813953487
39,820039,24,18,6,6,18,12,12,L24-O6-LC18-CB12,1.1581568628446416e-08,2.853848755015977e-09,0.9999999855645826,18.273850899397864,-54.696819153423235,-56.097565552923804,-36.42296825402536,-54.00367197286329,-54.71127119180392,-35.036673892905476,3,3,T,18.966998079957808,17.441729959140677,1.525268120817133,,0,0,above_nonsaturation_range,76167e7b792108d4c16960d498348d088be8babd098f99f09d94673d85b70f1e,76167e7b792108d4c16960d498348d088be8babd098f99f09d94673d85b70f1e,1,820001:825504,0,4,2,0,4,2,0.8737281976744186,0.8706395348837209
40,820040,4,3,1,1,3,2,2,L4-O1-LC3-CB2,0.5259422214497979,0.4301002208365672,0.04395755771363497,-2.4819667905744143,-7.485947877394874,-7.6871209857031255,-9.96791466796929,-6.792800696834929,-6.300826624583235,-8.581620306849398,,,T,-1.7888196100144689,0.0,-1.7888196100144689,,0,0,below_formed_range,b8e1dfb3e80af514f8ba7e35ea8438f0623016f4994dcdfd01bdf0bbd294e23c,b8e1dfb3e80af514f8ba7e35ea8438f0623016f4994dcdfd01bdf0bbd294e23c,1,820001:825504,0,4,2,0,4,2,0.006540697674418605,0.0078125
41,820041,6,4,2,1,5,3,3,L6-O2-LC5-CB3,0.0963294818823278,0.04995206124159891,0.8537184568760733,2.1818270454596016,-13.988017911953518,-14.644728559797118,-11.806190866493917,-13.294870731393573,-13.258434198677227,-10.419896505374027,1,1,T,2.874974226019546,0.9340118472635968,1.9409623787559493,strong,1,1,retained_first_eligible,b152390300eec85783c350526a9d8e44009f4eb7aa1acb12e40f425ba10072b1,b152390300eec85783c350526a9d8e44009f4eb7aa1acb12e40f425ba10072b1,1,820001:825504,0,5,2,0,5,2,0.11137354651162791,0.1146438953488372
42,820042,8,6,2,2,6,4,4,L8-O2-LC6-CB4,0.00011301905358035659,3.82407016296826e-05,0.99984874024479,9.087802866514483,-20.622306054815034,-21.70596203899727,-11.534503188300548,-19.92915887425509,-20.31966767787738,-10.148208827180657,2,2,T,9.78095004707443,8.217041046006951,1.5639090010674779,,0,0,above_nonsaturation_range,2cff044bb10935b0ba7d7b850bfb2deb9e7b4ed8a2e3e1b636e044d43718a0c8,2cff044bb10935b0ba7d7b850bfb2deb9e7b4ed8a2e3e1b636e044d43718a0c8,1,820001:825504,0,5,2,0,5,2,0.5486918604651163,0.5476017441860465
43,820043,10,8,2,3,7,5,5,L10-O2-LC7-CB5,0.3605647132006135,0.39510123345195275,0.24433405334743372,-0.4806056592193892,-21.356894547369887,-21.26542397827142,-21.74602963749081,-20.663747366809943,-19.87912961715153,-20.35973527637092,1,2,D,-0.4806056592193886,-1.7911183173193035,1.310512658099915,,0,0,below_formed_range,24396529ded0694efc2de239069b64044ff0c08787cf373102fc0608f06ccf64,24396529ded0694efc2de239069b64044ff0c08787cf373102fc0608f06ccf64,1,820001:825504,0,5,2,0,5,2,0.021984011627906978,0.024709302325581394
44,820044,12,9,3,3,9,6,6,L12-O3-LC9-CB6,2.563363921815663e-05,7.424178512804614e-06,0.999966942182269,10.571571978739797,-28.801401112769852,-30.040564593068364,-18.229829134030055,-28.10825393220991,-28.654270231948473,-16.843534772910164,1,1,T,11.264719159299743,9.466553735862522,1.7981654234372195,,0,0,above_nonsaturation_range,73f4f0d317190552028263d5d00d51e137d8556203d6ce0acc23d74bf5307869,73f4f0d317190552028263d5d00d51e137d8556203d6ce0acc23d74bf5307869,1,820001:825504,0,5,2,0,5,2,0.6317223837209303,0.6248183139534884
45,820045,16,12,4,4,12,8,8,L16-O4-LC12-CB8,0.0004102540724844852,0.00026917094213155913,0.999320574985384,7.798054245278915,-36.964000909375045,-37.38543091574936,-29.165946664096122,-36.2708537288151,-35.99913655462947,-27.77965230297623,1,1,T,8.491201425838861,6.550239047082911,1.9409623787559493,,0,0,above_nonsaturation_range,a41aba19fdfaf829ca266a04e7569c5635a12f22f387722e8fa5a7cdf7b62a31,a41aba19fdfaf829ca266a04e7569c5635a12f22f387722e8fa5a7cdf7b62a31,1,820001:825504,0,5,2,0,5,2,0.4563953488372093,0.46820494186046513
46,820046,20,15,5,5,15,10,10,L20-O5-LC15-CB10,2.85968879486688e-07,1.270437903262083e-07,0.9999995869873302,15.067382432017974,-47.18182611742224,-47.99317727659299,-32.11444368540427,-46.48867893686229,-46.6068829154731,-30.728149324284377,1,1,T,15.760529612577919,13.440846824680538,2.3196827878973805,,0,0,above_nonsaturation_range,13c00042d926f57135d6a9e0a8e331a88b0b983ac5a8c0ebaa9096934fa13494,13c00042d926f57135d6a9e0a8e331a88b0b983ac5a8c0ebaa9096934fa13494,1,820001:825504,0,5,2,0,5,2,0.7872456395348837,0.7892441860465116
