bundle_strength,volatility_sensitivity,initial_depth,initial_capture,final_depth,final_capture,residual,class
0.8,0.4,0.5,0.692,0.9999998691202319,0.07485035536416756,5.66733480398596e-8,self
0.8,0.4,0.5,0.788,0.9999998617755601,0.07485035720698009,5.985372619330018e-8,self
0.8,0.4,0.5,0.884,0.9999998530292672,0.07485035940146596,6.364103212990368e-8,self
0.8,0.4,0.5,0.98,0.9999998429860865,0.07485036192134717,6.798991439713932e-8,self
0.8,0.4,0.596,0.02,0.9999999036028363,0.07485034671232166,4.1741745399832684e-8,self
0.8,0.4,0.596,0.116,0.9999999036028363,0.07485034671232166,4.1741745399832684e-8,self
0.8,0.4,0.596,0.212,0.9999999036028363,0.07485034671232166,4.1741745399832684e-8,self
0.8,0.4,0.596,0.308,0.9999999036028363,0.07485034671232166,4.1741745399832684e-8,self
0.8,0.4,0.596,0.404,0.9999999036028363,0.07485034671232166,4.1741745399832684e-8,self
0.8,0.4,0.596,0.5,0.9999999027786144,0.07485034691912275,4.209864865359156e-8,self
0.8,0.4,0.596,0.596,0.9999998996015865,0.07485034771625375,4.34743602006151e-8,self
0.8,0.4,0.596,0.692,0.9999998945295617,0.07485034898884832,4.5670640319829784e-8,self
0.8,0.4,0.596,0.788,0.9999998878963985,0.07485035065313982,4.854292213802103e-8,self
0.8,0.4,0.596,0.884,0.9999998798766708,0.07485035266532684,5.2015611886169574e-8,self
0.8,0.4,0.596,0.98,0.9999998706149398,0.07485035498913833,5.602611198798784e-8,self
0.8,0.4,0.692,0.02,0.9999999265090929,0.074850340965036,3.1822914676327835e-8,self
0.8,0.4,0.692,0.116,0.9999999265090929,0.074850340965036,3.1822914676327835e-8,self
0.8,0.4,0.692,0.212,0.9999999265090929,0.074850340965036,3.1822914676327835e-8,self
0.8,0.4,0.692,0.308,0.9999999265090929,0.074850340965036,3.1822914676327835e-8,self
0.8,0.4,0.692,0.404,0.9999999265090929,0.074850340965036,3.1822914676327835e-8,self
0.8,0.4,0.692,0.5,0.9999999261890425,0.07485034104533816,3.196150236695841e-8,self
0.8,0.4,0.692,0.596,0.9999999237101327,0.07485034166730792,3.303491592309119e-8,self
0.8,0.4,0.692,0.692,0.9999999192437685,0.07485034278793942,3.49689338422061e-8,self
0.8,0.4,0.692,0.788,0.9999999131735783,0.07485034431097812,3.7597437918069166e-8,self
0.8,0.4,0.692,0.884,0.9999999057500971,0.07485034617356394,4.081194192787774e-8,self
0.8,0.4,0.692,0.98,0.9999998971097946,0.07485034834145589,4.455335195975082e-8,self
0.8,0.4,0.788,0.02,0.9999999494153498,0.0748503352177509,2.190408394530972e-8,self
0.8,0.4,0.788,0.116,0.9999999494153498,0.0748503352177509,2.190408394530972e-8,self
0.8,0.4,0.788,0.212,0.9999999494153498,0.0748503352177509,2.190408394530972e-8,self
0.8,0.4,0.788,0.308,0.9999999494153498,0.0748503352177509,2.190408394530972e-8,self
0.8,0.4,0.788,0.404,0.9999999494153498,0.0748503352177509,2.190408394530972e-8,self
0.8,0.4,0.788,0.5,0.9999999493371671,0.07485033523736731,2.19379384946657e-8,self
0.8,0.4,0.788,0.596,0.9999999474312582,0.07485033571556858,2.2763232100684098e-8,self
0.8,0.4,0.788,0.692,0.9999999434635531,0.07485033671108395,2.448132138093305e-8,self
0.8,0.4,0.788,0.788,0.9999999378637421,0.07485033811610231,2.690614262420354e-8,self
0.8,0.4,0.788,0.884,0.9999999308905101,0.07485033986571825,2.992568038782619e-8,self
0.8,0.4,0.788,0.98,0.9999999227484087,0.07485034190860904,3.345136015382469e-8,self
0.8,0.4,0.884,0.02,0.9999999723216064,0.07485032947046641,1.198525342126402e-8,self
0.8,0.4,0.884,0.116,0.9999999723216064,0.07485032947046641,1.198525342126402e-8,self
0.8,0.4,0.884,0.212,0.9999999723216064,0.07485032947046641,1.198525342126402e-8,self
0.8,0.4,0.884,0.308,0.9999999723216064,0.07485032947046641,1.198525342126402e-8,self
0.8,0.4,0.884,0.404,0.9999999723216064,0.07485032947046641,1.198525342126402e-8,self
