time	mean_self	std_self	mean_threat	std_threat	mean_outcome	std_outcome	mean_policy	std_policy	mean_capture	std_capture	mean_witness	std_witness
1.0	1.0815626459679567e-6	3.12251041049715e-7	0.15646182653193363	0.07760416236562763	0.2498332577952538	0.00301117077766577	1.9467736270299992e-6	1.8776979705712419e-6	0.2114244619616179	0.011254696726441511	2.135950463960767	0.0927049788709933
2.0	1.1224857178015992e-6	4.387835055051856e-7	0.09001473169896321	0.06886743665980796	0.24912016877337073	0.010198173024738435	1.2436816786343505e-6	1.356385396288466e-6	0.22334332686742586	0.010977457862676517	2.040533899180648	0.08806299327984703
3.0	0.016662173351958093	0.12905397486538342	0.060682039954240444	0.05211210282027169	0.2399576843691132	0.014182490830235601	0.00017974594636131644	0.0013860142756900514	0.22873835076316792	0.009653414135173217	1.9980491332357722	0.07627116103118697
4.0	1.633582853785091e-6	6.568483569280623e-7	0.05982465085408946	0.09416713145772496	0.2319638499752472	0.017861510400880364	2.4232661720464884e-6	1.3990544250622991e-5	0.22951622005277247	0.016879290534625443	1.9939987991447279	0.14497038717753064
5.0	1.7035652268920715e-6	5.934087767115115e-7	0.043126206637810006	0.04235415854300555	0.22434883940420705	0.021882901578071833	7.061840682039432e-7	1.7724170767298733e-6	0.23357139883379832	0.009178335898042496	1.9606467288013463	0.07202048692924298
6.0	1.7679704072116286e-6	5.892802023814464e-7	0.03419957746638442	0.025389002160318537	0.21830999146071373	0.018677611731215998	4.431398810239244e-7	3.7270120847237454e-7	0.23576777352026088	0.006740149801274771	1.9434580728025685	0.05190896854747943
7.0	2.06224167374304e-6	6.235428728514518e-7	0.03378255753533496	0.022730707006802256	0.21318698338825734	0.01300023413705281	3.774456148172332e-7	1.504911461077264e-7	0.2356020524118003	0.0056933326428461875	1.9445941915373146	0.04383218803131905
8.0	0.016646534903562212	0.12892863893517126	0.03056581844710126	0.02125213802910499	0.20936886401172178	0.010166294586419669	7.632122036227243e-5	0.0005885252836537438	0.2373923057100975	0.006219664851017612	1.931026317140458	0.04767669637020016
9.0	2.0305219372813125e-6	6.551241626394887e-7	0.030579519337428758	0.031929957780358155	0.20770543950018705	0.013387817382867963	3.86452561626441e-7	5.798928403064287e-7	0.2369973091313947	0.01203036567431844	1.9351085130690227	0.10007164990486324
10.0	1.996885051529483e-6	6.43344291104697e-7	0.03155655266206231	0.026580702358894343	0.2049586079179537	0.01230075567573091	3.2924434771586566e-7	1.948341094776424e-7	0.23770344094963824	0.007012431483407605	1.9287674751817785	0.053840639038998946
11.0	2.0709279487230562e-6	6.92228872929321e-7	0.03452996855994921	0.025701512646784937	0.20359322705750926	0.00892793645951029	3.1818022487429923e-7	1.021294451812762e-7	0.23712229817020533	0.0062162412159313665	1.9330774918602847	0.047703155863468655
12.0	0.03329240054115014	0.1807874773725881	0.025172084354058898	0.017732090608446882	0.20334541991852334	0.007309363111235695	0.00015310236379995082	0.0008308642137139202	0.23969167271800587	0.004129401358166922	1.913402407739563	0.031451591623585975
13.0	0.01665929198379283	0.12902486511600747	0.03312795577002794	0.04670158926848773	0.20472525042278514	0.015515667576996522	8.431584618265462e-5	0.0006494034492400683	0.23609207872975563	0.01662656251691494	1.9433407353347438	0.13993747604915938
14.0	2.1379415424137024e-6	7.851950331294822e-7	0.0378520613357768	0.05412245069470505	0.20540686124808033	0.01933446356727881	6.871420142348283e-7	2.7589554902126733e-6	0.23610210869120168	0.013592814279751984	1.9423261196004968	0.1129263287658233
15.0	1.9194490044594494e-6	6.057992867507329e-7	0.027887125125798416	0.024039999618260532	0.20480081042899234	0.01862260127332614	3.497781448788261e-7	3.9623654429271417e-7	0.2389966200888672	0.0063182782450067025	1.9188793761329515	0.048510350719426505
16.0	0.01666172814456683	0.1290454201983377	0.03107149044675884	0.017855976179060325	0.20328998721758987	0.014050505548595514	8.598790666030443e-5	0.0006635949153036272	0.23800633951135883	0.005174342044829982	1.9262490747481664	0.03948529469045138
17.0	2.0222603783085992e-6	6.319848023905415e-7	0.032016376451015564	0.03281800844952887	0.20421041297127462	0.016205594973237248	3.95715612904428e-7	7.195557266326952e-7	0.23743956548193684	0.012350787637988268	1.9318260875295925	0.10263516523947847
18.0	1.911209063784424e-6	5.935552450305276e-7	0.029088047818927473	0.04280299112361065	0.20308346424144816	0.014404571487915107	4.6479546458884597e-7	1.4123080337067993e-6	0.23931355082618072	0.008096697975349692	1.9167417726376863	0.06414476877836872
19.0	0.016661543868942297	0.1290443388962621	0.029894619666386336	0.024397999634083664	0.20220079436348534	0.014306278252642194	7.675898171630966e-5	0.0005920790788558402	0.23862683024553263	0.006381722740462756	1.9216854495876252	0.049003573079153075
20.0	2.0466111813338888e-6	7.797740402987731e-7	0.0365177261269254	0.04791134977485581	0.2024624354215972	0.01461391492975685	4.5707952342197046e-7	9.780439914336667e-7	0.23702542753814454	0.013823612596185902	1.9353625111256938	0.11498606873691988
21.0	1.1240919297214183e-10	4.10906539248681e-11	0.07485382627634417	0.08023073274651321	0.2024624354215974	0.01461391492975686	8.801145774802777e-7	5.1315433116040616e-6	0.23734417612570338	0.012338378892816082	1.9325307886277576	0.0991731490631158
22.0	1.1240919297214183e-10	4.10906539248681e-11	0.07485382627634417	0.08023073274651321	0.2024624354215974	0.01461391492975686	8.801145774802777e-7	5.1315433116040616e-6	0.23734417612570338	0.012338378892816082	1.9325307886277576	0.0991731490631158
23.0	1.1240919297214183e-10	4.10906539248681e-11	0.07485382627634417	0.08023073274651321	0.2024624354215974	0.01461391492975686	8.801145774802777e-7	5.1315433116040616e-6	0.23734417612570338	0.012338378892816082	1.9325307886277576	0.0991731490631158
