time	mean_self	std_self	mean_threat	std_threat	mean_outcome	std_outcome	mean_policy	std_policy	mean_capture	std_capture	mean_witness	std_witness
1.0	0.10833108595136567	0.005354288240550969	0.5010901185604981	0.19367385266230214	0.2558008892278641	0.022761949279218496	7.738540450563178e-5	6.017382655998862e-5	0.17275317259023157	0.019249183152659353	2.468267765201705	0.1682349720261495
2.0	0.14231195810968997	0.011705810224027032	0.6981089649686887	0.26383978988282075	0.35440359804705585	0.04757877115242449	0.002370071494855543	0.002832715810966133	0.1506122002083408	0.021472085282179677	2.6725636841320526	0.19717686673286397
3.0	0.16593678241891927	0.016260814457994613	0.8391531324329967	0.16433071480830047	0.4559662160966959	0.08083072657511618	0.03947265563744438	0.046882983815462784	0.13468346355381652	0.01257205645730846	2.8222321787029028	0.12053240699964562
4.0	0.1806877541619639	0.016787670304268837	0.8664435180729908	0.15532335566818442	0.5317828796127979	0.10125805342175057	0.15123639051553767	0.15335086822858401	0.12922600999658979	0.010461974878350898	2.8754054504589783	0.10142095165877976
5.0	0.18617521907785675	0.017736775185766405	0.854983988043828	0.16069011691004212	0.5812120936211376	0.1171348650905566	0.2903417975603222	0.2637229441643066	0.12766863640711176	0.010863732415755376	2.890952636486318	0.10586451615056976
6.0	0.18954235808135783	0.018562374452722977	0.8578210673863705	0.2201000735825778	0.6375331763370083	0.09614579770114548	0.44641135854725417	0.31551990363232135	0.1258346242077683	0.015420249136965847	2.9105322908877778	0.14708342182501338
7.0	0.1953859277618678	0.021507911625984377	0.8782369215561235	0.20243634535355787	0.6696817588881435	0.10790609390972601	0.5751155085383394	0.33111063577756383	0.1233872611296114	0.014693638997294351	2.9347868585080223	0.14061141607586422
8.0	0.1979325467014089	0.022504456947783743	0.8966235629166529	0.14077461296584237	0.6939956143148269	0.09939907992779365	0.6433115715191173	0.3288880520486602	0.12102878987193888	0.010277347473163083	2.9573094284664503	0.10111649186327223
9.0	0.1954904968550467	0.021876637444423547	0.8494483442244442	0.18488454814234717	0.6839709799672442	0.12802405057864638	0.579844052108739	0.3806683569839615	0.12400732946378644	0.01306266121342304	2.9280818702724423	0.12798052825563633
10.0	0.19854267728122224	0.021725841516040286	0.8891814497778995	0.15538515299160058	0.703437103951099	0.10777177786900756	0.6487372097877574	0.34098932296657997	0.12114212358932717	0.011444188252876339	2.9564468199942078	0.11194900988640308
11.0	0.19952779695548722	0.019067717344437768	0.9093278283825581	0.10229692434857243	0.719848188916512	0.10796736496518138	0.7098923391075355	0.3051322168614043	0.11916137566267823	0.007006661482114663	2.9755618063835922	0.07020231659160504
12.0	0.20238850074968345	0.020013402823497065	0.898925931722184	0.15468112962883895	0.7150455821911125	0.11795333603175838	0.7005047997739796	0.32707985377259674	0.12002602270620784	0.00996374647011944	2.9673700594549164	0.09863926677867466
13.0	0.19871609594273434	0.022205593329244232	0.9023593929415695	0.12059527543479723	0.6999745159195313	0.1139079410468094	0.6238165307592072	0.3589439336311132	0.12024196608327861	0.007449134305162255	2.9646981906851715	0.07468078572759912
14.0	0.1993401171374913	0.0199916382594028	0.9091599237236199	0.13102084192844082	0.704877416848804	0.1006632377337817	0.6517262790891204	0.32888225515745506	0.11984985189426309	0.008528889344185235	2.9688545266582618	0.08450273693068387
15.0	0.19857062763439332	0.01915197625141995	0.8848826949563885	0.15344380079974543	0.7169267590776768	0.10286585637596021	0.6722096709426194	0.31334531587267117	0.1205114829877356	0.008730044647969138	2.9622048995606978	0.08651156874509949
16.0	0.19832190603538802	0.018771694101391755	0.8944450891054524	0.1535455634148562	0.7216455772009246	0.10266172992783643	0.7082705981879467	0.31157338289782965	0.12003844379615165	0.009692476063267187	2.9671824963341353	0.095385087984334
17.0	0.19710911376526694	0.021082540801236095	0.8748385360737668	0.19692426642837046	0.7082684513421441	0.1065915217135616	0.6386627925702836	0.3630741667070742	0.12177723014160441	0.012540448203692977	2.950334847520422	0.12192190506793182
18.0	0.19543870814171244	0.022028587876602345	0.8681956680776588	0.18024292304401707	0.7167987006583267	0.0996829196811233	0.6458260300479617	0.3480238125091494	0.12165643732767006	0.011256485647165963	2.9512160830509755	0.11056331754015362
19.0	0.19503407341857193	0.018946118042504487	0.8999391111151788	0.12827564809734524	0.7228579443990968	0.09143589260034336	0.6965577350111161	0.30292947261861813	0.11969538567943386	0.008414631136294636	2.970394160414116	0.08286767298474014
20.0	0.19920539924848207	0.01695047732530552	0.9029277288598216	0.1493803327822178	0.715165790342431	0.09820317865972125	0.692406261109552	0.3257002491540905	0.11999174483396512	0.010596264574538506	2.967858939097955	0.1039805386985852
21.0	0.20090801154708618	0.016229229978880502	0.9136575104081015	0.13892403667166744	0.715165790342431	0.0982031786597212	0.38356006294498296	0.2511639794333107	0.11939584603190423	0.009843197921696106	2.973718944671613	0.09695010803849637
22.0	0.20090801154708618	0.016229229978880502	0.9136575104081015	0.13892403667166744	0.715165790342431	0.0982031786597212	0.38356006294498296	0.2511639794333107	0.11939584603190423	0.009843197921696106	2.973718944671613	0.09695010803849637
23.0	0.20090801154708618	0.016229229978880502	0.9136575104081015	0.13892403667166744	0.715165790342431	0.0982031786597212	0.38356006294498296	0.2511639794333107	0.11939584603190423	0.009843197921696106	2.973718944671613	0.09695010803849637
