step	avoid_mean	inspect_mean	stay_mean	avoid_std	inspect_std	stay_std
1.0	0.9999999897491635	7.768059582354877e-9	2.4827767110014696e-9	2.2391843228036144e-16	8.341611634208317e-24	1.668322326841663e-24
2.0	0.9999999897491635	7.768059582354877e-9	2.4827767110014696e-9	2.2391843228036144e-16	8.341611634208317e-24	1.668322326841663e-24
3.0	0.9999999897491635	7.768059582354877e-9	2.4827767110014696e-9	2.2391843228036144e-16	8.341611634208317e-24	1.668322326841663e-24
