seed,acute_final,gradual_final,overwhelm_control_final,low_control_final,high_control_final,adaptive_threat_final,closed_loop_final,exact_replay_final,closed_loop_avoidance_rate,exact_replay_avoidance_rate,closed_loop_adverse_transition_rate,exact_replay_adverse_transition_rate,closed_loop_adverse_outcome_rate,exact_replay_adverse_outcome_rate,closed_loop_root,exact_replay_root,closed_loop_mediator,exact_replay_mediator
63610,0.6759822521359462,0.9673216379615087,0.2609565095461202,0.970583010602071,0.7430949843397598,0.8094771063685628,0.48060896101783673,0.4779161097546914,0.375,0.0,0.375,0.0,0.3125,0.1875,0.5979643186670602,0.4585842116165286,0.375,0.0
63611,0.7859435422254495,0.9463949398043591,0.15701749149859637,0.9177915327090607,0.7905064250746918,0.88994745404486,0.48221248809973705,0.40316589151386245,0.375,0.0,0.3125,0.0,0.375,0.0625,0.7990649585227099,0.20697664748218206,0.3125,0.0
63612,0.8006862152805451,0.9454186770808621,0.1986608610137569,0.9444747785194427,0.7649016283953134,0.8728544286295301,0.7024652500360488,0.45940698088315446,0.5,0.0,0.5,0.0,0.625,0.125,0.9967573626079255,0.6895872747154723,0.5,0.0
63613,0.7558668596074637,0.8274767563204541,0.27763732027261606,0.9515329163766538,0.7420507222298414,0.921896523217198,0.4908111582522489,0.46139957072631443,0.1875,0.0,0.1875,0.0,0.375,0.1875,0.4422534823108445,0.39796300747855406,0.1875,0.0
63614,0.7351732507845186,0.9390336729383564,0.20995215421330404,0.9238329815927466,0.7671394269609128,0.9235778126362301,0.5046804503460369,0.47681790299601434,0.4375,0.0,0.4375,0.0,0.5,0.0625,0.8779424750189346,0.11949256174141151,0.4375,0.0
63615,0.5620740720414206,0.9628835634518946,0.18919924850533368,0.9337821051191907,0.78105708594482,0.8885287511505973,0.7892335502892678,0.4715045858169416,0.875,0.0,0.8125,0.0,0.75,0.0625,0.9999584452191963,0.21465243185581107,0.8125,0.0
63616,0.536368412850576,0.9665675400143622,0.16934731096290867,0.9588478234432805,0.7791451795065213,0.8909879827345575,0.5437932322872648,0.5290825293839279,0.375,0.0,0.375,0.0,0.5625,0.1875,0.8452759100047991,0.25500760183607585,0.375,0.0
63617,0.7893924614421801,0.9488912439186921,0.1661397494939711,0.9683265888482118,0.7840646471962791,0.8933115080255838,0.4763719938010918,0.4562820698904163,0.25,0.0,0.25,0.0,0.3125,0.0625,0.022339659265526023,0.009148551330346824,0.25,0.0
63618,0.79629065624237,0.9256202617327793,0.34047272556828684,0.9005656121940079,0.7695530656637967,0.92774992857251,0.5487711806905589,0.4660999558152922,0.5,0.0,0.5,0.0,0.5,0.0,0.972447806858342,0.20314486630259326,0.5,0.0
63619,0.696949681818828,0.9471128921555287,0.20711873999898178,0.9232487000667619,0.798646424177001,0.9127991986843969,0.5306519525280388,0.4644011526928225,0.375,0.0,0.375,0.0,0.4375,0.0625,0.9519430904106259,0.49665854911360324,0.375,0.0
