seed,regularity,run_length,acute_timing,acute_count,low_control_fraction,uncontrollability_log_evidence,cumulative_overwhelm_precision,final_persistent_probability,maximum_step
63189,jittered,80,late,0,0.75,0.5886063617336782,0.0,0.7694336223395076,0.056334155593805446
63190,bernoulli,80,late,0,0.25,-2.7534721340322577,0.0,0.5911574201446597,0.057332330195916326
63191,clustered,80,late,0,1.0,1.0142277911016302,0.0,0.7695657360750203,0.03693443280570374
63192,periodic,16,early,1,0.5,-0.7231893722305872,0.1009082225808526,0.4042342042549726,0.030498332840338205
63193,jittered,16,early,1,0.0,-1.0867393946914155,-0.6528635797955276,0.41442716587425704,0.029450003512227596
63194,bernoulli,16,early,1,0.75,-0.9114627100691167,-0.6528635797955276,0.430036992418255,0.035431296278549074
63195,clustered,16,early,1,0.25,-1.8961715627052862,0.1009082225808526,0.38761710753402395,0.031095601897753844
63196,periodic,32,early,1,1.0,0.3270272011303145,0.1009082225808526,0.5704885269454341,0.04048267660704774
63197,jittered,32,early,1,0.5,-1.9552836850546984,0.1009082225808526,0.5051527390533187,0.03813077110157809
63198,bernoulli,32,early,1,0.0,-1.6766272010764585,0.1009082225808526,0.4747731926020097,0.05435452838525562
63199,clustered,32,early,1,0.75,0.9241911583226111,0.1009082225808526,0.602073812276206,0.041267319623980114
63200,periodic,64,early,1,0.25,-2.098969733085611,-0.6528635797955276,0.5464879202864187,0.05022758550292783
63201,jittered,64,early,1,1.0,2.4245666758266102,0.1009082225808526,0.7652555432945787,0.04184835771145656
63202,bernoulli,64,early,1,0.5,1.3516266849567475,0.1009082225808526,0.8118824441145044,0.04541573928705522
63203,clustered,64,early,1,0.0,-2.0104609733405474,0.1009082225808526,0.8271297153209636,0.05648919826817461
63204,periodic,80,early,1,0.75,0.29192754983265967,0.1009082225808526,0.6794152359626849,0.04389622215115169
63205,jittered,80,early,1,0.25,-0.8909872160059008,-0.6528635797955276,0.7818539383260761,0.05080945505819878
63206,bernoulli,80,early,1,1.0,1.5050381454938915,0.1009082225808526,0.7451732017606005,0.04042565234755041
63207,clustered,80,early,1,0.5,-0.647652150910289,0.1009082225808526,0.7631382783456213,0.05035807672658066
63208,periodic,16,middle,1,0.0,-1.8525018790954575,0.1009082225808526,0.44124535588016495,0.02633958168555789
63209,jittered,16,middle,1,0.75,1.1793201048105957,0.1009082225808526,0.5921992266788049,0.056334155593805446
63210,bernoulli,16,middle,1,0.25,-1.8058817810810068,0.1009082225808526,0.5065188862026585,0.05769278057950106
63211,clustered,16,middle,1,1.0,0.3872396501264728,0.1009082225808526,0.5028896024253927,0.05669255939453194
63212,periodic,32,middle,1,0.5,0.04500665822740223,0.1009082225808526,0.639081800067891,0.03661151636452009
63213,jittered,32,middle,1,0.0,-3.681329382357841,0.1009082225808526,0.43132805414458986,0.055617030700127856
63214,bernoulli,32,middle,1,0.75,1.1643529722988062,0.1009082225808526,0.6382231551376133,0.03927180879000114
63215,clustered,32,middle,1,0.25,-1.2061124367625211,0.1009082225808526,0.5849539988070886,0.038845803959257186
63216,periodic,64,middle,1,1.0,2.0216802780316057,0.1009082225808526,0.7134249994963067,0.04693284383009
63217,jittered,64,middle,1,0.5,0.707220979357647,0.1009082225808526,0.6909081765635473,0.03637860672481874
63218,bernoulli,64,middle,1,0.0,-2.819130758974535,-0.6528635797955276,0.5486014112361897,0.05885833238989796
63219,clustered,64,middle,1,0.75,1.0778284726527723,0.1009082225808526,0.7263745547836027,0.042233177972236136
63220,periodic,80,middle,1,0.25,-2.8204508208715766,0.1009082225808526,0.679984895021116,0.05594774782897227
63221,jittered,80,middle,1,1.0,2.2741308863313505,0.1009082225808526,0.8274247403988291,0.06712154862706332
63222,bernoulli,80,middle,1,0.5,-3.287838799723896,0.1009082225808526,0.5914200809485264,0.05870599841407809
63223,clustered,80,middle,1,0.0,-0.040180040298187406,0.1009082225808526,0.7161208014690332,0.036762305738131884
63224,periodic,16,late,1,0.75,0.7420224031128438,0.1009082225808526,0.5119893800065719,0.04328456479888376
63225,jittered,16,late,1,0.25,-2.3072160542465494,0.1009082225808526,0.33172441068800407,0.04177386108819292
