seed,stage,episode,world,model,arm,guide_regime,contact_mode,packets,interventions,contact,pseudo_observations,selected_channels,packet_signature,contact_signature,replay_exact
17004,43C,44,joint,random_policy_learner,random_training,none,present,2,2,1,0,2;1,1.594988068365484;0.6166668698654791;1.0522111429251801;1.6379724435342695,111;199;184;32;250;92;217;63,true
17004,43A,45,joint,learned_joint,autonomous,none,present,2,0,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,222;120;179;80;71;234;221;63,true
17004,43A,45,joint,learned_joint,random,none,present,2,2,1,0,2;3,-0.16274598246932637;1.8486972423546209;1.5665754646157422;0.17178280634663412,222;120;179;80;71;234;221;63,true
17004,43A,45,joint,factorized_replay,replay,none,present,2,0,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,222;120;179;80;71;234;221;63,true
17004,43A,45,joint,shuffled_replay,replay,none,present,2,0,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,222;120;179;80;71;234;221;63,true
17004,43A,45,joint,learned_joint,precision_blind,none,present,2,0,1,0,4;2,-4.472419953997588;-0.16274598246932637;-4.290866001133086;1.5665754646157422,222;120;179;80;71;234;221;63,true
17004,43A,45,factorized,factorized,autonomous,none,present,2,0,1,0,2;1,-1.9627459824693265;0.7011003053346879;-0.233424535384258;-0.3522931128602829,222;120;179;80;71;234;221;63,true
17004,43A,45,factorized,factorized,random,none,present,2,2,1,0,2;3,-1.9627459824693265;1.8486972423546209;-0.233424535384258;0.17178280634663412,222;120;179;80;71;234;221;63,true
17004,43A,45,configuration_violating,learned_joint,autonomous,none,present,2,0,1,0,2;1,-0.16274598246932637;0.7011003053346879;1.5665754646157422;-0.3522931128602829,81;55;110;86;107;214;233;63,true
17004,43A,45,configuration_violating,factorized_replay,replay,none,present,2,0,1,0,2;1,-0.16274598246932637;0.7011003053346879;1.5665754646157422;-0.3522931128602829,81;55;110;86;107;214;233;63,true
17004,stress,45,coordinated_precision,adaptive_global,autonomous,none,present,2,0,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,222;120;179;80;71;234;221;63,true
17004,stress,45,coordinated_precision,rigid_global,autonomous,none,present,2,0,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,222;120;179;80;71;234;221;63,true
17004,stress,45,coordinated_precision,independent_local,autonomous,none,present,2,0,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,222;120;179;80;71;234;221;63,true
17004,stress,45,local_deviation,adaptive_global,autonomous,none,present,2,0,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,222;120;179;80;71;234;221;63,true
17004,stress,45,local_deviation,rigid_global,autonomous,none,present,2,0,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,222;120;179;80;71;234;221;63,true
17004,stress,45,local_deviation,independent_local,autonomous,none,present,2,0,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,222;120;179;80;71;234;221;63,true
17004,43B,45,joint,joint,no_guidance,none,present,0,0,1,0,,,222;120;179;80;71;234;221;63,true
17004,43B,45,joint,joint,random_guidance,none,present,2,2,1,0,2;3,-0.16274598246932637;1.8486972423546209;1.5665754646157422;0.17178280634663412,222;120;179;80;71;234;221;63,true
17004,43B,45,joint,joint,scaffolded,accurate_stable,present,2,2,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,222;120;179;80;71;234;221;63,true
17004,43B,45,joint,joint,conclusion,accurate_stable,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,joint,joint,conclusion_info_matched,accurate_stable,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,joint,joint,scaffolded,noisy,present,2,2,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,222;120;179;80;71;234;221;63,true
17004,43B,45,joint,joint,conclusion,noisy,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,joint,joint,conclusion_info_matched,noisy,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,joint,joint,scaffolded,systematically_wrong,present,2,2,1,0,3;1,1.8486972423546209;0.7011003053346879;0.17178280634663412;-0.3522931128602829,222;120;179;80;71;234;221;63,true
17004,43B,45,joint,joint,conclusion,systematically_wrong,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,joint,joint,conclusion_info_matched,systematically_wrong,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,joint,joint,scaffolded,context_switch,present,2,2,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,222;120;179;80;71;234;221;63,true
17004,43B,45,joint,joint,conclusion,context_switch,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,joint,joint,conclusion_info_matched,context_switch,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,factorized,factorized,no_guidance,none,present,0,0,1,0,,,222;120;179;80;71;234;221;63,true
17004,43B,45,factorized,factorized,random_guidance,none,present,2,2,1,0,2;3,-1.9627459824693265;1.8486972423546209;-0.233424535384258;0.17178280634663412,222;120;179;80;71;234;221;63,true
17004,43B,45,factorized,factorized,scaffolded,accurate_stable,present,2,2,1,0,2;1,-1.9627459824693265;0.7011003053346879;-0.233424535384258;-0.3522931128602829,222;120;179;80;71;234;221;63,true
17004,43B,45,factorized,factorized,conclusion,accurate_stable,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,factorized,factorized,conclusion_info_matched,accurate_stable,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,factorized,factorized,scaffolded,noisy,present,2,2,1,0,2;1,-1.9627459824693265;0.7011003053346879;-0.233424535384258;-0.3522931128602829,222;120;179;80;71;234;221;63,true
17004,43B,45,factorized,factorized,conclusion,noisy,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,factorized,factorized,conclusion_info_matched,noisy,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,factorized,factorized,scaffolded,systematically_wrong,present,2,2,1,0,3;1,1.8486972423546209;0.7011003053346879;0.17178280634663412;-0.3522931128602829,222;120;179;80;71;234;221;63,true
17004,43B,45,factorized,factorized,conclusion,systematically_wrong,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,factorized,factorized,conclusion_info_matched,systematically_wrong,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,factorized,factorized,scaffolded,context_switch,present,2,2,1,0,2;1,-1.9627459824693265;0.7011003053346879;-0.233424535384258;-0.3522931128602829,222;120;179;80;71;234;221;63,true
17004,43B,45,factorized,factorized,conclusion,context_switch,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,43B,45,factorized,factorized,conclusion_info_matched,context_switch,present,0,2,1,2,,,222;120;179;80;71;234;221;63,true
17004,stress,45,joint,learned_joint,scaffolded,accurate_stable,absent,2,2,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,197;50;166;38;51;213;220;63,true
17004,stress,45,joint,learned_joint,no_guidance,accurate_stable,absent,0,0,1,0,,,197;50;166;38;51;213;220;63,true
17004,stress,45,joint,learned_joint,scaffolded,accurate_stable,misattuned,2,2,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,163;241;237;56;87;31;231;191,true
17004,stress,45,joint,learned_joint,no_guidance,accurate_stable,misattuned,0,0,1,0,,,163;241;237;56;87;31;231;191,true
17004,43C,45,joint,guided_policy_learner,guided_training,accurate_stable,present,2,2,1,0,1;2,0.7011003053346879;-0.16274598246932637;-0.3522931128602829;1.5665754646157422,222;120;179;80;71;234;221;63,true
17004,43C,45,joint,random_policy_learner,random_training,none,present,2,2,1,0,2;3,-0.16274598246932637;1.8486972423546209;1.5665754646157422;0.17178280634663412,222;120;179;80;71;234;221;63,true
17004,43A,46,joint,learned_joint,autonomous,none,present,2,0,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,106;22;234;42;100;82;236;63,true
17004,43A,46,joint,learned_joint,random,none,present,2,2,1,0,1;2,-2.0963564470476417;1.763401836756255;-1.289730973530022;-0.1843767473109866,106;22;234;42;100;82;236;63,true
17004,43A,46,joint,factorized_replay,replay,none,present,2,0,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,106;22;234;42;100;82;236;63,true
17004,43A,46,joint,shuffled_replay,replay,none,present,2,0,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,106;22;234;42;100;82;236;63,true
17004,43A,46,joint,learned_joint,precision_blind,none,present,2,0,1,0,2;4,1.763401836756255;-1.3306578577698776;-0.1843767473109866;0.6285355765474808,106;22;234;42;100;82;236;63,true
17004,43A,46,factorized,factorized,autonomous,none,present,2,0,1,0,2;1,-0.03659816324374493;-0.2963564470476417;-1.9843767473109866;0.510269026469978,106;22;234;42;100;82;236;63,true
17004,43A,46,factorized,factorized,random,none,present,2,2,1,0,1;2,-0.2963564470476417;-0.03659816324374493;0.510269026469978;-1.9843767473109866,106;22;234;42;100;82;236;63,true
17004,43A,46,configuration_violating,learned_joint,autonomous,none,present,2,0,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,166;72;127;236;213;153;243;63,true
17004,43A,46,configuration_violating,factorized_replay,replay,none,present,2,0,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,166;72;127;236;213;153;243;63,true
17004,stress,46,coordinated_precision,adaptive_global,autonomous,none,present,2,0,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,106;22;234;42;100;82;236;63,true
17004,stress,46,coordinated_precision,rigid_global,autonomous,none,present,2,0,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,106;22;234;42;100;82;236;63,true
17004,stress,46,coordinated_precision,independent_local,autonomous,none,present,2,0,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,106;22;234;42;100;82;236;63,true
17004,stress,46,local_deviation,adaptive_global,autonomous,none,present,2,0,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,106;22;234;42;100;82;236;63,true
17004,stress,46,local_deviation,rigid_global,autonomous,none,present,2,0,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,106;22;234;42;100;82;236;63,true
17004,stress,46,local_deviation,independent_local,autonomous,none,present,2,0,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,106;22;234;42;100;82;236;63,true
17004,43B,46,joint,joint,no_guidance,none,present,0,0,1,0,,,106;22;234;42;100;82;236;63,true
17004,43B,46,joint,joint,random_guidance,none,present,2,2,1,0,1;2,-2.0963564470476417;1.763401836756255;-1.289730973530022;-0.1843767473109866,106;22;234;42;100;82;236;63,true
17004,43B,46,joint,joint,scaffolded,accurate_stable,present,2,2,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,106;22;234;42;100;82;236;63,true
17004,43B,46,joint,joint,conclusion,accurate_stable,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,joint,joint,conclusion_info_matched,accurate_stable,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,joint,joint,scaffolded,noisy,present,2,2,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,106;22;234;42;100;82;236;63,true
17004,43B,46,joint,joint,conclusion,noisy,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,joint,joint,conclusion_info_matched,noisy,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,joint,joint,scaffolded,systematically_wrong,present,2,2,1,0,3;1,-3.509262391351672;-2.0963564470476417;-1.6236164673603635;-1.289730973530022,106;22;234;42;100;82;236;63,true
17004,43B,46,joint,joint,conclusion,systematically_wrong,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,joint,joint,conclusion_info_matched,systematically_wrong,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,joint,joint,scaffolded,context_switch,present,2,2,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,106;22;234;42;100;82;236;63,true
17004,43B,46,joint,joint,conclusion,context_switch,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,joint,joint,conclusion_info_matched,context_switch,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,factorized,factorized,no_guidance,none,present,0,0,1,0,,,106;22;234;42;100;82;236;63,true
17004,43B,46,factorized,factorized,random_guidance,none,present,2,2,1,0,1;2,-0.2963564470476417;-0.03659816324374493;0.510269026469978;-1.9843767473109866,106;22;234;42;100;82;236;63,true
17004,43B,46,factorized,factorized,scaffolded,accurate_stable,present,2,2,1,0,2;1,-0.03659816324374493;-0.2963564470476417;-1.9843767473109866;0.510269026469978,106;22;234;42;100;82;236;63,true
17004,43B,46,factorized,factorized,conclusion,accurate_stable,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,factorized,factorized,conclusion_info_matched,accurate_stable,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,factorized,factorized,scaffolded,noisy,present,2,2,1,0,2;1,-0.03659816324374493;-0.2963564470476417;-1.9843767473109866;0.510269026469978,106;22;234;42;100;82;236;63,true
17004,43B,46,factorized,factorized,conclusion,noisy,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,factorized,factorized,conclusion_info_matched,noisy,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,factorized,factorized,scaffolded,systematically_wrong,present,2,2,1,0,3;1,-3.509262391351672;-0.2963564470476417;-1.6236164673603635;0.510269026469978,106;22;234;42;100;82;236;63,true
17004,43B,46,factorized,factorized,conclusion,systematically_wrong,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,factorized,factorized,conclusion_info_matched,systematically_wrong,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,factorized,factorized,scaffolded,context_switch,present,2,2,1,0,2;1,-0.03659816324374493;-0.2963564470476417;-1.9843767473109866;0.510269026469978,106;22;234;42;100;82;236;63,true
17004,43B,46,factorized,factorized,conclusion,context_switch,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,43B,46,factorized,factorized,conclusion_info_matched,context_switch,present,0,2,1,2,,,106;22;234;42;100;82;236;63,true
17004,stress,46,joint,learned_joint,scaffolded,accurate_stable,absent,2,2,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,30;241;137;178;70;213;254;63,true
17004,stress,46,joint,learned_joint,no_guidance,accurate_stable,absent,0,0,1,0,,,30;241;137;178;70;213;254;63,true
17004,stress,46,joint,learned_joint,scaffolded,accurate_stable,misattuned,2,2,1,0,1;2,-2.0963564470476417;1.763401836756255;-1.289730973530022;-0.1843767473109866,82;47;187;108;45;132;211;191,true
17004,stress,46,joint,learned_joint,no_guidance,accurate_stable,misattuned,0,0,1,0,,,82;47;187;108;45;132;211;191,true
17004,43C,46,joint,guided_policy_learner,guided_training,accurate_stable,present,2,2,1,0,2;1,1.763401836756255;-2.0963564470476417;-0.1843767473109866;-1.289730973530022,106;22;234;42;100;82;236;63,true
17004,43C,46,joint,random_policy_learner,random_training,none,present,2,2,1,0,1;2,-2.0963564470476417;1.763401836756255;-1.289730973530022;-0.1843767473109866,106;22;234;42;100;82;236;63,true
17004,43A,47,joint,learned_joint,autonomous,none,present,2,0,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,232;33;163;193;195;41;166;63,true
17004,43A,47,joint,learned_joint,random,none,present,2,2,1,0,3;4,-0.3064506760027477;0.1047212802216301;-0.5238825273118323;-0.03114413506100197,232;33;163;193;195;41;166;63,true
17004,43A,47,joint,factorized_replay,replay,none,present,2,0,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,232;33;163;193;195;41;166;63,true
17004,43A,47,joint,shuffled_replay,replay,none,present,2,0,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,232;33;163;193;195;41;166;63,true
17004,43A,47,joint,learned_joint,precision_blind,none,present,2,0,1,0,4;1,0.1047212802216301;-1.648499982915563;-0.03114413506100197;-2.2595441535804146,232;33;163;193;195;41;166;63,true
17004,43A,47,factorized,factorized,autonomous,none,present,2,0,1,0,2;1,1.701748320570977;0.15150001708443703;0.1549568863406557;-0.45954415358041467,232;33;163;193;195;41;166;63,true
17004,43A,47,factorized,factorized,random,none,present,2,2,1,0,3;4,-0.3064506760027477;0.1047212802216301;-0.5238825273118323;-0.03114413506100197,232;33;163;193;195;41;166;63,true
17004,43A,47,configuration_violating,learned_joint,autonomous,none,present,2,0,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,253;89;93;212;199;135;216;63,true
17004,43A,47,configuration_violating,factorized_replay,replay,none,present,2,0,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,253;89;93;212;199;135;216;63,true
17004,stress,47,coordinated_precision,adaptive_global,autonomous,none,present,2,0,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,232;33;163;193;195;41;166;63,true
17004,stress,47,coordinated_precision,rigid_global,autonomous,none,present,2,0,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,232;33;163;193;195;41;166;63,true
17004,stress,47,coordinated_precision,independent_local,autonomous,none,present,2,0,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,232;33;163;193;195;41;166;63,true
17004,stress,47,local_deviation,adaptive_global,autonomous,none,present,2,0,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,232;33;163;193;195;41;166;63,true
17004,stress,47,local_deviation,rigid_global,autonomous,none,present,2,0,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,232;33;163;193;195;41;166;63,true
17004,stress,47,local_deviation,independent_local,autonomous,none,present,2,0,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,232;33;163;193;195;41;166;63,true
17004,43B,47,joint,joint,no_guidance,none,present,0,0,1,0,,,232;33;163;193;195;41;166;63,true
17004,43B,47,joint,joint,random_guidance,none,present,2,2,1,0,3;4,-0.3064506760027477;0.1047212802216301;-0.5238825273118323;-0.03114413506100197,232;33;163;193;195;41;166;63,true
17004,43B,47,joint,joint,scaffolded,accurate_stable,present,2,2,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,232;33;163;193;195;41;166;63,true
17004,43B,47,joint,joint,conclusion,accurate_stable,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,joint,joint,conclusion_info_matched,accurate_stable,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,joint,joint,scaffolded,noisy,present,2,2,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,232;33;163;193;195;41;166;63,true
17004,43B,47,joint,joint,conclusion,noisy,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,joint,joint,conclusion_info_matched,noisy,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,joint,joint,scaffolded,systematically_wrong,present,2,2,1,0,3;2,-0.3064506760027477;-0.09825167942902319;-0.5238825273118323;-1.6450431136593444,232;33;163;193;195;41;166;63,true
17004,43B,47,joint,joint,conclusion,systematically_wrong,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,joint,joint,conclusion_info_matched,systematically_wrong,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,joint,joint,scaffolded,context_switch,present,2,2,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,232;33;163;193;195;41;166;63,true
17004,43B,47,joint,joint,conclusion,context_switch,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,joint,joint,conclusion_info_matched,context_switch,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,factorized,factorized,no_guidance,none,present,0,0,1,0,,,232;33;163;193;195;41;166;63,true
17004,43B,47,factorized,factorized,random_guidance,none,present,2,2,1,0,3;4,-0.3064506760027477;0.1047212802216301;-0.5238825273118323;-0.03114413506100197,232;33;163;193;195;41;166;63,true
17004,43B,47,factorized,factorized,scaffolded,accurate_stable,present,2,2,1,0,2;1,1.701748320570977;0.15150001708443703;0.1549568863406557;-0.45954415358041467,232;33;163;193;195;41;166;63,true
17004,43B,47,factorized,factorized,conclusion,accurate_stable,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,factorized,factorized,conclusion_info_matched,accurate_stable,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,factorized,factorized,scaffolded,noisy,present,2,2,1,0,2;1,1.701748320570977;0.15150001708443703;0.1549568863406557;-0.45954415358041467,232;33;163;193;195;41;166;63,true
17004,43B,47,factorized,factorized,conclusion,noisy,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,factorized,factorized,conclusion_info_matched,noisy,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,factorized,factorized,scaffolded,systematically_wrong,present,2,2,1,0,3;1,-0.3064506760027477;0.15150001708443703;-0.5238825273118323;-0.45954415358041467,232;33;163;193;195;41;166;63,true
17004,43B,47,factorized,factorized,conclusion,systematically_wrong,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,factorized,factorized,conclusion_info_matched,systematically_wrong,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,factorized,factorized,scaffolded,context_switch,present,2,2,1,0,2;1,1.701748320570977;0.15150001708443703;0.1549568863406557;-0.45954415358041467,232;33;163;193;195;41;166;63,true
17004,43B,47,factorized,factorized,conclusion,context_switch,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,43B,47,factorized,factorized,conclusion_info_matched,context_switch,present,0,2,1,2,,,232;33;163;193;195;41;166;63,true
17004,stress,47,joint,learned_joint,scaffolded,accurate_stable,absent,2,2,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,128;160;34;118;184;102;250;191,true
17004,stress,47,joint,learned_joint,no_guidance,accurate_stable,absent,0,0,1,0,,,128;160;34;118;184;102;250;191,true
17004,stress,47,joint,learned_joint,scaffolded,accurate_stable,misattuned,2,2,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,251;189;150;82;239;88;242;191,true
17004,stress,47,joint,learned_joint,no_guidance,accurate_stable,misattuned,0,0,1,0,,,251;189;150;82;239;88;242;191,true
17004,43C,47,joint,guided_policy_learner,guided_training,accurate_stable,present,2,2,1,0,1;2,-1.648499982915563;-0.09825167942902319;-2.2595441535804146;-1.6450431136593444,232;33;163;193;195;41;166;63,true
17004,43C,47,joint,random_policy_learner,random_training,none,present,2,2,1,0,3;4,-0.3064506760027477;0.1047212802216301;-0.5238825273118323;-0.03114413506100197,232;33;163;193;195;41;166;63,true
17004,43A,48,joint,learned_joint,autonomous,none,present,2,0,1,0,2;1,1.025755962097523;1.2108446737883694;-1.9555633142248168;-0.14460089871134307,190;42;26;253;206;78;247;63,true
17004,43A,48,joint,learned_joint,random,none,present,2,2,1,0,4;1,-1.303189087051974;1.2108446737883694;1.7600642404832663;-0.14460089871134307,190;42;26;253;206;78;247;63,true
17004,43A,48,joint,factorized_replay,replay,none,present,2,0,1,0,2;1,1.025755962097523;1.2108446737883694;-1.9555633142248168;-0.14460089871134307,190;42;26;253;206;78;247;63,true
17004,43A,48,joint,shuffled_replay,replay,none,present,2,0,1,0,2;1,1.025755962097523;1.2108446737883694;-1.9555633142248168;-0.14460089871134307,190;42;26;253;206;78;247;63,true
17004,43A,48,joint,learned_joint,precision_blind,none,present,2,0,1,0,2;4,1.025755962097523;-1.303189087051974;-1.9555633142248168;1.7600642404832663,190;42;26;253;206;78;247;63,true
17004,43A,48,factorized,factorized,autonomous,none,present,2,0,1,0,2;1,2.825755962097523;-0.589155326211631;-0.1555633142248168;-1.944600898711343,190;42;26;253;206;78;247;63,true
17004,43A,48,factorized,factorized,random,none,present,2,2,1,0,4;1,-1.303189087051974;-0.589155326211631;1.7600642404832663;-1.944600898711343,190;42;26;253;206;78;247;63,true
17004,43A,48,configuration_violating,learned_joint,autonomous,none,present,2,0,1,0,2;1,1.025755962097523;1.2108446737883694;-1.9555633142248168;-0.14460089871134307,78;237;15;38;43;222;241;63,true
17004,43A,48,configuration_violating,factorized_replay,replay,none,present,2,0,1,0,2;1,1.025755962097523;1.2108446737883694;-1.9555633142248168;-0.14460089871134307,78;237;15;38;43;222;241;63,true
17004,stress,48,coordinated_precision,adaptive_global,autonomous,none,present,2,0,1,0,2;1,1.025755962097523;1.2108446737883694;-1.9555633142248168;-0.14460089871134307,190;42;26;253;206;78;247;63,true
17004,stress,48,coordinated_precision,rigid_global,autonomous,none,present,2,0,1,0,2;1,1.025755962097523;1.2108446737883694;-1.9555633142248168;-0.14460089871134307,190;42;26;253;206;78;247;63,true
17004,stress,48,coordinated_precision,independent_local,autonomous,none,present,2,0,1,0,2;1,1.025755962097523;1.2108446737883694;-1.9555633142248168;-0.14460089871134307,190;42;26;253;206;78;247;63,true
17004,stress,48,local_deviation,adaptive_global,autonomous,none,present,2,0,1,0,2;1,1.025755962097523;1.2108446737883694;-1.9555633142248168;-0.14460089871134307,190;42;26;253;206;78;247;63,true
17004,stress,48,local_deviation,rigid_global,autonomous,none,present,2,0,1,0,2;1,1.025755962097523;1.2108446737883694;-1.9555633142248168;-0.14460089871134307,190;42;26;253;206;78;247;63,true
17004,stress,48,local_deviation,independent_local,autonomous,none,present,2,0,1,0,2;1,1.025755962097523;1.2108446737883694;-1.9555633142248168;-0.14460089871134307,190;42;26;253;206;78;247;63,true
17004,43B,48,joint,joint,no_guidance,none,present,0,0,1,0,,,190;42;26;253;206;78;247;63,true
17004,43B,48,joint,joint,random_guidance,none,present,2,2,1,0,4;1,-1.303189087051974;1.2108446737883694;1.7600642404832663;-0.14460089871134307,190;42;26;253;206;78;247;63,true
17004,43B,48,joint,joint,scaffolded,accurate_stable,present,2,2,1,0,2;1,1.025755962097523;1.2108446737883694;-1.9555633142248168;-0.14460089871134307,190;42;26;253;206;78;247;63,true
17004,43B,48,joint,joint,conclusion,accurate_stable,present,0,2,1,2,,,190;42;26;253;206;78;247;63,true
17004,43B,48,joint,joint,conclusion_info_matched,accurate_stable,present,0,2,1,2,,,190;42;26;253;206;78;247;63,true
17004,43B,48,joint,joint,scaffolded,noisy,present,2,2,1,0,2;1,1.025755962097523;1.2108446737883694;-1.9555633142248168;-0.14460089871134307,190;42;26;253;206;78;247;63,true
17004,43B,48,joint,joint,conclusion,noisy,present,0,2,1,2,,,190;42;26;253;206;78;247;63,true
