seed,stage,episode,phase,world,model,arm,guide_regime,contact_mode,precision_mode,root,bundle_self,bundle_world,bundle_policy,bundle_outcome,probability_positive,root_correct,root_log_loss,root_brier,bundle_accuracy,transfer_accuracy,false_root_revision,false_component_revision,time_to_correct,first_action,second_action,expected_information_gain,realized_information_gain,joint_bundle_log_score,forecast_error,release_weight,replay_exact,contact_value
17001,43B,33,heldout_before,joint,joint,conclusion_info_matched,noisy,present,adaptive_global,-1,-1,1,-1,-1,0.5104203629823777,false,0.7142081397077308,0.2605289469470622,0.5,0.5,true,0.5,1,0,0,0.0,0.0,-1.364475313725251,1.00297121322765,0.49224050800867514,true,0.7002832985987943
17001,43B,33,heldout_before,joint,joint,scaffolded,systematically_wrong,present,adaptive_global,-1,-1,1,-1,-1,0.2963860807566198,true,0.3515254834216042,0.08784470886626956,1.0,1.0,false,0.0,1,1,3,0.003470698677592088,0.08515892903810307,-1.364475313725251,1.00297121322765,0.4898933430649611,true,0.7002832985987943
17001,43B,33,heldout_before,joint,joint,conclusion,systematically_wrong,present,adaptive_global,-1,-1,1,-1,-1,0.8248289048104653,false,1.741992095885733,0.6803427222108317,0.25,0.25,true,0.75,-1,0,0,0.22893835868391943,0.22893835868391943,-1.364475313725251,1.00297121322765,0.49224050800867514,true,0.7002832985987943
17001,43B,33,heldout_before,joint,joint,conclusion_info_matched,systematically_wrong,present,adaptive_global,-1,-1,1,-1,-1,0.7351505124599006,false,1.328593585899649,0.5404462759700545,0.25,0.25,true,0.75,-1,0,0,0.11486154077635158,0.11486154077635158,-1.364475313725251,1.00297121322765,0.49224050800867514,true,0.7002832985987943
17001,43B,33,heldout_before,joint,joint,scaffolded,context_switch,present,adaptive_global,-1,-1,1,-1,-1,0.21835856665789977,true,0.2463591687296016,0.04768046363289245,1.0,1.0,false,0.0,1,1,2,0.059470098520986614,0.16810740707130545,-1.364475313725251,1.00297121322765,0.4929765101830819,true,0.7002832985987943
17001,43B,33,heldout_before,joint,joint,conclusion,context_switch,present,adaptive_global,-1,-1,1,-1,-1,0.18754522999859113,true,0.2076950340183216,0.03517321329522445,0.75,0.75,false,0.25,1,0,0,0.2102861160204904,0.2102861160204904,-1.364475313725251,1.00297121322765,0.49224050800867514,true,0.7002832985987943
17001,43B,33,heldout_before,joint,joint,conclusion_info_matched,context_switch,present,adaptive_global,-1,-1,1,-1,-1,0.2813975599062919,true,0.3304470086868471,0.07918458672121513,0.5,0.5,false,0.5,1,0,0,0.0986615770529714,0.0986615770529714,-1.364475313725251,1.00297121322765,0.49224050800867514,true,0.7002832985987943
17001,43B,33,heldout_before,factorized,factorized,no_guidance,none,present,adaptive_global,-1,-1,1,-1,-1,0.5105252564394,false,0.7144224147459809,0.2606360374625152,0.5,0.5,true,0.5,-1,0,0,0.0,0.0,-2.1866772204470877,1.0046161602205341,0.47032988557346894,true,0.7002832985987943
17001,43B,33,heldout_before,factorized,factorized,random_guidance,none,present,adaptive_global,-1,-1,1,-1,-1,0.4016750210751381,true,0.513621229625022,0.1613428225557126,0.75,0.5,false,0.25,2,2,1,0.032400646146760304,0.01924061502975838,-2.1866772204470877,1.0046161602205341,0.47119517942187583,true,0.7002832985987943
17001,43B,33,heldout_before,factorized,factorized,scaffolded,accurate_stable,present,adaptive_global,-1,-1,1,-1,-1,0.4016750210751381,true,0.513621229625022,0.1613428225557126,0.75,0.5,false,0.25,1,1,2,0.03400981926914426,0.01924061502975838,-2.1866772204470877,1.0046161602205341,0.47119517942187583,true,0.7002832985987943
17001,43B,33,heldout_before,factorized,factorized,conclusion,accurate_stable,present,adaptive_global,-1,-1,1,-1,-1,0.18760865874451257,true,0.20777310756081188,0.03519700883591497,0.75,0.75,false,0.25,1,0,0,0.21018874537014098,0.21018874537014098,-2.1866772204470877,1.0046161602205341,0.47032988557346894,true,0.7002832985987943
17001,43B,33,heldout_before,factorized,factorized,conclusion_info_matched,accurate_stable,present,adaptive_global,-1,-1,1,-1,-1,0.28148194043544766,true,0.33056443868561586,0.0792320827913049,0.5,0.5,false,0.5,1,0,0,0.09857808979347493,0.09857808979347493,-2.1866772204470877,1.0046161602205341,0.47032988557346894,true,0.7002832985987943
17001,43B,33,heldout_before,factorized,factorized,scaffolded,noisy,present,adaptive_global,-1,-1,1,-1,-1,0.4016750210751381,true,0.513621229625022,0.1613428225557126,0.75,0.5,false,0.25,1,1,2,0.03292285103436876,0.01924061502975838,-2.1866772204470877,1.0046161602205341,0.47119517942187583,true,0.7002832985987943
17001,43B,33,heldout_before,factorized,factorized,conclusion,noisy,present,adaptive_global,-1,-1,1,-1,-1,0.5105252564393999,false,0.7144224147459807,0.26063603746251507,0.5,0.5,true,0.5,1,0,0,0.0,0.0,-2.1866772204470877,1.0046161602205341,0.47032988557346894,true,0.7002832985987943
17001,43B,33,heldout_before,factorized,factorized,conclusion_info_matched,noisy,present,adaptive_global,-1,-1,1,-1,-1,0.5105252564393998,false,0.7144224147459804,0.26063603746251496,0.5,0.5,true,0.5,1,0,0,0.0,0.0,-2.1866772204470877,1.0046161602205341,0.47032988557346894,true,0.7002832985987943
17001,43B,33,heldout_before,factorized,factorized,scaffolded,systematically_wrong,present,adaptive_global,-1,-1,1,-1,-1,0.4016750210751381,true,0.513621229625022,0.1613428225557126,0.75,0.5,false,0.25,2,2,1,0.001186600017196504,0.01924061502975838,-2.1866772204470877,1.0046161602205341,0.47119517942187583,true,0.7002832985987943
