seed,cell,truth,slice_index,event,precision,control,broadcast,real_danger,persistent_probability,absolute_persistent_posterior_change,maximum_absolute_pairwise_log_bf,exceeds_empirical_p99,exceeds_multiplied_bound,exceeds_analytic_bound
813301,D_favoring,D,23,1,ordinary,high,integrated,1,9.604851724776673e-06,3.92487483186445e-06,1.113999877972946,0,0,0
813302,D_favoring,D,0,1,ordinary,high,integrated,1,0.05945049132917851,0.1905495086708215,2.2199785861241947,0,0,0
813302,D_favoring,D,1,1,ordinary,high,integrated,1,0.05569690470046072,0.0037535866287177894,1.0575213884927819,0,0,0
813302,D_favoring,D,2,1,ordinary,high,integrated,1,0.07083176080065538,0.01513485610019466,1.113999877972946,0,0,0
813302,D_favoring,D,3,1,ordinary,high,integrated,1,0.06891610036340987,0.0019156604372455172,1.113999877972946,0,0,0
813302,D_favoring,D,4,1,ordinary,high,integrated,1,0.009019928073136367,0.0598961722902735,2.2199785861241947,0,0,0
813302,D_favoring,D,5,1,ordinary,high,integrated,1,0.06564853113015764,0.056628603057021276,2.1740935518980034,0,0,0
813302,D_favoring,D,6,1,ordinary,high,integrated,1,0.053783105573357304,0.01186542555680034,1.113999877972946,0,0,0
813302,D_favoring,D,7,1,ordinary,high,integrated,1,0.01646837221432475,0.037314733359032556,1.577571968183247,0,0,0
813302,D_favoring,D,8,1,ordinary,high,integrated,1,0.012538155490753267,0.003930216723571484,1.113999877972946,0,0,0
813302,D_favoring,D,9,1,ordinary,high,integrated,1,0.0014090190760276417,0.011129136414725625,2.2199785861241947,0,0,0
813302,D_favoring,D,10,1,ordinary,high,integrated,1,0.000426711905907856,0.0009823071701197859,1.577571968183247,0,0,0
813302,D_favoring,D,11,1,ordinary,high,integrated,1,0.00166108179191777,0.0012343698860099142,1.7981654234372195,0,0,0
813302,D_favoring,D,12,1,ordinary,high,integrated,1,0.0011850657342205055,0.0004760160576972646,1.113999877972946,0,0,0
813302,D_favoring,D,13,1,ordinary,high,integrated,1,0.0018989938253128201,0.0007139280910923146,0.4741655454642737,0,0,0
813302,D_favoring,D,14,1,ordinary,high,integrated,1,0.0002073963383763053,0.0016915974869365147,2.2199785861241947,0,0,0
813302,D_favoring,D,15,1,ordinary,high,integrated,1,2.2560931860558157e-05,0.00018483540651574715,2.2199785861241947,0,0,0
813302,D_favoring,D,16,1,ordinary,high,integrated,1,6.865303449432561e-06,1.5695628411125597e-05,1.577571968183247,0,0,0
813302,D_favoring,D,17,1,ordinary,high,integrated,1,4.082761201424115e-06,2.7825422480084466e-06,0.5200505796904653,0,0,0
813302,D_favoring,D,18,1,ordinary,high,integrated,1,1.580856923913581e-05,1.1725808037711696e-05,1.7981654234372195,0,0,0
813302,D_favoring,D,19,1,ordinary,high,integrated,1,6.120285733344206e-05,4.539428809430625e-05,1.7981654234372195,0,0,0
813302,D_favoring,D,20,1,ordinary,high,integrated,1,0.00010190841791701984,4.070556058357778e-05,1.0575213884927819,0,0,0
813302,D_favoring,D,21,1,ordinary,high,integrated,1,7.211889076563389e-05,2.9789527151385947e-05,1.113999877972946,0,0,0
813302,D_favoring,D,22,1,ordinary,high,integrated,1,4.287923419126547e-05,2.9239656574368424e-05,0.5200505796904653,0,0,0
813302,D_favoring,D,23,1,ordinary,high,integrated,1,1.3051801957010145e-05,2.9827432234255323e-05,1.577571968183247,0,0,0
813303,D_favoring,D,0,1,ordinary,high,integrated,1,0.19834131506718694,0.05165868493281306,0.5200505796904653,0,0,0
813303,D_favoring,D,1,1,ordinary,high,integrated,1,0.04116839340003217,0.15717292166715477,2.2199785861241947,0,0,0
813303,D_favoring,D,2,1,ordinary,high,integrated,1,0.0059032593807375865,0.03526513401929458,2.2199785861241947,0,0,0
813303,D_favoring,D,3,1,ordinary,high,integrated,1,0.007623709405432602,0.0017204500246950152,1.0575213884927819,0,0,0
813303,D_favoring,D,4,1,ordinary,high,integrated,1,0.010506297482246331,0.002882588076813729,0.4741655454642737,0,0,0
813303,D_favoring,D,5,1,ordinary,high,integrated,1,0.01049222077789986,1.4076704346470056e-05,1.113999877972946,0,0,0
813303,D_favoring,D,6,1,ordinary,high,integrated,1,0.0013205419967461088,0.009171678781153752,2.2199785861241947,0,0,0
813303,D_favoring,D,7,1,ordinary,high,integrated,1,0.0019021762379954463,0.0005816342412493375,1.0575213884927819,0,0,0
813303,D_favoring,D,8,1,ordinary,high,integrated,1,0.011925487823175688,0.010023311585180241,2.1740935518980034,0,0,0
813303,D_favoring,D,9,1,ordinary,high,integrated,1,0.0018043247256044929,0.010121163097571195,2.2199785861241947,0,0,0
813303,D_favoring,D,10,1,ordinary,high,integrated,1,0.00022719920272818713,0.0015771255228763058,2.2199785861241947,0,0,0
813303,D_favoring,D,11,1,ordinary,high,integrated,1,2.616152019701888e-05,0.00020103768253116824,2.2199785861241947,0,0,0
813303,D_favoring,D,12,1,ordinary,high,integrated,1,1.5710599250165166e-05,1.0450920946853713e-05,0.5200505796904653,0,0,0
813303,D_favoring,D,13,1,ordinary,high,integrated,1,9.40674512538562e-06,6.3038541247795455e-06,0.5200505796904653,0,0,0
813303,D_favoring,D,14,1,ordinary,high,integrated,1,5.6204728521220015e-06,3.786272273263619e-06,0.5200505796904653,0,0,0
813303,D_favoring,D,15,1,ordinary,high,integrated,1,1.7013518448398448e-06,3.919121007282157e-06,1.577571968183247,0,0,0
