seed,truth,material_redescription,raw_cs_argmax,pi0,pi1,q0,q1,bf,log_bf,recombination_error
787108,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,1.7188497576669046e-10,0.9999999998281149,67043018.312936336,18.020845035692282,0.0
787109,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,1.3021226423279836e-15,0.9999999999999987,8849924888352.414,29.811430087720552,0.0
787110,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,4.114898352200009e-19,1.0,2.8004792813082572e+16,37.87115206233346,0.0
787111,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,1.9430927154652612e-07,0.9999998056907284,59305.89543745465,10.99046399720201,0.0
787112,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,8.323055960172369e-21,1.0,1.384550054111013e+18,41.771906890072245,0.0
787113,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,4.85229047133813e-21,1.0,2.3748964840614154e+18,42.31148552477119,0.0
787114,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,1.2234119846922306e-15,0.9999999999999988,9419302511512.172,29.873782158411586,0.0
787115,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,1.2114135706027182e-11,0.9999999999878859,951259574.7257951,20.67329753250428,0.0
787116,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,4.137209354293124e-13,0.9999999999995863,27853769517.520058,24.050234144879475,0.0
787117,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,5.5795376732431046e-14,0.9999999999999443,206534810855.1591,26.05373481071001,2.635549485807631e-82
787118,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,9.497692162506061e-12,0.9999999999905023,1213314496.0633821,20.916621704583946,0.0
787119,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,2.0780625134079414e-12,0.9999999999979219,5545399864.36851,22.436234567749025,0.0
787120,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,5.338747646573862e-14,0.9999999999999467,215850014701.8614,26.097849627059368,0.0
787121,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,1.1435456358171653e-21,1.0,1.0077155838027332e+19,43.756802737795866,0.0
787122,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,1.0043729171375808e-13,0.9999999999998996,114735148503.07224,25.465892252701124,0.0
787123,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,1.566766213162664e-09,0.9999999984332337,7355077.908342833,15.81090150453028,0.0
787124,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,5.459492814171587e-11,0.999999999945405,211076156.18585733,19.167729556111645,0.0
787125,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,1.9748546846474618e-19,1.0,5.835207860918012e+16,38.60527137613096,0.0
787126,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,1.3405276818421748e-13,0.9999999999998659,85963816608.30762,25.177192307552524,0.0
787127,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,7.596759921862582e-18,1.0,1516921384715844.5,34.95545927107058,0.0
787128,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,5.23573985592383e-06,0.999994764260144,2200.9548912093414,7.696646586636453,0.0
787129,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,3.4139013308936975e-19,1.0,3.3755186407244396e+16,38.057910471748755,0.0
787130,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,4.521272450392555e-15,0.9999999999999954,2548770883963.221,28.566632352607577,0.0
787131,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,1.6688996214415665e-13,0.999999999999833,69049614680.0591,24.95809113648287,0.0
787132,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,4.1965429785135743e-10,0.9999999995803457,27459953.66708095,17.12823927101502,0.0
787133,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,3.4537035388667093e-15,0.9999999999999966,3336617474644.897,28.835978677615223,0.0
787134,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,1.7368824662448382e-13,0.9999999999998264,66346962468.55412,24.918163816247947,1.2868893973670072e-85
787135,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,1.566976138755313e-07,0.9999998433023861,73540.91418038313,11.205597185841135,0.0
787136,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,7.4789139013488335e-19,1.0,1.5408236719969908e+16,37.273678613294045,0.0
787137,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,3.5684644914438113e-13,0.9999999999996432,32293126658.965252,24.19812024759448,0.0
