seed,truth,regret,truth_weight,off_truth_weight,entropy,largest_absorber,largest_absorber_weight,weight_global_downweight,weight_cue_local_relearning,weight_context_split,weight_continuous_drift,weight_change_point,gap_truth_minus_global_downweight,gap_truth_minus_cue_local_relearning,gap_truth_minus_context_split,gap_truth_minus_continuous_drift,gap_truth_minus_change_point
788094,continuous_drift,-0.020637418216780112,0.2608212397701095,0.7391787602298905,1.0777466221762322,global_downweight,0.4258114870516562,0.4258114870516562,0.3133624422630714,4.7846141533204e-06,0.2608212397701095,4.6301009591447014e-08,-0.007790907825032889,-0.04946699052523229,0.24774373787286308,0.0,0.11422733461841617
788095,continuous_drift,0.035555469359636716,0.6676504988665622,0.33234950113343775,0.7985815784433399,global_downweight,0.2868599337900021,0.2868599337900021,0.03009012571210489,0.015226865542425807,0.6676504988665622,0.00017257608890496534,0.25960950632972235,0.051112180039979194,-0.07787524552969938,0.0,-0.11993377963157137
788096,continuous_drift,-0.009463020301136105,0.15101597845775114,0.8489840215422488,1.1870014778632014,global_downweight,0.4609221800877091,0.4609221800877091,0.33417280793053533,0.04687252378202368,0.15101597845775114,0.0070165097419808385,0.031389460594087204,-0.06367584900432188,0.16134084833635676,0.0,0.9746442513852083
788097,continuous_drift,-0.03853395648955171,0.580900280342282,0.419099719657718,0.8362105001455585,cue_local_relearning,0.37043441515318626,0.047463282482107974,0.37043441515318626,0.001189833711094676,0.580900280342282,1.2188311329044222e-05,-0.19271426423985272,-0.0512890977949203,0.4179241080206584,0.0,1.0057380853266418
788098,continuous_drift,0.011272442517576309,0.9118880458028443,0.08811195419715567,0.37301909383174375,context_split,0.04582477596658583,0.00017662798425098342,0.0037830401875068205,0.04582477596658583,0.9118880458028443,0.038327510058812096,0.19988463982631455,0.09924367125280131,0.8393844970964865,0.0,0.7751892379645566
788099,continuous_drift,0.021460952781024556,0.20708681982384894,0.7929131801761511,0.922994935216222,global_downweight,0.6222767867984597,0.6222767867984597,0.17063638719694735,5.3064911719025224e-09,0.20708681982384894,8.742529630573592e-10,0.04027553833976505,-0.009618342173068228,-0.09968909434199347,0.0,0.31258611149845805
788100,continuous_drift,-0.0037798489558258375,0.9159536991900502,0.08404630080994979,0.37976629458640876,cue_local_relearning,0.04147538520689982,0.0009169054694175986,0.04147538520689982,0.01823414095631358,0.9159536991900502,0.023419869177318784,-0.09031338331493277,-0.11988534381320992,0.26677748197354045,0.0,0.2807211362224109
788101,continuous_drift,0.025362073834257703,0.24467347607587966,0.7553265239241204,0.8277254902105344,cue_local_relearning,0.6675867388087179,0.08773978456535424,0.6675867388087179,5.118972666968579e-10,0.24467347607587966,3.8150794868225526e-11,0.11755551884076176,0.027108665563835288,0.4002132868922219,0.0,0.8673689275490721
788102,continuous_drift,0.03125402402502142,0.5569898687827254,0.4430101312172746,1.0383657234848989,cue_local_relearning,0.27631973925437303,0.15096457807371988,0.27631973925437303,0.013573505928072382,0.5569898687827254,0.0021523079611092187,0.1715402140366269,0.05700369886400303,0.06577233304925034,0.0,0.22230081290889814
788103,continuous_drift,0.032885096523746604,0.22055459368953512,0.7794454063104649,1.1223079305552717,global_downweight,0.5132543172353669,0.5132543172353669,0.24309714600909513,0.01326824007093368,0.22055459368953512,0.009825702995069093,0.17244058409109808,-0.022610323599992377,-0.2639306585695387,0.0,-0.07598342327116914
788104,continuous_drift,-0.05183702660294287,0.589692677869789,0.41030732213021104,1.0800397610232144,global_downweight,0.21913047264994065,0.21913047264994065,0.134969862701966,0.05549371941085723,0.589692677869789,0.0007132673674470127,-0.09652193329622172,-0.12295605580852076,-0.059007670479799934,0.0,0.5584079697318209
788105,continuous_drift,0.00011479635766975527,0.9980845469810901,0.0019154530189099406,0.014292037892092553,cue_local_relearning,0.001815774258575989,9.965519244979439e-05,0.001815774258575989,1.940335594251763e-08,0.9980845469810901,4.164528213807522e-09,0.26454730123081305,0.07639009090035564,0.35641788548512743,0.0,0.791806966189097
788106,continuous_drift,0.08687529273148731,0.22404973414823076,0.7759502658517692,0.8641788415888756,cue_local_relearning,0.6572340837772181,0.11869709596520488,0.6572340837772181,1.857557972403328e-05,0.22404973414823076,5.105296222047628e-07,0.2733196743295885,0.11510968311127456,0.24047257556068846,0.0,0.0861963414003597
788107,continuous_drift,-0.00759097687467758,0.9360787318711322,0.06392126812886778,0.2562073042020634,global_downweight,0.058492818649628534,0.058492818649628534,0.005427872781715542,1.89468665576125e-07,0.9360787318711322,3.8722885814883956e-07,-0.08622893034836032,-0.07552804850170691,0.08584288714667032,0.0,0.017125868329923577
788108,continuous_drift,0.08117915102890638,0.13957329248761333,0.8604267075123867,0.7794683502374866,cue_local_relearning,0.7280694301087541,0.1313658607602375,0.7280694301087541,0.0009789833814976348,0.13957329248761333,1.243326189743313e-05,0.018292553706262815,0.12438926111394899,0.24995068481590899,0.0,0.5949836929015877
788109,continuous_drift,-0.042004133019657885,0.14748992261958738,0.8525100773804126,0.9878130923540126,global_downweight,0.6144442865648498,0.6144442865648498,0.22037577764885344,0.01737400595489211,0.14748992261958738,0.0003160072118172782,-0.0464090113539779,-0.03944854202357817,0.306639713582741,0.0,0.5476187510241042
788110,continuous_drift,0.02989506803648423,0.35316481061542454,0.6468351893845754,1.1034339993538087,global_downweight,0.3646909421402122,0.3646909421402122,0.2804972330178184,0.001285941037693338,0.35316481061542454,0.000361073188851498,0.12083695692771723,-0.005067128340336957,-0.08342035446566509,0.0,-0.10101884264449357
788111,continuous_drift,-0.025902636482731722,0.052008737627671185,0.9479912623723288,0.4897283282306527,context_split,0.886008545914003,0.004959984038696196,0.032028185655126655,0.886008545914003,0.052008737627671185,0.024994546764502888,-0.09479575934590567,-0.06628966504443845,-0.020258332967646453,0.0,-0.13109054124620467
788112,continuous_drift,0.1473790871707754,0.2546377621288367,0.7453622378711633,0.8434354953693625,cue_local_relearning,0.6546399005382784,0.09071958934852312,0.6546399005382784,2.2575628339784674e-06,0.2546377621288367,4.904215279158198e-07,0.5819293664395149,0.3164238878808847,0.3553721867084274,0.0,0.4205611823476758
788113,continuous_drift,0.07549334427300258,0.5033352311965829,0.49666476880341714,1.1864844256060014,cue_local_relearning,0.24918073017930065,0.053332869547178995,0.24918073017930065,0.1899856882283299,0.5033352311965829,0.00416548084860757,0.458114298357545,0.22579976644494337,0.653433340044038,0.0,0.9171690111183786
788114,continuous_drift,-0.04768417489787424,0.5045123855528604,0.4954876144471396,1.0108223887225802,global_downweight,0.3795350944901464,0.3795350944901464,0.10349194422380548,0.005576556245680496,0.5045123855528604,0.006884019487507171,-0.0910569713842797,-0.06275679268222412,0.14694463098002863,0.0,0.2576702528392767
