group,seed,material_redescription,raw_cs_argmax,pi0,pi1,q0,q1,bf,log_bf,recombination_error,transition_00,transition_01,transition_10,transition_11,transition_mean_00,transition_mean_11,occupancy_then,occupancy_now,occupancy_min_fraction,cue_marker_outcome_contrast,cue_first_second_contrast,marker_aligned_log_signal,marker_switch_rate
neutral,788554,False,False,0.07258064516129031,0.9274193548387097,0.0003114225789777618,0.9996885774210222,251.22294478516602,5.526340771128014,0.0,3.5760511392130163,3.967761739510638,3.5682949016003143,11.887892219676031,0.6598366740021452,0.7812596648872714,7.552069606070868,16.44793039392913,0.3146695669196195,0.027777777777777773,0.16666666666666666,-0.03636764417087557,0.5217391304347826
neutral,788555,True,True,0.07258064516129031,0.9274193548387097,2.4274369104529954e-06,0.9999975725630895,32240.04679787511,10.380964648166506,0.0,5.214309294115137,4.517585623977328,3.894380296585063,9.373724785322482,0.6696928677639947,0.7466755339192479,9.82545928532456,14.17454071467545,0.40939413688852316,-0.1888888888888889,-0.16666666666666666,-3.886949367876031,0.6956521739130435
neutral,788556,False,False,0.07258064516129031,0.9274193548387097,1.2183324102596367e-05,0.9999878166758974,6423.527391100191,8.767722683664362,0.0,9.387898125942973,4.52563387933121,4.875814964837238,4.210653029888598,0.7271154307990988,0.6397544602418198,14.30319856646125,9.69680143353877,0.40403339306411507,-0.19444444444444445,0.08333333333333333,-5.2574953720277815,0.6086956521739131
neutral,788557,False,False,0.07258064516129031,0.9274193548387097,1.786379212772288e-05,0.9999821362078722,4380.899137751415,8.385009264894551,0.0,11.810678395874438,2.8290266082244333,3.814098734812525,4.5461962610886015,0.8040144308780843,0.683333043607932,15.632458628385587,8.367541371614411,0.3486475571506005,-1.850371707708594e-17,0.0,-2.4485390056171257,0.5217391304347826
neutral,788558,True,True,0.07258064516129031,0.9274193548387097,0.0004018372447435496,0.9995981627552565,194.67936946199612,5.271353946116759,0.0,10.752384785807456,4.847286762131077,5.796037321708682,1.6042911303527772,0.7325244291002448,0.5519603355082032,16.583522679014695,7.416477320985298,0.30901988837438754,0.011111111111111146,0.16666666666666666,1.6739764335716718,0.7391304347826086
neutral,788559,True,True,0.07258064516129031,0.9274193548387097,8.95837206462864e-08,0.9999999104162793,873605.8514841532,13.68038458207781,0.0,5.186443175699592,4.536139037458352,4.691615068510684,8.58580271833138,0.6685961824462437,0.7125276038009152,10.665099699291133,13.334900300708876,0.4443791541371304,0.3333333333333333,-0.3333333333333333,6.490700810645848,0.7391304347826086
neutral,788560,True,True,0.07258064516129031,0.9274193548387097,9.657937015106483e-11,0.9999999999034207,810326982.2038299,20.512948405906332,0.0,8.390382838688645,3.560060277076506,3.509276991365981,7.540279892868873,0.7466994061234608,0.7382711179306499,11.95843138870948,12.041568611290524,0.49826797452956156,0.1444444444444445,-0.08333333333333333,6.895104161428579,0.43478260869565216
neutral,788561,False,True,0.07258064516129031,0.9274193548387097,0.05058181565455854,0.9494181843454415,1.468952660682274,0.38454967113285,0.0,18.05447514448624,1.7287217865957514,2.221008371977105,0.9957946969409124,0.8748045149342438,0.6806331795997128,20.73869128308143,3.261308716918579,0.13588786320494076,0.26666666666666666,0.08333333333333333,9.169934957341143,0.4782608695652174
neutral,788562,True,True,0.07258064516129031,0.9274193548387097,5.409724899174897e-08,0.999999945902751,1446669.9654811677,14.1847748976924,0.0,6.376509851075907,4.055811456851664,4.027540280172333,8.540138411900111,0.7036160813259108,0.7329127039419574,10.44074131512921,13.559258684870805,0.43503088813038354,0.39444444444444443,0.16666666666666666,7.203405521083095,0.6521739130434783
neutral,788563,True,True,0.07258064516129031,0.9274193548387097,0.0017032497026601631,0.9982967502973399,45.869711082514556,3.8258050099739087,0.0,2.27494015891263,3.322821581590528,2.459077505671985,14.943160753824856,0.6587445256476381,0.8372732379214828,5.602217282816046,18.397782717183954,0.23342572011733523,0.027777777777777773,0.08333333333333333,3.7620980783952653,0.6086956521739131
