seed,truth,regret,truth_weight,off_truth_weight,entropy
787173,cue_local_relearning,-0.004294839076493122,0.7762883078256492,0.22371169217435083,0.6407858298270908
787174,cue_local_relearning,0.0006518038770909376,0.9813924758247526,0.01860752417524736,0.10427410793549684
787175,cue_local_relearning,0.00018989464948730253,0.09754512103106107,0.902454878968939,0.38821156864489065
787176,cue_local_relearning,0.0011267895690689755,0.744367606009291,0.25563239399070903,0.6466202715779025
787177,cue_local_relearning,-0.021465663469135105,0.09153953577728284,0.9084604642227172,0.4657296347554022
787178,cue_local_relearning,0.0027890143106198786,0.9265645944383,0.07343540556170003,0.30268395573683676
787179,cue_local_relearning,0.040299985861740474,0.1320531329211089,0.8679468670788911,0.8518457947280629
787180,cue_local_relearning,0.003189171707650947,0.5704107828601197,0.4295892171398803,0.782029908294916
787181,cue_local_relearning,0.00023990037445938603,0.9882467017545795,0.011753298245420485,0.07177731363506011
787182,cue_local_relearning,0.0009887717424141111,0.9696854913713995,0.030314508628600523,0.14801454284012167
787183,cue_local_relearning,-0.042686656952951374,0.48252246704386664,0.5174775329561334,0.7874777346765
787184,cue_local_relearning,0.023089719103460027,0.5702439938716705,0.42975600612832954,0.7133857258079749
787185,cue_local_relearning,1.629977795521616e-05,0.6556112657358313,0.3443887342641687,0.69274568611761
787186,cue_local_relearning,0.054265576596484344,0.20500100058155496,0.794998999418445,0.6049685738828232
787187,cue_local_relearning,-0.042178650208561784,0.36860356543895456,0.6313964345610454,0.7528862157458391
787188,cue_local_relearning,0.005276776244920771,0.8452612617255238,0.15473873827447615,0.49668764637231955
787189,cue_local_relearning,-0.060779442832164896,0.29047914956264076,0.7095208504373592,0.7632930065236552
787190,cue_local_relearning,0.0007143905039139753,0.9385335309384991,0.061466469061500884,0.2735613695941073
787191,cue_local_relearning,-0.012302116530018559,0.8950183431898774,0.10498165681012261,0.39634021671742203
787192,cue_local_relearning,0.012011128943604454,0.35901488551616206,0.6409851144838379,0.9828557872599543
787193,cue_local_relearning,0.005935712609972832,0.7985609722542788,0.2014390277457212,0.6087646271330109
787194,cue_local_relearning,0.008254349440522427,0.7718751385535609,0.22812486144643906,0.5736805096358258
787195,cue_local_relearning,0.0026163000938795498,0.920345065222158,0.07965493477784202,0.32308932041657734
787196,cue_local_relearning,-0.010364754741204093,0.7893129713167922,0.21068702868320777,0.6613652842955767
787197,cue_local_relearning,0.014329498342096514,0.6175150364221423,0.38248496357785766,0.9195387182750177
787198,cue_local_relearning,0.005759022920453087,0.7679107854637863,0.23208921453621367,0.5729945358651624
787199,cue_local_relearning,0.031093031056793247,0.3225204816940665,0.6774795183059334,0.8213085286192148
787200,context_split,1.89326077434752e-05,0.999476822521496,0.0005231774785040555,0.004917681362256912
787201,context_split,0.059384138768443506,0.24004625478898944,0.7599537452110106,0.5562400492391375
787202,context_split,0.00021241971465742657,0.9936930204401658,0.006306979559834169,0.042959223956958975
787203,context_split,5.10183992944398e-05,0.998677596395754,0.0013224036042459586,0.011414471347510247
787204,context_split,5.545434833997831e-06,0.9998667138989942,0.00013328610100582505,0.0014287737583946441
787205,context_split,2.2021766215019056e-06,0.9999454316026396,5.456839736039942e-05,0.0006062503315393358
787206,context_split,0.002828573140159089,0.9083748865392185,0.0916251134607815,0.3579668855167212
787207,context_split,0.00010722190962031419,0.9964508956585721,0.0035491043414278556,0.02578081785510432
787208,context_split,9.343915377731568e-06,0.9997727412508665,0.00022725874913354094,0.0023124998589993764
787209,context_split,6.331929578884399e-06,0.9998365283429219,0.00016347165707808475,0.0016837272868873907
787210,context_split,2.722435000140669e-06,0.9999261407012617,7.38592987382658e-05,0.0008379653871087513
787211,context_split,-0.11568090801682789,0.9865912924672662,0.013408707532733821,0.08346002022421722
787212,context_split,-2.671265526689991e-06,0.9999222254791227,7.777452087731618e-05,0.000850568127433621
787213,context_split,0.00043376954247816474,0.9894297663660419,0.010570233633958148,0.0658328840211664
787214,context_split,5.250198760779294e-06,0.9998697808917997,0.00013021910820032456,0.0014086525437056608
787215,context_split,6.160136104919426e-10,0.9999999851598663,1.4840133677473943e-08,2.9232788426774836e-07
787216,context_split,-2.4755958299908325e-05,0.9999735847505485,2.6415249451461342e-05,0.0003207609210253682
787217,context_split,6.821538571255559e-05,0.9983578398614107,0.0016421601385893103,0.013366490863467303
787218,context_split,-1.033502226614284e-06,0.9999704449287632,2.9555071236808672e-05,0.00035895610262512304
787219,context_split,8.382262546883604e-06,0.9997921194256836,0.00020788057431642137,0.002015950940227137
787220,context_split,0.00035067957669454586,0.988622642731316,0.011377357268684052,0.07069421072319518
787221,context_split,-0.00013541700588426409,0.9953824652499401,0.004617534750059882,0.032867594478063714
787222,context_split,2.8358441065042448e-06,0.9999296845408905,7.031545910951564e-05,0.0007701235556576696
787223,context_split,1.7753726286725186e-05,0.9995726194156791,0.0004273805843209022,0.00399225859951187
787224,context_split,6.2725805172192395e-06,0.9998402504502187,0.00015974954978126288,0.0015887039774022278
787225,context_split,0.00034261328237702077,0.991385087628557,0.008614912371442962,0.05443549120831594
787226,context_split,-0.00010663222653306548,0.9918970441810012,0.00810295581899878,0.05543147047932805
787227,context_split,1.9303462502525313e-06,0.9999474829630206,5.2517036979393694e-05,0.0005967983430679287
787228,context_split,3.808329667058056e-05,0.9990110523630348,0.0009889476369652206,0.0085977299112116
787229,context_split,-1.1101138355229523e-06,0.9999825586443639,1.7441355636083067e-05,0.00021155753702795072
787230,context_split,1.1659906240524265e-06,0.9999718560932614,2.8143906738553603e-05,0.0003503279840467231
787231,context_split,3.7078166664391197e-06,0.9998630285546558,0.0001369714453441917,0.0014650221713272567
787232,context_split,0.001527110198246066,0.9430047682841493,0.05699523171585075,0.2752715924953008
787233,context_split,0.0001499023268133707,0.9963976649749539,0.003602335025046144,0.02495799378851953
787234,context_split,0.00016663709883246725,0.996002144886356,0.003997855113644033,0.030426452128943238
787235,context_split,0.00037723953538500626,0.9893707549599006,0.010629245040099433,0.06993911339918073
787236,context_split,1.6478932614620117e-05,0.9996035210381129,0.0003964789618871034,0.003836565914249762
787237,context_split,-0.0004931306246523567,0.9937972814259644,0.006202718574035648,0.03920800997987276
787238,context_split,9.637341243973196e-05,0.9976037827869044,0.002396217213095575,0.018393514352081176
787239,context_split,2.2984339495953538e-05,0.998944280880128,0.0010557191198720117,0.008836562166041976
787240,context_split,0.00013487838382057285,0.9966266139335003,0.0033733860664997284,0.024504373598956276
787241,context_split,1.0554219868434227e-07,0.9999973600948824,2.6399051176184685e-06,3.824099162878598e-05
787242,context_split,0.00015070363587632585,0.9962802465181598,0.003719753481840171,0.025178413402913335
