dose,mean_depth_drop,mean_recovery_fraction,mean_capture_rise,drop_ci95,recovery_ci95
0.4,-3.8857805861880476e-17,2.7755575615628923e-8,0.07520947763423037,1.0738972108034869e-16,2.5350943140018373e-7
0.8,-3.8857805861880476e-17,2.7755575615628923e-8,0.14717581081349299,1.0738972108034869e-16,2.5350943140018373e-7
1.2,-3.8857805861880476e-17,2.7755575615628923e-8,0.21648526342753374,1.0738972108034869e-16,2.5350943140018373e-7
1.6,-3.8857805861880476e-17,2.7755575615628923e-8,0.28110465654298317,1.0738972108034869e-16,2.5350943140018373e-7
