seed,history_length,matches,posterior_mean_association,posterior_absolute_deviation_from_zero,credible_interval_lower,credible_interval_upper,credible_interval_covers_zero,maximum_untreated_transfer,floor_violation
50019,20,6,0.3181818181818182,0.18181818181818182,0.14351412230309157,0.5280508080899918,1,0.12353588229284979,1
50020,20,10,0.5,0.0,0.3039342372837858,0.701539424073192,1,0.0,0
50021,20,9,0.45454545454545453,0.04545454545454547,0.25607872423010897,0.6549779497364332,1,0.03167054004798886,1
50022,20,11,0.5454545454545454,0.045454545454545414,0.34283667235262266,0.7404472561673113,1,0.03167054004798864,1
50023,20,6,0.3181818181818182,0.18181818181818182,0.14650987868449575,0.5188313529154891,1,0.12353588229284979,1
50024,20,4,0.22727272727272727,0.2727272727272727,0.07726512417729102,0.41794736005815936,0,0.17938839980623622,1
50025,20,11,0.5454545454545454,0.045454545454545414,0.33303526792850285,0.7460865532800491,1,0.03167054004798864,1
50026,20,10,0.5,0.0,0.298892696053107,0.6984752416238509,1,0.0,0
50027,20,3,0.18181818181818182,0.3181818181818182,0.055166715172746926,0.3629834439605181,0,0.2050485721034056,1
50028,20,7,0.36363636363636365,0.13636363636363635,0.18166603757631147,0.5719313827194298,1,0.09373729243406931,1
