seed,history_length,matches,posterior_mean_association,posterior_absolute_deviation_from_zero,credible_interval_lower,credible_interval_upper,credible_interval_covers_zero,maximum_untreated_transfer,floor_violation
50184,50,28,0.5576923076923077,0.05769230769230771,0.4234942843218076,0.6903606564257466,1,0.0401554972288064,1
50185,50,26,0.5192307692307693,0.019230769230769273,0.3823317680347937,0.6512426298640553,1,0.013417814589050003,0
50186,50,23,0.46153846153846156,0.038461538461538436,0.3279455305066225,0.5967724320755308,1,0.02681110260405284,1
50187,50,29,0.5769230769230769,0.07692307692307687,0.4402736563308569,0.7050334671835534,1,0.053426948982490896,1
50188,50,28,0.5576923076923077,0.05769230769230771,0.4264333137462525,0.6849266140191453,1,0.0401554972288064,1
50189,50,30,0.5961538461538461,0.09615384615384615,0.46130990638555047,0.7288576795040965,1,0.06660187898745151,1
50190,50,22,0.4423076923076923,0.05769230769230771,0.3123458069670338,0.579191733462851,1,0.04015549722880635,1
50191,50,24,0.4807692307692308,0.019230769230769218,0.3485042767860355,0.6168439054371407,1,0.013417814589050059,0
50192,50,21,0.4230769230769231,0.07692307692307693,0.2943569870584096,0.5572284566918686,1,0.05342694898249084,1
50193,50,28,0.5576923076923077,0.05769230769230771,0.42613405153903106,0.6863471051259222,1,0.0401554972288064,1
50194,50,26,0.5192307692307693,0.019230769230769273,0.38131910216473347,0.6509711735913999,1,0.013417814589050003,0
50195,50,23,0.46153846153846156,0.038461538461538436,0.32847068702548,0.5932585437616199,1,0.02681110260405284,1
50196,50,24,0.4807692307692308,0.019230769230769218,0.34813959291154867,0.6164197051286238,1,0.013417814589050059,0
50197,50,28,0.5576923076923077,0.05769230769230771,0.421051038613393,0.6868527470431488,1,0.0401554972288064,1
50198,50,26,0.5192307692307693,0.019230769230769273,0.3847525219884327,0.6520666284266093,1,0.013417814589050003,0
50199,50,24,0.4807692307692308,0.019230769230769218,0.34746175413720504,0.6180244464316983,1,0.013417814589050059,0
50200,50,27,0.5384615384615384,0.038461538461538436,0.40420061829619996,0.6649751068818149,1,0.02681110260405295,1
50201,50,25,0.5,0.0,0.3649826466581963,0.629940106285253,1,0.0,0
50202,50,26,0.5192307692307693,0.019230769230769273,0.3800287750230308,0.6533312671701309,1,0.013417814589050003,0
50203,50,20,0.40384615384615385,0.09615384615384615,0.27476666079934325,0.5389302927084029,1,0.06660187898745151,1
50204,50,21,0.4230769230769231,0.07692307692307693,0.2952352045882491,0.5569594746545368,1,0.05342694898249084,1
50205,50,26,0.5192307692307693,0.019230769230769273,0.3831419809570874,0.6538124874895704,1,0.013417814589050003,0
50206,50,20,0.40384615384615385,0.09615384615384615,0.27309342760805017,0.5412313354774639,1,0.06660187898745151,1
50207,50,18,0.36538461538461536,0.13461538461538464,0.24291324124429572,0.499940209952599,0,0.09257108460403624,1
50208,50,28,0.5576923076923077,0.05769230769230771,0.4238204083781188,0.6897068020615241,1,0.0401554972288064,1
50209,50,24,0.4807692307692308,0.019230769230769218,0.3513360449412272,0.6164333580840443,1,0.013417814589050059,0
50210,50,23,0.46153846153846156,0.038461538461538436,0.3282178178198431,0.5971408977059056,1,0.02681110260405284,1
50211,50,20,0.40384615384615385,0.09615384615384615,0.26949836003259897,0.5421325922323449,1,0.06660187898745151,1
50212,50,23,0.46153846153846156,0.038461538461538436,0.33542802352113305,0.5954961538872015,1,0.02681110260405284,1
50213,50,28,0.5576923076923077,0.05769230769230771,0.42370528762709975,0.6888459143953718,1,0.0401554972288064,1
50214,50,21,0.4230769230769231,0.07692307692307693,0.2963058558337085,0.5589629019813863,1,0.05342694898249084,1
50215,50,19,0.38461538461538464,0.11538461538461536,0.2591195026505998,0.520969880588984,1,0.07965732589769753,1
50216,50,24,0.4807692307692308,0.019230769230769218,0.3481237713151614,0.6111592789847067,1,0.013417814589050059,0
50217,50,26,0.5192307692307693,0.019230769230769273,0.3871391786067202,0.6519322410154459,1,0.013417814589050003,0
50218,50,23,0.46153846153846156,0.038461538461538436,0.326142930355122,0.5951067726460983,1,0.02681110260405284,1
50219,50,29,0.5769230769230769,0.07692307692307687,0.4439659727576549,0.7105216042775803,1,0.053426948982490896,1
50220,50,29,0.5769230769230769,0.07692307692307687,0.44336664136150666,0.7077533152509137,1,0.053426948982490896,1
50221,50,28,0.5576923076923077,0.05769230769230771,0.421031094011391,0.685894558773673,1,0.0401554972288064,1
50222,50,20,0.40384615384615385,0.09615384615384615,0.2777586368097634,0.5453295535141807,1,0.06660187898745151,1
50223,50,33,0.6538461538461539,0.15384615384615385,0.5184256357010782,0.7751312269003573,0,0.1053218350176841,1
50224,50,27,0.5384615384615384,0.038461538461538436,0.40429490631377424,0.6697201834907485,1,0.02681110260405295,1
50225,50,24,0.4807692307692308,0.019230769230769218,0.34318328013185356,0.6166264182171922,1,0.013417814589050059,0
50226,50,26,0.5192307692307693,0.019230769230769273,0.38488839914374223,0.6520944887318029,1,0.013417814589050003,0
50227,50,20,0.40384615384615385,0.09615384615384615,0.27713427302204346,0.5384709011895912,1,0.06660187898745151,1
50228,50,29,0.5769230769230769,0.07692307692307687,0.4439578735671151,0.7054879750868976,1,0.053426948982490896,1
50229,50,22,0.4423076923076923,0.05769230769230771,0.312661515315747,0.5792721670440337,1,0.04015549722880635,1
50230,50,28,0.5576923076923077,0.05769230769230771,0.424239829540339,0.685552460876029,1,0.0401554972288064,1
50231,50,22,0.4423076923076923,0.05769230769230771,0.3117447117804821,0.579069317492394,1,0.04015549722880635,1
50232,50,28,0.5576923076923077,0.05769230769230771,0.4270570353924338,0.6893372821588976,1,0.0401554972288064,1
50233,50,16,0.3269230769230769,0.17307692307692307,0.20723174647277834,0.4650904447291265,0,0.11788925945423157,1
50234,50,24,0.4807692307692308,0.019230769230769218,0.3519044885419825,0.6146481563998095,1,0.013417814589050059,0
50235,50,25,0.5,0.0,0.3659765200083942,0.6305187105619003,1,0.0,0
50236,50,24,0.4807692307692308,0.019230769230769218,0.35157808921464284,0.6150708845130154,1,0.013417814589050059,0
50237,50,26,0.5192307692307693,0.019230769230769273,0.3859347527098024,0.6533448692835713,1,0.013417814589050003,0
50238,50,26,0.5192307692307693,0.019230769230769273,0.38814396463063,0.6549506146164366,1,0.013417814589050003,0
50239,50,22,0.4423076923076923,0.05769230769230771,0.31204826284698556,0.5769453722581159,1,0.04015549722880635,1
50240,50,18,0.36538461538461536,0.13461538461538464,0.2425555110333364,0.49689334099083504,0,0.09257108460403624,1
50241,50,22,0.4423076923076923,0.05769230769230771,0.3137723568790205,0.5774651104076226,1,0.04015549722880635,1
50242,50,32,0.6346153846153846,0.13461538461538458,0.49907713549208343,0.7554189015514667,1,0.09257108460403618,1
50243,50,27,0.5384615384615384,0.038461538461538436,0.40425837975620604,0.6696995022814282,1,0.02681110260405295,1
50244,50,28,0.5576923076923077,0.05769230769230771,0.4264245344225091,0.6900922344645272,1,0.0401554972288064,1
50245,50,23,0.46153846153846156,0.038461538461538436,0.3271980839982694,0.5935478158128246,1,0.02681110260405284,1
50246,50,29,0.5769230769230769,0.07692307692307687,0.4407072421625404,0.7085803171028062,1,0.053426948982490896,1
50247,50,28,0.5576923076923077,0.05769230769230771,0.42091870800627185,0.6907184483585014,1,0.0401554972288064,1
50248,50,25,0.5,0.0,0.36969447726020577,0.6341882826714672,1,0.0,0
50249,50,26,0.5192307692307693,0.019230769230769273,0.3848389345266369,0.649446668688053,1,0.013417814589050003,0
50250,50,27,0.5384615384615384,0.038461538461538436,0.40725737831105274,0.672437924668305,1,0.02681110260405295,1
50251,50,15,0.3076923076923077,0.1923076923076923,0.18952165942710278,0.437458536887106,0,0.1302541473866498,1
50252,50,25,0.5,0.0,0.36464000713146927,0.6345024181600514,1,0.0,0
50253,50,26,0.5192307692307693,0.019230769230769273,0.38490185086978096,0.6564422829097111,1,0.013417814589050003,0
50254,50,27,0.5384615384615384,0.038461538461538436,0.40411852013470007,0.6709709583157337,1,0.02681110260405295,1
50255,50,27,0.5384615384615384,0.038461538461538436,0.4033331570704674,0.6707387550207484,1,0.02681110260405295,1
50000,100,49,0.49019607843137253,0.009803921568627472,0.3977085827337022,0.5879816555757538,1,0.00684199871713953,0
50001,100,57,0.5686274509803921,0.06862745098039214,0.4746573187763003,0.665408900392406,1,0.04771247973559656,1
50002,100,50,0.5,0.0,0.4035267360819905,0.5929387847347626,1,0.0,0
50003,100,46,0.46078431372549017,0.03921568627450983,0.3638646550146441,0.5607947272803269,1,0.027335491458153616,1
50004,100,48,0.4803921568627451,0.019607843137254888,0.38334870840286966,0.578072498672179,1,0.013680743783152871,0
50005,100,57,0.5686274509803921,0.06862745098039214,0.470899146611532,0.6622210772065164,1,0.04771247973559656,1
50006,100,46,0.46078431372549017,0.03921568627450983,0.36571775353267194,0.556040567571164,1,0.027335491458153616,1
50007,100,52,0.5196078431372549,0.019607843137254943,0.4236839453389173,0.6162408029125175,1,0.013680743783152982,0
50008,100,50,0.5,0.0,0.40592403105801583,0.5949125361748782,1,0.0,0
50009,100,42,0.4215686274509804,0.0784313725490196,0.3274147185790131,0.5192096293078146,1,0.05446406764402695,1
50010,100,48,0.4803921568627451,0.019607843137254888,0.3855977267703844,0.5742753206312958,1,0.013680743783152871,0
50011,100,53,0.5294117647058824,0.02941176470588236,0.4290302564751688,0.6259420448174537,1,0.020512987066999555,1
50012,100,46,0.46078431372549017,0.03921568627450983,0.36608205749402006,0.5574679005757512,1,0.027335491458153616,1
50013,100,48,0.4803921568627451,0.019607843137254888,0.38353478822429826,0.577195284666431,1,0.013680743783152871,0
50014,100,46,0.46078431372549017,0.03921568627450983,0.36370809633548934,0.5556399179842552,1,0.027335491458153616,1
50015,100,45,0.45098039215686275,0.04901960784313725,0.35586761011106044,0.5442493821893272,1,0.0341450363278441,1
50016,100,50,0.5,0.0,0.40471027197091564,0.5991846997696368,1,0.0,0
50017,100,52,0.5196078431372549,0.019607843137254943,0.4257860181601618,0.6158301754438181,1,0.013680743783152982,0
50018,100,48,0.4803921568627451,0.019607843137254888,0.3831509201181606,0.5767398975068506,1,0.013680743783152871,0
50019,100,41,0.4117647058823529,0.08823529411764708,0.319752268509556,0.5106310392046844,1,0.06119008511676988,1
50020,100,55,0.5490196078431373,0.0490196078431373,0.44728686220176717,0.6451726734226927,1,0.03414503632784416,1
50021,100,52,0.5196078431372549,0.019607843137254943,0.4244880684402157,0.6142088790272503,1,0.013680743783152982,0
50022,100,51,0.5098039215686274,0.009803921568627416,0.41372285951260196,0.6074168246440756,1,0.00684199871713953,0
50023,100,52,0.5196078431372549,0.019607843137254943,0.42231147185816936,0.6156067376345388,1,0.013680743783152982,0
50024,100,41,0.4117647058823529,0.08823529411764708,0.3198356365582359,0.509352272940555,1,0.06119008511676988,1
50025,100,48,0.4803921568627451,0.019607843137254888,0.38469269700232855,0.5791193908163283,1,0.013680743783152871,0
50026,100,48,0.4803921568627451,0.019607843137254888,0.3850791119186153,0.5757060941179293,1,0.013680743783152871,0
50027,100,46,0.46078431372549017,0.03921568627450983,0.3651274427717415,0.555204062087944,1,0.027335491458153616,1
50028,100,48,0.4803921568627451,0.019607843137254888,0.38136485227591904,0.5774905921424486,1,0.013680743783152871,0
50029,100,41,0.4117647058823529,0.08823529411764708,0.3215827616302824,0.5064588090004126,1,0.06119008511676988,1
50030,100,54,0.5392156862745098,0.039215686274509776,0.44146148642704947,0.6339500299903844,1,0.027335491458153505,1
50031,100,57,0.5686274509803921,0.06862745098039214,0.4746710074709601,0.6629208456392718,1,0.04771247973559656,1
50032,100,58,0.5784313725490197,0.07843137254901966,0.48113731872493504,0.6769631803789095,1,0.054464067644027,1
50033,100,43,0.43137254901960786,0.06862745098039214,0.34004650753428733,0.5305507875568148,1,0.047712479735596613,1
50034,100,46,0.46078431372549017,0.03921568627450983,0.36566714670102884,0.5578209373574455,1,0.027335491458153616,1
50035,100,53,0.5294117647058824,0.02941176470588236,0.4325587690231722,0.6244768539307306,1,0.020512987066999555,1
50036,100,52,0.5196078431372549,0.019607843137254943,0.4242713703736888,0.6166523138510268,1,0.013680743783152982,0
50037,100,47,0.47058823529411764,0.02941176470588236,0.379098033442039,0.5684860067174146,1,0.0205129870669995,1
50038,100,52,0.5196078431372549,0.019607843137254943,0.42265626666479644,0.6127147092910864,1,0.013680743783152982,0
50039,100,54,0.5392156862745098,0.039215686274509776,0.4450094486327713,0.6364991147624822,1,0.027335491458153505,1
50040,100,52,0.5196078431372549,0.019607843137254943,0.42501734347235876,0.6140777194743493,1,0.013680743783152982,0
50041,100,53,0.5294117647058824,0.02941176470588236,0.434313429122827,0.6269542113199805,1,0.020512987066999555,1
50042,100,54,0.5392156862745098,0.039215686274509776,0.4416531983879104,0.6352148435039107,1,0.027335491458153505,1
50043,100,46,0.46078431372549017,0.03921568627450983,0.36614836132822465,0.5581125430063046,1,0.027335491458153616,1
50044,100,50,0.5,0.0,0.4025030818298356,0.5959267059124072,1,0.0,0
50045,100,55,0.5490196078431373,0.0490196078431373,0.4532615988241419,0.6449515739342055,1,0.03414503632784416,1
50046,100,55,0.5490196078431373,0.0490196078431373,0.4498939394400373,0.6450950810222504,1,0.03414503632784416,1
50047,100,45,0.45098039215686275,0.04901960784313725,0.35945522618548176,0.5490640328570013,1,0.0341450363278441,1
50048,100,50,0.5,0.0,0.4036535933833416,0.5985988204782847,1,0.0,0
50049,100,42,0.4215686274509804,0.0784313725490196,0.3306050143985754,0.5210140558020988,1,0.05446406764402695,1
50050,100,53,0.5294117647058824,0.02941176470588236,0.43237485635446876,0.6265304577183558,1,0.020512987066999555,1
50051,100,50,0.5,0.0,0.4062047438220078,0.5984090921313552,1,0.0,0
50052,100,53,0.5294117647058824,0.02941176470588236,0.43038211269883697,0.6246893085830239,1,0.020512987066999555,1
50053,100,57,0.5686274509803921,0.06862745098039214,0.4705293593831124,0.6617533138604034,1,0.04771247973559656,1
50054,100,46,0.46078431372549017,0.03921568627450983,0.370751723515174,0.5571323592032855,1,0.027335491458153616,1
50055,100,55,0.5490196078431373,0.0490196078431373,0.45095180949633856,0.6442942998440736,1,0.03414503632784416,1
50056,100,46,0.46078431372549017,0.03921568627450983,0.3688213150295476,0.5586406327397843,1,0.027335491458153616,1
50057,100,59,0.5882352941176471,0.08823529411764708,0.4931951108908796,0.6814138531008646,1,0.06119008511676982,1
50058,100,54,0.5392156862745098,0.039215686274509776,0.4434020884782268,0.6345719142181032,1,0.027335491458153505,1
50059,100,50,0.5,0.0,0.4070082966217182,0.5975383988250408,1,0.0,0
50060,100,46,0.46078431372549017,0.03921568627450983,0.3662781940447894,0.557352913771092,1,0.027335491458153616,1
50061,100,43,0.43137254901960786,0.06862745098039214,0.3363435060718209,0.5275477419887907,1,0.047712479735596613,1
50062,100,45,0.45098039215686275,0.04901960784313725,0.35745367430667835,0.5465814622727496,1,0.0341450363278441,1
50063,100,46,0.46078431372549017,0.03921568627450983,0.3639024425781417,0.5609145897811323,1,0.027335491458153616,1
50064,100,55,0.5490196078431373,0.0490196078431373,0.4529856089289638,0.6419443717758275,1,0.03414503632784416,1
50065,100,51,0.5098039215686274,0.009803921568627416,0.41284106008263316,0.6041050503971882,1,0.00684199871713953,0
50066,100,62,0.6176470588235294,0.11764705882352944,0.5170441532398278,0.708453767237228,0,0.08118436646966476,1
50067,100,52,0.5196078431372549,0.019607843137254943,0.42378698847122254,0.616506022859429,1,0.013680743783152982,0
50068,100,48,0.4803921568627451,0.019607843137254888,0.38507288676327434,0.5760137019852714,1,0.013680743783152871,0
50069,100,47,0.47058823529411764,0.02941176470588236,0.37360031267691257,0.5697789447869128,1,0.0205129870669995,1
50070,100,54,0.5392156862745098,0.039215686274509776,0.44473531999662297,0.6352660976308919,1,0.027335491458153505,1
50071,100,38,0.38235294117647056,0.11764705882352944,0.29258717362132525,0.4814848291271242,0,0.08118436646966465,1
50072,100,58,0.5784313725490197,0.07843137254901966,0.482787538388889,0.6751497486087779,1,0.054464067644027,1
50073,100,57,0.5686274509803921,0.06862745098039214,0.47062571956827753,0.6602634538043706,1,0.04771247973559656,1
50074,100,47,0.47058823529411764,0.02941176470588236,0.37334331648993246,0.5641985892310714,1,0.0205129870669995,1
50075,100,59,0.5882352941176471,0.08823529411764708,0.49149972245996326,0.6804397010822134,1,0.06119008511676982,1
50076,100,52,0.5196078431372549,0.019607843137254943,0.4209692194914352,0.6127655461361706,1,0.013680743783152982,0
50077,100,51,0.5098039215686274,0.009803921568627416,0.4137456962795363,0.6074269602962311,1,0.00684199871713953,0
50078,100,46,0.46078431372549017,0.03921568627450983,0.3653497215888648,0.5556458748458919,1,0.027335491458153616,1
50079,100,51,0.5098039215686274,0.009803921568627416,0.4148197627353869,0.6052825295099422,1,0.00684199871713953,0
50080,100,52,0.5196078431372549,0.019607843137254943,0.4199668948651459,0.6143738254929548,1,0.013680743783152982,0
50081,100,49,0.49019607843137253,0.009803921568627472,0.39570653682553175,0.5856975288967531,1,0.00684199871713953,0
50082,100,55,0.5490196078431373,0.0490196078431373,0.4531172171781173,0.6463518884051881,1,0.03414503632784416,1
50083,100,51,0.5098039215686274,0.009803921568627416,0.4119040048357424,0.607114803952828,1,0.00684199871713953,0
50084,100,46,0.46078431372549017,0.03921568627450983,0.3646196255511452,0.5579649940691065,1,0.027335491458153616,1
50085,100,49,0.49019607843137253,0.009803921568627472,0.3941369267590435,0.5865760124993044,1,0.00684199871713953,0
50086,100,46,0.46078431372549017,0.03921568627450983,0.3668775101844055,0.5606591639673474,1,0.027335491458153616,1
50087,100,51,0.5098039215686274,0.009803921568627416,0.41368513849067434,0.6077412711916986,1,0.00684199871713953,0
50088,100,57,0.5686274509803921,0.06862745098039214,0.47389774404363066,0.6613176473953808,1,0.04771247973559656,1
50089,100,56,0.5588235294117647,0.05882352941176472,0.4602054093054575,0.6538048386836119,1,0.04093842293180472,1
50090,100,49,0.49019607843137253,0.009803921568627472,0.3936840670118385,0.5850358621719944,1,0.00684199871713953,0
50091,100,46,0.46078431372549017,0.03921568627450983,0.36708708044036575,0.5586274163438467,1,0.027335491458153616,1
50092,100,46,0.46078431372549017,0.03921568627450983,0.3647010783903805,0.5589860230106091,1,0.027335491458153616,1
50093,100,50,0.5,0.0,0.40449324496086525,0.5939544178917294,1,0.0,0
50094,100,56,0.5588235294117647,0.05882352941176472,0.4595134888155414,0.6536011403259298,1,0.04093842293180472,1
50095,100,51,0.5098039215686274,0.009803921568627416,0.4157095099684965,0.6056408549704535,1,0.00684199871713953,0
50096,100,59,0.5882352941176471,0.08823529411764708,0.4898359748142096,0.6823461922410794,1,0.06119008511676982,1
50097,100,43,0.43137254901960786,0.06862745098039214,0.3389488124177365,0.5287419486042266,1,0.047712479735596613,1
50098,100,50,0.5,0.0,0.4021372842342822,0.595914721930863,1,0.0,0
50099,100,54,0.5392156862745098,0.039215686274509776,0.44150667119111453,0.6348768798534962,1,0.027335491458153505,1
50100,100,56,0.5588235294117647,0.05882352941176472,0.4617580271375875,0.6526563755992729,1,0.04093842293180472,1
50101,100,48,0.4803921568627451,0.019607843137254888,0.38618106544660247,0.5762750278598969,1,0.013680743783152871,0
50102,100,53,0.5294117647058824,0.02941176470588236,0.4334953186498146,0.6268366461884873,1,0.020512987066999555,1
50103,100,45,0.45098039215686275,0.04901960784313725,0.3569436238150872,0.5472895070857539,1,0.0341450363278441,1
50104,100,51,0.5098039215686274,0.009803921568627416,0.41386699140609107,0.6063737666137778,1,0.00684199871713953,0
50105,100,57,0.5686274509803921,0.06862745098039214,0.4699335397398556,0.6649595871415968,1,0.04771247973559656,1
50106,100,52,0.5196078431372549,0.019607843137254943,0.4236313020142388,0.616942305120175,1,0.013680743783152982,0
50107,100,56,0.5588235294117647,0.05882352941176472,0.46016910657326554,0.6542062829456554,1,0.04093842293180472,1
50108,100,53,0.5294117647058824,0.02941176470588236,0.432497864990544,0.6269506781408054,1,0.020512987066999555,1
50109,100,54,0.5392156862745098,0.039215686274509776,0.440459141520459,0.6332823505816232,1,0.027335491458153505,1
50110,100,47,0.47058823529411764,0.02941176470588236,0.3744783451721456,0.5664605575237356,1,0.0205129870669995,1
50111,100,46,0.46078431372549017,0.03921568627450983,0.36550029645613685,0.5538772788520624,1,0.027335491458153616,1
50112,100,56,0.5588235294117647,0.05882352941176472,0.462874980472953,0.6529341724114975,1,0.04093842293180472,1
50113,100,45,0.45098039215686275,0.04901960784313725,0.3575930415569436,0.5503801052474624,1,0.0341450363278441,1
50114,100,49,0.49019607843137253,0.009803921568627472,0.3927878011467643,0.5875584004003556,1,0.00684199871713953,0
50115,100,59,0.5882352941176471,0.08823529411764708,0.4849445049418505,0.6799217586873302,1,0.06119008511676982,1
50116,100,49,0.49019607843137253,0.009803921568627472,0.3960141338674659,0.5828166643473156,1,0.00684199871713953,0
50117,100,51,0.5098039215686274,0.009803921568627416,0.41484335975512204,0.6074994435606019,1,0.00684199871713953,0
50118,100,45,0.45098039215686275,0.04901960784313725,0.35732964295620906,0.5480576435289559,1,0.0341450363278441,1
50119,100,49,0.49019607843137253,0.009803921568627472,0.39421349735009154,0.5865178544665975,1,0.00684199871713953,0
50120,100,51,0.5098039215686274,0.009803921568627416,0.4146751449207966,0.6077070366103171,1,0.00684199871713953,0
50121,100,53,0.5294117647058824,0.02941176470588236,0.43280160146687435,0.6261441345249201,1,0.020512987066999555,1
50122,100,50,0.5,0.0,0.4030376308559954,0.5956753814857992,1,0.0,0
50123,100,49,0.49019607843137253,0.009803921568627472,0.3920770893635844,0.5879737734642658,1,0.00684199871713953,0
50124,100,52,0.5196078431372549,0.019607843137254943,0.42294583542309505,0.6143353726157451,1,0.013680743783152982,0
50125,100,44,0.4411764705882353,0.05882352941176472,0.34762876093721246,0.5365100928815092,1,0.04093842293180472,1
50126,100,48,0.4803921568627451,0.019607843137254888,0.38708756819952966,0.5767317298836883,1,0.013680743783152871,0
50127,100,49,0.49019607843137253,0.009803921568627472,0.3949342891189696,0.5871193135195556,1,0.00684199871713953,0
50128,100,52,0.5196078431372549,0.019607843137254943,0.41966290933500866,0.6183973966711634,1,0.013680743783152982,0
50129,100,59,0.5882352941176471,0.08823529411764708,0.49159458962749836,0.6816078960963046,1,0.06119008511676982,1
50130,100,55,0.5490196078431373,0.0490196078431373,0.4486369192787867,0.6471527499353836,1,0.03414503632784416,1
50131,100,56,0.5588235294117647,0.05882352941176472,0.45922090869387416,0.6521555846388668,1,0.04093842293180472,1
50132,100,50,0.5,0.0,0.401999986541607,0.5955991933538857,1,0.0,0
50133,100,53,0.5294117647058824,0.02941176470588236,0.4322601382905872,0.6264171560828431,1,0.020512987066999555,1
50134,100,56,0.5588235294117647,0.05882352941176472,0.45953834704026814,0.6539930168460036,1,0.04093842293180472,1
50135,100,52,0.5196078431372549,0.019607843137254943,0.42490516691188374,0.6138875923341368,1,0.013680743783152982,0
50136,100,59,0.5882352941176471,0.08823529411764708,0.4925718541475353,0.6813084545769355,1,0.06119008511676982,1
50137,100,44,0.4411764705882353,0.05882352941176472,0.3460859226237691,0.5381137841931773,1,0.04093842293180472,1
50138,100,47,0.47058823529411764,0.02941176470588236,0.3738394018554089,0.5677654603134248,1,0.0205129870669995,1
50139,100,54,0.5392156862745098,0.039215686274509776,0.44059254022900907,0.6353087362408603,1,0.027335491458153505,1
50140,100,51,0.5098039215686274,0.009803921568627416,0.4147897606035165,0.6067687846860547,1,0.00684199871713953,0
50141,100,58,0.5784313725490197,0.07843137254901966,0.4837873497864702,0.6733317043332807,1,0.054464067644027,1
50142,100,45,0.45098039215686275,0.04901960784313725,0.356641615596732,0.5479089571309609,1,0.0341450363278441,1
50143,100,47,0.47058823529411764,0.02941176470588236,0.3778824041630014,0.5679055019020343,1,0.0205129870669995,1
50144,100,59,0.5882352941176471,0.08823529411764708,0.48979804301566826,0.6813468255196048,1,0.06119008511676982,1
50145,100,43,0.43137254901960786,0.06862745098039214,0.34070358722069544,0.5297352440866202,1,0.047712479735596613,1
50146,100,57,0.5686274509803921,0.06862745098039214,0.47268314931890176,0.6644338003417055,1,0.04771247973559656,1
50147,100,55,0.5490196078431373,0.0490196078431373,0.4528896254210944,0.6428222348735263,1,0.03414503632784416,1
50148,100,55,0.5490196078431373,0.0490196078431373,0.4527823603067242,0.6464063301062518,1,0.03414503632784416,1
50149,100,41,0.4117647058823529,0.08823529411764708,0.3200322926599718,0.5032986401113029,1,0.06119008511676988,1
50150,100,54,0.5392156862745098,0.039215686274509776,0.4431081172632833,0.6355110116721705,1,0.027335491458153505,1
50151,100,49,0.49019607843137253,0.009803921568627472,0.3983951301495618,0.5865516606116242,1,0.00684199871713953,0
50152,100,52,0.5196078431372549,0.019607843137254943,0.4256567786745281,0.6179224561378631,1,0.013680743783152982,0
50153,100,56,0.5588235294117647,0.05882352941176472,0.462006323791405,0.6552085244440548,1,0.04093842293180472,1
50154,100,45,0.45098039215686275,0.04901960784313725,0.35518506704454733,0.546679102561628,1,0.0341450363278441,1
50155,100,47,0.47058823529411764,0.02941176470588236,0.37614955645702913,0.5661851639328673,1,0.0205129870669995,1
50156,100,40,0.4019607843137255,0.0980392156862745,0.3097667019447744,0.49685074206783847,0,0.06788747315297378,1
50157,100,53,0.5294117647058824,0.02941176470588236,0.43582994607356934,0.6281086561743933,1,0.020512987066999555,1
50158,100,48,0.4803921568627451,0.019607843137254888,0.3838043279631193,0.5746022521811889,1,0.013680743783152871,0
50159,100,49,0.49019607843137253,0.009803921568627472,0.396260828715222,0.5872205864182777,1,0.00684199871713953,0
50160,100,46,0.46078431372549017,0.03921568627450983,0.364245938169583,0.5565320918957968,1,0.027335491458153616,1
50161,100,51,0.5098039215686274,0.009803921568627416,0.41395515646839665,0.6067013339789632,1,0.00684199871713953,0
50162,100,54,0.5392156862745098,0.039215686274509776,0.4423104117330419,0.6334042330374793,1,0.027335491458153505,1
50163,100,50,0.5,0.0,0.4037880204829745,0.5961128708607126,1,0.0,0
50164,100,50,0.5,0.0,0.4048320677679594,0.595920638031409,1,0.0,0
50165,100,48,0.4803921568627451,0.019607843137254888,0.38509500345643727,0.5739070569453176,1,0.013680743783152871,0
50166,100,60,0.5980392156862745,0.0980392156862745,0.5049739739007555,0.6908389380545772,0,0.06788747315297372,1
50167,100,52,0.5196078431372549,0.019607843137254943,0.42120591635737775,0.6144562109913104,1,0.013680743783152982,0
50168,100,45,0.45098039215686275,0.04901960784313725,0.35615215718552673,0.5457880983820045,1,0.0341450363278441,1
50169,100,47,0.47058823529411764,0.02941176470588236,0.37391095025930843,0.5682236343408877,1,0.0205129870669995,1
50170,100,60,0.5980392156862745,0.0980392156862745,0.499439990938294,0.6924888646030386,1,0.06788747315297372,1
50171,100,53,0.5294117647058824,0.02941176470588236,0.4323379296478648,0.6244109937368657,1,0.020512987066999555,1
50172,100,44,0.4411764705882353,0.05882352941176472,0.3469811116229663,0.5373276591266941,1,0.04093842293180472,1
50173,100,48,0.4803921568627451,0.019607843137254888,0.38478657427785,0.575227567507031,1,0.013680743783152871,0
50174,100,54,0.5392156862745098,0.039215686274509776,0.44160178527667965,0.6333178886097454,1,0.027335491458153505,1
50175,100,36,0.3627450980392157,0.13725490196078433,0.27567355033531565,0.45851183354433456,0,0.09433130599748202,1
50176,100,51,0.5098039215686274,0.009803921568627416,0.4140914162213813,0.6056967593979722,1,0.00684199871713953,0
50177,100,46,0.46078431372549017,0.03921568627450983,0.3650532705603717,0.555419426619669,1,0.027335491458153616,1
50178,100,49,0.49019607843137253,0.009803921568627472,0.39447525746901313,0.5907263099238467,1,0.00684199871713953,0
50179,100,53,0.5294117647058824,0.02941176470588236,0.43270852363467394,0.6247213648968114,1,0.020512987066999555,1
50180,100,50,0.5,0.0,0.40248184222094646,0.5968582851793901,1,0.0,0
50181,100,50,0.5,0.0,0.40439394695747505,0.595675241287219,1,0.0,0
