stage,seed,condition,model,generating_carrier_id,selected_carrier_id,samples_to_formation,formed,formation_rmse,interference_shared_carrier,interference_baseline_rmse,interference_after_rmse,interference_degradation,cluster_margin,estimate_affect,estimate_self_world_coupling,estimate_policy,estimate_policy_outcome_coupling,carrier_residue_norm,coupling_residue_norm,carrier_ablation_loss,coupling_ablation_loss,carrier_residue_present,coupling_residue_present
confirmation,18212,prepared,hybrid,4,4,4,true,0.11066972205744584,true,0.11066972205744584,0.13940508170958535,0.02873535965213951,1.3355829235984404,1.1613750074126798,-0.26212394781519155,1.0185839891104047,-0.25155601580245257,1.6278820596099708,0.30545608927194123,1.6278820596099708,0.30545608927194123,true,true
confirmation,18212,arbitrary,assembly,0,2,8,true,0.2411881959248463,false,0.2411881959248463,0.2411881959248463,0.0,0.4163312002643119,-0.4132047957021708,-0.12126263880543423,0.10669755074255488,0.1896151113641173,0.0,0.29326337916558326,0.0,0.29326337916558326,false,true
confirmation,18212,arbitrary,recruitment,0,2,21,true,0.24597790807045392,true,0.24597790807045392,0.37405424566296286,0.12807633759250894,0.6938742639628747,-0.5144564441629442,-0.14561509858945124,0.24597702022979395,0.20335676503574887,0.873212459828649,0.0,0.873212459828649,0.0,true,false
confirmation,18212,arbitrary,hybrid,0,2,21,true,0.24597790807045392,true,0.24597790807045392,0.37405424566296286,0.12807633759250894,0.6938742639628747,-0.5144564441629442,-0.14561509858945124,0.24597702022979395,0.20335676503574887,0.873212459828649,0.267387198650973,0.873212459828649,0.267387198650973,true,true
confirmation,18212,shuffled,assembly,4,3,13,true,0.240074126150465,true,0.240074126150465,0.240074126150465,0.0,1.1055816393448463,0.8522040115859987,-0.32054103602168876,0.9930792312122755,-0.05972294554243485,0.0,0.364630198654688,0.0,0.364630198654688,false,true
confirmation,18212,shuffled,recruitment,4,3,9,true,0.23328355391941893,true,0.23328355391941893,0.3324109316148895,0.09912737769547056,1.0879778502783974,0.9688588633857141,-0.16260537096063424,1.2414190607517002,-0.060256963245560714,0.97082439194738,0.0,0.97082439194738,0.0,true,false
confirmation,18212,shuffled,hybrid,4,3,9,true,0.23328355391941893,true,0.23328355391941893,0.3324109316148895,0.09912737769547056,1.0879778502783974,0.9688588633857141,-0.16260537096063424,1.2414190607517002,-0.060256963245560714,0.97082439194738,0.33245694583221547,0.97082439194738,0.33245694583221547,true,true
confirmation,18213,prepared,assembly,1,1,12,true,0.2282293914881486,true,0.2282293914881486,0.2282293914881486,0.0,1.112625485602769,-0.9142786468496107,0.4191115349148805,-0.7082746195880433,0.17792039760891976,0.0,0.26975406341664565,0.0,0.26975406341664565,false,true
confirmation,18213,prepared,recruitment,1,1,4,true,0.18428816659655065,true,0.18428816659655065,0.22315582043112506,0.03886765383457441,1.4717752614469795,-1.0593272120319404,0.3497931583902099,-0.8335407225727794,-0.08376256079429137,1.5305227865013966,0.0,1.5305227865013966,0.0,true,false
confirmation,18213,prepared,hybrid,1,1,4,true,0.18428816659655065,true,0.18428816659655065,0.22315582043112506,0.03886765383457441,1.4717752614469795,-1.0593272120319404,0.3497931583902099,-0.8335407225727794,-0.08376256079429137,1.5305227865013966,0.24595223429164748,1.5305227865013966,0.24595223429164748,true,true
confirmation,18213,arbitrary,assembly,0,4,12,true,0.23257241800326736,false,0.23257241800326736,0.23257241800326736,0.0,0.7541304415619764,0.8496783905218163,-0.10913325758745983,0.8309368360285249,0.01211527947955702,0.0,0.244239140962741,0.0,0.244239140962741,false,true
confirmation,18213,arbitrary,recruitment,0,4,4,true,0.10490310579166777,true,0.10490310579166777,0.5226124476723552,0.41770934188068737,1.2297168107492131,1.0750724703646393,-0.22718059386348188,0.993115418491578,-0.29760110326631506,1.6278820596099708,0.0,1.6278820596099708,0.0,true,false
confirmation,18213,arbitrary,hybrid,0,4,4,true,0.10490310579166777,true,0.10490310579166777,0.5226124476723552,0.41770934188068737,1.2297168107492131,1.0750724703646393,-0.22718059386348188,0.993115418491578,-0.29760110326631506,1.6278820596099708,0.22268862852485208,1.6278820596099708,0.22268862852485208,true,true
confirmation,18213,shuffled,assembly,1,2,13,true,0.26588023862665644,true,0.26588023862665644,0.26588023862665644,0.0,1.0339420454950696,-0.9632446494712696,0.5120424349220152,-0.5501085217721656,-0.43553615843606336,0.0,0.5369285644810068,0.0,0.5369285644810068,false,true
confirmation,18213,shuffled,recruitment,1,2,6,true,0.24281045126981043,true,0.24281045126981043,0.33930703269600326,0.09649658142619283,1.3880640466356848,-0.9187715177732902,0.3366254082329013,-0.7658806223371857,-0.45835461119152415,1.0124228365658292,0.0,1.0124228365658292,0.0,true,false
confirmation,18213,shuffled,hybrid,1,2,6,true,0.24281045126981043,true,0.24281045126981043,0.33930703269600326,0.09649658142619283,1.3880640466356848,-0.9187715177732902,0.3366254082329013,-0.7658806223371857,-0.45835461119152415,1.0124228365658292,0.4895525146738591,1.0124228365658292,0.4895525146738591,true,true
confirmation,18214,prepared,assembly,2,2,4,true,0.20690525454136452,true,0.20690525454136452,0.20690525454136452,0.0,0.6387668929395274,-0.11629956117222617,0.46827034647862287,0.41334604830975746,-0.31262840676892334,0.0,0.3923980860483467,0.0,0.3923980860483467,false,true
confirmation,18214,prepared,recruitment,2,2,4,true,0.1106339337154444,true,0.1106339337154444,0.23556759975291514,0.12493366603747073,1.384065800648253,-0.30792852044824426,0.46827034647862287,0.8513550980835132,-0.31262840676892334,0.873212459828649,0.0,0.873212459828649,0.0,true,false
confirmation,18214,prepared,hybrid,2,2,4,true,0.1106339337154444,true,0.1106339337154444,0.23556759975291514,0.12493366603747073,1.384065800648253,-0.30792852044824426,0.46827034647862287,0.8513550980835132,-0.31262840676892334,0.873212459828649,0.35777472551466905,0.873212459828649,0.35777472551466905,true,true
confirmation,18214,arbitrary,assembly,0,2,2,true,0.21583139392181708,false,0.21583139392181708,0.21583139392181708,0.0,0.015995300307520166,-0.017459546596432323,-0.04493522401967953,0.10044308599454478,-0.1719594300834518,0.0,0.30020585187527693,0.0,0.30020585187527693,false,true
confirmation,18214,arbitrary,recruitment,0,2,8,true,0.2749138625122809,true,0.2749138625122809,0.3474402728199656,0.0725264103076847,1.0072318800607227,-0.3127948985840186,-0.01031938511775727,0.5151064552070835,-0.11921029732062445,0.873212459828649,0.0,0.873212459828649,0.0,true,false
confirmation,18214,arbitrary,hybrid,0,2,8,true,0.2749138625122809,true,0.2749138625122809,0.3474402728199656,0.0725264103076847,1.0072318800607227,-0.3127948985840186,-0.01031938511775727,0.5151064552070835,-0.11921029732062445,0.873212459828649,0.2737171002392231,0.873212459828649,0.2737171002392231,true,true
confirmation,18214,shuffled,assembly,2,3,10,true,0.2488451173699537,false,0.2488451173699537,0.2488451173699537,0.0,0.7011408879937756,0.0024662651947227727,0.36592876680037345,0.8537992014599928,-0.2450027655252392,0.0,0.4735284138954585,0.0,0.4735284138954585,false,true
confirmation,18214,shuffled,recruitment,2,3,15,true,0.2597419862979525,true,0.2597419862979525,0.23401116756521653,-0.025730818732735944,0.7390432131154948,0.08559660759028166,0.48521934262634,1.0960624399624597,-0.17844987636573656,0.97082439194738,0.0,0.97082439194738,0.0,true,false
confirmation,18214,shuffled,hybrid,2,3,15,true,0.2597419862979525,true,0.2597419862979525,0.23401116756521653,-0.025730818732735944,0.7390432131154948,0.08559660759028166,0.48521934262634,1.0960624399624597,-0.17844987636573656,0.97082439194738,0.43174649502232976,0.97082439194738,0.43174649502232976,true,true
confirmation,18215,prepared,assembly,3,3,9,true,0.22962515270287157,true,0.22962515270287157,0.22962515270287157,0.0,1.3907447963305983,0.43742601989721247,0.11525515877749061,-0.48786706224979803,0.037428145776141376,0.0,0.29347429237382855,0.0,0.29347429237382855,false,true
confirmation,18215,prepared,recruitment,3,3,7,true,0.26494150417119944,true,0.26494150417119944,0.3181966377640662,0.053255133592866766,1.5293455403238194,0.6118969298990438,-0.0129214243587226,-0.6608547204570209,-0.01392439013990324,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18215,prepared,hybrid,3,3,7,true,0.26494150417119944,true,0.26494150417119944,0.3181966377640662,0.053255133592866766,1.5293455403238194,0.6118969298990438,-0.0129214243587226,-0.6608547204570209,-0.01392439013990324,0.7106335201775948,0.2675795018702554,0.7106335201775948,0.2675795018702554,true,true
confirmation,18215,arbitrary,assembly,0,3,3,true,0.14006604397216407,false,0.14006604397216407,0.14006604397216407,0.0,0.7458495730781247,0.018745156980867077,0.002272217407262674,-0.5424373315215996,-0.24538655668306958,0.0,0.12863252491683644,0.0,0.12863252491683644,false,false
confirmation,18215,arbitrary,recruitment,0,3,4,true,0.20234563391011343,true,0.20234563391011343,0.07415451464060031,-0.1281911192695131,1.1108926028406672,0.34424778414361157,0.03453028429922287,-0.8361511586412309,-0.22337354113609934,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18215,arbitrary,hybrid,0,3,4,true,0.20234563391011343,true,0.20234563391011343,0.07415451464060031,-0.1281911192695131,1.1108926028406672,0.34424778414361157,0.03453028429922287,-0.8361511586412309,-0.22337354113609934,0.7106335201775948,0.11728259624770379,0.7106335201775948,0.11728259624770379,true,false
confirmation,18215,shuffled,assembly,3,4,3,true,0.24452122686640934,true,0.24452122686640934,0.24452122686640934,0.0,0.17167350879167564,0.4174246261125791,-0.12229530911371385,-0.12023298012582916,0.17348329579557104,0.0,0.22274506282601936,0.0,0.22274506282601936,false,true
confirmation,18215,shuffled,recruitment,3,4,5,true,0.2596107436864838,true,0.2596107436864838,0.39098879944257814,0.13137805575609435,1.2596652084672415,1.0024472671816347,0.028151203536719113,-0.4866371620638879,0.05126011134511018,1.1884864324004714,0.0,1.1884864324004714,0.0,true,false
confirmation,18215,shuffled,hybrid,3,4,5,true,0.2596107436864838,true,0.2596107436864838,0.39098879944257814,0.13137805575609435,1.2596652084672415,1.0024472671816347,0.028151203536719113,-0.4866371620638879,0.05126011134511018,1.1884864324004714,0.20309108669431172,1.1884864324004714,0.20309108669431172,true,true
confirmation,18216,prepared,assembly,4,4,15,true,0.2615258008029214,true,0.2615258008029214,0.2615258008029214,0.0,0.7707535120361291,0.8906170873707367,0.45441137222067285,0.7791735915861105,0.1486193954821382,0.0,0.46405762787236804,0.0,0.46405762787236804,false,true
confirmation,18216,prepared,recruitment,4,4,4,true,0.23284496948742012,true,0.23284496948742012,0.28672388124160375,0.053878911754183634,1.5018605165253078,1.1372165478727647,0.2373360518309216,1.1967223142711552,0.1842399897023332,1.6278820596099708,0.0,1.6278820596099708,0.0,true,false
confirmation,18216,prepared,hybrid,4,4,4,true,0.23284496948742012,true,0.23284496948742012,0.28672388124160375,0.053878911754183634,1.5018605165253078,1.1372165478727647,0.2373360518309216,1.1967223142711552,0.1842399897023332,1.6278820596099708,0.42311136658951193,1.6278820596099708,0.42311136658951193,true,true
confirmation,18216,arbitrary,assembly,0,2,5,true,0.18008447615890863,false,0.18008447615890863,0.18008447615890863,0.0,0.5359261475720701,-0.15906746111756162,0.2587306069423632,0.32345969357320425,-0.16062824708401074,0.0,0.2416509473024089,0.0,0.2416509473024089,false,true
confirmation,18216,arbitrary,recruitment,0,2,4,true,0.19933328747924922,true,0.19933328747924922,0.18649883860422,-0.012834448875029214,1.3771534550362354,-0.4368947710039631,0.29330888728142646,0.6961984038658037,-0.11836100000088784,0.873212459828649,0.0,0.873212459828649,0.0,true,false
confirmation,18216,arbitrary,hybrid,0,2,4,true,0.19933328747924922,true,0.19933328747924922,0.18649883860422,-0.012834448875029214,1.3771534550362354,-0.4368947710039631,0.29330888728142646,0.6961984038658037,-0.11836100000088784,0.873212459828649,0.2203288048933728,0.873212459828649,0.2203288048933728,true,true
confirmation,18216,shuffled,assembly,4,3,14,true,0.24650873780423316,true,0.24650873780423316,0.24650873780423316,0.0,0.9200095459233465,0.9483612885758586,0.08744127416157019,0.8649096314740855,-0.1648669146267267,0.0,0.10954235897444346,0.0,0.10954235897444346,false,false
confirmation,18216,shuffled,recruitment,4,3,9,true,0.2136644607514735,true,0.2136644607514735,0.33431125598386235,0.12064679523238886,0.9961453383057107,0.9711831932945698,0.030340721775868027,1.012018209035992,-0.15530465798874235,0.97082439194738,0.0,0.97082439194738,0.0,true,false
confirmation,18216,shuffled,hybrid,4,3,9,true,0.2136644607514735,true,0.2136644607514735,0.33431125598386235,0.12064679523238886,0.9961453383057107,0.9711831932945698,0.030340721775868027,1.012018209035992,-0.15530465798874235,0.97082439194738,0.09987685671199255,0.97082439194738,0.09987685671199255,true,false
confirmation,18217,prepared,assembly,1,1,11,true,0.23048421457446477,true,0.23048421457446477,0.23048421457446477,0.0,1.1621219382705088,-0.9704679957992609,0.10468081578648573,-0.6568149826266945,0.38569489079258157,0.0,0.20829463926118824,0.0,0.20829463926118824,false,true
confirmation,18217,prepared,recruitment,1,1,4,true,0.051317462179757745,true,0.051317462179757745,0.1690589236274506,0.11774146144769285,1.8183621433927997,-1.2412894934170478,0.1681648568631991,-0.9495934401885041,0.2785937938883473,1.5305227865013966,0.0,1.5305227865013966,0.0,true,false
confirmation,18217,prepared,hybrid,1,1,4,true,0.051317462179757745,true,0.051317462179757745,0.1690589236274506,0.11774146144769285,1.8183621433927997,-1.2412894934170478,0.1681648568631991,-0.9495934401885041,0.2785937938883473,1.5305227865013966,0.18991570050284812,1.5305227865013966,0.18991570050284812,true,true
confirmation,18217,arbitrary,assembly,0,4,2,true,0.19139086978000164,false,0.19139086978000164,0.19139086978000164,0.0,0.122309106822872,0.3008577599184665,0.038360582671282804,0.24169665064986115,-0.17568241656849673,0.0,0.13074979265140338,0.0,0.13074979265140338,false,false
confirmation,18217,arbitrary,recruitment,0,4,7,true,0.1871197015317098,true,0.1871197015317098,0.3056722284679604,0.1185525269362506,0.4357672147215039,0.9139693838246543,0.048381463896481104,0.5750853611161871,-0.07615330907232093,1.6278820596099708,0.0,1.6278820596099708,0.0,true,false
confirmation,18217,arbitrary,hybrid,0,4,7,true,0.1871197015317098,true,0.1871197015317098,0.3056722284679604,0.1185525269362506,0.4357672147215039,0.9139693838246543,0.048381463896481104,0.5750853611161871,-0.07615330907232093,1.6278820596099708,0.1192130462409854,1.6278820596099708,0.1192130462409854,true,false
confirmation,18217,shuffled,assembly,1,2,15,true,0.2564160698828714,true,0.2564160698828714,0.2564160698828714,0.0,1.2081708128441648,-0.8381508465535655,-0.09116389960151415,-0.5827121107597554,0.17951815884700612,0.0,0.12468544133520497,0.0,0.12468544133520497,false,false
confirmation,18217,shuffled,recruitment,1,2,4,true,0.23964494598531036,true,0.23964494598531036,0.36042414505865245,0.12077919907334209,1.4697437372251507,-0.7204249353921357,0.03887642153592097,-0.8289441530737424,0.1965226141190677,1.0124228365658292,0.0,1.0124228365658292,0.0,true,false
confirmation,18217,shuffled,hybrid,1,2,4,true,0.23964494598531036,true,0.23964494598531036,0.36042414505865245,0.12077919907334209,1.4697437372251507,-0.7204249353921357,0.03887642153592097,-0.8289441530737424,0.1965226141190677,1.0124228365658292,0.11368378474680452,1.0124228365658292,0.11368378474680452,true,false
confirmation,18218,prepared,assembly,2,2,6,true,0.19874495932331454,true,0.19874495932331454,0.19874495932331454,0.0,0.9310146811434539,-0.13195031456563533,-0.4979759201777001,0.5835479583605818,-0.1436905782340655,0.0,0.3138188098245589,0.0,0.3138188098245589,false,true
confirmation,18218,prepared,recruitment,2,2,4,true,0.10319295967701715,true,0.10319295967701715,0.16041696073153125,0.0572240010545141,1.3543491472165667,-0.30013329767122765,-0.3124702101721972,0.7214330880879163,-0.17520637989586718,0.873212459828649,0.0,0.873212459828649,0.0,true,false
confirmation,18218,prepared,hybrid,2,2,4,true,0.10319295967701715,true,0.10319295967701715,0.16041696073153125,0.0572240010545141,1.3543491472165667,-0.30013329767122765,-0.3124702101721972,0.7214330880879163,-0.17520637989586718,0.873212459828649,0.286128914840039,0.873212459828649,0.286128914840039,true,true
confirmation,18218,arbitrary,assembly,0,3,6,true,0.2070491171826152,false,0.2070491171826152,0.2070491171826152,0.0,1.4611657618413796,0.5099124668541197,-0.21814836940346538,-0.43422321343830694,0.16701969762002788,0.0,0.18143004578358732,0.0,0.18143004578358732,false,true
confirmation,18218,arbitrary,recruitment,0,3,4,true,0.1813160952721572,true,0.1813160952721572,0.39962155178716735,0.21830545651501015,1.5275981419677116,0.6353548752553448,-0.12087623192458485,-0.7258704870884862,0.2503058415040397,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18218,arbitrary,hybrid,0,3,4,true,0.1813160952721572,true,0.1813160952721572,0.39962155178716735,0.21830545651501015,1.5275981419677116,0.6353548752553448,-0.12087623192458485,-0.7258704870884862,0.2503058415040397,0.7106335201775948,0.1654215123320943,0.7106335201775948,0.1654215123320943,true,true
confirmation,18218,shuffled,assembly,2,3,6,true,0.27124493830415347,false,0.27124493830415347,0.27124493830415347,0.0,0.45977001797044603,-0.16179494142196327,-0.05201245669199992,0.5999253339563442,0.01310997645254006,0.0,0.30585534551312676,0.0,0.30585534551312676,false,true
confirmation,18218,shuffled,recruitment,2,3,8,true,0.27050336737206016,true,0.27050336737206016,0.2372199158496985,-0.033283451522361646,0.8320250504821654,0.0771758627398428,-0.09983681560482026,0.8921709215204161,-0.0663964012737365,0.97082439194738,0.0,0.97082439194738,0.0,true,false
confirmation,18218,shuffled,hybrid,2,3,8,true,0.27050336737206016,true,0.27050336737206016,0.2372199158496985,-0.033283451522361646,0.8320250504821654,0.0771758627398428,-0.09983681560482026,0.8921709215204161,-0.0663964012737365,0.97082439194738,0.2788681091443215,0.97082439194738,0.2788681091443215,true,true
confirmation,18219,prepared,assembly,3,3,4,true,0.24455787715335134,true,0.24455787715335134,0.24455787715335134,0.0,0.903386021314918,0.318088820495534,0.20977107381356014,-0.2269583450249623,-0.12210010104857635,0.0,0.1638021029022701,0.0,0.1638021029022701,false,true
confirmation,18219,prepared,recruitment,3,3,4,true,0.21547081404925567,true,0.21547081404925567,0.30546232204724955,0.08999150799799388,1.527194596109615,0.6192200422149912,0.20977107381356014,-0.4733384355226999,-0.12210010104857635,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18219,prepared,hybrid,3,3,4,true,0.21547081404925567,true,0.21547081404925567,0.30546232204724955,0.08999150799799388,1.527194596109615,0.6192200422149912,0.20977107381356014,-0.4733384355226999,-0.12210010104857635,0.7106335201775948,0.1493489761755992,0.7106335201775948,0.1493489761755992,true,false
confirmation,18219,arbitrary,assembly,0,2,2,true,0.20154461834592174,true,0.20154461834592174,0.20154461834592174,0.0,0.21929365862161465,-0.05626106461542181,0.07155302556156942,-0.08123358508942032,0.0318814684880846,0.0,0.2159846123323998,0.0,0.2159846123323998,false,true
confirmation,18219,arbitrary,recruitment,0,2,4,true,0.24915763555871032,true,0.24915763555871032,0.48813703436541933,0.23897939880670901,1.0151115723553445,-0.3515093387246637,0.10879721404407762,0.5031586586325001,-0.026714647945621433,0.873212459828649,0.0,0.873212459828649,0.0,true,false
confirmation,18219,arbitrary,hybrid,0,2,4,true,0.24915763555871032,true,0.24915763555871032,0.48813703436541933,0.23897939880670901,1.0151115723553445,-0.3515093387246637,0.10879721404407762,0.5031586586325001,-0.026714647945621433,0.873212459828649,0.1969271465383645,0.873212459828649,0.1969271465383645,true,true
confirmation,18219,shuffled,assembly,3,2,4,true,0.2145237290137149,false,0.2145237290137149,0.2145237290137149,0.0,0.052491724716436816,0.18097389414661663,0.17804863552253644,-0.23368796035300152,0.18191251180649748,0.0,0.2558687146535808,0.0,0.2558687146535808,false,true
confirmation,18219,shuffled,recruitment,3,2,6,true,0.24301418800047017,true,0.24301418800047017,0.25340712362518747,0.010392935624717298,0.3890078210718668,0.16262964631087498,0.14433265074012283,-0.6845767891671662,0.18202899186053256,1.0124228365658292,0.0,1.0124228365658292,0.0,true,false
confirmation,18219,shuffled,hybrid,3,2,6,true,0.24301418800047017,true,0.24301418800047017,0.25340712362518747,0.010392935624717298,0.3890078210718668,0.16262964631087498,0.14433265074012283,-0.6845767891671662,0.18202899186053256,1.0124228365658292,0.23329206336061778,1.0124228365658292,0.23329206336061778,true,true
confirmation,18220,prepared,assembly,4,4,10,true,0.24785180081961886,true,0.24785180081961886,0.24785180081961886,0.0,0.3510990399524889,0.5354016694898672,0.19356318963126007,1.0793885726009156,0.14303902490787515,0.0,0.20440187513534516,0.0,0.20440187513534516,false,true
confirmation,18220,prepared,recruitment,4,4,4,true,0.07147917738927514,true,0.07147917738927514,0.2182064729970232,0.14672729560774805,1.0641630257548944,0.8727802268706727,0.06833479162774929,1.3764290031767232,0.14764854714632855,1.6278820596099708,0.0,1.6278820596099708,0.0,true,false
confirmation,18220,prepared,hybrid,4,4,4,true,0.07147917738927514,true,0.07147917738927514,0.2182064729970232,0.14672729560774805,1.0641630257548944,0.8727802268706727,0.06833479162774929,1.3764290031767232,0.14764854714632855,1.6278820596099708,0.18636641556457942,1.6278820596099708,0.18636641556457942,true,true
confirmation,18220,arbitrary,assembly,0,3,6,true,0.2723589049612048,false,0.2723589049612048,0.2723589049612048,0.0,0.2433552504293045,0.1418675259359137,0.5048446517155328,0.055040352656741835,-0.12830777043682925,0.0,0.6121837479042915,0.0,0.6121837479042915,false,true
confirmation,18220,arbitrary,recruitment,0,3,16,true,0.24398230480888636,true,0.24398230480888636,0.4332010465289937,0.18921874172010736,0.8203033941592599,0.3239619490424249,0.6945161837239661,-0.1693754990147401,-0.21394507788980505,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18220,arbitrary,hybrid,0,3,16,true,0.24398230480888636,true,0.24398230480888636,0.4332010465289937,0.18921874172010736,0.8203033941592599,0.3239619490424249,0.6945161837239661,-0.1693754990147401,-0.21394507788980505,0.7106335201775948,0.5581675348539128,0.7106335201775948,0.5581675348539128,true,true
confirmation,18220,shuffled,assembly,4,3,17,true,0.25403688320670753,true,0.25403688320670753,0.25403688320670753,0.0,0.7529701596709664,1.0320179363421023,-0.20724155285264798,0.7834017112108145,0.025433509035935095,0.0,0.17202612752653146,0.0,0.17202612752653146,false,true
confirmation,18220,shuffled,recruitment,4,3,8,true,0.2689493307329466,true,0.2689493307329466,0.3711975865816586,0.102248255848712,1.0411269828342418,0.8888771929037947,-0.14715533943043038,0.9430540559679552,0.04438857129723076,0.97082439194738,0.0,0.97082439194738,0.0,true,false
confirmation,18220,shuffled,hybrid,4,3,8,true,0.2689493307329466,true,0.2689493307329466,0.3711975865816586,0.102248255848712,1.0411269828342418,0.8888771929037947,-0.14715533943043038,0.9430540559679552,0.04438857129723076,0.97082439194738,0.15684735156830806,0.97082439194738,0.15684735156830806,true,true
