mapping,seed,trial,true_depth,noiseless_external_load,observed_external_load,state_depth,capture,class
theory,53,8,0.5216640775326599,0.21736499198654716,0.2025667760599434,0.9673040410251817,0.16464903793470242,self
theory,53,9,0.46129357705703844,0.2756943796140009,0.27756949289890137,0.9727391222449501,0.16204855288019268,self
theory,53,10,0.39695322760074725,0.3454821392160983,0.36367873869914996,0.9772707246009167,0.15987714434821965,self
theory,53,11,0.34462651644070696,0.40803868280501077,0.41004620037584866,0.9810490342677366,0.1607905206808115,self
theory,53,12,0.2813907115263783,0.49057934400653663,0.471057958170636,0.9841992718254492,0.16703810611236955,self
theory,53,13,0.22734761695276287,0.5671421197771457,0.5924644234589015,0.9868258423146742,0.18354165279872084,self
theory,53,14,0.17772639818893596,0.6423271824235732,0.6617100009991929,0.9862838007272753,0.20180470316659327,self
theory,53,15,0.11368186023871257,0.7462818526264134,0.7599887381020033,0.95297906248638,0.2281396143624451,self
theory,53,16,0.11036704650655316,0.7518744523443996,0.7542460010884015,0.9067931089607427,0.25622801030679176,self
theory,53,17,0.1628886864845773,0.6657175836547404,0.6445465118167941,0.8733177085682062,0.27492733702068706,self
theory,53,18,0.2083759072892134,0.5953352689521673,0.5962015254521348,0.8427517411227253,0.291241525293358,self
theory,53,19,0.25109061519656983,0.5328220033143196,0.5336620040842278,0.8202501946953593,0.30270533555179324,self
theory,53,20,0.2899727429703672,0.47893177043877316,0.4819122003238641,0.8055836706591156,0.3097050479706701,self
theory,53,21,0.32981145170215753,0.426695055756091,0.4268102374939257,0.8015972121584217,0.31056216078261745,self
theory,53,22,0.3960046644213143,0.34656984713076866,0.34624808247228994,0.8171517804452524,0.2999261327945121,self
theory,53,23,0.42803088264106015,0.31079123765174643,0.3022266903293332,0.8464090753102798,0.28136442838570086,self
theory,53,24,0.49538545418971924,0.24190404785115013,0.23944108013020804,0.8719406448522802,0.2534755272698781,self
theory,53,25,0.5387220366919593,0.20213849146193347,0.20471422858329028,0.8932280766329197,0.2265065082308595,self
theory,53,26,0.6130038077871915,0.14227775014785235,0.14229298805124677,0.910976877820795,0.20776004566448883,self
theory,53,27,0.654170378324391,0.11361822086688013,0.09634722752541933,0.9257752784382535,0.19440060615349278,self
theory,53,28,0.6992341636791084,0.08593708388291509,0.07826289392820376,0.9381137264560496,0.18464600808175338,self
theory,53,29,0.7439301857668273,0.062293162273340974,0.07625362754073359,0.94840114219936,0.1773600336306586,self
theory,53,30,0.788936355347997,0.042320468989097644,0.024123192979752395,0.9569784707679991,0.17180600711722466,self
theory,53,31,0.8369748308604574,0.02524834548432764,0.030764482676893252,0.9641299816245749,0.16749697684044007,self
theory,53,32,0.8707480925573852,0.015870752798676557,0.0,0.9700926898410603,0.1641040608737391,self
theory,53,33,0.910291071852707,0.007645307199869374,0.0,0.9750642112423392,0.16139994746890904,self
theory,53,34,0.838065311290531,0.024911701237061004,0.05194170984837122,0.9792093117815606,0.15922374157293517,self
theory,53,35,0.76275891140338,0.05346916741258382,0.05797773294624578,0.9826653682064274,0.1574588457603964,self
theory,53,36,0.6856443060867594,0.09387852718089125,0.07095618350676801,0.9855469209935901,0.15601885477135152,self
theory,53,37,0.6213015640067567,0.13624188015254213,0.12500626583325675,0.9879494704443057,0.1548384178450977,self
theory,53,38,0.5634252436981239,0.1810676419480404,0.19592248432228482,0.989952641751404,0.15386721166629305,self
theory,53,39,0.5192775433113579,0.2195393763465252,0.2161583555794174,0.9916228239340794,0.1530658844797078,self
theory,53,40,0.4476657841158155,0.2898194317345771,0.2867582055137103,0.9930153700999723,0.15240326704723361,self
theory,53,41,0.41915604258111444,0.32051071772653045,0.3010493366339453,0.9941764319555341,0.15185441115388731,self
