local_deviation_sd,global_forecast_error,nested_forecast_error,nested_minus_global,global_accuracy,nested_accuracy,nested_effective_shrinkage,global_seed_win_rate,nested_seed_win_rate
0.0,0.3453780398028436,0.3574288772703259,0.012050837467482312,0.7625,0.7616666666666666,8.314165898136206,0.65,0.35
1.0,1.354738466498541,0.6703269249285995,-0.6844115415699414,0.7725000000000001,0.7708333333333333,5.262428570602442,0.0,1.0
2.0,2.664622528309526,1.0323413302859734,-1.6322811980235525,0.7566666666666666,0.7558333333333332,1.9288035008172166,0.0,1.0
3.0,3.9967780926340075,1.3402678228776712,-2.6565102697563363,0.7275,0.7325,0.9005132358818498,0.0,1.0
