seed,trial,condition,cause,bound_correct,local_correct,inverted_correct,bound_confidence,local_confidence,probability_positive
8501,16,salient_distractor,-1,true,true,false,0.800069349389767,0.6282742662918289,0.09996532530511651
8501,17,salient_distractor,1,true,true,true,0.3707874663016062,0.6204555757372132,0.6853937331508031
8501,18,salient_distractor,1,true,true,true,0.8688516666755433,0.649572351203186,0.9344258333377716
8501,19,salient_distractor,-1,true,true,false,0.37794238738234365,0.4293024799297491,0.3110288063088282
8501,20,salient_distractor,-1,true,true,true,0.8334098549346609,0.5673472376252519,0.08329507253266957
8501,21,salient_distractor,1,true,true,false,0.8773327092433676,0.6103694125804853,0.9386663546216838
8501,22,salient_distractor,1,true,true,false,0.33471937188889145,0.3279852519864012,0.6673596859444457
8501,23,salient_distractor,-1,true,true,false,0.7644723535355167,0.41215696708403415,0.11776382323224166
8501,24,salient_distractor,1,true,true,false,0.7420822535622882,0.4928061698938264,0.8710411267811441
8501,25,salient_distractor,-1,false,false,false,0.3911533997393102,0.18691446966781897,0.6955766998696551
8501,26,salient_distractor,-1,true,true,true,0.8338233813858237,0.5804523803522534,0.08308830930708816
8501,27,salient_distractor,1,true,true,false,0.37192478895137193,0.31002515066936276,0.685962394475686
8501,28,salient_distractor,1,true,true,false,0.5992954220042024,0.28875875827265546,0.7996477110021012
8501,29,salient_distractor,1,true,true,false,0.731483832753693,0.40331479901868467,0.8657419163768465
8501,30,salient_distractor,1,false,false,false,0.5160073690944376,0.47259101412140564,0.24199631545278122
8501,31,salient_distractor,1,false,true,true,0.23726136190205094,0.4636444695054323,0.38136931904897453
8501,32,salient_distractor,1,true,true,false,0.8719022361241575,0.5324456573267965,0.9359511180620788
8501,33,salient_distractor,1,true,true,false,0.642728959374915,0.37320548717473906,0.8213644796874575
