seed,length,acute_count,acute_widths,control_level,action_dependence,low_control_fraction,chronic_profile,scheduled_dose,available_formation_margin,available_formed,available_final_persistent_probability,available_max_step_change,available_realized_avoidance_mediator,available_avoidance_rate,available_realized_event_fraction,replay_formation_margin,replay_formed,replay_final_persistent_probability,replay_max_step_change,replay_realized_avoidance_mediator,replay_avoidance_rate,replay_realized_event_fraction
809371,90,1,2,4,0.75,0.25,none,0.022222222222222223,2.295285713983257,1,0.9024921965581345,0.051742656301529744,0.022222222222222223,0.1111111111111111,0.022222222222222223,2.07724394759959,1,0.8911912090805237,0.051742656301529744,0.0,0.0,0.022222222222222223
809372,90,1,2,4,0.75,0.25,bursty-moderate,0.2,-0.4886879070964938,0,0.7161255894902431,0.061179637440375245,0.011111111111111112,0.17777777777777778,0.15555555555555556,-1.4788458625806808,0,0.6237152554521602,0.05726473517764341,0.0,0.0,0.2
809373,60,1,3,5,1.0,0.0,steady-low,0.13333333333333333,0.3848791192942871,0,0.7747629560437295,0.05548409711852942,0.13333333333333333,0.3,0.11666666666666667,-0.09631924430439853,0,0.7002362525002934,0.062276723116403476,0.0,0.0,0.13333333333333333
809374,120,1,1,5,1.0,0.0,steady-low,0.09166666666666666,-1.5296550877142412,0,0.6752264693729559,0.061023876454112,0.14166666666666666,0.35833333333333334,0.058333333333333334,-1.7825246703227633,0,0.6464524710332977,0.05778334077256164,0.0,0.0,0.09166666666666666
809375,120,1,2,5,1.0,0.0,steady-low,0.1,0.10568666465125931,0,0.8498450701331757,0.05906493617849329,0.1,0.35833333333333334,0.058333333333333334,-0.129517517315495,0,0.7448219746294036,0.06124940838720916,0.0,0.0,0.1
809376,60,1,3,5,1.0,0.0,steady-low,0.13333333333333333,0.25983065230302493,0,0.7481835026668632,0.056550310513246105,0.13333333333333333,0.38333333333333336,0.11666666666666667,-0.3246557910309793,0,0.7069588716640093,0.06137884383165798,0.0,0.0,0.13333333333333333
809377,120,1,2,5,1.0,0.0,steady-low,0.1,1.1124540060164656,1,0.8599107852522258,0.05963789768079136,0.025,0.23333333333333334,0.08333333333333333,0.6672607608670345,0,0.8406725120988575,0.05471326122829734,0.0,0.0,0.1
809378,60,1,1,5,1.0,0.0,steady-low,0.1,-1.1814569406655688,0,0.5416195089292194,0.040856264618293725,0.06666666666666667,0.4,0.1,-0.26328428987603036,0,0.6033442205479984,0.053484641864292026,0.0,0.0,0.1
809379,90,1,3,5,1.0,0.0,none,0.03333333333333333,-0.7742115256629942,0,0.5379038406889669,0.05983871446828448,0.022222222222222223,0.1111111111111111,0.03333333333333333,-0.8730623255575549,0,0.5226829694463507,0.05614232259940988,0.0,0.0,0.03333333333333333
809380,120,1,2,5,1.0,0.0,none,0.016666666666666666,-1.2814674900163066,0,0.6902446307749802,0.05519635311883003,0.058333333333333334,0.175,0.016666666666666666,-0.9146279036294986,0,0.7694535768742944,0.057161389680973285,0.0,0.0,0.016666666666666666
809381,60,2,3|3,1,0.0,1.0,steady-low,0.18333333333333332,-0.131745562962293,0,0.7368364905212472,0.08543217428064553,0.1,0.48333333333333334,0.15,-0.23615191872995056,0,0.6685965351132763,0.04957099995820147,0.0,0.0,0.18333333333333332
809382,120,2,1|1,1,0.0,1.0,steady-low,0.1,-1.0282293322948108,0,0.5579426555798344,0.05981855824023852,0.06666666666666667,0.25,0.075,-0.4223573938537506,0,0.7234059993936571,0.05688388717073534,0.0,0.0,0.1
809383,90,2,2|2,1,0.0,1.0,none,0.044444444444444446,0.41151685419435746,0,0.7737683765714495,0.04971771265530078,0.03333333333333333,0.18888888888888888,0.044444444444444446,0.11175481735672,0,0.7485811373274401,0.04801017680067576,0.0,0.0,0.044444444444444446
809384,90,2,3|3,1,0.0,1.0,bursty-moderate,0.24444444444444444,1.5917312877198568,1,0.8447849694965873,0.04507432410828538,0.06666666666666667,0.13333333333333333,0.2,1.8514909783877547,1,0.8064022777061872,0.03961942286155051,0.0,0.0,0.24444444444444444
809385,60,2,2|2,1,0.0,1.0,steady-low,0.15,-0.9253476429216252,0,0.5986824307469596,0.05996840406017756,0.03333333333333333,0.2,0.15,-0.13695271332141434,0,0.7153845228659567,0.05798753141768742,0.0,0.0,0.15
809386,120,2,3|3,1,0.0,1.0,bursty-moderate,0.23333333333333334,-0.6347031056558639,0,0.7183475401211623,0.07569938369755214,0.06666666666666667,0.3,0.18333333333333332,0.34086760311609066,0,0.7533820092660078,0.07169753633450004,0.0,0.0,0.23333333333333334
809387,60,2,3|3,1,0.0,1.0,none,0.1,0.04056965686818881,0,0.7161057866958388,0.06552215334893285,0.13333333333333333,0.31666666666666665,0.1,-0.15785113121947836,0,0.6753165598812333,0.054685032528810296,0.0,0.0,0.1
809388,90,2,2|1,1,0.0,1.0,steady-low,0.1111111111111111,0.9729182996963344,0,0.8546531148193024,0.05950076528464421,0.011111111111111112,0.18888888888888888,0.1,0.4472332808262205,0,0.8179633674059134,0.05203793718319938,0.0,0.0,0.1111111111111111
809389,90,2,1|2,2,0.25,0.75,none,0.03333333333333333,-0.7054003468096779,0,0.6394804831557808,0.049635477955553564,0.06666666666666667,0.37777777777777777,0.03333333333333333,0.6958468119880692,0,0.8180114587462495,0.052440224990271456,0.0,0.0,0.03333333333333333
809390,60,2,2|2,2,0.25,0.75,steady-low,0.15,-1.0575524307113755,0,0.5502455908246481,0.06087362923209466,0.03333333333333333,0.21666666666666667,0.15,-0.7075850120660698,0,0.5980574199475501,0.050463776708124186,0.0,0.0,0.15
809391,120,2,2|1,2,0.25,0.75,none,0.025,0.06698274261385251,0,0.7662877565102638,0.06083593262450948,0.1,0.25833333333333336,0.025,-0.05336741205938211,0,0.76279802151521,0.06083593262450948,0.0,0.0,0.025
809392,90,2,2|3,2,0.25,0.75,none,0.05555555555555555,0.8364058108699426,0,0.8152958424847971,0.051293890662158614,0.14444444444444443,0.32222222222222224,0.05555555555555555,0.6741182092836688,0,0.7920304855504671,0.0383490044195236,0.0,0.0,0.05555555555555555
809393,120,2,2|1,2,0.25,0.75,bursty-moderate,0.20833333333333334,-1.6795211303710338,0,0.670933678821708,0.06108510839308379,0.1,0.21666666666666667,0.175,-0.3785165514278168,0,0.727544660031193,0.05467300379449214,0.0,0.0,0.20833333333333334
809394,90,2,1|2,2,0.25,0.75,steady-low,0.1111111111111111,-0.2550432362693531,0,0.7503965457870077,0.06738841893746306,0.2111111111111111,0.4222222222222222,0.1,0.18614990558028666,0,0.7539751329237931,0.04356353460188056,0.0,0.0,0.1111111111111111
809395,120,2,2|2,2,0.25,0.75,steady-low,0.11666666666666667,-0.1426701035003628,0,0.7714132111583675,0.056555673154704666,0.05,0.30833333333333335,0.09166666666666666,-0.8044028442665203,0,0.7321513469441776,0.05935589617968873,0.0,0.0,0.11666666666666667
809396,120,2,1|3,2,0.25,0.75,none,0.03333333333333333,1.00113917697688,1,0.8018471930738262,0.050459219799199206,0.041666666666666664,0.25,0.03333333333333333,0.1043824316973172,0,0.6802242324518971,0.050459219799199206,0.0,0.0,0.03333333333333333
809397,120,2,3|3,3,0.5,0.5,steady-low,0.13333333333333333,0.49333935987770206,0,0.7075280380289748,0.05933609953962532,0.058333333333333334,0.3,0.13333333333333333,0.28324380354360534,0,0.7069500274521037,0.04279671927543438,0.0,0.0,0.13333333333333333
809398,90,2,1|1,3,0.5,0.5,bursty-moderate,0.2,0.022170639978773332,0,0.7916361247390084,0.05649267866467367,0.022222222222222223,0.17777777777777778,0.15555555555555556,-0.09006236194337625,0,0.7517339478262517,0.06528397730938962,0.0,0.0,0.2
809399,120,2,3|2,3,0.5,0.5,steady-low,0.125,0.2709240115319369,0,0.8240954711218468,0.05970871503664277,0.041666666666666664,0.25,0.1,-0.8317185708012076,0,0.7622957194511113,0.06373832213532049,0.0,0.0,0.125
809400,60,2,1|3,3,0.5,0.5,bursty-moderate,0.25,-1.1624672159468823,0,0.6092836513978334,0.06523693255101959,0.03333333333333333,0.15,0.2,-1.4081965717618647,0,0.5637106078895132,0.057898541072120446,0.0,0.0,0.25
809401,120,2,3|1,3,0.5,0.5,steady-low,0.11666666666666667,-0.31332280266843426,0,0.7101488454282541,0.06972334355887688,0.175,0.44166666666666665,0.08333333333333333,-0.30332204957601827,0,0.7458832330889169,0.05262432234659509,0.0,0.0,0.11666666666666667
809402,60,2,1|1,3,0.5,0.5,none,0.03333333333333333,-0.1714325958555858,0,0.6779821154038708,0.058033818026672845,0.03333333333333333,0.1,0.03333333333333333,-0.20902988954676593,0,0.6708443587739198,0.05724970938530172,0.0,0.0,0.03333333333333333
