seed,episode,regime,agent,context,correct,samples,first_action,probability_positive,phi_channel_1,phi_channel_3,joint_descends,depth_readout,policy_entropy,policy_free_energy,active_inference_objective
8701,9,training,local,0.5,true,3,1,0.9916363543118576,-0.015989454638415848,0.4887327868852478,true,0.8181428294430757,0.0,0.0,23.35083967024387
8701,9,training,random,0.5,true,3,1,0.9963872937261306,-0.049526886971967055,0.9974821638648953,true,0.8369297997368124,0.0,0.0,24.07835605290947
8701,9,training,fixed,0.5,true,3,1,0.9874929207639861,0.3089973467016128,0.31843059891069364,true,0.7622147186307232,0.0,0.0,27.344783945534143
8701,9,training,no_binding,0.5,true,3,1,0.8043655549299693,-0.125685436434871,0.9744618757550437,true,0.8380155428777344,0.0,0.0,24.821006174396405
8701,10,training,full,1.0,true,3,1,0.9826687557578816,-1.0718237485466922,1.825518921031195,true,0.8430883177208287,0.0,0.0,27.78469295584079
8701,10,training,local,1.0,true,3,1,0.9956247735478452,-0.9613021969548076,1.1066568561946155,true,0.82194334309763,0.0,0.0,29.367764131925544
8701,10,training,random,1.0,true,3,1,0.9826687557578816,-1.0718237485466922,1.825518921031195,true,0.8430883177208287,0.0,0.0,27.78469295584079
8701,10,training,fixed,1.0,true,3,1,0.9112963839584244,-1.7190119973359914,1.5269090316131522,true,0.7636414625163793,0.0,0.0,31.553183438566332
8701,10,training,no_binding,1.0,true,3,1,0.7115618150466189,-1.1464814865277018,1.8523614988892732,true,0.8422500769922793,0.0,0.0,27.71739563394891
8701,11,training,full,-1.0,true,3,1,0.0035639668629697174,1.894609557026304,-0.7652728825187194,true,0.8338584387311476,0.0,0.0,22.625430430479256
8701,11,training,local,-1.0,true,3,1,0.00995705008884862,1.2422435058940506,-0.8187720873510228,true,0.8143572355537525,0.0,0.0,23.56040999843995
8701,11,training,random,-1.0,true,3,1,0.0035639668629697174,1.894609557026304,-0.7652728825187194,true,0.8338584387311476,0.0,0.0,22.625430430479256
8701,11,training,fixed,-1.0,true,3,1,0.005149932078240026,1.6538046167507396,-0.718156438187734,true,0.7568407517435362,0.0,0.0,27.652702315189984
8701,11,training,no_binding,-1.0,true,3,1,0.18946580815132083,1.8887513138455017,-0.8591108212916035,true,0.8347790229222508,0.0,0.0,23.38256118110901
8701,12,training,full,-0.5,true,3,1,0.9980136975217918,1.3222632395817768,-0.15740121233918627,true,0.8342765470846404,0.0,0.0,21.70574662262355
8701,12,training,local,-0.5,true,3,1,0.9965650409556079,0.8720726832614031,-0.36678927331567784,true,0.8245223143795087,0.0,0.0,22.390321345021995
8701,12,training,random,-0.5,true,3,1,0.9980136975217918,1.3222632395817768,-0.15740121233918627,true,0.8342765470846404,0.0,0.0,21.70574662262355
8701,12,training,fixed,-0.5,true,3,1,0.9988028906319568,1.4152811880054619,-0.18793475498709267,true,0.7576698317198618,0.0,0.0,26.18577375125315
8701,12,training,no_binding,-0.5,true,3,1,0.8740541861795809,1.2819898016367006,-0.2272797726996374,true,0.8354868777533484,0.0,0.0,22.715929046795843
8701,13,training,full,0.0,true,3,1,0.9141455032105599,0.7198634472780722,0.6978285520336064,true,0.8268227110587361,0.0,0.0,18.120165864726165
8701,13,training,local,0.0,true,3,1,0.9565022890460423,0.4793679117665302,0.2785250689419671,true,0.8188502105578793,0.0,0.0,19.061451197048324
8701,13,training,random,0.0,true,3,1,0.9141455032105599,0.7198634472780722,0.6978285520336064,true,0.8268227110587361,0.0,0.0,18.120165864726165
8701,13,training,fixed,0.0,true,3,1,0.9913653643756026,1.4980866201206815,1.4521435740977935,true,0.7668554585094643,0.0,0.0,19.987914203323243
8701,13,training,no_binding,0.0,true,3,1,0.6427020841373827,0.6682141010112668,0.6645315858969388,true,0.8267696407018598,0.0,0.0,18.32515362224847
8701,14,training,full,0.5,true,3,1,0.8727470802429029,-0.02307442110026839,1.2784978344712614,true,0.8349188822119132,0.0,0.0,21.29472612462433
8701,14,training,local,0.5,true,3,1,0.8009097354730542,-0.04709156477292151,0.7145254565815103,true,0.8244535766897787,0.0,0.0,22.18412676807759
8701,14,training,random,0.5,true,3,1,0.8727470802429029,-0.02307442110026839,1.2784978344712614,true,0.8349188822119132,0.0,0.0,21.29472612462433
8701,14,training,fixed,0.5,true,3,1,0.9316717065462737,0.36545418548221087,0.9455078547899096,true,0.7568091093256661,0.0,0.0,25.49464817231714
8701,14,training,no_binding,0.5,true,3,1,0.6267133996732789,-0.08638674367277448,1.2477900941688513,true,0.8343238006397234,0.0,0.0,21.305682275376316
8701,15,training,full,1.0,true,3,1,0.0003038422619238575,-0.6103447948538491,1.8480798339723634,true,0.8319111341555555,0.0,0.0,21.387959157695715
8701,15,training,local,1.0,true,3,1,0.0013689767728088742,-0.395493089734881,1.1622757981763636,true,0.8139468608301531,0.0,0.0,21.480568521467415
8701,15,training,random,1.0,true,3,1,0.0003038422619238575,-0.6103447948538491,1.8480798339723634,true,0.8319111341555555,0.0,0.0,21.387959157695715
8701,15,training,fixed,1.0,true,3,1,0.000589909658983141,0.34029759448269653,1.2212440775952358,true,0.7533499639634881,0.0,0.0,25.36669872225985
8701,15,training,no_binding,1.0,true,3,1,0.16742505081799605,-0.7088491257780949,1.84630491910643,true,0.8327904973115782,0.0,0.0,22.306606145228976
8701,16,training,full,-1.0,true,3,1,0.999691409086331,1.9224948152388273,-0.6614024351845341,true,0.8324853368319516,0.0,0.0,21.098204058367976
8701,16,training,local,-1.0,true,3,1,0.9986396422619986,1.292018851233079,-0.7251464427783404,true,0.8174819073082252,0.0,0.0,21.871548842093723
8701,16,training,random,-1.0,true,3,1,0.999691409086331,1.9224948152388273,-0.6614024351845341,true,0.8324853368319516,0.0,0.0,21.098204058367976
8701,16,training,fixed,-1.0,true,3,1,0.9998076877992021,1.6910611190948375,-0.25682867675207405,true,0.7539344686007748,0.0,0.0,25.961941840620334
8701,16,training,no_binding,-1.0,true,3,1,0.8697915175701033,1.920047621558694,-0.7658243615472121,true,0.8335402267685091,0.0,0.0,22.148065112081213
8701,17,training,full,-0.5,true,3,1,0.010152960312741433,1.203682318058629,0.0773526167813855,true,0.8348667392358091,0.0,0.0,21.48892584304781
8701,17,training,local,-0.5,true,3,1,0.03761912086019932,0.7950038431624037,-0.15184698947539874,true,0.8276246023086824,0.0,0.0,22.16821304276417
8701,17,training,random,-0.5,true,3,1,0.010152960312741433,1.203682318058629,0.0773526167813855,true,0.8348667392358091,0.0,0.0,21.48892584304781
8701,17,training,fixed,-0.5,true,3,1,0.07730502728672249,0.5478224965247581,1.052390095918689,true,0.7549079011491343,0.0,0.0,24.5927292636266
8701,17,training,no_binding,-0.5,true,3,1,0.3413077320023408,1.1848474303445435,0.02075820925019346,true,0.8343664836463164,0.0,0.0,21.557586976536417
8701,18,training,full,0.0,true,3,1,0.001304321581529555,0.5378045926903782,0.5979413835154181,true,0.8379534016868029,0.0,0.0,22.245223404367728
8701,18,training,local,0.0,true,3,1,0.00495089645821859,0.3340017922282867,0.22846464984447798,true,0.8316018959627998,0.0,0.0,22.38515579953285
8701,18,training,random,0.0,true,3,1,0.001304321581529555,0.5378045926903782,0.5979413835154181,true,0.8379534016868029,0.0,0.0,22.245223404367728
8701,18,training,fixed,0.0,true,3,1,0.0015268614029332515,0.4666859366076068,0.5252654500475299,true,0.7764967740069086,0.0,0.0,25.605548356269782
8701,18,training,no_binding,0.0,true,3,1,0.18055323850957353,0.4933991710822024,0.5451024008822197,true,0.8383248035582608,0.0,0.0,22.976250905777515
8701,19,training,full,0.5,true,3,1,0.9974006641854378,0.061587400841789285,1.2985409128618253,true,0.8313482975153459,0.0,0.0,19.705323031171496
8701,19,training,local,0.5,true,3,1,0.992529650060504,0.05516164376294697,0.7559101980851616,true,0.8230204126340439,0.0,0.0,20.278920617484076
8701,19,training,random,0.5,true,3,1,0.9974006641854378,0.061587400841789285,1.2985409128618253,true,0.8313482975153459,0.0,0.0,19.705323031171496
8701,19,training,fixed,0.5,true,3,1,0.9984406837471891,0.9051140115901232,1.1524575617371813,true,0.7532398143162008,0.0,0.0,23.271625448696703
8701,19,training,no_binding,0.5,true,3,1,0.7769774799007293,-0.0020925530965395915,1.2732134119402716,true,0.8318379504906399,0.0,0.0,20.35974400540468
8701,20,training,full,1.0,true,3,1,0.017183952708995243,-0.7257897259461729,2.0157554023798188,true,0.8304238886385952,0.0,0.0,19.69025479469343
8701,20,training,local,1.0,true,3,1,0.05309112400489014,-0.551430367710703,1.3003793648790893,true,0.8185603462931508,0.0,0.0,20.609762045809177
8701,20,training,random,1.0,true,3,1,0.017183952708995243,-0.7257897259461729,2.0157554023798188,true,0.8304238886385952,0.0,0.0,19.69025479469343
8701,20,training,fixed,1.0,true,3,1,0.0011697914464831847,-0.6747793792078719,2.741695031418297,true,0.7507749383549175,0.0,0.0,24.21608816460534
8701,20,training,no_binding,1.0,true,3,1,0.2901081329957891,-0.7919734833623032,2.008477718546878,true,0.8305968470411779,0.0,0.0,20.00529286589774
8701,21,training,full,-1.0,true,3,1,0.9898384045447994,1.9980500527664207,-0.6193532680790271,true,0.8281483128077232,0.0,0.0,18.741915136598315
8701,21,training,local,-1.0,true,3,1,0.966084688286183,1.3526325749283767,-0.6757957335141985,true,0.8158492105141009,0.0,0.0,19.40340113451736
8701,21,training,random,-1.0,true,3,1,0.9898384045447994,1.9980500527664207,-0.6193532680790271,true,0.8281483128077232,0.0,0.0,18.741915136598315
8701,21,training,fixed,-1.0,true,3,1,0.9990291545883669,2.3715900771204077,0.04714600223321677,true,0.7487789211454569,0.0,0.0,22.935287587792857
8701,21,training,no_binding,-1.0,true,3,1,0.7465609318049854,1.989992311139811,-0.7204528604287329,true,0.8291400347579458,0.0,0.0,19.35823602731146
8701,22,training,full,-0.5,true,3,1,0.05548980049159047,1.3386123964573702,-0.0938289569983511,true,0.8348573923536933,0.0,0.0,20.63960808299788
8701,22,training,local,-0.5,true,3,1,0.053872354849051736,0.9133988058164917,-0.294118682681855,true,0.8281562689164551,0.0,0.0,20.954101994606077
8701,22,training,random,-0.5,true,3,1,0.05548980049159047,1.3386123964573702,-0.0938289569983511,true,0.8348573923536933,0.0,0.0,20.63960808299788
8701,22,training,fixed,-0.5,true,3,1,0.03738522970935432,1.4253048549747522,-0.025291030116981278,true,0.7573269405759037,0.0,0.0,25.14882544602757
8701,22,training,no_binding,-0.5,true,3,1,0.35060240384047736,1.311701942321448,-0.055696041290021814,true,0.8323831355638761,0.0,0.0,20.24637612909154
8701,23,training,full,0.0,true,3,1,0.9982454456562476,0.5422465566585739,0.277164468214999,true,0.8509005429567902,0.0,0.0,28.809623631223324
8701,23,training,local,0.0,true,3,1,0.9959858948903172,0.34929663530768496,-0.02280144079346881,true,0.8456202032828791,0.0,0.0,28.224933558797108
8701,23,training,random,0.0,true,3,1,0.9982454456562476,0.5422465566585739,0.277164468214999,true,0.8509005429567902,0.0,0.0,28.809623631223324
8701,23,training,fixed,0.0,true,3,1,0.9760752621290618,-0.10891844999420675,-0.28331198480985736,true,0.7824424029748633,0.0,0.0,30.44637600868066
8701,23,training,no_binding,0.0,true,3,1,0.846234307712093,0.4967720939816484,0.23114262120073537,true,0.851251172681927,0.0,0.0,29.495250925249543
8701,24,training,full,0.5,true,3,1,0.973268340223031,-0.1427614437453608,1.2320704700449474,true,0.8396502797832743,0.0,0.0,22.804975957978893
8701,24,training,local,0.5,true,3,1,0.9694553444690643,-0.15842977731324692,0.7147959437600724,true,0.8329252056273759,0.0,0.0,22.886980534309835
8701,24,training,random,0.5,true,3,1,0.973268340223031,-0.1427614437453608,1.2320704700449474,true,0.8396502797832743,0.0,0.0,22.804975957978893
8701,24,training,fixed,0.5,true,3,1,0.9576226778974621,-0.1959055677918781,0.9078691958354345,true,0.7614628624489816,0.0,0.0,27.28231897457625
8701,24,training,no_binding,0.5,true,3,1,0.7505844849263807,-0.20944150482170817,1.1930562804750948,true,0.8406112931108217,0.0,0.0,23.34514289993832
8701,25,training,full,1.0,true,3,1,0.9141792206813867,-0.6844749473481938,1.9769015489543067,true,0.8347106580626458,0.0,0.0,20.861248679867625
8701,25,training,local,1.0,true,3,1,0.8833056493419649,-0.5090509528818253,1.2785336868525117,true,0.8252088408384763,0.0,0.0,21.733718385405226
8701,25,training,random,1.0,true,3,1,0.9141792206813867,-0.6844749473481938,1.9769015489543067,true,0.8347106580626458,0.0,0.0,20.861248679867625
8701,25,training,fixed,1.0,true,3,1,0.9224863335311512,-0.5323651328906688,1.9304412489892042,true,0.753823046591901,0.0,0.0,25.962143758392415
8701,25,training,no_binding,1.0,true,3,1,0.6693208315058746,-0.7524367137356714,1.9601350391712387,true,0.8348560693239082,0.0,0.0,21.122078316581575
8701,26,training,full,-1.0,true,3,1,0.9993281648058083,1.919245010949366,-0.8405398180323203,true,0.8422093677848157,0.0,0.0,24.512467318201846
8701,26,training,local,-1.0,true,3,1,0.9973493384015439,1.3121087716329647,-0.9008092316156047,true,0.832934672199083,0.0,0.0,25.098613175369664
8701,26,training,random,-1.0,true,3,1,0.9993281648058083,1.919245010949366,-0.8405398180323203,true,0.8422093677848157,0.0,0.0,24.512467318201846
8701,26,training,fixed,-1.0,true,3,1,0.9975130858733695,1.6423610236682207,-1.1798088468827137,true,0.7596825129916817,0.0,0.0,29.39459809224002
8701,26,training,no_binding,-1.0,true,3,1,0.8647590635398094,1.9095093561627399,-0.9258841624074728,true,0.842763198756497,0.0,0.0,25.36937945862617
8701,27,training,full,-0.5,true,3,1,0.9703636141329144,1.30265923810128,0.06924264853204008,true,0.8306207144935803,0.0,0.0,18.92264714955645
8701,27,training,local,-0.5,true,3,1,0.9440490292854128,0.8909991711202806,-0.15835262892921892,true,0.8250483148849831,0.0,0.0,19.332995182356868
8701,27,training,random,-0.5,true,3,1,0.9703636141329144,1.30265923810128,0.06924264853204008,true,0.8306207144935803,0.0,0.0,18.92264714955645
8701,27,training,fixed,-0.5,true,3,1,0.9975848537605975,1.2713998503995476,1.158206297735765,true,0.7519305885396429,0.0,0.0,22.014745362603154
8701,27,training,no_binding,-0.5,true,3,1,0.7359165493989396,1.2637018277537764,-0.014093772085291632,true,0.8319431940263236,0.0,0.0,19.555982447888287
8701,28,training,full,0.0,true,3,1,0.022318627077500024,0.6874116563483953,0.5922392299195841,true,0.8405344378118269,0.0,0.0,23.062899183713746
8701,28,training,local,0.0,true,3,1,0.11581531714379695,0.46382063088839814,0.21930623313443967,true,0.8376558557720948,0.0,0.0,23.92660984783237
8701,28,training,random,0.0,true,3,1,0.022318627077500024,0.6874116563483953,0.5922392299195841,true,0.8405344378118269,0.0,0.0,23.062899183713746
8701,28,training,fixed,0.0,true,3,1,0.035797692639487205,0.48725181109110105,0.4015286419379418,true,0.7769402469867677,0.0,0.0,26.36735502646775
8701,28,training,no_binding,0.0,true,3,1,0.3355186777461436,0.6315615601414413,0.5500496001793287,true,0.8380017379675,0.0,0.0,22.4881215191098
8701,29,training,full,0.5,true,3,1,0.0012158480630979245,0.06262635845937495,1.2488560180653778,true,0.8405844087346368,0.0,0.0,23.717630632209833
8701,29,training,local,0.5,true,3,1,0.00484411599962033,0.06267781826339858,0.742284784511075,true,0.8355439633533345,0.0,0.0,24.686029186116517
8701,29,training,random,0.5,true,3,1,0.0012158480630979245,0.06262635845937495,1.2488560180653778,true,0.8405844087346368,0.0,0.0,23.717630632209833
8701,29,training,fixed,0.5,true,3,1,0.006546171876360378,0.48715820585459907,0.4416020357055565,true,0.7563408137887921,0.0,0.0,27.299955546522142
8701,29,training,no_binding,0.5,true,3,1,0.18202065158769562,-0.021665410969188243,1.2237227513608422,true,0.8414572661701447,0.0,0.0,24.48768058815346
8701,30,training,full,1.0,true,3,1,0.0002463507283164282,-0.7003193766306631,2.005997980975593,true,0.8322114968885516,0.0,0.0,19.89319541291754
8701,30,training,local,1.0,true,3,1,0.0009057004919192109,-0.5194321608388005,1.320206582377081,true,0.8238863719496712,0.0,0.0,20.558060720026425
8701,30,training,random,1.0,true,3,1,0.0002463507283164282,-0.7003193766306631,2.005997980975593,true,0.8322114968885516,0.0,0.0,19.89319541291754
8701,30,training,fixed,1.0,true,3,1,1.1172139739578769e-5,-0.5193421208068294,2.3959722644478845,true,0.7519874704791637,0.0,0.0,24.73656885140555
8701,30,training,no_binding,1.0,true,3,1,0.15843014892229082,-0.7864241250902818,1.9988263092972305,true,0.8327544432723204,0.0,0.0,20.781796479631787
8701,31,training,full,-1.0,true,3,1,0.999774063539831,1.970500546187339,-0.6164387123572456,true,0.8381740163194258,0.0,0.0,22.850948755541904
8701,31,training,local,-1.0,true,3,1,0.9986667498026602,1.3691337014866625,-0.670889753530707,true,0.8300988017822729,0.0,0.0,24.167085538139776
8701,31,training,random,-1.0,true,3,1,0.999774063539831,1.970500546187339,-0.6164387123572456,true,0.8381740163194258,0.0,0.0,22.850948755541904
8701,31,training,fixed,-1.0,true,3,1,0.99777875343366,1.304914176921639,-0.2788055241660569,true,0.7524041032651079,0.0,0.0,27.672624117735403
8701,31,training,no_binding,-1.0,true,3,1,0.8134734271266986,1.9644310468185122,-0.7019362585992358,true,0.8383940616621762,0.0,0.0,23.56045940702792
8701,32,training,full,-0.5,true,3,1,0.9995452534422681,1.0521132710977525,-0.04760550031381836,true,0.8430390678492937,0.0,0.0,24.63261899758149
8701,32,training,local,-0.5,true,3,1,0.9987717833451806,0.7066791128729532,-0.2453650211966146,true,0.8372692567013176,0.0,0.0,24.044696769951845
8701,32,training,random,-0.5,true,3,1,0.9995452534422681,1.0521132710977525,-0.04760550031381836,true,0.8430390678492937,0.0,0.0,24.63261899758149
8701,32,training,fixed,-0.5,true,3,1,0.9950701139721732,0.2930305895528333,0.17201671534081275,true,0.7631639037949878,0.0,0.0,27.982567318315752
8701,32,training,no_binding,-0.5,true,3,1,0.8478616080852048,1.0302853542012975,-0.12465706067907673,true,0.8438265386349306,0.0,0.0,25.49684496084717
8701,33,training,full,0.0,true,3,1,0.0059694314936551696,0.5922162700540406,0.6553300470479321,true,0.8365710140799291,0.0,0.0,21.01404747455671
8701,33,training,local,0.0,true,3,1,0.005088113932555183,0.3986374994344423,0.299385461594409,true,0.8325846092136182,0.0,0.0,21.2550079317686
8701,33,training,random,0.0,true,3,1,0.0059694314936551696,0.5922162700540406,0.6553300470479321,true,0.8365710140799291,0.0,0.0,21.01404747455671
8701,33,training,fixed,0.0,true,3,1,0.003375567039385854,0.6575660316663997,0.7253153588414046,true,0.7746604095686587,0.0,0.0,24.378183804933187
8701,33,training,no_binding,0.0,true,3,1,0.20375923470286605,0.5375934600903937,0.6041606137450741,true,0.8373795128215338,0.0,0.0,21.72979728424702
8701,34,training,full,0.5,true,3,1,0.9854823773574511,-0.0016178260162963887,1.3349236912630147,true,0.8337010514864143,0.0,0.0,19.87151242336004
8701,34,training,local,0.5,true,3,1,0.9842880219836915,-0.008627891213779227,0.8198181969991056,true,0.8289800973170286,0.0,0.0,20.324244498749803
8701,34,training,random,0.5,true,3,1,0.9854823773574511,-0.0016178260162963887,1.3349236912630147,true,0.8337010514864143,0.0,0.0,19.87151242336004
8701,34,training,fixed,0.5,true,3,1,0.9948828436746493,0.40914003254339176,1.3593600556414698,true,0.7554260319244777,0.0,0.0,24.098846470361412
8701,34,training,no_binding,0.5,true,3,1,0.7776054917869822,-0.07668432854721909,1.2913320483223847,true,0.8349801246211475,0.0,0.0,20.604585035156123
8701,35,training,full,1.0,true,3,1,0.9985651338197766,-0.67357638676291,1.8456983365761779,true,0.8405369850555864,0.0,0.0,23.52850027632722
8701,35,training,local,1.0,true,3,1,0.9952526954916707,-0.4975640544333187,1.2219203544532018,true,0.8332402906673657,0.0,0.0,23.64135057824958
8701,35,training,random,1.0,true,3,1,0.9985651338197766,-0.67357638676291,1.8456983365761779,true,0.8405369850555864,0.0,0.0,23.52850027632722
8701,35,training,fixed,1.0,true,3,1,0.9927698000642009,-0.45221143639708217,1.1543291802314048,true,0.7583546508125363,0.0,0.0,28.187636662236372
8701,35,training,no_binding,1.0,true,3,1,0.8203019287623677,-0.7695067098938835,1.836524156764901,true,0.8413234194945929,0.0,0.0,24.327941755251643
8701,36,training,full,-1.0,true,3,1,0.011976449328127785,2.0301339177168276,-0.8335627034118889,true,0.8400796719077465,0.0,0.0,23.097961933794206
8701,36,training,local,-1.0,true,3,1,0.04192542957190694,1.4096354410234337,-0.8888645458235004,true,0.8336597443882745,0.0,0.0,24.17511583024414
8701,36,training,random,-1.0,true,3,1,0.011976449328127785,2.0301339177168276,-0.8335627034118889,true,0.8400796719077465,0.0,0.0,23.097961933794206
8701,36,training,fixed,-1.0,true,3,1,0.004081320277006656,2.3627568898541442,-1.326365084975774,true,0.7551408404894736,0.0,0.0,27.85032592700438
8701,36,training,no_binding,-1.0,true,3,1,0.28086774657831304,2.0196854543235223,-0.9080468675181503,true,0.8401058104591734,0.0,0.0,23.333373421231
8701,37,training,full,-0.5,true,3,1,0.9979617078393226,1.1366751004622981,-0.002121207770335762,true,0.8429220670079631,0.0,0.0,24.193592192237862
8701,37,training,local,-0.5,true,3,1,0.9969505887317017,0.7803130653222107,-0.2046046706539083,true,0.8383149054126507,0.0,0.0,24.31653442809322
8701,37,training,random,-0.5,true,3,1,0.9979617078393226,1.1366751004622981,-0.002121207770335762,true,0.8429220670079631,0.0,0.0,24.193592192237862
