seed,acute_final,gradual_final,overwhelm_control_final,low_control_final,high_control_final,adaptive_threat_final,closed_loop_final,exact_replay_final,closed_loop_avoidance_rate,exact_replay_avoidance_rate,closed_loop_adverse_transition_rate,exact_replay_adverse_transition_rate,closed_loop_adverse_outcome_rate,exact_replay_adverse_outcome_rate,closed_loop_root,exact_replay_root,closed_loop_mediator,exact_replay_mediator
62049,0.959880612360162,0.9509195469380229,0.05571660517954158,0.3608418262044649,0.44793040844037624,0.9974844763338139,0.23051356780977156,0.31212757302401667,0.25,0.0,0.125,0.0625,0.25,0.1875,0.10915304464527426,0.0913235102081837,0.04166666666666667,-0.0
62050,0.8591467664983549,0.7894667803602562,0.4100959224742985,0.6102924242904479,0.6338510987412294,0.9994362720093584,0.05540308363611308,0.20038303101815239,0.125,0.0,0.25,0.125,0.125,0.25,0.07871127150492306,0.14956819453188666,0.03571428571428571,-0.0
62051,0.9795971655188757,0.993916678468767,0.9827219192438068,0.34371418483034666,0.6785907268702416,0.999917832019818,0.037462277988277594,0.38747401112114876,0.375,0.0,0.375,0.0625,0.4375,0.125,0.47549759753859133,0.0567036238289286,0.375,-0.0
62052,0.9998375984399066,0.9989206002455671,0.8884621891630677,0.6793731804935168,0.18159629948238923,0.9999411489252591,0.04054932425647803,0.11099511106487889,0.1875,0.0,0.3125,0.0625,0.3125,0.0625,0.1835472897566254,0.10772732208170392,0.15865384615384615,-0.0
62053,0.9996141201186705,0.9933474990886482,0.996984531371317,0.6982621425901268,0.5241993986683079,0.9981092515670424,0.6874647008203778,0.2586129137798219,0.375,0.0,0.4375,0.125,0.375,0.1875,0.41466635044760847,0.13188334640209312,0.3375,-0.0
62054,0.9986556558290063,0.8888880418159024,0.9993043732275451,0.8854667606964143,0.4335090522705775,0.999843775387632,0.9292990792968985,0.5692697854962763,0.5,0.0,0.4375,0.1875,0.4375,0.1875,0.4416321256376012,0.04304196822057777,0.1875,-0.0
62055,0.9992183817060201,0.9022983822127549,0.09059744799517727,0.3565466194601425,0.7342533498262227,0.9997033071670992,0.0924419459253171,0.2592190459283436,0.1875,0.0,0.3125,0.1875,0.4375,0.3125,0.21952387763083445,0.27531349245981296,0.15865384615384615,-0.0
62056,0.99951520590488,0.9447361332335155,0.046971034496143885,0.6044731402580239,0.19746583659394687,0.9960401343020273,0.7725020049772071,0.4437225599760553,0.375,0.0,0.25,0.0625,0.3125,0.125,0.4341730017344399,0.08373507928994267,0.15000000000000002,-0.0
62057,0.999333123984171,0.9973592765827124,0.3909392514815321,0.6069388583493316,0.4807260934383735,0.9954778909364155,0.9266902446007956,0.3664969776783674,0.75,0.0,0.625,0.125,0.4375,0.3125,0.9855347737113304,0.1369130953912342,0.625,-0.0
62058,0.6955631354909824,0.9564777570572451,0.014135574423232121,0.216192619488399,0.3528396622203164,0.999997575504859,0.055671688191592836,0.18101977651809123,0.1875,0.0,0.1875,0.125,0.25,0.1875,0.16466868428763629,0.1805693829012434,0.11057692307692306,-0.0
62059,0.9986468443325551,0.9996444638977895,0.18426725739009897,0.9292933993182921,0.21812005540134677,0.9999947370645514,0.07614958530647797,0.2205498667507969,0.1875,0.0,0.3125,0.1875,0.3125,0.1875,0.1422564807395775,0.1797131124138298,0.08173076923076922,-0.0
62060,0.9586687091414987,0.9820662582307478,0.19193901972899746,0.9188086449698598,0.3348564219575678,0.9900853881921413,0.20155327510585885,0.28462767967801095,0.25,0.0,0.25,0.125,0.25,0.125,0.0370173872953398,0.05216087146778612,0.16666666666666666,-0.0
62061,0.6358896156774909,0.9912520721985791,0.0612319294696097,0.9835607882152991,0.46406249592635695,0.9999890476664489,0.21818622539301644,0.2006751665650291,0.25,0.0,0.4375,0.25,0.4375,0.25,0.2539592488085742,0.17494357321967227,0.10416666666666667,-0.0
62062,0.9896399520439227,0.991014929946295,0.11947386705154955,0.20484741684248442,0.3576342806773042,0.9998125148473389,0.4932958128749032,0.4905833931829372,0.375,0.0,0.3125,0.0625,0.3125,0.0625,0.1912895701895368,0.022476561383695137,0.2125,-0.0
62063,0.4110922830322603,0.9999688734653802,0.9117523062093749,0.35711050588669657,0.3241683627148232,0.9999856955075552,0.21666520241150578,0.40533142581232057,0.1875,0.0,0.0625,0.0,0.125,0.0625,0.03977731322204233,0.021542972568549434,0.0625,0.0
