seed,model,posterior_mode,episode_kind,episode_index,t,p_s1,p_s2,p_s3,p_s4,p_phi1,p_phi2,p_phi3,p_phi4
11,FlatFixed,smoothed,natural,1,161,0.0012639466390973752,0.001530142300637691,0.9835449146851512,0.01366099637511389,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,162,0.0025856100025259702,0.00447901436772446,0.9883338409162883,0.004601534713461204,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,163,0.05035005573148056,0.09792121722351003,0.8217032684175536,0.030025458627455915,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,164,0.02131140089439655,0.6435985286397762,0.18549514720719373,0.14959492325863366,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,165,0.01488442158248545,0.7730480339963262,0.08003011966444884,0.13203742475673946,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,166,0.027598945109085532,0.8173147363813993,0.07824004858413672,0.0768462699253783,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,167,0.09112768403245058,0.7834441946703556,0.03487539180533984,0.09055272949185388,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,168,0.07123540663008544,0.8988712823432161,0.011891353179762818,0.018001957846935597,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,169,0.24492692919870515,0.7033996538494605,0.03253378972655397,0.019139627225280537,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,170,0.06508662956565187,0.7886066772037242,0.10665661221436741,0.03965008101625644,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,171,0.024693883394816957,0.7554744046975053,0.111405494856608,0.10842621705106974,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,172,0.017218596165306882,0.6185346651187794,0.23571375680240805,0.1285329819135057,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,173,0.002443168406230304,0.021756021431304267,0.9693491744117682,0.006451635750697313,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,174,0.0017319398658150688,0.0021454688468133362,0.9938293543751396,0.002293236912231961,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,175,0.0247257746023697,0.004996697381324879,0.9478135629134767,0.022463965102828644,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,176,0.00578950174481238,0.0021913264777142652,0.9898805140798723,0.002138657697600984,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,177,0.025736278747454384,0.021806641383844482,0.9480501184116772,0.004406961457023802,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,178,0.0034001903180616026,0.0014957793015372691,0.9944616696187456,0.0006423607616556396,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,179,0.012168961842454588,0.0027826317538845765,0.9818616231374697,0.0031867832661912642,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,180,0.011665615184240839,0.010571338948629664,0.9625832485494813,0.015179797317648224,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,181,0.03398642919982292,0.05392427272714673,0.9004044035921362,0.011684894480894142,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,182,0.006538791321927749,0.03668157742479806,0.949597400000695,0.0071822312525791875,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,183,0.011870331864861021,0.166787997592038,0.7687176867409423,0.05262398380215852,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,184,0.010090353747717372,0.9422283385660155,0.04189448199101726,0.0057868256952498184,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,185,0.030215976323629063,0.9508494133534734,0.013786874676238646,0.005147735646659127,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,186,0.03497373767313604,0.9380675267671341,0.01355484220431134,0.01340389335541846,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,187,0.01889278667736261,0.8784782832041518,0.03962363642618417,0.06300529369230141,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,188,0.01778062209618035,0.6313273560485801,0.02079679845214333,0.3300952234030962,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,189,0.05475313977819562,0.3367545545873707,0.04172936815746647,0.5667629374769673,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,190,0.02219417104042376,0.2932554121840937,0.08888195446789242,0.5956684623075902,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,191,0.010833306784618505,0.12561574737210252,0.34980923828784555,0.5137417075554334,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,192,0.007210187738357703,0.11498333741431248,0.1715880433897909,0.706218431457539,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,193,0.007142255050912373,0.05886573816259079,0.1665040824797952,0.7674879243067017,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,194,0.01682292973016942,0.07186104887669419,0.1309089286743801,0.7804070927187563,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,195,0.05957613591835035,0.0450756669960386,0.18678043813836698,0.708567758947244,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,196,0.2821823650470989,0.0648326521371851,0.17981045006734953,0.47317453274836646,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,197,0.3317941201584479,0.13440641783159654,0.0651254669849811,0.46867399502497437,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,198,0.25498359154390837,0.4240220224114866,0.020784126683665315,0.3002102593609398,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,199,0.3757683411675041,0.24517908040483113,0.014715296894468648,0.36433728153319617,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,200,0.390962959157995,0.24809978653052203,0.02120612313745545,0.3397311311740275,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,201,0.2995908636926627,0.4489479118617049,0.060306549272364736,0.19115467517326756,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,202,0.33620243407731076,0.4632378191542805,0.026228268811379775,0.17433147795702897,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,203,0.24741368242053258,0.7135243098689138,0.008020961446900714,0.031041046263652904,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,204,0.13214865868905912,0.8574628463379137,0.0037885466981426343,0.0065999482748846025,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,205,0.009140747852172683,0.9866500489221609,0.0032214473010971434,0.0009877559245691314,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,206,0.006748304379177156,0.9650963170469464,0.026176546823449238,0.0019788317504273144,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,207,0.01879491443193863,0.9365763465923775,0.039384417382669026,0.00524432159301483,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,208,0.008957328631398016,0.8303446889733855,0.14223327113265644,0.018464711262560086,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,209,0.013156740919414954,0.6690242002988935,0.22433072565299392,0.0934883331286976,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,210,0.021987090596447104,0.12037935391095894,0.7641772207469247,0.09345633474566922,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,211,0.038998694057823906,0.021509069827575212,0.9221770350721235,0.017315201042477458,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,212,0.024825245432774427,0.00413557414319451,0.9674907327184407,0.0035484477055905015,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,213,0.0009389264124347557,0.0003095918325922418,0.9984676506188815,0.00028383113609147626,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,214,0.0002019127998398706,0.0002696857884159048,0.9993702940327003,0.00015810737904393496,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,215,0.001288161080131283,0.00420890516831927,0.9937475740051273,0.0007553597464221236,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,216,0.00428215758456306,0.0008269261253411204,0.9943858902597962,0.0005050260302996558,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,217,0.10738510164932491,0.003451684880137159,0.8857861673595607,0.003377046110977009,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,218,0.007629211639643124,0.0005656558545596447,0.9912286137551086,0.0005765187506886534,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,219,0.008605560634858315,0.001330780248556521,0.9885813117058916,0.0014823474106936394,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,220,0.001817489705711974,0.003581431476716714,0.9899921495207691,0.0046089292968022446,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,221,0.0064908580669101636,0.07845612258152329,0.8097764480705777,0.10527657128098884,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,222,0.0048992869331871925,0.07067078670109636,0.818400903902616,0.1060290224631004,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,223,0.005309814991013261,0.021308342470345847,0.7528772613369529,0.22050458120168795,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,224,0.0013970737437505184,0.0014379673426978543,0.9885012797777127,0.008663679135838848,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,225,0.004728074215277675,0.0009294041024410273,0.9924067389909137,0.001935782691367596,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,226,0.0002816659132824297,0.00015865121839729121,0.999370260753637,0.0001894221146832626,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,227,0.0002573809180552976,0.0001475331248414076,0.9994464478760214,0.00014863808108192612,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,228,0.004024589184162303,0.0006764517271813345,0.9946229332819375,0.0006760258067189267,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,229,0.0008610779645471657,0.00020083545921608165,0.998741436125198,0.00019665045103876958,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,230,0.010187331622378521,0.0009971900388635077,0.9879338303791235,0.0008816479596344324,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,231,0.012530896697578736,0.001915942749094968,0.9844622212004608,0.0010909393528654831,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,232,0.0071182881958143,0.006708283504454512,0.9847596030030226,0.0014138252967087325,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,233,0.015378955078014721,0.002269632581760621,0.9798225282690827,0.002528884071142039,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,234,0.01496170936794158,0.0019182913899778477,0.9739414042039041,0.009178595038176389,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,235,0.043917029583151614,0.0027624371175445357,0.9490831662021046,0.0042373670971992605,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,236,0.9226660867875908,0.011360042464884167,0.06260010045197721,0.0033737702955479103,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,237,0.9315282061194279,0.03661724975600546,0.02825197274349083,0.003602571381075711,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,238,0.3017057168957801,0.6039287949970812,0.0750912732999284,0.019274214807210283,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,239,0.1985137940098992,0.7418607901108925,0.027682920123976155,0.03194249575523214,NaN,NaN,NaN,NaN
11,FlatFixed,smoothed,natural,1,240,0.3326778722221354,0.4359550959720017,0.04385744186153785,0.187509589944325,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,1,0.9118705035971222,0.029376498800959213,0.029376498800959213,0.029376498800959213,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,2,0.9909691513401504,0.0030102828866164504,0.0030102828866164504,0.0030102828866164504,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,3,0.9940258865285471,0.0019913711571509923,0.0019913711571509923,0.0019913711571509923,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,4,0.9941351753809131,0.0019549415396955703,0.0019549415396955703,0.0019549415396955703,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,5,0.9234482733580757,0.010110605405537194,0.056330515830850095,0.010110605405537194,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,6,0.9914459694209377,0.0023522411570724524,0.0038495482649172274,0.0023522411570724524,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,7,0.9940429745696131,0.001970510112182943,0.002016005206021034,0.001970510112182943,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,8,0.5743165588772157,0.19525036083419012,0.19538814372861144,0.03504493655998284,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,9,0.6644055658637112,0.0482671470191756,0.2690607140707009,0.018266573046412254,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,10,0.22215463499178792,0.18860574675486294,0.5645559875353153,0.024683630718033863,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,11,0.014170894396265898,0.012500738024734106,0.9689881255027593,0.004340242076240719,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,12,0.023533583128258446,0.02302094056531284,0.3166079088874293,0.6368375674189993,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,13,0.09902963050346278,0.01766863704692333,0.07832374152427057,0.8049779909253433,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,14,0.04415390986422206,0.6802281513603605,0.03849398262488969,0.2371239561505277,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,15,0.0045264912034740645,0.9784709105970842,0.004286278623421849,0.01271631957601984,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,16,0.01909826247651,0.296610121222701,0.0190298172569912,0.6652617990437978,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,17,0.09184346726235347,0.07254850011591252,0.01647089738540414,0.8191371352363299,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,18,0.005564914907706234,0.0048692272169896895,0.002847327016361299,0.9867185308589427,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,19,0.002077088808928099,0.0020558590003129595,0.0019941581036734893,0.9938728940870855,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,20,0.001957812681003162,0.0019571690473354233,0.001955298433467594,0.9941297198381939,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,21,0.0019537395398278416,0.0019537200310593386,0.001953663332078636,0.9941388770970342,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,22,0.0019535997920941393,0.0019535992007812635,0.0019535974822290476,0.9941392035248956,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,23,0.001953594975666539,0.0019535949577437874,0.0019535949056543,0.9941392151609353,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,24,0.020228740826676767,0.020228740821051718,0.6279166278357952,0.33162589051647645,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,25,0.22972614656924537,0.2297261465536254,0.3441111055133929,0.19643660136373628,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,26,0.02170276092162538,0.02170276092046533,0.9373640320830787,0.019230446074830494,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,27,0.00269132492403557,0.0026913249239984916,0.992005046420281,0.002612303731684935,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,28,0.0019798027204953445,0.0019798027204942182,0.9940629916420438,0.001977402916966656,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,29,0.0019545248212633065,0.0019545248212632727,0.99413649827954,0.0019544520779333787,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,30,0.010110533467827944,0.05633011503504139,0.9234488294400435,0.010110522057087212,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,31,0.0023522375536736174,0.003849533197778084,0.9914459920645285,0.002352237184019635,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,32,0.0019705099619674224,0.002016004706543913,0.9940429753807531,0.0019705099507356305,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,33,0.02022215050480809,0.6281550155566057,0.3314006834373011,0.020222150501285067,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,34,0.003760466879812621,0.9745727320245811,0.01790633421595382,0.0037604668796524677,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,35,0.6347067521599703,0.32003295989365926,0.02481279888932669,0.020447489057043626,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,36,0.6279449000662652,0.3445314041040178,0.014114688443543815,0.013409007386173132,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,37,0.8087285694964518,0.08557267543657764,0.08973994504328568,0.01595881002368497,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,38,0.9861875259026328,0.005399694457621959,0.005551660257742831,0.00286111938200215,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,39,0.9938536978235519,0.0020730560373680104,0.002077695728635114,0.0019955504104449003,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,40,0.9233617624589159,0.010130883066962675,0.010131610989297133,0.05637574348482438,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,41,0.20448793385760045,0.015065133650758785,0.015065284636769047,0.7653816478548717,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,42,0.010221495993472931,0.0029695413249172706,0.002969547105339167,0.9838394155762705,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,43,0.0022250631921386837,0.0020031747782162062,0.0020031749550800597,0.9937685870745651,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,44,0.020304449613183964,0.020234842541393797,0.6281060324459024,0.3313546753995198,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,45,0.003764459930110261,0.0037612954500149225,0.9745688041422895,0.017905440477585292,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,46,0.002044922087658768,0.002044824431762233,0.9934289405509338,0.0024813129296453163,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,47,0.0019576290070250626,0.0019576260451496805,0.994113880331506,0.001970864616319203,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,48,0.05633361622351565,0.010111161421656724,0.9234419842614363,0.010113238093391319,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,49,0.03463225773669477,0.6568678543177757,0.28733785941636086,0.0211620285291686,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,50,0.004248931252617438,0.9767881488604491,0.01530322725795566,0.003659692628977826,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,51,0.0020556434630657205,0.9935107809030499,0.0023960787463838482,0.002037496887500541,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,52,0.02017659456723307,0.3300517234732273,0.6296007590280973,0.020170922931442282,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,53,0.0037509902054265005,0.017809849057993755,0.9746884278500524,0.0037507328865273447,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,54,0.0020442797045310936,0.002478088161311208,0.9934333603696106,0.00204427176454708,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,55,0.0019576016404149322,0.0019707588737205976,0.9941140380862661,0.0019576013995984604,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,56,0.19524586614108885,0.035051283108253055,0.5744569853390166,0.19524586541164157,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,57,0.028661052052488145,0.010847593580500622,0.07082890439842908,0.8896624499685821,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,58,0.003053589278297284,0.0024568982071133338,0.004466070803173168,0.9900234417114162,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,59,0.0019944099489792614,0.0019762561511180304,0.0020373834495453777,0.9939919504503573,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,60,0.001955094074234908,0.0019545437570422796,0.0019563967799480454,0.9941339653887749,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,61,0.010110640989317382,0.05633023313205295,0.010110845336079565,0.9234482805425501,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,62,0.011524737456840557,0.10508102154723808,0.011524769890692569,0.8718694711052288,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,63,0.021309659050870365,0.0482419060878169,0.6614695024010189,0.26897893246029375,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,64,0.003644114514017553,0.004815151282737398,0.9771277512302872,0.014412982972957891,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,65,0.0020363773338432467,0.002072430015936568,0.9935232744105525,0.002367918239667576,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,66,0.0019572016249256256,0.0019582949984754136,0.9941172470751264,0.001967256301472653,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,67,0.001953743207255426,0.0019537763481782713,0.9941384324729786,0.0019540479715875665,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,68,0.0019536006941659047,0.0019536016986712547,0.9941391876755535,0.0019536099316093984,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,69,0.627916649959275,0.020228741832689353,0.3316258637914413,0.0202287444165943,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,70,0.05274437682370261,0.006320061854869175,0.9346154992691615,0.006320062052266581,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,71,0.0036932371722001997,0.002205476897361679,0.9918958090267505,0.0022054769036876747,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,72,0.0103981093939942,0.05663023591571049,0.922807253371097,0.010164401319198178,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,73,0.06671801675071425,0.01956961572448178,0.9017757302829171,0.01193663724188684,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,74,0.004276245897392266,0.0027159514312885867,0.9905444514094331,0.002463351261886129,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,75,0.010496030611412329,0.057111489961036176,0.9221814034034153,0.010211076024136246,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,76,0.0023676461714466756,0.0038796313155006557,0.9913943189214005,0.0023584035916522765,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,77,0.010192427277926035,0.010430000236644832,0.922599283068456,0.05677828941697305,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,78,0.002356839069816316,0.002364541677254359,0.99141137003309,0.00386724921983924,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,79,0.0019707120561687315,0.0019709461042900986,0.9940417351092702,0.0020166067302709585,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,80,0.010113640811472658,0.05634763193635381,0.9234178868575998,0.010120840394573666,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,81,0.01152532225724604,0.10509739816792994,0.8718508145913018,0.01152646498352212,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,82,0.17516080241363713,0.3965736838472035,0.39682591003266837,0.03143960370649106,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,83,0.8793329471797119,0.054719869179489025,0.054749933599119054,0.011197250041679875,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,84,0.8614388339508534,0.10721407413514805,0.019248487332266067,0.012098604581732387,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,85,0.145540011434556,0.8298319972863878,0.01287712491769615,0.011750866361359986,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,86,0.007415069204490339,0.9872518128889474,0.0026866302969611885,0.002646487609601218,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,87,0.0021325061222427434,0.9938921538683838,0.001988282208375701,0.001987057800997829,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,88,0.010139983391465358,0.9233747226616864,0.05636812946880942,0.010117164478038879,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,89,0.0023533613144449137,0.9914429742294235,0.0038510424197755644,0.0023526220363560666,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,90,0.19533328944076778,0.5697631003736028,0.19984418865876033,0.035059421526869264,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,91,0.05621776093332978,0.7680667391895463,0.05720131373359651,0.1185141861435274,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,92,0.02020944578863501,0.7877343962012731,0.020376876987142988,0.17167928102294888,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,93,0.08355744037671146,0.8589515887746297,0.015027849163377712,0.042463121685281,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,94,0.1327476536829359,0.8374824047084239,0.01264719855401097,0.017122743054629165,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,95,0.006902574805389046,0.9876258557317883,0.002656672946640475,0.002814896516182221,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,96,0.002116149067091295,0.9939056514096938,0.001986687569696615,0.001991511953518346,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,97,0.05647417005902681,0.9232929116076403,0.010116080764098269,0.010116837569234599,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,98,0.01954099053417634,0.9020822729219403,0.06644973646598216,0.011927000077901123,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,99,0.013674052958605768,0.8957198640799713,0.021492494348901877,0.06911358861252118,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,100,0.002536116533488719,0.9902855579018162,0.002796421423486073,0.004381904141209121,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,101,0.010223824174275049,0.9220728978332081,0.057189291844092015,0.01051398614842478,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,102,0.0023590664957680893,0.9913898892020588,0.003882565328453741,0.002368478973719224,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,103,0.001970818381308502,0.9940409655580497,0.002017111670212912,0.0019711043904289227,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,104,0.010113328253749448,0.9233871536066538,0.0563861450205239,0.010113373119072875,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,105,0.011525207588947749,0.8718187157254618,0.10513086197560596,0.01152521470998432,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,106,0.012633210136755713,0.888373717821429,0.028608037366172897,0.07038503467564239,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,107,0.012494411688592269,0.880994663127073,0.08441257044255998,0.02209835474177476,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,108,0.012028515528994399,0.8431195226134673,0.13128304917689398,0.01356891268064451,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,109,0.010539427146126523,0.12806790679979752,0.850635404117592,0.010757261936484065,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,probe,1,110,0.21207898748705872,0.09931697416302455,0.47589254067509246,0.21271149767482422,NaN,NaN,NaN,NaN
