seed,model,posterior_mode,episode_kind,episode_index,t,p_s1,p_s2,p_s3,p_s4,p_phi1,p_phi2,p_phi3,p_phi4
11,FlatFixed,filtered,natural,1,72,0.9934284248400324,0.0024818281008417084,0.002044876448171679,0.0020448706109542697,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,73,0.33111785750548134,0.020376990704459776,0.020239971478855066,0.6282651803112038,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,74,0.3533027749058625,0.01335179518329554,0.013329720870257659,0.6200157090405845,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,75,0.6623511754048974,0.120827778765069,0.021680725874515798,0.19514031995551792,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,76,0.9771923533414479,0.007962076662734054,0.0036560383671937233,0.011189531628624225,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,77,0.9136914794872403,0.011114337913805337,0.010435124825671459,0.06475905777328307,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,78,0.8640741537650257,0.011695312896089903,0.011587404439477193,0.11264312889940709,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,79,0.9888799945906491,0.0025509781928609253,0.0025472680916577696,0.006021759124832308,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,80,0.5650753942193443,0.034962342193886546,0.19477908260802945,0.2051831809787396,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,81,0.6544537351810558,0.018242456535416316,0.048156060856940505,0.2791477474265876,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,82,0.6559773221061119,0.013259681283910923,0.018172150836809026,0.3125908457731682,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,83,0.21699504663816022,0.12747982586420697,0.024364662035427045,0.6311604654622058,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,84,0.04017379021886212,0.8476358396482624,0.012485669252526733,0.09970470088034881,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,85,0.00359109465503758,0.9881129900135532,0.002622681362820628,0.005673233968588615,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,86,0.010384413587233856,0.919704613218789,0.010232253841624479,0.059678719352352555,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,87,0.01157150849755655,0.868808080167122,0.011547350825118152,0.10807306051020332,NaN,NaN,NaN,NaN
11,FlatFixed,filtered,natural,1,88,0.07059230892485216,0.8875637749639886,0.012666282095047813,0.029177634016111315,NaN,NaN,NaN,NaN
