seed,model,posterior_mode,t,p_gA,p_gB
11,LocalBranch,filtered,28,0.4846812899516886,0.5153187100483114
11,LocalBranch,filtered,29,0.48599678427521614,0.5140032157247837
11,LocalBranch,filtered,30,0.4847801238013575,0.5152198761986426
11,LocalBranch,filtered,31,0.4828301245600679,0.517169875439932
11,LocalBranch,filtered,32,0.4553367998029678,0.544663200197032
11,LocalBranch,filtered,33,0.4708834074327718,0.5291165925672281
11,LocalBranch,filtered,34,0.48384014208833925,0.5161598579116607
11,LocalBranch,filtered,35,0.4913819696953058,0.5086180303046944
11,LocalBranch,filtered,36,0.49458238333848364,0.5054176166615163
11,LocalBranch,filtered,37,0.4955358749164847,0.504464125083515
11,LocalBranch,filtered,38,0.4956241416708571,0.5043758583291431
11,LocalBranch,filtered,39,0.4954740620323991,0.504525937967601
11,LocalBranch,filtered,40,0.4953084252921221,0.504691574707878
11,LocalBranch,filtered,41,0.4966092886112679,0.5033907113887321
11,LocalBranch,filtered,42,0.49838743105109945,0.5016125689489006
11,LocalBranch,filtered,43,0.4999937374118099,0.5000062625881903
11,LocalBranch,filtered,44,0.5277681723054951,0.472231827694505
11,LocalBranch,filtered,45,0.5283142370598551,0.47168576294014486
11,LocalBranch,filtered,46,0.5304726191401443,0.46952738085985557
11,LocalBranch,filtered,47,0.5326564153826157,0.46734358461738457
11,LocalBranch,filtered,48,0.53428495330633,0.46571504669366987
11,LocalBranch,filtered,49,0.49689383875367454,0.5031061612463255
11,LocalBranch,filtered,50,0.4652345955346806,0.5347654044653196
11,LocalBranch,filtered,51,0.47333480995694655,0.5266651900430535
11,LocalBranch,filtered,52,0.47824280614186676,0.5217571938581334
11,LocalBranch,filtered,53,0.4791524112607831,0.5208475887392171
11,LocalBranch,filtered,54,0.4778494215620305,0.5221505784379693
11,LocalBranch,filtered,55,0.47608038329312063,0.5239196167068791
11,LocalBranch,filtered,56,0.4746311297821519,0.5253688702178485
11,LocalBranch,filtered,57,0.48170844656503364,0.5182915534349664
11,LocalBranch,filtered,58,0.4908136278797908,0.5091863721202092
11,LocalBranch,filtered,59,0.49879653145993447,0.5012034685400657
11,LocalBranch,filtered,60,0.5040095969397655,0.4959904030602346
11,LocalBranch,filtered,61,0.5068937186785578,0.4931062813214421
11,LocalBranch,filtered,62,0.5083732616395166,0.4916267383604835
11,LocalBranch,filtered,63,0.47410313392588777,0.5258968660741122
11,LocalBranch,filtered,64,0.4744525794782663,0.5255474205217334
11,LocalBranch,filtered,65,0.48192430146435783,0.5180756985356423
11,LocalBranch,filtered,66,0.4901511295804521,0.5098488704195476
11,LocalBranch,filtered,67,0.4962364552060426,0.5037635447939572
11,LocalBranch,filtered,68,0.49953807509109915,0.5004619249089011
11,LocalBranch,filtered,69,0.5010069183018265,0.4989930816981737
11,LocalBranch,filtered,70,0.5015805016917594,0.4984194983082403
11,LocalBranch,filtered,71,0.5017780341011242,0.49822196589887563
11,LocalBranch,filtered,72,0.5014772586712598,0.4985227413287401
11,LocalBranch,filtered,73,0.47079556956905555,0.5292044304309445
11,LocalBranch,filtered,74,0.47710308175136223,0.5228969182486379
11,LocalBranch,filtered,75,0.4800309370774234,0.5199690629225766
11,LocalBranch,filtered,76,0.4800849276973126,0.5199150723026876
11,LocalBranch,filtered,77,0.4789846922374979,0.5210153077625018
11,LocalBranch,filtered,78,0.47781922161747803,0.522180778382522
11,LocalBranch,filtered,79,0.47694862304662466,0.5230513769533752
11,LocalBranch,filtered,80,0.4763897181195792,0.5236102818804207
11,LocalBranch,filtered,81,0.4818784824371457,0.5181215175628544
11,LocalBranch,filtered,82,0.4897951609720866,0.5102048390279137
11,LocalBranch,filtered,83,0.49733148634443836,0.5026685136555616
11,LocalBranch,filtered,84,0.5025242873601112,0.4974757126398888
11,LocalBranch,filtered,85,0.5055063035459383,0.4944936964540616
11,LocalBranch,filtered,86,0.5070834502452959,0.49291654975470434
11,LocalBranch,filtered,87,0.507888322725061,0.49211167727493893
11,LocalBranch,filtered,88,0.5082907300626932,0.4917092699373067
11,LocalBranch,filtered,89,0.506295276215091,0.49370472378490926
11,LocalBranch,filtered,90,0.5034305784412902,0.49656942155870964
11,LocalBranch,filtered,91,0.5006979491592938,0.4993020508407062
11,LocalBranch,filtered,92,0.4988040212476728,0.5011959787523272
11,LocalBranch,filtered,93,0.4977069340776848,0.502293065922315
11,LocalBranch,filtered,94,0.49712062540778623,0.5028793745922135
11,LocalBranch,filtered,95,0.49681811363298023,0.50318188636702
11,LocalBranch,filtered,96,0.4976987551484635,0.5023012448515368
11,LocalBranch,filtered,97,0.4971444796209787,0.5028555203790213
11,LocalBranch,filtered,98,0.46535799105173226,0.5346420089482677
11,LocalBranch,filtered,99,0.43958462282590155,0.5604153771740984
11,LocalBranch,filtered,100,0.4552329079550737,0.5447670920449263
11,LocalBranch,filtered,101,0.46602028970234005,0.53397971029766
11,LocalBranch,filtered,102,0.47093708093269276,0.5290629190673075
11,LocalBranch,filtered,103,0.4720682944858015,0.5279317055141984
11,LocalBranch,filtered,104,0.471638488964948,0.5283615110350522
11,LocalBranch,filtered,105,0.5076828536860662,0.49231714631393375
11,LocalBranch,filtered,106,0.50664894154619,0.49335105845381033
11,LocalBranch,filtered,107,0.5072056567771607,0.4927943432228392
11,LocalBranch,filtered,108,0.5091834935318691,0.49081650646813096
11,LocalBranch,filtered,109,0.511457787899823,0.48854221210017706
11,LocalBranch,filtered,110,0.5132868076996692,0.48671319230033083
11,LocalBranch,filtered,111,0.5145194840177112,0.48548051598228886
11,LocalBranch,filtered,112,0.5152716340900774,0.48472836590992247
11,LocalBranch,filtered,113,0.5113667361034808,0.4886332638965192
11,LocalBranch,filtered,114,0.5059819517895071,0.49401804821049317
11,LocalBranch,filtered,115,0.5010067442216067,0.4989932557783934
11,LocalBranch,filtered,116,0.49763906761096827,0.5023609323890316
11,LocalBranch,filtered,117,0.4957246713946369,0.5042753286053634
11,LocalBranch,filtered,118,0.49471844830970746,0.5052815516902924
11,LocalBranch,filtered,119,0.5289568838100385,0.47104311618996136
11,LocalBranch,filtered,120,0.49297530903632425,0.5070246909636755
11,LocalBranch,filtered,121,0.46341491836145415,0.5365850816385459
11,LocalBranch,filtered,122,0.4980045117024398,0.5019954882975605
11,LocalBranch,filtered,123,0.49664933733166733,0.5033506626683323
11,LocalBranch,filtered,124,0.4979539550949844,0.5020460449050157
11,LocalBranch,filtered,125,0.49934884693554255,0.5006511530644575
11,LocalBranch,filtered,126,0.5004972502636685,0.49950274973633146
11,LocalBranch,filtered,127,0.5012825917810861,0.498717408218914
11,LocalBranch,filtered,128,0.5017636474628204,0.49823635253717924
11,LocalBranch,filtered,129,0.5009645945567984,0.49903540544320185
11,LocalBranch,filtered,130,0.5260936900544384,0.4739063099455615
11,LocalBranch,filtered,131,0.5267026229057817,0.47329737709421815
11,LocalBranch,filtered,132,0.516990135571584,0.48300986442841604
11,LocalBranch,filtered,133,0.5097932780390323,0.49020672196096776
11,LocalBranch,filtered,134,0.4869435721021749,0.513056427897825
11,LocalBranch,filtered,135,0.48421782219327636,0.5157821778067233
11,LocalBranch,filtered,136,0.48092471740865167,0.5190752825913484
11,LocalBranch,filtered,137,0.4892010446883154,0.5107989553116844
11,LocalBranch,filtered,138,0.49690369222302483,0.5030963077769752
11,LocalBranch,filtered,139,0.502051970559411,0.4979480294405888
11,LocalBranch,filtered,140,0.5047524465928844,0.4952475534071152
11,LocalBranch,filtered,141,0.5059770756173114,0.49402292438268874
11,LocalBranch,filtered,142,0.5064869988519455,0.4935130011480545
11,LocalBranch,filtered,143,0.506685092300644,0.49331490769935615
11,LocalBranch,filtered,144,0.47158724424008647,0.5284127557599136
11,LocalBranch,filtered,145,0.4714275602987664,0.5285724397012338
11,LocalBranch,filtered,146,0.47057494619804974,0.5294250538019502
11,LocalBranch,filtered,147,0.47849906134662246,0.5215009386533775
11,LocalBranch,filtered,148,0.48881122028673435,0.5111887797132657
11,LocalBranch,filtered,149,0.4978205030232647,0.5021794969767355
11,LocalBranch,filtered,150,0.5036146368304493,0.4963853631695504
11,LocalBranch,filtered,151,0.47355325751164223,0.5264467424883577
11,LocalBranch,filtered,152,0.4757390009295342,0.5242609990704657
11,LocalBranch,filtered,153,0.4825588452312756,0.5174411547687244
11,LocalBranch,filtered,154,0.4887256068439687,0.5112743931560312
11,LocalBranch,filtered,155,0.4923110610008875,0.5076889389991126
11,LocalBranch,filtered,156,0.493624010765361,0.506375989234639
11,LocalBranch,filtered,157,0.49379456000729205,0.506205439992708
11,LocalBranch,filtered,158,0.49359590417557536,0.5064040958244248
11,LocalBranch,filtered,159,0.4933576002066748,0.5066423997933254
11,LocalBranch,filtered,160,0.49317548403287914,0.5068245159671209
11,LocalBranch,filtered,161,0.4948518709228226,0.5051481290771774
11,LocalBranch,filtered,162,0.49723253953234164,0.5027674604676584
11,LocalBranch,filtered,163,0.4994642305340231,0.5005357694659768
11,LocalBranch,filtered,164,0.5009776904666974,0.4990223095333027
11,LocalBranch,filtered,165,0.5018335038804026,0.4981664961195977
11,LocalBranch,filtered,166,0.5022798427759759,0.49772015722402396
11,LocalBranch,filtered,167,0.5025047765107654,0.4974952234892346
11,LocalBranch,filtered,168,0.5377645965316603,0.4622354034683395
11,LocalBranch,filtered,169,0.5281644899832254,0.4718355100167745
11,LocalBranch,filtered,170,0.4950320409886334,0.5049679590113663
11,LocalBranch,filtered,171,0.4687422284001514,0.5312577715998483
11,LocalBranch,filtered,172,0.47154106939533624,0.5284589306046639
11,LocalBranch,filtered,173,0.4702130961671572,0.5297869038328427
11,LocalBranch,filtered,174,0.4667742955238126,0.5332257044761874
11,LocalBranch,filtered,175,0.46328337923691193,0.536716620763088
11,LocalBranch,filtered,176,0.4606359934649584,0.5393640065350416
11,LocalBranch,filtered,177,0.47171510511074227,0.5282848948892577
11,LocalBranch,filtered,178,0.48572869047767875,0.5142713095223213
11,LocalBranch,filtered,179,0.49792884022815775,0.5020711597718424
11,LocalBranch,filtered,180,0.50591068068332,0.4940893193166802
11,LocalBranch,filtered,181,0.5103547737798825,0.4896452262201176
11,LocalBranch,filtered,182,0.5126513279472135,0.4873486720527867
11,LocalBranch,filtered,183,0.5137985669879599,0.48620143301204
11,LocalBranch,filtered,184,0.5143594900496142,0.4856405099503858
11,LocalBranch,filtered,185,0.511046911592941,0.48895308840705876
11,LocalBranch,filtered,186,0.5062314471030639,0.49376855289693605
11,LocalBranch,filtered,187,0.5015940718101229,0.4984059281898769
11,LocalBranch,filtered,188,0.49835515528278057,0.501644844717219
11,LocalBranch,filtered,189,0.49646774314460757,0.5035322568553926
11,LocalBranch,filtered,190,0.49545468285765504,0.504545317142345
11,LocalBranch,filtered,191,0.4949302909336123,0.5050697090663875
11,LocalBranch,filtered,192,0.49637047848493615,0.503629521515064
11,LocalBranch,filtered,193,0.49545416579865875,0.5045458342013411
11,LocalBranch,filtered,194,0.4969802093127883,0.5030197906872118
11,LocalBranch,filtered,195,0.49869716262107117,0.5013028373789287
11,LocalBranch,filtered,196,0.5000660756729306,0.49993392432706935
11,LocalBranch,filtered,197,0.500930916888578,0.4990690831114221
11,LocalBranch,filtered,198,0.5014148828528137,0.49858511714718634
11,LocalBranch,filtered,199,0.5016708605742677,0.49832913942573204
11,LocalBranch,filtered,200,0.5018023982514799,0.49819760174852
11,LocalBranch,smoothed,1,0.4844979324673114,0.5155020675326888
11,LocalBranch,smoothed,2,0.4841562513027053,0.5158437486972945
11,LocalBranch,smoothed,3,0.48395719247013863,0.5160428075298611
11,LocalBranch,smoothed,4,0.48366692896073515,0.5163330710392648
11,LocalBranch,smoothed,5,0.482849937257471,0.5171500627425292
11,LocalBranch,smoothed,6,0.48005400657007,0.5199459934299301
11,LocalBranch,smoothed,7,0.46995558072105525,0.5300444192789447
11,LocalBranch,smoothed,8,0.4711165661785958,0.5288834338214042
11,LocalBranch,smoothed,9,0.47533025049476596,0.5246697495052342
11,LocalBranch,smoothed,10,0.4764154576577944,0.5235845423422053
11,LocalBranch,smoothed,11,0.4767096954283923,0.5232903045716077
11,LocalBranch,smoothed,12,0.4767329878550836,0.5232670121449168
11,LocalBranch,smoothed,13,0.4763351061048067,0.5236648938951932
11,LocalBranch,smoothed,14,0.47444694686856576,0.5255530531314343
11,LocalBranch,smoothed,15,0.4758418213403379,0.5241581786596617
11,LocalBranch,smoothed,16,0.48063137236002784,0.5193686276399719
11,LocalBranch,smoothed,17,0.4984059337754535,0.5015940662245466
11,LocalBranch,smoothed,18,0.5031793170698357,0.4968206829301641
11,LocalBranch,smoothed,19,0.5044674429995873,0.49553255700041265
11,LocalBranch,smoothed,20,0.5047427503326434,0.4952572496673567
11,LocalBranch,smoothed,21,0.5044945945654665,0.4955054054345332
11,LocalBranch,smoothed,22,0.5032264713399943,0.49677352866000557
11,LocalBranch,smoothed,23,0.4984642372405504,0.5015357627594496
11,LocalBranch,smoothed,24,0.48435993509963154,0.5156400649003683
11,LocalBranch,smoothed,25,0.47935271367163473,0.5206472863283651
11,LocalBranch,smoothed,26,0.48124388394384743,0.5187561160561526
11,LocalBranch,smoothed,27,0.4758515483750289,0.524148451624971
11,LocalBranch,smoothed,28,0.4774810851962716,0.5225189148037285
11,LocalBranch,smoothed,29,0.47755974597195555,0.5224402540280446
11,LocalBranch,smoothed,30,0.47700048614654034,0.5229995138534596
11,LocalBranch,smoothed,31,0.47517868386841894,0.5248213161315811
11,LocalBranch,smoothed,32,0.46859221688941644,0.5314077831105833
11,LocalBranch,smoothed,33,0.4854254492296491,0.5145745507703511
11,LocalBranch,smoothed,34,0.4898184080793112,0.5101815919206887
11,LocalBranch,smoothed,35,0.4909203735696789,0.5090796264303212
11,LocalBranch,smoothed,36,0.49116949554785166,0.5088305044521484
11,LocalBranch,smoothed,37,0.4912491699457288,0.508750830054271
11,LocalBranch,smoothed,38,0.4914577456426501,0.5085422543573497
11,LocalBranch,smoothed,39,0.4922959262066488,0.5077040737933508
11,LocalBranch,smoothed,40,0.4954637516693981,0.5045362483306017
11,LocalBranch,smoothed,41,0.5073178575964411,0.49268214240355884
11,LocalBranch,smoothed,42,0.5104776965559831,0.4895223034440169
11,LocalBranch,smoothed,43,0.5113065420554035,0.4886934579445966
11,LocalBranch,smoothed,44,0.5115825343313963,0.4884174656686037
11,LocalBranch,smoothed,45,0.5103531096572328,0.4896468903427675
11,LocalBranch,smoothed,46,0.5094818768128552,0.4905181231871447
11,LocalBranch,smoothed,47,0.5074204847498166,0.49257951525018345
11,LocalBranch,smoothed,48,0.5004824791668713,0.4995175208331287
11,LocalBranch,smoothed,49,0.47566540005707536,0.5243345999429246
11,LocalBranch,smoothed,50,0.46931444575664183,0.5306855542433582
11,LocalBranch,smoothed,51,0.48058390846916144,0.5194160915308385
11,LocalBranch,smoothed,52,0.4834052609396306,0.5165947390603696
11,LocalBranch,smoothed,53,0.483978287854053,0.5160217121459468
11,LocalBranch,smoothed,54,0.4839881198154858,0.5160118801845144
11,LocalBranch,smoothed,55,0.4839449582978908,0.5160550417021095
11,LocalBranch,smoothed,56,0.48414381008160123,0.5158561899183989
11,LocalBranch,smoothed,57,0.48516156000753197,0.5148384399924681
11,LocalBranch,smoothed,58,0.48539955527062756,0.5146004447293726
11,LocalBranch,smoothed,59,0.48547049281245996,0.5145295071875399
11,LocalBranch,smoothed,60,0.4854493506395947,0.5145506493604053
11,LocalBranch,smoothed,61,0.4851225455897368,0.5148774544102632
11,LocalBranch,smoothed,62,0.48361778626784846,0.5163822137321515
11,LocalBranch,smoothed,63,0.4776958073364672,0.5223041926635329
11,LocalBranch,smoothed,64,0.4824138892772655,0.5175861107227344
11,LocalBranch,smoothed,65,0.4998501251015835,0.5001498748984163
11,LocalBranch,smoothed,66,0.5044925206560179,0.4955074793439822
11,LocalBranch,smoothed,67,0.5056894999321577,0.4943105000678422
11,LocalBranch,smoothed,68,0.5058627630890757,0.4941372369109243
11,LocalBranch,smoothed,69,0.505444083778553,0.4945559162214465
11,LocalBranch,smoothed,70,0.5037529562821564,0.4962470437178435
11,LocalBranch,smoothed,71,0.49763419689714494,0.5023658031028548
11,LocalBranch,smoothed,72,0.4750341493553377,0.5249658506446626
11,LocalBranch,smoothed,73,0.46883766245584313,0.5311623375441564
11,LocalBranch,smoothed,74,0.4739802550922187,0.5260197449077816
11,LocalBranch,smoothed,75,0.47531954481899397,0.524680455181006
11,LocalBranch,smoothed,76,0.475685324215354,0.5243146757846459
11,LocalBranch,smoothed,77,0.4758940050580185,0.5241059949419818
11,LocalBranch,smoothed,78,0.47636694943714863,0.523633050562851
11,LocalBranch,smoothed,79,0.47793933982006503,0.5220606601799349
11,LocalBranch,smoothed,80,0.4834979634258424,0.5165020365741573
11,LocalBranch,smoothed,81,0.5038136940921959,0.4961863059078041
11,LocalBranch,smoothed,82,0.50936125061089,0.4906387493891101
11,LocalBranch,smoothed,83,0.5109302047208453,0.48906979527915484
11,LocalBranch,smoothed,84,0.5113787425178352,0.4886212574821645
11,LocalBranch,smoothed,85,0.5114398193142475,0.4885601806857524
11,LocalBranch,smoothed,86,0.5111773048630387,0.4888226951369614
11,LocalBranch,smoothed,87,0.5101069672484165,0.48989303275158325
11,LocalBranch,smoothed,88,0.5062297192134152,0.49377028078658475
11,LocalBranch,smoothed,89,0.4919744366276653,0.5080255633723352
11,LocalBranch,smoothed,90,0.48809075614416286,0.5119092438558369
11,LocalBranch,smoothed,91,0.48699783045062567,0.5130021695493745
11,LocalBranch,smoothed,92,0.48665197527696324,0.5133480247230366
11,LocalBranch,smoothed,93,0.48640922307649986,0.5135907769235
11,LocalBranch,smoothed,94,0.4857589312188642,0.5142410687811358
11,LocalBranch,smoothed,95,0.4833283389032179,0.516671661096782
11,LocalBranch,smoothed,96,0.47413334467704055,0.5258666553229595
11,LocalBranch,smoothed,97,0.471447302359163,0.5285526976408369
11,LocalBranch,smoothed,98,0.46191591666167475,0.5380840833383252
11,LocalBranch,smoothed,99,0.463797672868938,0.5362023271310622
11,LocalBranch,smoothed,100,0.4775971734355991,0.5224028265644007
11,LocalBranch,smoothed,101,0.4815851852211119,0.5184148147788882
11,LocalBranch,smoothed,102,0.4832422978591632,0.5167577021408367
11,LocalBranch,smoothed,103,0.4854661493735229,0.5145338506264769
11,LocalBranch,smoothed,104,0.4922658559355639,0.5077341440644361
11,LocalBranch,smoothed,105,0.5167923172104095,0.48320768278959053
11,LocalBranch,smoothed,106,0.5140809588664929,0.4859190411335071
11,LocalBranch,smoothed,107,0.5134926047858905,0.48650739521410946
11,LocalBranch,smoothed,108,0.5134162324476618,0.4865837675523381
11,LocalBranch,smoothed,109,0.5133988251662029,0.48660117483379706
11,LocalBranch,smoothed,110,0.513214423617909,0.48678557638209097
11,LocalBranch,smoothed,111,0.5124135026359345,0.48758649736406584
11,LocalBranch,smoothed,112,0.5094377323724912,0.4905622676275087
11,LocalBranch,smoothed,113,0.4984827104816432,0.501517289518357
11,LocalBranch,smoothed,114,0.49548687965823907,0.5045131203417605
11,LocalBranch,smoothed,115,0.494622020024037,0.505377979975963
11,LocalBranch,smoothed,116,0.4943519717012732,0.5056480282987268
11,LocalBranch,smoothed,117,0.49429239123667046,0.5057076087633297
11,LocalBranch,smoothed,118,0.4944384325587976,0.5055615674412024
11,LocalBranch,smoothed,119,0.4951551899126959,0.504844810087304
11,LocalBranch,smoothed,120,0.4892986735990901,0.5107013264009099
11,LocalBranch,smoothed,121,0.4896246190047284,0.5103753809952718
11,LocalBranch,smoothed,122,0.49621300355017756,0.5037869964498226
11,LocalBranch,smoothed,123,0.4965960649716464,0.5034039350283536
11,LocalBranch,smoothed,124,0.4983908138213467,0.5016091861786535
11,LocalBranch,smoothed,125,0.49875226540519585,0.5012477345948042
11,LocalBranch,smoothed,126,0.4987113621924735,0.5012886378075264
11,LocalBranch,smoothed,127,0.4986095169129101,0.5013904830870898
11,LocalBranch,smoothed,128,0.49881148687159865,0.5011885131284013
11,LocalBranch,smoothed,129,0.5004965179682268,0.49950348203177325
11,LocalBranch,smoothed,130,0.5006649655801028,0.49933503441989724
11,LocalBranch,smoothed,131,0.4976902170560488,0.5023097829439512
11,LocalBranch,smoothed,132,0.4879205878908716,0.5120794121091284
11,LocalBranch,smoothed,133,0.4847919501241756,0.5152080498758244
11,LocalBranch,smoothed,134,0.4819242490578449,0.518075750942155
11,LocalBranch,smoothed,135,0.481520834485671,0.518479165514329
11,LocalBranch,smoothed,136,0.48071765650017917,0.5192823434998208
11,LocalBranch,smoothed,137,0.47892770807241464,0.5210722919275852
11,LocalBranch,smoothed,138,0.47818987111613626,0.5218101288838638
11,LocalBranch,smoothed,139,0.47785461685583414,0.5221453831441659
11,LocalBranch,smoothed,140,0.47769154794126883,0.5223084520587312
11,LocalBranch,smoothed,141,0.4775840050887523,0.5224159949112476
11,LocalBranch,smoothed,142,0.47738883418135936,0.5226111658186406
11,LocalBranch,smoothed,143,0.4767139804199044,0.5232860195800957
11,LocalBranch,smoothed,144,0.47419485130420624,0.5258051486957938
11,LocalBranch,smoothed,145,0.47448102298140316,0.525518977018597
11,LocalBranch,smoothed,146,0.47559514872931064,0.5244048512706894
11,LocalBranch,smoothed,147,0.4798263436636691,0.5201736563363308
11,LocalBranch,smoothed,148,0.48088921044713506,0.5191107895528649
11,LocalBranch,smoothed,149,0.4808580853328078,0.519141914667192
11,LocalBranch,smoothed,150,0.47944799986622777,0.5205520001337721
11,LocalBranch,smoothed,151,0.47356427916168864,0.5264357208383116
11,LocalBranch,smoothed,152,0.47585273762845337,0.5241472623715466
11,LocalBranch,smoothed,153,0.4840483400050029,0.5159516599949971
11,LocalBranch,smoothed,154,0.48615902935152994,0.5138409706484702
11,LocalBranch,smoothed,155,0.486685313614792,0.513314686385208
11,LocalBranch,smoothed,156,0.4868341582085904,0.5131658417914094
11,LocalBranch,smoothed,157,0.48697825135409334,0.5130217486459064
11,LocalBranch,smoothed,158,0.4874004365337357,0.5125995634662643
11,LocalBranch,smoothed,159,0.4888417822800971,0.5111582177199028
11,LocalBranch,smoothed,160,0.49396763209044947,0.5060323679095505
11,LocalBranch,smoothed,161,0.5127770510946373,0.4872229489053628
11,LocalBranch,smoothed,162,0.5179011998771812,0.48209880012281864
11,LocalBranch,smoothed,163,0.5193123490581967,0.4806876509418035
11,LocalBranch,smoothed,164,0.519640756252187,0.4803592437478129
11,LocalBranch,smoothed,165,0.5195043612512931,0.4804956387487072
11,LocalBranch,smoothed,166,0.5187361993267756,0.48126380067322444
11,LocalBranch,smoothed,167,0.5160464150471824,0.48395358495281754
11,LocalBranch,smoothed,168,0.5064110280483002,0.49358897195170015
11,LocalBranch,smoothed,169,0.47532881787679215,0.5246711821232078
11,LocalBranch,smoothed,170,0.46592388112737804,0.534076118872622
11,LocalBranch,smoothed,171,0.4631426079584744,0.5368573920415255
11,LocalBranch,smoothed,172,0.4656914094511033,0.5343085905488967
11,LocalBranch,smoothed,173,0.46636104280080837,0.5336389571991914
11,LocalBranch,smoothed,174,0.466955799686269,0.533044200313731
11,LocalBranch,smoothed,175,0.4689391337889348,0.5310608662110655
11,LocalBranch,smoothed,176,0.4762975194690601,0.5237024805309398
11,LocalBranch,smoothed,177,0.503564900851842,0.496435099148158
11,LocalBranch,smoothed,178,0.5109422981918326,0.4890577018081674
11,LocalBranch,smoothed,179,0.5129913234852984,0.4870086765147018
11,LocalBranch,smoothed,180,0.5135669898875589,0.4864330101124411
11,LocalBranch,smoothed,181,0.5136765132634645,0.48632348673653547
11,LocalBranch,smoothed,182,0.5134938613640228,0.4865061386359773
11,LocalBranch,smoothed,183,0.5127015859855737,0.48729841401442614
11,LocalBranch,smoothed,184,0.5098607430047324,0.49013925699526734
11,LocalBranch,smoothed,185,0.4995029613284093,0.5004970386715909
11,LocalBranch,smoothed,186,0.49666182131284997,0.5033381786871503
11,LocalBranch,smoothed,187,0.49584279835469364,0.5041572016453062
11,LocalBranch,smoothed,188,0.4955934449463388,0.5044065550536612
11,LocalBranch,smoothed,189,0.49554396786071764,0.5044560321392826
11,LocalBranch,smoothed,190,0.49566912703560706,0.5043308729643932
11,LocalBranch,smoothed,191,0.4962402148426438,0.5037597851573563
11,LocalBranch,smoothed,192,0.49836865910062284,0.5016313408993772
11,LocalBranch,smoothed,193,0.4989401015539331,0.501059898446067
11,LocalBranch,smoothed,194,0.5010311207161351,0.49896887928386513
11,LocalBranch,smoothed,195,0.5016088782981578,0.49839112170184197
11,LocalBranch,smoothed,196,0.5017759409515068,0.49822405904849315
11,LocalBranch,smoothed,197,0.501826744349551,0.49817325565044895
11,LocalBranch,smoothed,198,0.5018403533334037,0.49815964666659646
11,LocalBranch,smoothed,199,0.5018349274258181,0.4981650725741821
11,LocalBranch,smoothed,200,0.50180239825148,0.4981976017485199
11,BLTGlobal,filtered,1,0.5000000000000001,0.49999999999999994
11,BLTGlobal,filtered,2,0.5,0.5
11,BLTGlobal,filtered,3,0.4999999999999999,0.5
11,BLTGlobal,filtered,4,0.49999999999999983,0.5
11,BLTGlobal,filtered,5,0.4999999999999999,0.5000000000000001
11,BLTGlobal,filtered,6,0.49999999999999983,0.5
11,BLTGlobal,filtered,7,0.4983982842646,0.5016017157354001
11,BLTGlobal,filtered,8,0.5125029863600401,0.4874970136399598
11,BLTGlobal,filtered,9,0.5243239727101171,0.4756760272898829
11,BLTGlobal,filtered,10,0.5341964092905633,0.4658035907094366
11,BLTGlobal,filtered,11,0.5424083427939963,0.45759165720600364
11,BLTGlobal,filtered,12,0.5492068915955559,0.45079310840444436
11,BLTGlobal,filtered,13,0.5548037296882883,0.44519627031171183
11,BLTGlobal,filtered,14,0.5573770061902839,0.4426229938097159
11,BLTGlobal,filtered,15,0.5728439396059211,0.4271560603940789
11,BLTGlobal,filtered,16,0.5856459692837506,0.41435403071624954
11,BLTGlobal,filtered,17,0.5961859943025791,0.4038140056974211
11,BLTGlobal,filtered,18,0.6048077254353895,0.3951922745646103
11,BLTGlobal,filtered,19,0.6118040917233701,0.38819590827662986
11,BLTGlobal,filtered,20,0.6174245231743831,0.38257547682561693
11,BLTGlobal,filtered,21,0.6218812421920262,0.37811875780797366
11,BLTGlobal,filtered,22,0.625354685301284,0.37464531469871587
11,BLTGlobal,filtered,23,0.6161044225703646,0.3838955774296354
11,BLTGlobal,filtered,24,0.6126713541382022,0.3873286458617975
11,BLTGlobal,filtered,25,0.6146127665200007,0.38538723347999904
11,BLTGlobal,filtered,26,0.6322845386695598,0.3677154613304399
11,BLTGlobal,filtered,27,0.6304081212291506,0.3695918787708495
11,BLTGlobal,filtered,28,0.64167920791207,0.35832079208793016
11,BLTGlobal,filtered,29,0.6507762527375786,0.3492237472624216
11,BLTGlobal,filtered,30,0.6580419736445878,0.34195802635541217
11,BLTGlobal,filtered,31,0.6637658671142258,0.3362341328857743
11,BLTGlobal,filtered,32,0.6611727955046558,0.33882720449534437
11,BLTGlobal,filtered,33,0.6742929850068057,0.32570701499319427
11,BLTGlobal,filtered,34,0.6848223567537306,0.3151776432462694
11,BLTGlobal,filtered,35,0.6931787301616485,0.30682126983835134
11,BLTGlobal,filtered,36,0.6997128814587439,0.3002871185412562
11,BLTGlobal,filtered,37,0.7047194754307174,0.29528052456928244
11,BLTGlobal,filtered,38,0.7084461667873083,0.29155383321269185
11,BLTGlobal,filtered,39,0.7111011897067347,0.2888988102932652
11,BLTGlobal,filtered,40,0.7128596956832378,0.28714030431676213
11,BLTGlobal,filtered,41,0.7138690528152067,0.28613094718479326
11,BLTGlobal,filtered,42,0.7142532817140045,0.28574671828599546
11,BLTGlobal,filtered,43,0.7141167724219172,0.28588322757808277
11,BLTGlobal,filtered,44,0.699254155971116,0.3007458440288838
11,BLTGlobal,filtered,45,0.6847121581017773,0.31528784189822273
11,BLTGlobal,filtered,46,0.6721175536455147,0.32788244635448544
