scenario,t,x_true,y,x_mean,x_var,z_mean,h_mean
mpe,12,-5.562267302961446,-5.58019504147921,-5.582863534649287,0.097759766442692,-1.7841989002019674,-1.8827462604895484
mpe,13,-4.10058677898052,-4.264916888164529,-4.290513745116426,0.09753592881644872,-1.6526871977380275,-1.8364346934131954
mpe,14,-3.5367748391171876,-3.9975244328754336,-3.9997198818525033,0.09720195316302949,-1.5339826301049402,-1.6463250794549573
mpe,15,-4.040463496458964,-3.70290432315549,-3.706099104610176,0.09670061363206714,-1.3526763249427758,-1.4765553647005383
mpe,16,-6.083513448790089,-6.33857550089846,-6.277129020541891,0.09781933114421923,-1.6888652892956657,-1.6320232497349247
mpe,17,-5.6546968802943125,-5.895468741518323,-5.897691163352461,0.09672227675072481,-1.3486031169813018,-1.470305584012426
mpe,18,-5.837649392448759,-6.672404281216901,-6.636599710899959,0.09665251981008716,-1.296503822797759,-1.4636293069825057
mpe,19,-3.437652989885107,-3.32327255703746,-3.386324347039215,0.09788523059247659,-1.7093623153127064,-1.6216985990529085
mpe,20,-1.631143321021963,-1.8009880520830925,-1.8396831525527404,0.09726733391131585,-1.4957712718856535,-1.643077321419435
mpe,21,-2.6095929983937896,-2.718043492315352,-2.6898248280493084,0.09709189217417757,-1.444403021140994,-1.6127494397250324
mpe,22,-1.309584211075912,-0.8724027782078891,-0.9160188726562493,0.09740832515337826,-1.5387609583489563,-1.6593342605612154
mpe,23,-2.7442875167084253,-2.794390641213012,-2.74879492015558,0.0976303727431231,-1.624282928263708,-1.722195666380026
mpe,24,-1.8695257459006351,-1.8096720275912839,-1.8317868077534902,0.09724145627144637,-1.501293293145341,-1.6659257672237187
mpe,25,-1.7363990009478902,-2.146457964396038,-2.134187168339346,0.09697957439958059,-1.4130054360590603,-1.5559792894334434
mpe,26,-0.5807906481043587,-0.568823453947369,-0.6101048152585361,0.09716990107066362,-1.4488621883473547,-1.5850383958978478
mpe,27,1.1332682100023221,1.1217657254157325,1.0771104294258753,0.09737532580497651,-1.5196398005546634,-1.6336744595829407
mpe,28,1.1774801520785914,1.0876987151932416,1.0856727463446396,0.09685622415029159,-1.371091653738191,-1.488911728900492
mpe,29,0.9196010928999727,0.4612918157427279,0.48109665742962926,0.09652605933755734,-1.2569720356731344,-1.416252989613895
mpe,30,1.9190685936173166,1.9584971509457452,1.911585619459703,0.09687559591939988,-1.3373123034820336,-1.4584411751911697
