seed,length,acute_count,acute_widths,control_level,action_dependence,low_control_fraction,chronic_profile,scheduled_dose,available_formation_margin,available_formed,available_final_persistent_probability,available_max_step_change,available_realized_avoidance_mediator,available_avoidance_rate,available_realized_event_fraction,replay_formation_margin,replay_formed,replay_final_persistent_probability,replay_max_step_change,replay_realized_avoidance_mediator,replay_avoidance_rate,replay_realized_event_fraction
809312,90,0,,2,0.25,0.75,steady-low,0.07777777777777778,-5.608240065526655,0,0.3033145238677838,0.05801635405793659,0.08888888888888889,0.24444444444444444,0.05555555555555555,-4.9564282636899,0,0.3494327972054033,0.05567242945762213,0.0,0.0,0.07777777777777778
809313,120,0,,2,0.25,0.75,steady-low,0.08333333333333333,-9.842269863087603,0,0.14800010005582187,0.05448280935752223,0.041666666666666664,0.2,0.075,-10.147330162824831,0,0.1476988341374625,0.05182394268297724,0.0,0.0,0.08333333333333333
809314,60,0,,2,0.25,0.75,steady-low,0.08333333333333333,-5.018252909267784,0,0.14925688815811186,0.06984679138848021,0.05,0.16666666666666666,0.05,-5.04253788038397,0,0.145868014452154,0.055622448356791976,0.0,0.0,0.08333333333333333
809315,90,0,,2,0.25,0.75,none,0.0,-4.77701730347898,0,0.27144419752949756,0.06167833450948085,0.0,0.0,0.0,-4.77701730347898,0,0.27144419752949756,0.06167833450948085,0.0,0.0,0.0
809316,60,0,,2,0.25,0.75,bursty-moderate,0.18333333333333332,-2.9465951847760445,0,0.2665418547343654,0.05296934253380525,0.03333333333333333,0.18333333333333332,0.15,-3.170373924739593,0,0.30113696542808066,0.049205596759025916,0.0,0.0,0.18333333333333332
809317,120,0,,3,0.5,0.5,steady-low,0.08333333333333333,-1.6763314525609347,0,0.5547511787473224,0.06359491013847385,0.09166666666666666,0.39166666666666666,0.05,-5.728000628583464,0,0.18157686541448073,0.06267005868546532,0.0,0.0,0.08333333333333333
809318,60,0,,3,0.5,0.5,none,0.0,-2.3789965411932545,0,0.32179373122766325,0.06610964916828749,0.0,0.0,0.0,-2.3789965411932545,0,0.32179373122766325,0.06610964916828749,0.0,0.0,0.0
809319,90,0,,3,0.5,0.5,none,0.0,-7.56297725142868,0,0.15719928520296703,0.057862029681923444,0.0,0.0,0.0,-7.56297725142868,0,0.15719928520296703,0.057862029681923444,0.0,0.0,0.0
809320,60,0,,3,0.5,0.5,bursty-moderate,0.18333333333333332,-4.89427925491436,0,0.2613972608229975,0.05079564334067416,0.1,0.23333333333333334,0.18333333333333332,-5.595847042797773,0,0.20814650161162937,0.05079564334067416,0.0,0.0,0.18333333333333332
809321,90,0,,3,0.5,0.5,none,0.0,-8.528553703453118,0,0.19317776920716997,0.055954746343532286,0.0,0.0,0.0,-8.528553703453118,0,0.19317776920716997,0.055954746343532286,0.0,0.0,0.0
809322,90,0,,3,0.5,0.5,none,0.0,-7.397834320479833,0,0.2021232307938866,0.056658960619076604,0.0,0.0,0.0,-7.397834320479833,0,0.2021232307938866,0.056658960619076604,0.0,0.0,0.0
809323,120,0,,3,0.5,0.5,none,0.0,-8.8649882680192,0,0.1756562193327016,0.06573405719264297,0.0,0.0,0.0,-8.8649882680192,0,0.1756562193327016,0.06573405719264297,0.0,0.0,0.0
809324,120,0,,3,0.5,0.5,steady-low,0.08333333333333333,-9.95137703973181,0,0.18719084706252828,0.06356417201249165,0.03333333333333333,0.275,0.075,-8.581734336602539,0,0.1732082263249871,0.056603243624065214,0.0,0.0,0.08333333333333333
809325,90,0,,4,0.75,0.25,none,0.0,-6.733449211108954,0,0.24866158076868167,0.061024527913505655,0.0,0.0,0.0,-6.733449211108954,0,0.24866158076868167,0.061024527913505655,0.0,0.0,0.0
809326,60,0,,4,0.75,0.25,bursty-moderate,0.18333333333333332,-4.0745294286072244,0,0.2690334935788732,0.053900817921542554,0.06666666666666667,0.21666666666666667,0.11666666666666667,-5.671102485958617,0,0.20994596883140734,0.053900817921542554,0.0,0.0,0.18333333333333332
809327,120,0,,4,0.75,0.25,steady-low,0.08333333333333333,-8.539071011037564,0,0.25842324085929763,0.06940806395560284,0.041666666666666664,0.25,0.075,-8.807212775281789,0,0.18051026055498998,0.05980806642892139,0.0,0.0,0.08333333333333333
809328,90,0,,4,0.75,0.25,bursty-moderate,0.17777777777777778,-7.249317820291222,0,0.23883657974241604,0.05571997625028985,0.044444444444444446,0.2222222222222222,0.12222222222222222,-7.733401305177277,0,0.2258851367715478,0.049654772740337416,0.0,0.0,0.17777777777777778
809329,90,0,,4,0.75,0.25,none,0.0,-5.391618210842238,0,0.33326882027357496,0.06065345052221505,0.0,0.0,0.0,-5.391618210842238,0,0.33326882027357496,0.06065345052221505,0.0,0.0,0.0
809330,90,0,,4,0.75,0.25,none,0.0,-4.910411385408495,0,0.2860981994215541,0.06847179443932372,0.0,0.0,0.0,-4.910411385408495,0,0.2860981994215541,0.06847179443932372,0.0,0.0,0.0
809331,120,0,,4,0.75,0.25,bursty-moderate,0.18333333333333332,-7.34255357535778,0,0.2123084885685096,0.06413405543356576,0.041666666666666664,0.2,0.14166666666666666,-9.290136239398441,0,0.1967700707460886,0.061668832614319546,0.0,0.0,0.18333333333333332
809332,90,0,,4,0.75,0.25,bursty-moderate,0.17777777777777778,-6.206122621371211,0,0.1676625482110895,0.06909911378731087,0.05555555555555555,0.28888888888888886,0.12222222222222222,-7.597544126789465,0,0.13639512878720045,0.060832646588319494,0.0,0.0,0.17777777777777778
