seed,cell,triplet,variant,length,event_count,truth,formation_truth,selected,T_probability,D_probability,P_probability,winning_log_evidence,formation_selected,high_or_integrated,false_P_eligible,false_P,maximum_prior_difference,maximum_slice_log_bf,maximum_posterior_step,brier_P
813233,P_favoring,,,24,24,P,1,P,2.1504922198306193e-12,3.564314251098009e-11,0.9999999999622063,24.057464343466496,1,0,0,0,0.7499999999622063,2.670557431416735,0.4595447047277291,1.4283605164464334e-21
813234,P_favoring,,,24,24,P,1,P,7.156413685760168e-19,5.900252849540175e-17,1.0,37.368951375051125,1,0,0,0,0.75,2.3196827878973805,0.5044486293022921,0.0
813235,P_favoring,,,24,24,P,1,P,9.661466139840895e-16,3.849654648768949e-14,0.9999999999999605,30.888207859258788,1,0,0,0,0.7499999999999605,2.670557431416735,0.5035062700871445,1.5621418075639086e-27
813236,P_favoring,,,24,24,P,1,P,2.055175212320867e-18,2.0978676798365057e-16,0.9999999999999998,36.10044004958762,1,0,0,0,0.75,2.3196827878973805,0.5044486293022921,4.930380657631324e-32
813237,P_favoring,,,24,24,P,1,P,5.0932866847755256e-11,1.602132362020897e-09,0.9999999983469348,20.251930367075953,1,0,0,0,0.7499999983469348,2.670557431416735,0.5044486293022921,2.732624688516169e-18
813238,P_favoring,,,24,24,P,1,P,6.573690388000694e-18,3.767785806274807e-16,0.9999999999999997,35.51487397827485,1,0,0,0,0.7499999999999997,2.3196827878973805,0.5044486293022921,1.1093356479670479e-31
813239,P_favoring,,,24,24,P,1,P,4.725354428862506e-20,6.5110641194111955e-18,1.0,39.5730287718274,1,0,0,0,0.75,2.670557431416735,0.5044486293022921,0.0
813240,P_favoring,,,24,24,P,1,P,2.7745748914412117e-15,1.368766097339935e-13,0.9999999999998603,29.619696533795306,1,0,0,0,0.7499999999998603,2.670557431416735,0.49672760562797497,1.9506607337659146e-26
813241,P_favoring,,,24,24,P,1,P,1.9753846902586656e-11,2.276101208547746e-10,0.9999999997526361,22.20338694669019,1,0,0,0,0.7499999997526361,2.670557431416735,0.4870167520406127,6.118890255330206e-20
813242,P_favoring,,,24,24,P,1,P,6.379431628449039e-17,4.2481820516689086e-15,0.9999999999999958,33.09228525603507,1,0,0,0,0.7499999999999958,2.670557431416735,0.5044486293022921,1.779867417404908e-29
813243,P_favoring,,,24,24,P,1,P,7.790792358462668e-20,9.239639798666351e-18,1.0,39.2230287718274,1,0,0,0,0.75,2.3196827878973805,0.5044486293022921,0.0
813244,P_favoring,,,24,24,P,1,P,2.491965479862913e-19,1.6594461139331726e-17,1.0,38.63746270051462,1,0,0,0,0.75,2.3196827878973805,0.5044486293022921,0.0
813245,P_favoring,,,24,24,P,1,P,2.7745748914412117e-15,1.3687660973399339e-13,0.9999999999998603,29.6196965337953,1,0,0,0,0.7499999999998603,2.670557431416735,0.5044486293022921,1.9506607337659146e-26
813246,P_favoring,,,24,24,P,1,P,4.340584314000632e-19,4.1578379093998604e-17,1.0,37.71895137505112,1,0,0,0,0.75,2.670557431416735,0.5044486293022921,0.0
813247,P_favoring,,,24,24,P,1,P,1.041363146320643e-06,9.472478456238882e-06,0.9999894861583974,11.567109454507346,1,0,0,0,0.7499894861583974,2.670557431416735,0.5044486293022921,1.1054086524362042e-10
813248,P_favoring,,,24,24,P,1,P,9.076639273769052e-10,1.294848669908065e-08,0.9999999861438494,18.16228689898692,1,0,0,0,0.7499999952243904,2.670557431416735,0.4992540963804217,1.9199290834873856e-16
813249,P_favoring,,,24,24,P,1,P,2.548650356942569e-14,8.740671976567193e-13,0.9999999999991004,27.765619137019034,1,0,0,0,0.7499999999991004,2.670557431416735,0.5044486293022921,8.093048395514449e-25
813250,P_favoring,,,24,24,P,1,P,2.101924396920208e-13,1.104993593075566e-11,0.9999999999887399,25.228596486092016,1,0,0,0,0.7499999999887399,2.670557431416735,0.5044486293022921,1.2678994119796323e-22
813251,mixed_provocation,,,72,20,T,0,T,0.6688452975244963,0.33115470129947083,1.1760329205276872e-09,0.7029671473109147,0,1,1,0,0.2499999988239671,2.670557431416735,0.14025805081239534,1.3830534301648813e-18
813252,mixed_provocation,,,80,20,D,0,D,0.0010913379879797052,0.9989086546645849,7.3474354659433515e-09,6.819258882323524,0,1,1,0,0.7492594751419973,2.2199785861241947,0.2476761349016825,5.3984807926202197e-17
813253,mixed_provocation,,,88,20,P,1,P,0.002171600776407543,0.0012979871446735138,0.996530412078919,6.128815077505237,1,1,0,0,0.7474841003479208,2.3196827878973805,0.5044486293022921,1.2038040342111075e-05
813254,mixed_provocation,,,72,20,T,0,T,0.7506708581996391,0.24930642258672678,2.2719213634280067e-05,1.10228453164369,0,1,1,0,0.2784006484422308,2.670557431416735,0.151972377389854,5.161626681600573e-10
813255,mixed_provocation,,,80,20,D,0,T,0.5373162030672133,0.46268378084408796,1.6088698811008278e-08,0.14954291173086176,0,1,1,0,0.5351884307623307,2.670557431416735,0.3608809885956769,2.5884622943133916e-16
813256,mixed_provocation,,,88,20,P,1,P,0.0027477722581743464,0.0006770601282883487,0.9965751676135374,5.893534072988928,1,1,0,0,0.7498157538715468,2.670557431416735,0.5044486293022921,1.1729476875363302e-05
813257,mixed_provocation,,,72,20,T,0,D,0.47174791504521213,0.5282503857590306,1.69919575725034e-06,0.11312562213345245,0,1,1,0,0.40200423134874275,2.670557431416735,0.22677778639404433,2.8872662214575565e-12
813258,mixed_provocation,,,80,20,D,0,D,0.008825477544129025,0.9911741710975029,3.5135836811044516e-07,4.721247557756115,0,1,1,0,0.7411741710975029,1.8971157421966285,0.2476761349016825,1.2345270284123508e-13
813259,mixed_provocation,,,88,20,P,1,P,3.89359701646751e-05,3.007511086743617e-06,0.9999580565187486,10.153550107338333,1,1,0,0,0.7499580565187486,2.3196827878973805,0.5044486293022921,1.7592556194879137e-09
813260,mixed_provocation,,,72,20,T,0,D,0.4741086457348199,0.5258897797927524,1.5744724276945422e-06,0.10365514081860283,0,1,1,0,0.41068395404860436,2.670557431416735,0.22677778639404433,2.478963425570345e-12
813261,mixed_provocation,,,80,20,D,0,D,7.51457626176264e-06,0.9999924852596109,1.6412722726086272e-10,11.798658407240794,0,1,1,0,0.7499924852596109,2.2199785861241947,0.2476761349016825,2.6937746728338877e-20
813262,mixed_provocation,,,88,20,P,1,P,0.0050863691337287385,0.0017312206555131222,0.9931824102107581,5.274350100494928,1,1,0,0,0.7460506977698534,2.3196827878973805,0.5035062700871445,4.647953053437475e-05
813263,mixed_provocation,,,72,20,T,0,T,0.8786557542753668,0.12127947207229042,6.477365234286434e-05,1.9802956186968288,0,1,1,0,0.3939635254652124,1.7321727881872817,0.2022899850710178,4.195626037834254e-09
813264,mixed_provocation,,,80,20,D,0,D,0.00017774112552165896,0.9997705915475621,5.166732691622372e-05,8.63495298249849,0,1,1,0,0.7497705915475622,2.3196827878973805,0.43186814752688996,2.669512670667936e-09
813265,mixed_provocation,,,88,20,P,1,P,0.00017848735057610847,1.6333298780140593e-05,0.9998051793506437,8.63079798474611,1,1,0,0,0.7498051793506437,2.3196827878973805,0.5035062700871445,3.7955085415600814e-08
813266,mixed_provocation,,,72,20,T,0,T,0.76878155266879,0.23121820779568517,2.3953552465045365e-07,1.2014449752615945,0,1,1,0,0.3093413248999317,2.670557431416735,0.14025805081239534,5.737726756956808e-14
813267,mixed_provocation,,,80,20,D,0,D,0.0003966258523493881,0.9995888578955477,1.4516252102924893e-05,7.832105932410997,0,1,1,0,0.7497219017209816,2.2199785861241947,0.2476761349016825,2.107215751156714e-10
813268,mixed_provocation,,,88,20,P,1,P,1.5165609140591082e-06,5.125375430119217e-07,0.999997970901543,13.399063313994048,1,1,0,0,0.7499985802132745,2.3196827878973805,0.5044486293022921,4.11724054834103e-12
813269,mixed_provocation,,,72,20,T,0,T,0.8369492439030696,0.16305074957130528,6.525625104662373e-09,1.6357019287411276,0,1,1,0,0.3569643626572161,2.670557431416735,0.22677778639404433,4.2583783006599814e-17
813270,mixed_provocation,,,80,20,D,0,T,0.993659625998999,0.006334191774734471,6.182226266477111e-06,5.055432494749823,0,1,1,0,0.49365962599899904,2.670557431416735,0.31821272253410937,3.8219921609919516e-11
813271,mixed_provocation,,,88,20,P,1,P,0.0016843467583893016,0.0008847481722361009,0.9974309050693746,6.3838050701083375,1,1,0,0,0.748361680718352,2.3196827878973805,0.4992540963804217,6.60024876256515e-06
813272,mixed_provocation,,,72,20,T,0,T,0.9111564381525986,0.08876219976767213,8.1362079729284e-05,2.328753722791177,0,1,1,0,0.5044486293022921,2.670557431416735,0.5044486293022921,6.619788017874367e-09
813273,mixed_provocation,,,80,20,D,0,D,0.0004211472775873233,0.9995780639919727,7.887304399762108e-07,7.7721059324109945,0,1,1,0,0.7495780639919727,2.3196827878973805,0.4167539947784303,6.220957069450671e-13
813274,mixed_provocation,,,88,20,P,1,P,0.00017985653142593225,0.00015918196982910086,0.999660961498745,8.623011976531345,1,1,0,0,0.7497417661417151,2.3196827878973805,0.44117067518554254,1.1494710533327135e-07
813275,mixed_provocation,,,72,20,T,0,T,0.7786779283262225,0.2210820710836649,0.00024000059011265512,1.2590635229738183,0,1,1,0,0.34707681365971155,2.670557431416735,0.14025805081239534,5.760028325442269e-08
813276,mixed_provocation,,,80,20,D,0,D,0.021960991511026352,0.9780387361222723,2.723667012679118e-07,3.796281510340066,0,1,1,0,0.7397745244498769,2.670557431416735,0.3540068738226399,7.418361995956391e-14
813277,mixed_provocation,,,88,20,P,1,P,0.00044753747603541006,0.0005272147522451404,0.9990252477717195,7.546927365303773,1,1,0,0,0.7499518332395076,2.3196827878973805,0.5044486293022921,9.501419065377479e-07
813278,mixed_provocation,,,72,20,T,0,T,0.8836613678842379,0.1163372292940135,1.4028217486901585e-06,2.027580798637217,0,1,1,0,0.3836613678842379,2.670557431416735,0.22677778639404433,1.9679088585981143e-12
813279,mixed_provocation,,,80,20,D,0,D,0.0010471320356799701,0.9989501319228705,2.7360414495407616e-06,6.860649826893265,0,1,1,0,0.7489844881699499,2.670557431416735,0.3719140879294266,7.485922813605111e-12
813280,mixed_provocation,,,88,20,P,1,P,4.992155295221139e-05,3.5850493855007314e-05,0.9999142279531927,9.90497194984323,1,1,0,0,0.7499142279531927,2.3196827878973805,0.5044486293022921,7.3568440135075286e-09
813281,mixed_provocation,,,72,20,T,0,T,0.6332837655827047,0.36645200805788397,0.00026422635941128605,0.5470510424377864,0,1,1,0,0.2498569904010097,2.670557431416735,0.22677778639404433,6.981556900774211e-08
813282,mixed_provocation,,,80,20,D,0,D,0.00021569162032185603,0.999782210233108,2.0981465702085696e-06,8.441443040600163,0,1,1,0,0.749782210233108,2.3196827878973805,0.3943647872222003,4.402219030077984e-12
813283,mixed_provocation,,,88,20,P,1,P,1.5112206017509504e-08,1.8304406384110493e-08,0.9999999665833876,17.816123986649814,1,1,0,0,0.7499999665833876,2.3196827878973805,0.5044486293022921,1.1166699820268957e-15
813284,mixed_provocation,,,72,20,T,0,T,0.5557570542795357,0.44424128038918165,1.6653312827032747e-06,0.22396340689360272,0,1,1,0,0.34681871315299984,2.670557431416735,0.22677778639404433,2.773328281150134e-12
813285,mixed_provocation,,,80,20,D,0,D,0.4136071709252253,0.5863886556140505,4.173460724140295e-06,0.3490661436993747,0,1,1,0,0.619725582412605,2.670557431416735,0.4477383897904017,1.7417774415941636e-11
813286,mixed_provocation,,,88,20,P,1,P,0.0004397163358198062,0.0016035540895092864,0.997956729574671,6.4334874464956044,1,1,0,0,0.7489874661504206,2.3196827878973805,0.5044486293022921,4.1749540310242985e-06
813287,mixed_provocation,,,72,20,T,0,T,0.8836880710087794,0.11630238647754236,9.542513678224518e-06,2.0279105601904917,0,1,1,0,0.39862576205414135,2.670557431416735,0.151972377389854,9.105956729910203e-11
813288,mixed_provocation,,,80,20,D,0,D,0.0004339673923722412,0.9995648676392018,1.164968425967398e-06,7.742105932410993,0,1,1,0,0.749770150392442,2.2199785861241947,0.2476761349016825,1.357151433500957e-12
813289,mixed_provocation,,,88,20,P,1,P,3.705963538212496e-07,4.2080201316400485e-07,0.999999208601633,14.681102600000713,1,1,0,0,0.749999385853816,2.3196827878973805,0.5044486293022921,6.263113752119566e-13
813290,mixed_provocation,,,72,20,T,0,T,0.7541009676219405,0.24589899187457487,4.0503484728605166e-08,1.1206054188795065,0,1,1,0,0.31813339357140114,2.670557431416735,0.22677778639404433,1.6405322751603518e-15
813291,mixed_provocation,,,80,20,D,0,D,0.0004892698940550185,0.9995097624524858,9.676534592407851e-07,7.622105932411031,0,1,1,0,0.7497248960848469,2.3196827878973805,0.43186814752688996,9.363532171806578e-13
813292,mixed_provocation,,,88,20,P,1,P,0.007870240218880114,0.0009424998546243888,0.9911872599264955,4.835814891722663,1,1,0,0,0.7449978850768392,2.3196827878973805,0.4202333134435244,7.766438760315248e-05
813293,mixed_provocation,,,72,20,T,0,T,0.9079443114541155,0.09205566803896498,2.050691955486604e-08,2.2887895642853096,0,1,1,0,0.40794431145411547,2.670557431416735,0.22677778639404433,4.205337496297471e-16
813294,mixed_provocation,,,80,20,D,0,D,0.00010897418954311303,0.9998905997147096,4.2609574722842865e-07,9.124290090687623,0,1,1,0,0.7498905997147096,2.3196827878973805,0.2476761349016825,1.8155758580615297e-13
813295,mixed_provocation,,,88,20,P,1,P,5.8701578257613396e-05,3.0981392273766914e-06,0.999938200282515,9.742982143022743,1,1,0,0,0.7499630289845353,2.3196827878973805,0.5035062700871445,3.819205081224499e-09
813296,mixed_provocation,,,72,20,T,0,T,0.7515422446808003,0.24845768016877187,7.515042774565653e-08,1.1068548915244776,0,1,1,0,0.3674773448086661,2.670557431416735,0.14025805081239534,5.647586790355143e-15
813297,mixed_provocation,,,80,20,D,0,D,0.00489342864294917,0.9951056759349324,8.954221185590495e-07,5.31495572671831,0,1,1,0,0.7451056759349324,2.2199785861241947,0.3552850285750077,8.017807704047765e-13
813298,mixed_provocation,,,88,20,P,1,P,0.000629951860670154,0.0015178917905299537,0.9978521563488,6.4882827332099,1,1,0,0,0.7478521563488,2.670557431416735,0.5044486293022921,4.613232350000237e-06
813299,mixed_provocation,,,72,20,T,0,T,0.6210489481709326,0.37895105177497573,5.4091682115615596e-11,0.49400285460632176,0,1,1,0,0.24999999994590832,2.670557431416735,0.22677778639404433,2.925910074096808e-21
813300,mixed_provocation,,,80,20,D,0,D,0.2265046966194096,0.771385937695713,0.002109365684877483,1.225423135685233,0,1,1,0,0.7026032268607196,2.670557431416735,0.3719140879294266,4.449423592538653e-06
