seed,seed_position,bank_seed,bank_state_sha256,stratum,q0_P,safe_reliability,action_cost,schedule,labels_permuted,base_censoring,context_shift,A_delta_L_PT,A_delta_L_PD,B_delta_L_PT,B_delta_L_PD,M_PT,M_PD,B_delivered,B_censored,B_avoidance,M_PT_per_withheld,M_PD_per_withheld,complete_delta_L_PT,complete_delta_L_PD,yoke_max_error,no_action_max_error,label_permutation_max_error,dose_M_PT,dose_M_PD,external_selected,identity_selected,generic_selected,generic_delta_L_PT,generic_delta_L_PD,root_revision_difference,transfer_difference,fixed_transfer_difference,fixed_M_PT,fixed_M_PD,withheld_BF_identity_PT,withheld_BF_identity_PD,availability_identity_error_PT,availability_identity_error_PD,direct_action_residual_PT,direct_action_residual_PD,policy_generated_censoring,maximum_slice_log_BF,maximum_update_identity_error,clone_ok,released_seed_authorization
816001,1,820050,c32c12b4d530bf79bebb7f69aa854866d3637eb28610fe4f14585cacbc751ceb,moderate,0.6229079404765608,high,default,front_loaded,True,0.35,True,-33.680880498358405,-30.806797217204466,-31.39093965032987,-29.182744108981147,2.289940848028536,1.6240531082233183,29,3,9,0.763313616009512,0.5413510360744395,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.498212152487575, 12.200337158792713, 17.645421943187753, 22.77575063543858, 25.472354590757078, 33.680880498358405]","[0.0, 7.057670279763336, 10.554260637891453, 15.642659322489335, 20.435392803172522, 23.138423648111367, 30.806797217204466]",D,P,T,-19.44185609764518,-17.83855608036396,0.0,0.0,0.0,2.289940848028536,1.6240531082233183,2.289940848028543,1.6240531082233172,7.105427357601002e-15,1.1102230246251565e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816002,2,820059,2aea0989626206cd4157385a506ac417827da012d59b5c84078e6a79a706d89a,moderate,0.6794592846847677,degraded,default,front_loaded,True,0.35,False,-36.09305702091732,-35.349447203453444,-31.843950944673537,-31.820612063571772,4.249106076243784,3.5288351398816715,28,4,11,1.062276519060946,0.8822087849704179,0.0,0.0,0.0,0.0,0.0,"[0.0, 9.147209790700174, 12.467741536973318, 17.912826321368357, 24.388502004007993, 27.32744049024914, 36.09305702091732]","[0.0, 8.584989042725997, 11.908970157383045, 16.997368841980926, 23.78569553301254, 26.937067404198515, 35.349447203453444]",D,P,T,-17.201452477978652,-12.949788044501844,2.665645482125001e-13,1.266209359584991e-13,0.0,4.249106076243784,3.5288351398816715,4.2491060762437876,3.5288351398816675,3.552713678800501e-15,3.9968028886505635e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816003,3,820073,8988b154b78ae5f71f6f4cc871fdd8619a2421c32e201812cd8f5da395be6a62,moderate,0.6822014546982615,high,elevated,front_loaded,False,0.35,False,-32.352286687970924,-28.722344421189593,-28.103180611727137,-25.193509281307925,4.2491060762437876,3.528835139881668,28,4,11,1.0622765190609469,0.882208784970417,0.0,0.0,0.0,0.0,0.0,"[0.0, 7.735025632423582, 10.406559740484123, 15.470051264847164, 19.8845451509976, 22.174485999026146, 32.352286687970924]","[0.0, 6.712451792821199, 8.509114144515586, 13.424903585642397, 16.813374263806548, 18.437427372029866, 28.722344421189593]",D,P,T,-17.177936151021434,-15.066668100618363,0.0,0.0,0.0,4.2491060762437876,3.528835139881668,4.2491060762437876,3.5288351398816675,0.0,4.440892098500626e-16,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816004,4,820112,dee82ce51c6f182eef035550cd77278f27b0aa3871eb37410ea0951c9aa775e3,moderate,0.7340104068660231,degraded,elevated,front_loaded,False,0.35,False,-32.619691066151525,-30.077053940681186,-27.17460628175649,-24.9886552560833,5.445084784395036,5.088398684597884,27,5,13,1.0890169568790071,1.0176797369195767,0.0,0.0,0.0,0.0,0.0,"[0.0, 6.208652592295586, 8.498593440324129, 13.943678224719168, 18.358172110869603, 22.06029711717475, 32.619691066151525]","[0.0, 6.022014818936924, 7.646067927160242, 12.734466611758123, 16.122937289922273, 19.61952764805039, 30.077053940681186]",D,P,T,-7.3598032710222165,-5.010567187497285,2.667773487674552e-07,7.259247586377526e-08,0.0,5.445084784395036,5.088398684597884,5.445084784395037,5.08839868459788,1.7763568394002505e-15,3.552713678800501e-15,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816005,5,820208,888cfa06cdd46fa7ce6b915aff81abf1824f089b50d504a5c4eca2d5e877e817,moderate,0.7343102217800038,high,default,distributed,True,0.35,True,-29.444328023528616,-25.189185467490066,-25.653761928332823,-22.42166505904412,3.7905660951957927,2.7675204084459466,27,5,15,0.7581132190391585,0.5535040816891893,0.0,0.0,0.0,0.0,0.0,"[0.0, 6.462100203256334, 9.061212750095315, 15.46446687151339, 20.66721712498578, 22.88473641179276, 29.444328023528616]","[0.0, 4.5641827601403335, 6.513520934167161, 13.454523447531212, 18.094581105881957, 19.871310036437716, 25.189185467490066]",D,P,T,-16.366118706024707,-14.302465597115294,0.0,0.0,0.0,3.7905660951957927,2.7675204084459466,3.790566095195794,2.767520408445948,1.3322676295501878e-15,1.3322676295501878e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816006,6,820211,7c1174c211db23ddb349720ba8ba74e5a52fe76a2e768a5780c79ffccc958b39,moderate,0.6811609222375211,degraded,default,distributed,True,0.35,False,-36.51367689542714,-39.24096651845715,-32.92574077097339,-34.56227588430851,3.5879361244537478,4.678690634148637,29,3,9,1.1959787081512492,1.5595635447162124,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.269834388784787, 11.208772875025932, 17.684448557665572, 23.778530980273214, 26.068471828301757, 36.51367689542714]","[0.0, 9.421870831804384, 12.573242702990363, 19.361569394021974, 25.977286841582515, 27.60133994980583, 39.24096651845715]",D,P,T,-15.879415859003501,-16.284127166289675,1.1146639167236572e-13,5.295763827461997e-14,0.0,3.5879361244537478,4.678690634148637,3.587936124453748,4.678690634148639,4.440892098500626e-16,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,4.440892098500626e-15,1,816001:816900
816007,7,820264,ddb7819d7203ea30c9a4a0675c70d547dc4a6efcc696df743bff6bde565345f5,moderate,0.734010406866023,high,elevated,distributed,False,0.35,False,-33.76447084624752,-30.59488167109439,-29.89695803003573,-27.238655774683792,3.8675128162117893,3.3562258964105993,28,4,10,0.9668782040529473,0.8390564741026498,0.0,0.0,0.0,0.0,0.0,"[0.0, 10.177800688944778, 13.498332435217922, 18.943417219612957, 23.357911105763396, 27.060036112068538, 33.76447084624752]","[0.0, 10.284917049159727, 13.608898163816775, 18.697296848414656, 22.085767526578806, 25.582357884706923, 30.59488167109439]",D,P,D,-19.425295778939116,-20.546959135908075,0.0,0.0,0.0,3.8675128162117893,3.3562258964105993,3.86751281621179,3.356225896410599,8.881784197001252e-16,4.440892098500626e-16,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816008,8,820329,141a975bd9829f9696b80ba3879a6b6ffa4c825302ce35c8a674968bd84a381a,moderate,0.7475771867751676,degraded,elevated,distributed,False,0.35,False,-35.71146376088533,-35.17683795998237,-29.782769148184336,-28.420756050704316,5.928694612700994,6.7560819092780555,28,4,12,1.4821736531752485,1.6890204773195139,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.384023270636185, 11.704555016909328, 16.119048903059767, 22.21313132566741, 26.945847230217147, 35.71146376088533]","[0.0, 8.239770555783856, 11.563751670440904, 14.952222348605055, 21.567939796165597, 26.764458160727443, 35.17683795998237]",D,P,P,-1.09413960592989,0.8795135029795267,0.0,0.0,0.0,5.928694612700994,6.7560819092780555,5.9286946127009905,6.756081909278058,3.552713678800501e-15,2.6645352591003757e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816009,9,820344,bca82518a26e7c999abb9891c3344b6f251c1fc6aba9bed8e3c0bd784f12b111,moderate,0.6164326568952979,high,default,front_loaded,True,0.35,True,-36.39105993306021,-35.73397199303458,-32.14195385681642,-32.205136853152915,4.249106076243791,3.5288351398816644,28,4,11,1.0622765190609478,0.8822087849704161,0.0,0.0,0.0,0.0,0.0,"[0.0, 10.559393948976776, 13.87992569524992, 20.737194637921558, 25.485930070140387, 28.182534025458885, 36.39105993306021]","[0.0, 10.457526292630789, 13.78150740728784, 20.74244334179052, 25.362567579002636, 28.06559842394148, 35.73397199303458]",T,P,D,-22.996290296850244,-27.345655178203927,0.0,0.0,0.0,4.249106076243791,3.5288351398816644,4.2491060762437876,3.5288351398816675,3.552713678800501e-15,3.1086244689504383e-15,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816010,10,820363,c6da51b4a0109b1e729623f3370a7e45f359468c9f25de0c3809c7b4b825f090,moderate,0.7386639910692617,degraded,default,front_loaded,True,0.35,False,-32.61969106615153,-30.077053940681186,-28.75217824993974,-26.720828044270586,3.867512816211793,3.3562258964105993,28,4,12,0.9668782040529482,0.8390564741026498,0.0,0.0,0.0,0.0,0.0,"[0.0, 7.735025632423586, 11.055557378696726, 16.119048903059767, 21.945726947486804, 23.205076897270747, 32.61969106615153]","[0.0, 6.712451792821199, 10.036432907478247, 14.952222348605057, 20.21323027667401, 20.137355378463596, 30.077053940681186]",D,P,T,-18.175931427446642,-17.911305626543683,0.0,0.0,0.0,3.867512816211793,3.3562258964105993,3.86751281621179,3.356225896410599,2.6645352591003757e-15,4.440892098500626e-16,0.0,0.0,1,2.3196827878973805,4.6629367034256575e-15,1,816001:816900
816011,11,820376,a7435ae1d9e4144a07e38c31c6553fae5ca3dc2b7220630228b1a231e9801bdc,moderate,0.6564481890557478,high,elevated,front_loaded,False,0.65,False,-32.199071191641714,-26.18553462567748,-24.66807869576604,-22.463230795274498,7.530992495875672,3.722303830402982,22,10,16,0.7530992495875672,0.3722303830402982,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.498212152487579, 11.16974626054812, 13.904651610241356, 19.731329654668393, 22.402863762728934, 32.199071191641714]","[0.0, 7.057670279763336, 8.854332631457723, 9.015556540225486, 14.276564468294435, 16.07322681998882, 26.18553462567748]",D,P,T,-23.54781767423037,-22.38623982364463,0.12398727247149455,0.00712954666502752,0.0,7.530992495875672,3.722303830402982,7.530992495875671,3.72230383040298,1.7763568394002505e-15,2.220446049250313e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816012,12,820474,7ea09cb8b4d81fdcd089d9d57f3e564cb7f3a80d92f6e11caec3c627bc247ac4,moderate,0.6466177772519742,degraded,elevated,front_loaded,False,0.65,False,-31.70328904975832,-27.195025658226935,-26.258204265363286,-22.106626973629055,5.445084784395036,5.08839868459788,27,5,8,1.0890169568790071,1.017679736919576,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.765616530668183, 12.467741536973321, 17.263828683155758, 21.678322569306196, 23.96826341733474, 31.70328904975832]","[0.0, 8.412379799254929, 11.908970157383047, 15.470050079018268, 18.85852075718242, 20.482573865405737, 27.195025658226935]",D,P,T,-17.22730050251391,-16.862321609982754,0.0,0.0,0.0,5.445084784395036,5.08839868459788,5.445084784395037,5.08839868459788,1.7763568394002505e-15,0.0,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816013,13,820480,2c7f8686d40567155bc4ff63a7283c0906b0b7aa103ca3640ce0520174cc174c,moderate,0.7017259406488322,high,default,distributed,True,0.65,True,-38.71964610773002,-40.48853752539364,-27.83053577247928,-29.540738984011966,10.889110335250741,10.947798541381673,23,9,14,1.2099011483611934,1.2164220601535192,0.0,0.0,0.0,0.0,0.0,"[0.0, 10.58446379623474, 14.7656734710514, 20.787334332437478, 26.639082224122472, 30.26878566920605, 38.71964610773002]","[0.0, 11.363894785875257, 15.786787058386459, 22.55518032827944, 28.722556749592847, 32.371822930053405, 40.48853752539364]",D,P,T,-16.567965127286648,-17.25825940918834,0.10652969287766534,0.0061256966254901735,0.0,10.889110335250741,10.947798541381673,10.889110335250736,10.947798541381669,5.329070518200751e-15,3.552713678800501e-15,0.0,0.0,1,2.3196827878973805,6.106226635438361e-15,1,816001:816900
816014,14,820506,bf8104d2932140bb94dfea21fe4eb2bac954936e693afc077b9be1087db840b4,moderate,0.6467356543173086,degraded,default,distributed,True,0.65,False,-29.52791837141773,-24.977269921379996,-21.690876170720195,-16.76974414734969,7.837042200697535,8.207525774030305,25,7,11,1.119577457242505,1.1725036820043293,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.384023270636181, 12.086148276941323, 15.851644524879163, 20.2661384110296, 22.174485999026146, 29.52791837141773]","[0.0, 8.23977055578386, 11.736360913911975, 13.597512829113466, 16.985983507277616, 18.437427372029866, 24.977269921379996]",D,P,T,-5.207948919638837,-0.6759313945338317,3.944467483751879e-07,1.1295119412002563e-07,0.0,7.837042200697535,8.207525774030305,7.837042200697536,8.207525774030307,8.881784197001252e-16,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816015,15,820576,4fc469980ff4af57811140ec77c25f26876a8b3df58e3354bca783aaa48333e7,moderate,0.6412453615739127,high,elevated,distributed,False,0.65,False,-35.55824826455611,-32.64002816447026,-26.41103847385594,-24.05503912174426,9.147209790700174,8.584989042725997,24,8,13,1.1434012238375217,1.0731236303407496,0.0,0.0,0.0,0.0,0.0,"[0.0, 9.796207428912773, 12.467741536973318, 19.325010479644952, 24.77009526403999, 29.502811168589734, 35.55824826455611]","[0.0, 10.112307805688655, 11.908970157383042, 18.869906091885724, 23.958304776483605, 29.15482314104545, 32.64002816447026]",D,P,T,-16.5129032096955,-11.975655801603182,0.0,0.0,0.0,9.147209790700174,8.584989042725997,9.147209790700177,8.584989042725995,3.552713678800501e-15,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,4.6629367034256575e-15,1,816001:816900
816016,16,820584,0d873f867cf3d3921bb06ca9a8c749bbfead35c17c39137d385953e3783d3f1a,moderate,0.6417651125426895,degraded,elevated,distributed,False,0.65,False,-35.44405938270472,-33.822128440490786,-29.07040026833904,-28.528875730668283,6.373659114365683,5.293252709822504,26,6,10,1.062276519060947,0.8822087849704173,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.116618892455577, 10.788153000516122, 17.263828683155758, 22.708913467550794, 26.02944521382394, 35.44405938270472]","[0.0, 6.885061036292271, 8.681723387986658, 15.470050079018268, 20.558448763616152, 23.8824298782732, 33.822128440490786]",D,P,T,-20.67518514602432,-18.910516053675835,0.0,0.0,0.0,6.373659114365683,5.293252709822504,6.373659114365682,5.293252709822501,8.881784197001252e-16,2.6645352591003757e-15,0.0,0.0,1,2.3196827878973805,4.6629367034256575e-15,1,816001:816900
816017,17,820616,e56a6f1ddaee0dfdb7e623358189c21f64a40e12e060a99059026d948d4b5c5b,moderate,0.7017259406488323,high,default,front_loaded,True,0.65,True,-32.65028960011381,-29.106869210770732,-23.99121479751402,-22.930944703022007,8.65907480259979,6.175924507748725,22,10,15,0.865907480259979,0.6175924507748725,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.116618892455577, 10.788153000516122, 16.233237784911157, 21.363566477161985, 24.44176369251248, 32.65028960011381]","[0.0, 6.885061036292264, 8.68172338798665, 13.770122072584533, 18.56285555326772, 21.438495641677633, 29.106869210770732]",D,P,T,-19.41797305740809,-19.26710139007875,0.0,0.0,0.0,8.65907480259979,6.175924507748725,8.659074802599791,6.175924507748726,1.7763568394002505e-15,8.881784197001252e-16,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816018,18,820644,a7c87e0dd7bba7e1c761dfa975a9a61c5dc011edd073c6abd9544faf71d49a9c,moderate,0.7356682529704378,degraded,default,front_loaded,True,0.65,False,-30.55850926966233,-26.677197927813726,-17.98875116441505,-13.273153789221572,12.569758105247281,13.404044138592154,22,10,16,1.2569758105247282,1.3404044138592153,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.116618892455584, 11.818743898760722, 16.882235423123763, 20.915136049242204, 24.617261055547345, 30.55850926966233]","[0.0, 6.885061036292267, 10.381651394420384, 15.297440835547196, 18.513302270240278, 22.009892628368394, 26.677197927813726]",D,P,T,-10.159056989599897,-6.219777614629435,0.0,0.0,0.0,12.569758105247281,13.404044138592154,12.569758105247278,13.404044138592152,3.552713678800501e-15,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816019,19,820794,290aef19bf8e52bf39ada11494e7c6faf372efe0181e4350d5087fbf5e697ccc,moderate,0.7218635464936165,high,elevated,front_loaded,False,0.65,False,-33.38287758621553,-30.422272427623323,-25.864057403917293,-24.02279433999071,7.518820182298235,6.3994780876326125,23,9,14,0.8354244646998039,0.711053120848068,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.384023270636188, 11.704555016909332, 17.149639801304367, 22.21313132566741, 23.85407453548335, 33.38287758621553]","[0.0, 8.239770555783856, 11.563751670440904, 16.65215035503879, 21.5679397961656, 21.664674141426257, 30.422272427623323]",D,P,T,-21.405409330989045,-19.71210931370783,0.0,0.0,0.0,7.518820182298235,6.3994780876326125,7.518820182298232,6.3994780876326125,2.6645352591003757e-15,0.0,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816020,20,820801,4b9de598b665a3966a4508b6a1545e329138a865dbe1abda2c456fcd92bd7703,moderate,0.7288134446908097,degraded,elevated,front_loaded,False,0.65,False,-32.77290656248074,-32.6138637361933,-21.61533261551006,-21.08235684750595,11.157573946970682,11.531506888687353,22,10,16,1.1157573946970682,1.1531506888687353,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.384023270636188, 12.735145915153932, 17.79863743951697, 20.037760647326813, 22.976699133567962, 32.77290656248074]","[0.0, 8.23977055578386, 13.263679676874638, 18.17946911800145, 19.350184059318664, 22.501555930504644, 32.6138637361933]",D,P,T,-18.159529411053434,-15.659277344089432,0.12694014813738974,0.01741888825212884,0.0,11.157573946970682,11.531506888687353,11.157573946970679,11.531506888687353,3.552713678800501e-15,0.0,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816021,21,820834,ef670a6ff34dc4af6c07b2b589b1ce0898f0673a2bbc5df691d3f116040161b0,moderate,0.6098851395820205,high,default,distributed,True,0.35,True,-34.32987813657101,-32.33411598016713,-26.349052046969692,-23.66094067861579,7.980826089601319,8.673175301551336,26,6,17,1.3301376816002197,1.4455292169252225,0.0,0.0,0.0,0.0,0.0,"[0.0, 7.420269540279371, 10.57088831685143, 16.804229468568423, 22.006979722040814, 24.127007600368273, 34.32987813657101]","[0.0, 6.416786588906508, 9.13975085498398, 15.479736519768455, 20.1197941781192, 21.142830437762942, 32.33411598016713]",D,P,T,-10.75942370287977,-7.328112361031167,0.0,0.0,0.0,7.980826089601319,8.673175301551336,7.980826089601322,8.673175301551332,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816022,22,820873,13f230ff9bfb7041db61840a110d1c4a9fc12bbfe9a42cc557346e86a5a4b7b3,moderate,0.653346863330913,degraded,default,distributed,True,0.35,False,-31.74231566423614,-30.91393572975957,-27.87480284802435,-27.55770983334897,3.867512816211793,3.3562258964105993,28,4,11,0.9668782040529482,0.8390564741026498,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.26983438878479, 9.529184338568736, 13.943678224719172, 20.037760647326813, 22.327701495355356, 31.74231566423614]","[0.0, 9.42187083180438, 9.345995933593969, 12.734466611758123, 19.35018405931866, 20.97423716754198, 30.91393572975957]",D,P,T,-11.578197156127647,-8.68383786396183,9.114375920660223e-12,4.419131727217973e-12,0.0,3.867512816211793,3.3562258964105993,3.86751281621179,3.3562258964105984,2.6645352591003757e-15,8.881784197001252e-16,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816023,23,820883,16c1547223b2a09628ee982d3214f024e6f5b535e262f253865eae924323da6a,moderate,0.6857037124531741,high,elevated,distributed,False,0.35,False,-33.49706646806692,-29.2401721516028,-27.18677859533393,-22.31148099885367,6.310287872732989,6.928691152749128,28,4,12,1.5775719681832472,1.732172788187282,0.0,0.0,0.0,0.0,0.0,"[0.0, 9.147209790700181, 12.849334797005323, 17.645421943187756, 21.678322569306196, 24.998854315579344, 33.49706646806692]","[0.0, 8.584989042725997, 12.08157940085411, 15.642659322489333, 18.858520757182415, 22.182501871839463, 29.2401721516028]",D,P,T,-14.004570196255637,-10.004274837846104,0.0,0.0,0.0,6.310287872732989,6.928691152749128,6.310287872732988,6.928691152749127,8.881784197001252e-16,8.881784197001252e-16,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816024,24,820928,5f4fc8b0aec88ab4e5a2f28abb4370556beaeea8bb2a03951ee8ddb8f420cf24,moderate,0.6411452200782941,degraded,elevated,distributed,False,0.35,False,-31.970693427938926,-28.549735177718524,-28.484773871759135,-25.366118524778994,3.485919556179791,3.1836166529395307,28,4,12,0.8714798890449478,0.7959041632348827,0.0,0.0,0.0,0.0,0.0,"[0.0, 7.353432372391584, 11.704555016909328, 16.768046541272366, 19.121358630933607, 22.441890377206747, 31.970693427938926]","[0.0, 6.53984254935013, 11.563751670440908, 16.47954111156772, 16.468155776864414, 19.79213689152146, 28.549735177718524]",D,P,T,-11.675459005993105,-9.521805897083688,0.013782539191705745,0.0007925269616074759,0.0,3.485919556179791,3.1836166529395307,3.485919556179793,3.18361665293953,1.7763568394002505e-15,8.881784197001252e-16,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816025,25,820969,62bdca9b9cd5f07d06811987be26c697a5cfcf5f412f2e05342667f2a29a7818,moderate,0.6133137453307144,high,default,front_loaded,True,0.35,True,-32.650289600113815,-29.106869210770732,-29.978755492053267,-27.310206859076345,2.6715341080605484,1.796662351694387,29,3,8,0.8905113693535162,0.5988874505647956,0.0,0.0,0.0,0.0,0.0,"[0.0, 7.086027994210987, 9.757562102271528, 16.614831044943163, 21.74515973719399, 24.441763692512488, 32.650289600113815]","[0.0, 5.185133029858537, 6.981795381552924, 13.942731316055601, 18.73546479673879, 21.438495641677633, 29.106869210770732]",D,P,T,-12.543755113046313,-7.712753571380377,4.451994328746878e-14,2.1593837828959295e-14,0.0,2.6715341080605484,1.796662351694387,2.6715341080605413,1.7966623516943858,7.105427357601002e-15,1.1102230246251565e-15,0.0,0.0,1,2.670557431416735,4.6629367034256575e-15,1,816001:816900
816026,26,820977,feae21ef765bf6e10ad8e369557eb1af5b2fa258f6e1b7d978f6606fee826ee3,moderate,0.6913822068815904,degraded,default,front_loaded,True,0.35,False,-31.474911286055537,-29.559226210267976,-24.350237965203295,-21.243580756273705,7.124673320852242,8.315645453994271,27,5,15,1.4249346641704483,1.6631290907988543,0.0,0.0,0.0,0.0,0.0,"[0.0, 10.826798327157384, 14.528923333462526, 18.82922833776157, 22.21313132566741, 26.56425397018515, 31.474911286055537]","[0.0, 11.812235812122385, 15.3088261702505, 19.879397124435176, 21.567939796165597, 26.591848917256375, 29.559226210267976]",D,P,T,-21.72144463410238,-21.48580284976035,0.0,0.0,0.0,7.124673320852242,8.315645453994271,7.1246733208522395,8.315645453994271,2.6645352591003757e-15,0.0,0.0,0.0,1,2.670557431416735,2.886579864025407e-15,1,816001:816900
816027,27,820979,5f49ba7a9192142ab5a9d4b0c1323a6b6f23736144d3e1da0e1f6ae27defe02b,moderate,0.6650502699722121,high,elevated,front_loaded,False,0.35,False,-38.26842769925791,-37.56720294030038,-32.339733086556926,-30.81112103102232,5.928694612700987,6.756081909278063,28,4,12,1.4821736531752467,1.6890204773195157,0.0,0.0,0.0,0.0,0.0,"[0.0, 10.826798327157377, 13.11673917518592, 17.912826321368353, 24.770095264039988, 28.472220270345133, 38.26842769925791]","[0.0, 11.812235812122395, 13.43628892034571, 16.99736884198093, 23.95830477648361, 27.454895134611725, 37.56720294030038]",D,P,T,-16.114749630957437,-14.511449613676223,0.0,0.0,0.0,5.928694612700987,6.756081909278063,5.9286946127009905,6.756081909278058,3.552713678800501e-15,4.440892098500626e-15,0.0,0.0,1,2.670557431416735,6.661338147750939e-15,1,816001:816900
816028,28,821011,1ffbf2a37852daa57ab703727d5e8354f16736f563c37cec1bda2f39f99d5204,moderate,0.603146505775717,degraded,elevated,front_loaded,False,0.35,False,-30.67269815151372,-25.495097651793202,-24.197022468874085,-18.70677096076159,6.475675682639636,6.78832669103161,27,5,15,1.2951351365279273,1.357665338206322,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.76561653066818, 10.673964118664728, 14.439460366602564, 18.472360992721, 21.143895100781542, 30.67269815151372]","[0.0, 8.412379799254929, 9.863823664007176, 11.724975579208666, 14.94083701390175, 16.737499365596136, 25.495097651793202]",D,P,T,-15.815274646550169,-10.02935302207959,9.168221737354543e-13,4.3565151486291143e-13,0.0,6.475675682639636,6.78832669103161,6.475675682639637,6.78832669103161,8.881784197001252e-16,0.0,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816029,29,821029,7ed6d1b556b1dffc957608a561ba692e94bdee05a4caa0f53beca13226e0a99a,moderate,0.7056762968824577,high,default,distributed,True,0.35,True,-34.97887577478362,-33.861434743129784,-28.67311306184506,-27.67412490067775,6.305762712938556,6.187309842452034,27,5,13,1.2611525425877113,1.237461968490407,0.0,0.0,0.0,0.0,0.0,"[0.0, 7.9717757700124565, 11.219885955064036, 16.422636208536428, 23.207483589986502, 25.976509106526564, 34.97887577478362]","[0.0, 7.190412680957149, 10.667069617946634, 15.307127276297383, 22.420739033132502, 24.971094055738906, 33.861434743129784]",D,P,T,-17.47830286430131,-15.965002847020092,0.0,0.0,0.0,6.305762712938556,6.187309842452034,6.305762712938554,6.187309842452034,1.7763568394002505e-15,0.0,0.0,0.0,1,2.670557431416735,5.329070518200751e-15,1,816001:816900
816030,30,821072,eb065978b795de4d30d97d50e82ffd3ebe57e81e55d23ad9f95f62a21689ceb6,moderate,0.6814900572056217,degraded,default,distributed,True,0.35,False,-31.20750690787493,-28.204516690776387,-25.113424485267288,-21.588799243215842,6.0940824226076415,6.615717447560545,27,5,13,1.2188164845215284,1.323143489512109,0.0,0.0,0.0,0.0,0.0,"[0.0, 6.971839112359586, 10.673964118664728, 16.768046541272366, 21.44994480560341, 25.15206981190855, 31.20750690787493]","[0.0, 6.367233305879061, 9.863823664007178, 16.47954111156772, 21.222721309223463, 24.71931166735158, 28.204516690776387]",D,P,T,-18.865005711322514,-14.613341277845713,8.148249914796679e-07,2.21721086102189e-07,0.0,6.0940824226076415,6.615717447560545,6.09408242260764,6.615717447560542,1.7763568394002505e-15,3.552713678800501e-15,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816031,31,821121,15e4ee11407d597005c37e43f7ee7c8e5e26eebfbdedf5e2d024795c661fd1ac,moderate,0.7217395351414433,high,elevated,distributed,False,0.65,False,-36.20724590276872,-34.16734692743292,-24.998854315579344,-22.182501871839463,11.208391587189375,11.984845055593453,24,8,13,1.401048948398672,1.4981056319491817,0.0,0.0,0.0,0.0,0.0,"[0.0, 6.704434734178978, 10.40655974048412, 16.50064216309176, 22.9763178457314, 26.67844285203654, 36.20724590276872]","[0.0, 5.012523786387465, 8.509114144515582, 15.124831592076124, 21.913158283107734, 25.40974864123585, 34.16734692743292]",D,P,T,-16.780307587876102,-13.33036532109477,0.002039859187797699,0.0002799120669362831,0.0,11.208391587189375,11.984845055593453,11.208391587189379,11.984845055593455,3.552713678800501e-15,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
