seed,seed_position,bank_seed,bank_state_sha256,stratum,q0_P,safe_reliability,action_cost,schedule,labels_permuted,base_censoring,context_shift,A_delta_L_PT,A_delta_L_PD,B_delta_L_PT,B_delta_L_PD,M_PT,M_PD,B_delivered,B_censored,B_avoidance,M_PT_per_withheld,M_PD_per_withheld,complete_delta_L_PT,complete_delta_L_PD,yoke_max_error,no_action_max_error,label_permutation_max_error,dose_M_PT,dose_M_PD,external_selected,identity_selected,generic_selected,generic_delta_L_PT,generic_delta_L_PD,root_revision_difference,transfer_difference,fixed_transfer_difference,fixed_M_PT,fixed_M_PD,withheld_BF_identity_PT,withheld_BF_identity_PD,availability_identity_error_PT,availability_identity_error_PD,direct_action_residual_PT,direct_action_residual_PD,policy_generated_censoring,maximum_slice_log_BF,maximum_update_identity_error,clone_ok,released_seed_authorization
816073,73,820577,3b2b897142b28c27b207eb7203c95731fc675d1cc9bbad92c2e8f7bf5e8d6ea9,strong,0.8995163372688316,high,default,front_loaded,True,0.65,True,-30.74232329995382,-28.24382299341539,-24.110310126996403,-23.07862338469548,6.632013172957418,5.1651996087199095,24,8,13,0.8290016466196772,0.6456499510899887,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.11661889245558, 10.024966480452125, 15.470051264847164, 20.600379957097992, 23.678577172448488, 30.74232329995382]","[0.0, 6.885061036292264, 8.336504901044513, 13.424903585642397, 18.217637066325583, 21.093277154735496, 28.24382299341539]",D,P,T,-23.183151446184308,-20.19356227103118,0.0,0.0,0.0,6.632013172957418,5.1651996087199095,6.632013172957418,5.1651996087199095,0.0,0.0,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816074,74,820592,2bb597b6369ba6042a552e02a7968c1aaccb63ed856fe6fd2b8e79801465602c,strong,0.835216387602491,degraded,default,front_loaded,True,0.65,False,-33.68930857887395,-35.49589201864755,-26.882857276421007,-28.988294251050974,6.806451302452942,6.507597767596579,25,7,11,0.972350186064706,0.9296568239423684,0.0,0.0,0.0,0.0,0.0,"[0.0, 9.682018547061393, 11.590366135057938, 15.509077879324984, 21.335755923752018, 24.274694409993167, 33.68930857887395]","[0.0, 11.294408081709182, 12.745851946461432, 17.143813657175034, 22.404821585243987, 25.556193456429963, 35.49589201864755]",D,P,T,-24.197182025722846,-24.60189333300902,0.0,0.0,0.0,6.806451302452942,6.507597767596579,6.8064513024529365,6.507597767596577,5.329070518200751e-15,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816075,75,820619,a8a584ea8cb11f1037848430d14b42722fbc926ba932369b25c807fdc94ffa61,strong,0.8741046604438683,high,elevated,front_loaded,False,0.65,False,-39.680611857534515,-39.43974019020517,-30.15180880680234,-30.682141904008112,9.528803050732176,8.757598286197059,24,8,13,1.191100381341522,1.0946997857746323,0.0,0.0,0.0,0.0,0.0,"[0.0, 10.177800688944778, 13.498332435217922, 20.355601377889556, 27.212870320561194, 31.563992965078935, 39.680611857534515]","[0.0, 10.28491704915972, 13.608898163816768, 20.569834098319447, 27.530770032822126, 32.5546791539129, 39.43974019020517]",D,P,T,-13.525715086358181,-8.993697561253176,1.6905143951362334e-11,8.032796650070395e-12,0.0,9.528803050732176,8.757598286197059,9.528803050732176,8.757598286197064,0.0,5.329070518200751e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816076,76,820627,c412442f07ed7076212dac37e0205b31422934963ed6094f3bad0df42d2e70b7,strong,0.7793689255317249,degraded,elevated,front_loaded,False,0.65,False,-31.70328904975832,-27.195025658226932,-17.492587734695103,-13.694247174374123,14.210701315063218,13.500778483852809,19,13,20,1.0931308703894784,1.0385214218348315,0.0,0.0,0.0,0.0,0.0,"[0.0, 6.5902458523275875, 10.29237085863273, 14.057867106570566, 19.8845451509976, 23.205076897270743, 31.70328904975832]","[0.0, 6.194624062407993, 9.69121442053611, 11.552366335737599, 16.81337426380655, 20.137355378463596, 27.195025658226932]",D,P,T,-18.208527049266035,-16.76659610705209,5.551115123125783e-17,5.551115123125783e-17,0.0,14.210701315063218,13.500778483852809,14.210701315063218,13.500778483852807,0.0,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816077,77,820634,a2a5b92ee030fd97ed8b74d760c9d0d9ccfe00ffc9e2b5eb79c06fe38e53f817,strong,0.8618212840738304,high,default,distributed,True,0.65,True,-32.53610071826242,-30.288969486791256,-22.72839892147498,-21.494437118749417,9.807701796787438,8.794532368041839,21,11,17,0.8916092542534034,0.7995029425492581,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.069267178491977, 10.838292695032038, 16.113464509725993, 21.795299431709903, 25.976509106526564, 32.53610071826242]","[0.0, 7.944105351869165, 10.494460374475569, 14.981842210493873, 20.548201783227704, 24.971094055738906, 30.288969486791256]",D,P,T,-13.339012239336974,-11.185359130427557,3.452793606584237e-14,2.275957200481571e-14,0.0,9.807701796787438,8.794532368041839,9.807701796787438,8.794532368041839,0.0,0.0,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816078,78,820656,8c7590fe2a8da93fd83b9e4a0d87ed2c894117a7bd3ee16c51264d448b8f1ba2,strong,0.844805835878434,degraded,default,distributed,True,0.65,False,-31.970693427938926,-28.549735177718524,-24.884665433727946,-23.364602147859987,7.08602799421098,5.185133029858537,24,8,13,0.8857534992763725,0.6481416287323172,0.0,0.0,0.0,0.0,0.0,"[0.0, 6.704434734178982, 9.375968842239523, 16.233237784911157, 22.059915829338195, 22.93767251909014, 31.970693427938926]","[0.0, 5.012523786387469, 6.809186138081852, 13.770122072584535, 19.031130000653484, 18.782645858972003, 28.549735177718524]",D,P,T,-17.517854494371853,-15.411816326956096,0.0,0.0,0.0,7.08602799421098,5.185133029858537,7.086027994210978,5.1851330298585365,1.7763568394002505e-15,8.881784197001252e-16,0.0,0.0,1,2.3196827878973805,4.884981308350689e-15,1,816001:816900
816079,79,820684,ac8b6f844813fa0c9adced3967885ed8cd8283d098c1e265c13d090657ae9763,strong,0.8288528436809728,high,elevated,distributed,False,0.65,False,-36.856243540981325,-35.69466569039558,-27.22542392197519,-25.441993422989405,9.630819619006136,10.252672267406176,25,7,11,1.3758313741437338,1.4646674667723107,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.11661889245558, 10.673964118664731, 17.79863743951697, 23.625315483944007, 27.327440490249145, 36.856243540981325]","[0.0, 6.885061036292267, 9.863823664007178, 18.17946911800145, 23.4404770460704, 26.937067404198515, 35.69466569039558]",D,P,T,-12.690381314404245,-10.346375113866628,1.2806944515997287e-07,4.1283555629600954e-08,0.0,9.630819619006136,10.252672267406176,9.63081961900613,10.252672267406174,5.329070518200751e-15,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816080,80,820696,ad470ed1a08e9361769b7b103554786254791504fc01646fa5b1acb62d7d5eff,strong,0.8060875819929892,degraded,elevated,distributed,False,0.65,False,-32.61969106615153,-30.077053940681186,-21.46211711918085,-18.545547051993832,11.157573946970682,11.531506888687353,22,10,16,1.1157573946970682,1.1531506888687353,0.0,0.0,0.0,0.0,0.0,"[0.0, 10.177800688944782, 13.498332435217925, 14.706864744783172, 21.182540427422808, 25.152069811908554, 32.61969106615153]","[0.0, 10.284917049159727, 13.608898163816772, 13.07968509870026, 19.86801178973187, 24.71931166735158, 30.077053940681186]",D,P,T,-9.509534335794566,-8.964555443263409,1.4099390713173676e-05,3.836568901571802e-06,0.0,11.157573946970682,11.531506888687353,11.157573946970679,11.531506888687353,3.552713678800501e-15,0.0,0.0,0.0,1,2.670557431416735,4.884981308350689e-15,1,816001:816900
816081,81,820032,8c3caacc795ae6dd6a782136374302a8bf355913ac783c3b061d7ca8e9f9dfbe,very_strong,0.94837591222579,high,default,front_loaded,True,0.35,True,-32.42191183641102,-31.471069762811783,-26.811439242109333,-26.523035539931417,5.610472594301687,4.948034222880366,26,6,17,0.9350787657169478,0.824672370480061,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.116618892455577, 11.43715063872872, 17.91282632136836, 22.27996849355519, 24.59497918884169, 32.42191183641102]","[0.0, 6.885061036292271, 10.209042150949315, 16.99736884198093, 21.444883835721978, 23.975305437189753, 31.471069762811783]",D,P,T,-16.424562352379365,-17.070289643104612,1.4638470419159333e-06,3.983257256812145e-07,0.0,5.610472594301687,4.948034222880366,5.610472594301687,4.948034222880364,0.0,2.6645352591003757e-15,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816082,82,820033,5c667e55a15b4bbb3894f58326d02ae9292cb6f750774edecfd1fe601246741d,very_strong,0.9188974824066823,degraded,default,front_loaded,True,0.35,False,-35.32987050085333,-35.00422871651131,-28.03980937009444,-26.82894772423455,7.290061130758893,8.175280992276758,26,6,16,1.2150101884598155,1.3625468320461263,0.0,0.0,0.0,0.0,0.0,"[0.0, 11.857389225401985, 14.147330073430528, 19.210821597793565, 23.243722223912005, 27.976438128461748, 35.32987050085333]","[0.0, 13.512163818556118, 15.136216926779436, 20.052006367906248, 23.26786780259933, 28.464386167161177, 35.00422871651131]",D,P,D,-29.53647265068718,-30.221537049601555,0.0,0.0,0.0,7.290061130758893,8.175280992276758,7.29006113075889,8.175280992276754,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,1,2.3196827878973805,9.769962616701378e-15,1,816001:816900
816083,83,820056,fbe8a904f4e8340470e02d36e8f82780403436c7d3a7b1e14b7e2c3beaa30ccc,very_strong,0.9771811749311494,high,elevated,front_loaded,False,0.35,False,-36.85624354098132,-35.69466569039558,-29.451993528371034,-28.701484974139348,7.404250012610284,6.993180716256234,26,6,16,1.2340416687683806,1.165530119376039,0.0,0.0,0.0,0.0,0.0,"[0.0, 10.559393948976776, 13.879925695249916, 19.325010479644956, 24.770095264039995, 26.29684959200454, 36.85624354098132]","[0.0, 10.457526292630796, 13.781507407287844, 18.869906091885724, 23.958304776483605, 25.237139397764786, 35.69466569039558]",D,P,T,-7.967125992553241,-6.710424933326612,0.0,0.0,0.0,7.404250012610284,6.993180716256234,7.404250012610282,6.993180716256231,1.7763568394002505e-15,2.6645352591003757e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816084,84,820066,7caa417fa2aa05071fd0b6355e18397a2eb9137a5be51489bf248a0d4510bcab,very_strong,0.9592937823230168,degraded,elevated,front_loaded,False,0.35,False,-29.146325111385732,-24.804660677908927,-24.019462345389996,-21.524309679708743,5.126862765995735,3.280350998200184,25,7,19,0.7324089665708193,0.46862157117145486,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.76561653066818, 11.055557378696726, 13.027276208325965, 18.472360992721004, 20.762301840749547, 29.146325111385732]","[0.0, 8.412379799254929, 10.036432907478245, 9.852438329303869, 14.94083701390175, 16.564890122125068, 24.804660677908927]",D,P,T,-23.499186749297643,-21.967255807083696,0.0,0.0,0.0,5.126862765995735,3.280350998200184,5.1268627659957335,3.2803509982001864,1.7763568394002505e-15,2.220446049250313e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816085,85,820074,dfbfe8fcd8f7f3027c3f65cda57520d4526cad2d4a7895cdc4e3006a2a220851,very_strong,0.9702745116697676,high,default,distributed,True,0.35,True,-34.32987813657101,-32.33411598016712,-29.6016873918157,-27.87897892590237,4.7281907447553095,4.45513705426475,28,4,12,1.1820476861888274,1.1137842635661874,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.904875259777533, 12.534578704861111, 17.7373289583335, 23.27990515120806, 25.49742443801504, 34.32987813657101]","[0.0, 8.136648016478858, 11.785914196939416, 16.42597185529016, 22.268063210800058, 24.044792141355817, 32.33411598016712]",D,P,T,-24.99296416760624,-23.802402300459566,0.0,0.0,0.0,4.7281907447553095,4.45513705426475,4.728190744755307,4.455137054264753,2.6645352591003757e-15,3.552713678800501e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816086,86,820081,d5a03bcc5fdfa0fd4f9040becfcd5605abacddcc0828597a5f402f8614309011,very_strong,0.9765503100373922,degraded,default,distributed,True,0.35,False,-33.91768634257673,-33.131691466606505,-25.050053243634597,-23.224237686142466,8.867633098942132,9.907453780464039,25,7,21,1.2668047284203046,1.4153505400662911,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.002430010604183, 10.292370858632726, 17.798637439516966, 23.243722223912002, 25.533663071940545, 33.91768634257673]","[0.0, 8.067161312312791, 9.691214420536106, 18.179469118001446, 23.267867802599326, 24.891920910822645, 33.131691466606505]",D,P,T,-13.209679783244848,-7.220004025200655,0.0,0.0,0.0,8.867633098942132,9.907453780464039,8.867633098942136,9.907453780464035,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816087,87,820082,3e6b6a32015799b5914b84e5c5a41c964dba6986503fd8c5d4546639b7af2438,very_strong,0.9340314527284819,high,elevated,distributed,False,0.35,False,-34.90925062634352,-31.112709401507598,-29.464165841948475,-26.024310716909717,5.445084784395046,5.08839868459788,27,5,15,1.0890169568790093,1.017679736919576,0.0,0.0,0.0,0.0,0.0,"[0.0, 9.528803050732183, 12.200337158792724, 18.02701520321976, 24.502690885859398, 26.79263173388794, 34.90925062634352]","[0.0, 8.757598286197066, 10.554260637891453, 15.815268565960402, 22.603595256992012, 24.22764836521533, 31.112709401507598]",D,P,D,-18.694704880694516,-19.057031129474346,0.0,0.0,0.0,5.445084784395046,5.08839868459788,5.445084784395037,5.08839868459788,8.881784197001252e-15,0.0,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816088,88,820090,fa3373aae28c0dd65c395287892b8de457112af9cbe7e96c1636bfe7c7677f1d,very_strong,0.9450593616376496,degraded,elevated,distributed,False,0.35,False,-33.76447084624753,-30.59488167109439,-27.988610442039185,-25.787211909931543,5.775860404208341,4.807669761162849,25,7,19,0.8251229148869059,0.686809965880407,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.498212152487582, 11.818743898760726, 16.882235423123767, 22.327320207518802, 25.647851953791946, 33.76447084624753]","[0.0, 7.057670279763336, 10.381651394420384, 15.297440835547196, 20.385839520145076, 23.709820634802124, 30.59488167109439]",D,P,T,-18.199447754403852,-15.794425570427165,1.1102230246251565e-16,0.0,0.0,5.775860404208341,4.807669761162849,5.775860404208336,4.807669761162847,5.329070518200751e-15,1.7763568394002505e-15,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816089,89,820092,7e2eeb4933576251612441c01a0ca9648c1d3368cb2a05d89ffa490dae33b5f7,very_strong,0.9391943696683516,high,default,front_loaded,True,0.35,True,-31.12391655998582,-28.41643223688646,-27.193032502141335,-26.695644783402486,3.9308840578444837,1.7207874534839753,26,6,17,0.6551473429740806,0.28679790891399587,0.0,0.0,0.0,0.0,0.0,"[0.0, 6.704434734178982, 9.375968842239523, 15.85164452487916, 20.600379957097992, 23.296983912416493, 31.12391655998582]","[0.0, 5.012523786387469, 6.809186138081856, 13.597512829113466, 18.217637066325587, 20.92066791126443, 28.41643223688646]",D,P,T,-14.199827322546298,-13.056880396893284,0.0,0.0,0.0,3.9308840578444837,1.7207874534839753,3.9308840578444846,1.7207874534839733,8.881784197001252e-16,1.9984014443252818e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816090,90,820105,9c50c757b7ed6acca55c54b5aa4f782c8a6cf2008c23bc5143e310c82065999a,very_strong,0.9407325016144691,degraded,default,front_loaded,True,0.35,False,-31.09331802602354,-29.386616966796907,-27.442010659937097,-26.343364775574898,3.651307366086442,3.0432521912220096,27,5,14,0.7302614732172884,0.6086504382444019,0.0,0.0,0.0,0.0,0.0,"[0.0, 7.620836750572188, 9.910777598600731, 15.73745564302777, 20.41935390735881, 24.770476551876556, 31.09331802602354]","[0.0, 7.894552068841719, 9.518605177065034, 14.779613105133986, 19.52279330278973, 24.546702423880507, 29.386616966796907]",D,P,T,-17.11237819410277,-16.667752393199812,0.0,0.0,0.0,3.651307366086442,3.0432521912220096,3.651307366086442,3.043252191222013,0.0,3.552713678800501e-15,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816091,91,820107,d03a82b8ed4cf48688d8ed9e93d4723dd59dab28f58758fe8b7d5c375343e517,very_strong,0.9422563407252309,high,elevated,front_loaded,False,0.65,False,-35.82565264273672,-33.99473768396185,-28.80299589015844,-27.17416621117669,7.022656752578282,6.820571472785161,26,6,10,1.1704427920963802,1.1367619121308603,0.0,0.0,0.0,0.0,0.0,"[0.0, 10.177800688944778, 12.84933479700532, 18.676012841432353, 23.3579111057634, 26.02944521382394, 35.82565264273672]","[0.0, 10.284917049159727, 12.081579400854114, 17.342587328923063, 22.085767526578806, 23.882429878273193, 33.99473768396185]",D,P,T,-5.47535329781944,-2.030640914025424,0.0,0.0,0.0,7.022656752578282,6.820571472785161,7.022656752578285,6.820571472785162,2.6645352591003757e-15,8.881784197001252e-16,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816092,92,820115,5be59bed03ddc17fb3c290bc25e9252826cd7db8b9e46a6684a68164b7573210,very_strong,0.9490949056432447,degraded,elevated,front_loaded,False,0.65,False,-31.474911286055534,-29.55922621026798,-23.676514411999257,-24.482212860373405,7.798396874056277,5.077013349894575,22,10,16,0.7798396874056277,0.5077013349894575,0.0,0.0,0.0,0.0,0.0,"[0.0, 9.147209790700177, 11.43715063872872, 15.088458004815166, 20.800947167390806, 23.472481275451347, 31.474911286055534]","[0.0, 8.584989042725997, 10.209042150949315, 13.252294342171332, 19.6954025462608, 21.49206489795519, 29.55922621026798]",D,P,D,-19.985744148868566,-21.520145655972073,0.0,0.0,0.0,7.798396874056277,5.077013349894575,7.798396874056275,5.077013349894572,1.7763568394002505e-15,2.6645352591003757e-15,0.0,0.0,1,2.670557431416735,4.440892098500626e-15,1,816001:816900
816093,93,820147,2764e2e37db85528162d8d9ffa5d4195e648412ebdd9b6698c6b038df25de0d5,very_strong,0.9483777788049051,high,default,distributed,True,0.65,True,-32.917693978294416,-30.461578730262325,-22.728398921474977,-21.494437118749417,10.18929505681944,8.967141611512908,21,11,17,0.9262995506199491,0.8151946919557189,0.0,0.0,0.0,0.0,0.0,"[0.0, 7.899354208790893, 10.977551424141392, 15.798708417581782, 20.140780742510657, 22.90980625905072, 32.917693978294416]","[0.0, 7.343088503289589, 10.218728591699502, 14.686177006579179, 18.22732350707577, 20.777678529682174, 30.461578730262325]",D,P,T,-10.296237182815775,-7.1928938740890285,0.0,0.0,0.0,10.18929505681944,8.967141611512908,10.189295056819434,8.967141611512908,5.329070518200751e-15,0.0,0.0,0.0,1,2.670557431416735,4.440892098500626e-15,1,816001:816900
816094,94,820148,f21e9e994d988be3f056b7ccf1750ecd9c714eba61226e104e97391b927c26ee,very_strong,0.9504303366804618,degraded,default,distributed,True,0.65,False,-31.817477931609716,-26.012925382206408,-19.07015970287835,-15.426419962561404,12.747318228731366,10.586505419645004,20,12,18,1.062276519060947,0.882208784970417,0.0,0.0,0.0,0.0,0.0,"[0.0, 9.528803050732176, 13.230928057037318, 16.614831044943156, 20.38032729288099, 24.082452299186134, 31.817477931609716]","[0.0, 8.757598286197062, 12.25418864432518, 13.942731316055601, 15.803883231257092, 19.30047358938521, 26.012925382206408]",D,P,D,-18.143335805627242,-19.056015146035275,0.0,0.0,0.0,12.747318228731366,10.586505419645004,12.747318228731364,10.586505419645002,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816095,95,820153,f9259449b6203f9c364b79dd679f5b7edcded44c1fe5c2760e06d23a9dbf6da6,very_strong,0.9188974824066823,high,elevated,distributed,False,0.65,False,-38.65002095928992,-37.73981218377145,-26.02944521382394,-23.882429878273193,12.620575745465977,13.857382305498255,24,8,12,1.5775719681832472,1.732172788187282,0.0,0.0,0.0,0.0,0.0,"[0.0, 10.826798327157384, 13.498332435217925, 19.32501047964496, 25.151688524071997, 26.792631733887937, 38.65002095928992]","[0.0, 11.812235812122388, 13.608898163816775, 18.869906091885724, 24.130914019954673, 24.22764836521533, 37.73981218377145]",D,P,T,-16.38215400913804,-15.866159133167816,0.0,0.0,0.0,12.620575745465977,13.857382305498255,12.620575745465976,13.857382305498254,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816096,96,820155,25d1f9f5832dfa8b93d623c942da7d0d7ab91eb4118cc46757d2e000ad827c2c,very_strong,0.9607023641744544,degraded,elevated,distributed,False,0.65,False,-37.123647919161925,-37.049375209887174,-24.17229655388265,-23.47272182782395,12.951351365279276,13.576653382063224,22,10,15,1.2951351365279276,1.3576653382063224,0.0,0.0,0.0,0.0,0.0,"[0.0, 11.208391587189379, 13.498332435217922, 19.592414857825563, 24.274313122156606, 29.007029026706345, 37.123647919161925]","[0.0, 11.984845055593457, 13.608898163816775, 20.224615611377317, 24.96779580903306, 30.164314173594907, 37.049375209887174]",D,P,T,-13.290381314404243,-10.766375113866626,0.0,0.0,0.0,12.951351365279276,13.576653382063224,12.951351365279274,13.57665338206322,1.7763568394002505e-15,3.552713678800501e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816097,97,820186,2d7985e7b79c3cdecd87b28c38351c617b170a769d1f259dddde031b462d40a5,very_strong,0.9435803450186319,high,default,front_loaded,True,0.65,True,-33.18509835647502,-31.816288249753917,-22.846435017418024,-22.413116972608798,10.338663339056993,9.40317127714512,22,10,16,1.0338663339056993,0.9403171277145119,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.76561653066818, 12.467741536973321, 17.912826321368357, 22.27996849355519, 25.358165708905688, 33.18509835647502]","[0.0, 8.412379799254929, 11.908970157383045, 16.997368841980926, 21.444883835721974, 24.320523924131887, 31.816288249753917]",D,P,T,-10.3774637295679,-6.467168371158366,0.0,0.0,0.0,10.338663339056993,9.40317127714512,10.338663339056994,9.403171277145116,1.7763568394002505e-15,3.552713678800501e-15,0.0,0.0,1,2.670557431416735,4.440892098500626e-15,1,816001:816900
816098,98,820194,aceedad34fb6da16f99d03749eb7daef66b53fc03b51c16d6faffc1f8f0af818,very_strong,0.9626097883056925,degraded,default,front_loaded,True,0.65,False,-36.62786577727854,-38.05886624243663,-24.490518572281957,-25.280769514221646,12.13734720499658,12.778096728214983,20,12,18,1.0114456004163817,1.0648413940179153,0.0,0.0,0.0,0.0,0.0,"[0.0, 6.971839112359586, 10.941368496845332, 17.035450919452973, 23.511126602092613, 25.801067450121153, 36.62786577727854]","[0.0, 6.367233305879061, 11.21853318349877, 17.834250631059312, 24.622577322090926, 26.24663043031424, 38.05886624243663]",D,P,T,-19.872080282609904,-18.43014934039596,1.0385571527438131e-05,2.973944419559782e-06,0.0,12.13734720499658,12.778096728214983,12.13734720499658,12.778096728214981,0.0,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816099,99,820202,a93625b3d2058da009853f9f8fbaa84750ba09975be161972b30d239a77bc613,very_strong,0.9454670297151723,high,elevated,front_loaded,False,0.65,False,-34.03187522442812,-31.949591190585984,-27.65821611006244,-26.65633848076348,6.37365911436568,5.293252709822504,26,6,9,1.0622765190609467,0.8822087849704173,0.0,0.0,0.0,0.0,0.0,"[0.0, 9.796207428912776, 13.498332435217918, 17.26382868315575, 24.77009526403999, 27.441629372100532, 34.03187522442812]","[0.0, 10.112307805688662, 13.608898163816775, 15.470050079018264, 23.958304776483608, 25.75496712817799, 31.949591190585984]",D,P,T,-16.95045011619125,-13.847106807464506,0.0,0.0,0.0,6.37365911436568,5.293252709822504,6.373659114365682,5.293252709822501,2.6645352591003757e-15,2.6645352591003757e-15,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816100,100,820209,18796843202a019aab4016262049949c636ed147a5161fbc9649949b4e318d9d,very_strong,0.957504849914475,degraded,elevated,front_loaded,False,0.65,False,-32.88709544433213,-31.43176346017278,-19.490779577388164,-19.317939277565113,13.396315866943969,12.113824182607665,20,12,18,1.1163596555786641,1.0094853485506388,0.0,0.0,0.0,0.0,0.0,"[0.0, 9.796207428912783, 12.086148276941326, 17.531233061336366, 24.006908743976002, 26.945847230217147, 32.88709544433213]","[0.0, 10.112307805688658, 11.736360913911977, 16.824759598509857, 23.613086289541467, 26.764458160727447, 31.43176346017278]",D,P,T,-16.593971454134767,-16.210361636670882,0.0,0.0,0.0,13.396315866943969,12.113824182607665,13.396315866943967,12.113824182607663,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,4.884981308350689e-15,1,816001:816900
816101,101,820240,e050c6ad0bfb67cb14f20bb19d4f03c23e96757c914f8c7d50a9fd1c4ec8194c,very_strong,0.9621951194614029,high,default,distributed,True,0.35,True,-33.94828487653901,-32.161506736696055,-29.224619291578144,-28.447750992728395,4.7236655849608695,3.71375574396766,27,5,14,0.9447331169921739,0.742751148793532,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.450860438523968, 12.080563883607546, 16.901720877047943, 22.27438410022142, 26.45559377503808, 33.94828487653901]","[0.0, 8.116714595340234, 11.765980775800791, 16.233429190680468, 21.47450369761079, 25.89739597012199, 32.161506736696055]",D,P,T,-8.478943437549965,-7.264627436829678,0.0,0.0,0.0,4.7236655849608695,3.71375574396766,4.723665584960873,3.7137557439676607,3.552713678800501e-15,8.881784197001252e-16,0.0,0.0,1,2.670557431416735,4.440892098500626e-15,1,816001:816900
816102,102,820250,9d1824cc6a8a40df5d386498b6cc309b93b3a65f577569229fd86e43532bbf7e,very_strong,0.9626097883056925,degraded,default,distributed,True,0.35,False,-32.352286687970924,-28.72234442118959,-23.752057967209392,-20.16960016021715,8.600228720761532,8.552744260972439,25,7,21,1.2286041029659331,1.2218206087103485,0.0,0.0,0.0,0.0,0.0,"[0.0, 9.147209790700177, 12.84933479700532, 16.61483104494316, 21.678322569306196, 23.96826341733474, 32.352286687970924]","[0.0, 8.584989042725994, 12.08157940085411, 13.942731316055601, 18.85852075718241, 20.48257386540573, 28.72234442118959]",D,P,T,-9.914643922783776,-7.020284630617958,0.0,0.0,0.0,8.600228720761532,8.552744260972439,8.600228720761532,8.552744260972444,0.0,5.329070518200751e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816103,103,820257,c5ff9ef25068bd73155330739b2125ed2019c3745c3da6fb6e028af907dcab8c,very_strong,0.9520163644826495,high,elevated,distributed,False,0.35,False,-35.17665500452412,-32.46741892099919,-32.17434527665028,-30.951485492739838,3.0023097278738433,1.5159334282593484,27,5,15,0.6004619455747686,0.3031866856518697,0.0,0.0,0.0,0.0,0.0,"[0.0, 10.177800688944782, 11.818743898760726, 15.851644524879163, 22.327320207518802, 26.678442852036547, 35.17665500452412]","[0.0, 10.284917049159723, 10.381651394420377, 13.597512829113462, 20.385839520145076, 25.40974864123585, 32.46741892099919]",D,P,T,-17.184892159272586,-15.658191100045958,0.0,0.0,0.0,3.0023097278738433,1.5159334282593484,3.0023097278738398,1.5159334282593524,3.552713678800501e-15,3.9968028886505635e-15,0.0,0.0,1,2.670557431416735,4.884981308350689e-15,1,816001:816900
