seed,bank_seed,stratum,dose,schedule,M_PT,M_PD,delivered_count,censored_count,mechanistic_error_PT,mechanistic_error_PD,matched_evidence_schedule_error
816005,820208,moderate,1.0,distributed,29.444328023528616,25.189185467490066,0,32,0.0,0.0,0.0
816006,820211,moderate,0.0,distributed,0.0,0.0,32,0,0.0,7.105427357601002e-15,0.0
816006,820211,moderate,0.25,distributed,8.269834388784787,9.421870831804384,24,8,3.552713678800501e-15,0.0,0.0
816006,820211,moderate,0.35,distributed,11.208772875025932,12.573242702990363,21,11,3.552713678800501e-15,0.0,0.0
816006,820211,moderate,0.5,distributed,17.684448557665572,19.361569394021974,16,16,0.0,0.0,0.0
816006,820211,moderate,0.65,distributed,23.778530980273214,25.977286841582515,11,21,0.0,0.0,0.0
816006,820211,moderate,0.75,distributed,26.068471828301757,27.60133994980583,8,24,0.0,1.7763568394002505e-15,0.0
816006,820211,moderate,1.0,distributed,36.51367689542714,39.24096651845715,0,32,0.0,0.0,0.0
816007,820264,moderate,0.0,distributed,0.0,0.0,32,0,0.0,3.552713678800501e-15,0.0
816007,820264,moderate,0.25,distributed,10.177800688944778,10.284917049159727,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816007,820264,moderate,0.35,distributed,13.498332435217922,13.608898163816775,21,11,3.552713678800501e-15,0.0,0.0
816007,820264,moderate,0.5,distributed,18.943417219612957,18.697296848414656,16,16,3.552713678800501e-15,1.7763568394002505e-15,0.0
816007,820264,moderate,0.65,distributed,23.357911105763396,22.085767526578806,11,21,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816007,820264,moderate,0.75,distributed,27.060036112068538,25.582357884706923,8,24,8.881784197001252e-16,8.881784197001252e-16,0.0
816007,820264,moderate,1.0,distributed,33.76447084624752,30.59488167109439,0,32,0.0,0.0,0.0
816008,820329,moderate,0.0,distributed,0.0,0.0,32,0,7.105427357601002e-15,0.0,0.0
816008,820329,moderate,0.25,distributed,8.384023270636185,8.239770555783856,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816008,820329,moderate,0.35,distributed,11.704555016909328,11.563751670440904,21,11,3.552713678800501e-15,3.552713678800501e-15,0.0
816008,820329,moderate,0.5,distributed,16.119048903059767,14.952222348605055,16,16,3.552713678800501e-15,3.552713678800501e-15,0.0
816008,820329,moderate,0.65,distributed,22.21313132566741,21.567939796165597,11,21,0.0,1.7763568394002505e-15,0.0
816008,820329,moderate,0.75,distributed,26.945847230217147,26.764458160727443,8,24,0.0,1.7763568394002505e-15,0.0
816008,820329,moderate,1.0,distributed,35.71146376088533,35.17683795998237,0,32,0.0,0.0,0.0
816009,820344,moderate,0.0,front_loaded,0.0,0.0,32,0,0.0,0.0,0.0
