seed,bank_seed,stratum,dose,schedule,M_PT,M_PD,delivered_count,censored_count,mechanistic_error_PT,mechanistic_error_PD,matched_evidence_schedule_error
816033,821130,moderate,1.0,front_loaded,34.10150037286823,34.69831653220817,0,32,0.0,0.0,0.0
816034,821201,moderate,0.0,front_loaded,0.0,0.0,32,0,0.0,0.0,0.0
816034,821201,moderate,0.25,front_loaded,9.79620742891278,10.112307805688655,24,8,0.0,3.552713678800501e-15,0.0
816034,821201,moderate,0.35,front_loaded,14.528923333462522,15.3088261702505,21,11,0.0,3.552713678800501e-15,0.0
816034,821201,moderate,0.5,front_loaded,18.294419581400355,17.16997808545199,16,16,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816034,821201,moderate,0.65,front_loaded,23.73950436579539,22.25837677004987,11,21,1.7763568394002505e-15,2.6645352591003757e-15,0.0
816034,821201,moderate,0.75,front_loaded,25.26625869375994,23.537211391331052,8,24,1.7763568394002505e-15,8.881784197001252e-16,0.0
816034,821201,moderate,1.0,front_loaded,33.00128432618352,30.24966318415225,0,32,0.0,0.0,0.0
816035,821228,moderate,0.0,front_loaded,0.0,0.0,32,0,0.0,3.552713678800501e-15,0.0
816035,821228,moderate,0.25,front_loaded,9.79620742891278,10.112307805688658,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816035,821228,moderate,0.35,front_loaded,11.055557378696722,10.036432907478243,21,11,3.552713678800501e-15,7.105427357601002e-15,0.0
816035,821228,moderate,0.5,front_loaded,15.47005126484716,13.424903585642397,16,16,3.552713678800501e-15,3.552713678800501e-15,0.0
816035,821228,moderate,0.65,front_loaded,20.9151360492422,18.51330227024028,11,21,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816035,821228,moderate,0.75,front_loaded,23.58667015730274,20.309964621934668,8,24,1.7763568394002505e-15,0.0,0.0
816035,821228,moderate,1.0,front_loaded,33.76447084624752,30.59488167109439,0,32,0.0,0.0,0.0
816036,821232,moderate,0.0,front_loaded,0.0,0.0,32,0,0.0,3.552713678800501e-15,0.0
816036,821232,moderate,0.25,front_loaded,4.910657315870385,2.9673772930116016,24,8,0.0,0.0,0.0
816036,821232,moderate,0.35,front_loaded,7.84959580211153,6.1187491641975775,21,11,0.0,3.552713678800501e-15,0.0
816036,821232,moderate,0.5,front_loaded,12.264089688261969,9.507219842361732,16,16,0.0,0.0,0.0
816036,821232,moderate,0.65,front_loaded,16.945987952593008,14.250400040017473,11,21,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816036,821232,moderate,0.75,front_loaded,21.297110597110752,19.27430916110825,8,24,0.0,1.7763568394002505e-15,0.0
816036,821232,moderate,1.0,front_loaded,30.062727127778935,27.686688960363178,0,32,0.0,0.0,0.0
816037,821264,moderate,0.0,distributed,0.0,0.0,32,0,0.0,0.0,0.0
816037,821264,moderate,0.25,distributed,7.590182509980455,7.01780343748608,24,8,0.0,0.0,0.0
816037,821264,moderate,0.35,distributed,10.740801286552518,9.740767703563552,21,11,3.552713678800501e-15,0.0,0.0
816037,821264,moderate,0.5,distributed,15.561958279992911,14.208216118443229,16,16,0.0,0.0,0.0
816037,821264,moderate,0.65,distributed,20.837130094686863,18.695597954461533,11,21,0.0,0.0,0.0
816037,821264,moderate,0.75,distributed,23.436242641525844,20.64493612848836,8,24,1.7763568394002505e-15,0.0,0.0
816037,821264,moderate,1.0,distributed,31.887103080049815,28.761650723828595,0,32,0.0,0.0,0.0
816038,821312,moderate,0.0,distributed,0.0,0.0,32,0,0.0,0.0,0.0
816038,821312,moderate,0.25,distributed,8.651427648816785,9.594480075275449,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816038,821312,moderate,0.35,distributed,13.384143553366528,14.790998439837296,21,11,3.552713678800501e-15,3.552713678800501e-15,0.0
816038,821312,moderate,0.5,distributed,18.066041817697567,19.53417863749304,16,16,3.552713678800501e-15,1.7763568394002505e-15,0.0
816038,821312,moderate,0.65,distributed,22.862128963880004,23.095258559128258,11,21,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816038,821312,moderate,0.75,distributed,26.564253970185145,26.591848917256375,8,24,1.7763568394002505e-15,8.881784197001252e-16,0.0
816038,821312,moderate,1.0,distributed,34.680872862640726,33.47690995354864,0,32,0.0,0.0,0.0
816039,821331,moderate,0.0,distributed,0.0,0.0,32,0,7.105427357601002e-15,0.0,0.0
816039,821331,moderate,0.25,distributed,6.322841474146987,4.839914542916397,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816039,821331,moderate,0.35,distributed,10.024966480452129,8.336504901044513,21,11,0.0,3.552713678800501e-15,0.0
816039,821331,moderate,0.5,distributed,14.821053626634566,11.897584822679732,16,16,0.0,3.552713678800501e-15,0.0
816039,821331,moderate,0.65,distributed,19.617140772817002,15.458664744314955,11,21,0.0,0.0,0.0
816039,821331,moderate,0.75,distributed,22.937672519090142,18.782645858972,8,24,0.0,1.7763568394002505e-15,0.0
816039,821331,moderate,1.0,distributed,35.17665500452412,32.46741892099919,0,32,0.0,0.0,0.0
816040,821361,moderate,0.0,distributed,0.0,0.0,32,0,0.0,7.105427357601002e-15,0.0
816040,821361,moderate,0.25,distributed,8.002430010604186,8.067161312312798,24,8,0.0,0.0,0.0
816040,821361,moderate,0.35,distributed,10.29237085863273,9.691214420536113,21,11,0.0,3.552713678800501e-15,0.0
816040,821361,moderate,0.5,distributed,15.737455643027769,14.779613105133997,16,16,0.0,0.0,0.0
816040,821361,moderate,0.65,distributed,22.213131325667405,21.567939796165604,11,21,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816040,821361,moderate,0.75,distributed,25.915256331972547,25.06453015429372,8,24,0.0,1.7763568394002505e-15,0.0
816040,821361,moderate,1.0,distributed,34.18509072075734,34.486400986098104,0,32,0.0,0.0,0.0
816041,820001,strong,0.0,front_loaded,0.0,0.0,32,0,0.0,0.0,0.0
816041,820001,strong,0.25,front_loaded,11.58998484722138,12.157454299064522,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816041,820001,strong,0.35,front_loaded,13.879925695249923,13.78150740728784,21,11,3.552713678800501e-15,0.0,0.0
816041,820001,strong,0.5,front_loaded,19.325010479644963,18.869906091885724,16,16,3.552713678800501e-15,1.7763568394002505e-15,0.0
816041,820001,strong,0.65,front_loaded,23.692152651831794,23.317421085626773,11,21,1.7763568394002505e-15,0.0,0.0
816041,820001,strong,0.75,front_loaded,26.77034986718229,26.193061174036686,8,24,0.0,8.881784197001252e-16,0.0
816041,820001,strong,1.0,front_loaded,34.21568925471962,33.51621625618765,0,32,0.0,0.0,0.0
816042,820002,strong,0.0,front_loaded,0.0,0.0,32,0,0.0,0.0,0.0
816042,820002,strong,0.25,front_loaded,8.76561653066818,8.412379799254925,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816042,820002,strong,0.35,front_loaded,12.467741536973321,11.908970157383042,21,11,0.0,3.552713678800501e-15,0.0
816042,820002,strong,0.5,front_loaded,18.56182395958096,18.524687604943583,16,16,3.552713678800501e-15,3.552713678800501e-15,0.0
816042,820002,strong,0.65,front_loaded,25.0374996422206,25.313014295975194,11,21,0.0,1.7763568394002505e-15,0.0
816042,820002,strong,0.75,front_loaded,27.327440490249142,26.937067404198512,8,24,0.0,1.7763568394002505e-15,0.0
816042,820002,strong,1.0,front_loaded,38.53583207743852,38.92191245979197,0,32,0.0,0.0,0.0
816043,820008,strong,0.0,front_loaded,0.0,0.0,32,0,0.0,7.105427357601002e-15,0.0
816043,820008,strong,0.25,front_loaded,9.79620742891278,10.112307805688658,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816043,820008,strong,0.35,front_loaded,13.498332435217922,13.608898163816775,21,11,3.552713678800501e-15,3.552713678800501e-15,0.0
816043,820008,strong,0.5,front_loaded,18.94341721961296,18.69729684841466,16,16,1.7763568394002505e-15,0.0,0.0
816043,820008,strong,0.65,front_loaded,23.625315483944004,23.4404770460704,11,21,0.0,0.0,0.0
816043,820008,strong,0.75,front_loaded,26.945847230217147,26.764458160727447,8,24,8.881784197001252e-16,8.881784197001252e-16,0.0
816043,820008,strong,1.0,front_loaded,33.26868870436413,31.604372703643847,0,32,0.0,0.0,0.0
816044,820030,strong,0.0,front_loaded,0.0,0.0,32,0,7.105427357601002e-15,7.105427357601002e-15,0.0
816044,820030,strong,0.25,front_loaded,8.00243001060419,8.067161312312795,24,8,0.0,3.552713678800501e-15,0.0
816044,820030,strong,0.35,front_loaded,11.704555016909332,11.563751670440912,21,11,0.0,3.552713678800501e-15,0.0
816044,820030,strong,0.5,front_loaded,17.531233061336366,16.82475959850986,16,16,0.0,3.552713678800501e-15,0.0
816044,820030,strong,0.65,front_loaded,22.594724585699407,21.740549039636672,11,21,0.0,3.552713678800501e-15,0.0
816044,820030,strong,0.75,front_loaded,26.945847230217147,26.76445816072745,8,24,1.7763568394002505e-15,0.0,0.0
816044,820030,strong,1.0,front_loaded,37.77264555737453,38.57669397284984,0,32,0.0,0.0,0.0
816045,820041,strong,0.0,distributed,0.0,0.0,32,0,0.0,7.105427357601002e-15,0.0
816045,820041,strong,0.25,distributed,7.899354208790889,7.343088503289593,24,8,0.0,0.0,0.0
816045,820041,strong,0.35,distributed,11.529057653874467,10.99235468375015,21,11,0.0,0.0,0.0
816045,820041,strong,0.5,distributed,17.28331413707994,16.40603843415154,16,16,0.0,0.0,0.0
816045,820041,strong,0.65,distributed,23.589076850018497,22.593348276603574,11,21,1.7763568394002505e-15,0.0,0.0
816045,820041,strong,0.75,distributed,27.770286524835157,27.016240549114777,8,24,0.0,0.0,0.0
816045,820041,strong,1.0,distributed,34.32987813657101,32.33411598016713,0,32,0.0,0.0,0.0
816046,820068,strong,0.0,distributed,0.0,0.0,32,0,0.0,3.552713678800501e-15,0.0
816046,820068,strong,0.25,distributed,7.353432372391584,6.539842549350126,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816046,820068,strong,0.35,distributed,12.086148276941323,11.736360913911973,21,11,3.552713678800501e-15,3.552713678800501e-15,0.0
816046,820068,strong,0.5,distributed,17.531233061336362,16.824759598509853,16,16,1.7763568394002505e-15,3.552713678800501e-15,0.0
816046,820068,strong,0.65,distributed,22.594724585699403,21.74054903963667,11,21,0.0,1.7763568394002505e-15,0.0
816046,820068,strong,0.75,distributed,27.327440490249145,26.937067404198512,8,24,0.0,1.7763568394002505e-15,0.0
816046,820068,strong,1.0,distributed,32.88709544433213,31.431763460172775,0,32,0.0,0.0,0.0
816047,820072,strong,0.0,distributed,0.0,0.0,32,0,0.0,0.0,0.0
816047,820072,strong,0.25,distributed,10.82679832715738,11.812235812122385,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816047,820072,strong,0.35,distributed,13.116739175185923,13.4362889203457,21,11,3.552713678800501e-15,7.105427357601002e-15,0.0
816047,820072,strong,0.5,distributed,16.119048903059763,14.952222348605055,16,16,3.552713678800501e-15,3.552713678800501e-15,0.0
816047,820072,strong,0.65,distributed,22.594724585699403,21.74054903963667,11,21,1.7763568394002505e-15,0.0,0.0
816047,820072,strong,0.75,distributed,27.327440490249142,26.937067404198512,8,24,1.7763568394002505e-15,8.881784197001252e-16,0.0
816047,820072,strong,1.0,distributed,35.44405938270472,33.82212844049078,0,32,0.0,0.0,0.0
816048,820080,strong,0.0,distributed,0.0,0.0,32,0,7.105427357601002e-15,7.105427357601002e-15,0.0
816048,820080,strong,0.25,distributed,8.384023270636185,8.23977055578386,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816048,820080,strong,0.35,distributed,11.055557378696726,10.036432907478247,21,11,3.552713678800501e-15,3.552713678800501e-15,0.0
816048,820080,strong,0.5,distributed,15.470051264847164,13.424903585642397,16,16,0.0,3.552713678800501e-15,0.0
816048,820080,strong,0.65,distributed,20.533542789210202,18.34069302676921,11,21,1.7763568394002505e-15,3.552713678800501e-15,0.0
816048,820080,strong,0.75,distributed,23.85407453548335,21.664674141426257,8,24,0.0,1.7763568394002505e-15,0.0
816048,820080,strong,1.0,distributed,34.03187522442813,31.949591190585984,0,32,0.0,0.0,0.0
816049,820113,strong,0.0,front_loaded,0.0,0.0,32,0,0.0,0.0,0.0
816049,820113,strong,0.25,front_loaded,8.765616530668183,8.412379799254929,24,8,3.552713678800501e-15,0.0,0.0
816049,820113,strong,0.35,front_loaded,12.467741536973325,11.908970157383045,21,11,3.552713678800501e-15,3.552713678800501e-15,0.0
816049,820113,strong,0.5,front_loaded,18.29441958140036,17.169978085451994,16,16,3.552713678800501e-15,0.0,0.0
816049,820113,strong,0.65,front_loaded,23.424748273651186,21.96271156613518,11,21,1.7763568394002505e-15,0.0,0.0
816049,820113,strong,0.75,front_loaded,26.121352228969684,24.665742411074024,8,24,1.7763568394002505e-15,8.881784197001252e-16,0.0
816049,820113,strong,1.0,front_loaded,33.94828487653901,32.161506736696055,0,32,0.0,0.0,0.0
816050,820116,strong,0.0,front_loaded,0.0,0.0,32,0,7.105427357601002e-15,0.0,0.0
816050,820116,strong,0.25,front_loaded,9.414614168880782,9.939698562217586,24,8,7.105427357601002e-15,3.552713678800501e-15,0.0
816050,820116,strong,0.35,front_loaded,11.704555016909332,11.563751670440901,21,11,0.0,7.105427357601002e-15,0.0
816050,820116,strong,0.5,front_loaded,17.531233061336366,16.824759598509853,16,16,0.0,1.7763568394002505e-15,0.0
816050,820116,strong,0.65,front_loaded,22.594724585699403,21.74054903963667,11,21,3.552713678800501e-15,0.0,0.0
816050,820116,strong,0.75,front_loaded,25.915256331972547,25.064530154293713,8,24,3.552713678800501e-15,8.881784197001252e-16,0.0
816050,820116,strong,1.0,front_loaded,34.413468484460125,32.12220043405705,0,32,0.0,0.0,0.0
816051,820130,strong,0.0,front_loaded,0.0,0.0,32,0,0.0,0.0,0.0
816051,820130,strong,0.25,front_loaded,12.620575745465974,13.857382305498252,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816051,820130,strong,0.35,front_loaded,15.292109853526512,15.654044657192639,21,11,7.105427357601002e-15,0.0,0.0
816051,820130,strong,0.5,front_loaded,20.088196999708952,19.215124578827858,16,16,0.0,1.7763568394002505e-15,0.0
816051,820130,strong,0.65,front_loaded,25.914875044135986,24.476132506896807,11,21,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816051,820130,strong,0.75,front_loaded,28.58640915219653,26.272794858591194,8,24,0.0,8.881784197001252e-16,0.0
816051,820130,strong,1.0,front_loaded,36.70302804465211,33.15785589488346,0,32,0.0,0.0,0.0
816052,820158,strong,0.0,front_loaded,0.0,0.0,32,0,0.0,7.105427357601002e-15,0.0
816052,820158,strong,0.25,front_loaded,8.76561653066818,8.412379799254929,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816052,820158,strong,0.35,front_loaded,10.673964118664724,9.863823664007178,21,11,3.552713678800501e-15,3.552713678800501e-15,0.0
816052,820158,strong,0.5,front_loaded,18.561823959580963,18.524687604943587,16,16,0.0,1.7763568394002505e-15,0.0
816052,820158,strong,0.65,front_loaded,24.006908743976,23.613086289541467,11,21,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816052,820158,strong,0.75,front_loaded,27.709033750281144,27.109676647669584,8,24,0.0,8.881784197001252e-16,0.0
816052,820158,strong,1.0,front_loaded,35.82565264273672,33.99473768396185,0,32,0.0,0.0,0.0
816053,820177,strong,0.0,distributed,0.0,0.0,32,0,0.0,0.0,0.0
816053,820177,strong,0.25,distributed,10.032957566501654,10.590268693824605,24,8,0.0,0.0,0.0
816053,820177,strong,0.35,distributed,13.111154781852154,13.465908782234518,21,11,0.0,0.0,0.0
816053,820177,strong,0.5,distributed,18.10222474499363,18.53437404569377,16,16,1.7763568394002505e-15,0.0,0.0
816053,820177,strong,0.65,distributed,23.8564812281991,23.94805779609516,11,21,0.0,1.7763568394002505e-15,0.0
816053,820177,strong,0.75,distributed,27.00710000477116,26.671022062172632,8,24,0.0,0.0,0.0
816053,820177,strong,1.0,distributed,33.83409599468762,33.343607012716575,0,32,0.0,0.0,0.0
816054,820179,strong,0.0,distributed,0.0,0.0,32,0,0.0,0.0,0.0
816054,820179,strong,0.25,distributed,8.00243001060418,8.067161312312791,24,8,3.552713678800501e-15,0.0,0.0
816054,820179,strong,0.35,distributed,12.353552655121923,13.091070433403566,21,11,3.552713678800501e-15,3.552713678800501e-15,0.0
816054,820179,strong,0.5,distributed,20.24141249603816,21.751934374339974,16,16,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816054,820179,strong,0.65,distributed,24.2743131221566,24.967795809033056,11,21,0.0,1.7763568394002505e-15,0.0
816054,820179,strong,0.75,distributed,27.594844868429742,28.291776923690104,8,24,1.7763568394002505e-15,8.881784197001252e-16,0.0
816054,820179,strong,1.0,distributed,35.71146376088532,35.17683795998237,0,32,0.0,0.0,0.0
816055,820232,strong,0.0,distributed,0.0,0.0,32,0,7.105427357601002e-15,7.105427357601002e-15,0.0
816055,820232,strong,0.25,distributed,8.765616530668186,8.412379799254929,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816055,820232,strong,0.35,distributed,13.11673917518593,13.436288920345703,21,11,3.552713678800501e-15,7.105427357601002e-15,0.0
816055,820232,strong,0.5,distributed,18.943417219612968,18.697296848414656,16,16,0.0,1.7763568394002505e-15,0.0
816055,820232,strong,0.65,distributed,23.357911105763407,22.085767526578806,11,21,1.7763568394002505e-15,3.552713678800501e-15,0.0
816055,820232,strong,0.75,distributed,26.678442852036547,25.409748641235854,8,24,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816055,820232,strong,1.0,distributed,35.82565264273673,33.99473768396185,0,32,0.0,0.0,0.0
816056,820241,strong,0.0,distributed,0.0,0.0,32,0,0.0,7.105427357601002e-15,0.0
816056,820241,strong,0.25,distributed,8.11661889245558,6.885061036292267,24,8,0.0,3.552713678800501e-15,0.0
816056,820241,strong,0.35,distributed,9.757562102271521,6.981795381552924,21,11,0.0,3.552713678800501e-15,0.0
816056,820241,strong,0.5,distributed,14.17205598842196,10.370266059717075,16,16,0.0,3.552713678800501e-15,0.0
816056,820241,strong,0.65,distributed,20.6477316710616,17.15859275074869,11,21,0.0,1.7763568394002505e-15,0.0
816056,820241,strong,0.75,distributed,23.58667015730274,20.309964621934665,8,24,0.0,1.7763568394002505e-15,0.0
816056,820241,strong,1.0,distributed,33.65028196439613,31.776981947114916,0,32,0.0,0.0,0.0
816057,820243,strong,0.0,front_loaded,0.0,0.0,32,0,0.0,3.552713678800501e-15,0.0
816057,820243,strong,0.25,front_loaded,7.4676212542429745,5.357742273329606,24,8,0.0,3.552713678800501e-15,0.0
816057,820243,strong,0.35,front_loaded,11.169746260548116,8.854332631457723,21,11,0.0,0.0,0.0
816057,820243,strong,0.5,front_loaded,16.996424304975154,14.115340559526674,16,16,3.552713678800501e-15,0.0,0.0
816057,820243,strong,0.65,front_loaded,22.12675299722598,18.90807404020986,11,21,1.7763568394002505e-15,0.0,0.0
816057,820243,strong,0.75,front_loaded,24.82335695254448,21.611104885148706,8,24,1.7763568394002505e-15,0.0,0.0
816057,820243,strong,1.0,front_loaded,32.26869634008181,28.934259967299667,0,32,0.0,0.0,0.0
816058,820328,strong,0.0,front_loaded,0.0,0.0,32,0,0.0,0.0,0.0
816058,820328,strong,0.25,front_loaded,5.941248214114985,4.667305299445328,24,8,0.0,3.552713678800501e-15,0.0
816058,820328,strong,0.35,front_loaded,8.231189062143528,6.291358407668646,21,11,0.0,1.7763568394002505e-15,0.0
816058,820328,strong,0.5,front_loaded,12.645682948293967,9.679829085832797,16,16,0.0,3.552713678800501e-15,0.0
816058,820328,strong,0.65,front_loaded,15.647992676167807,11.195762514092152,11,21,0.0,0.0,0.0
816058,820328,strong,0.75,front_loaded,19.999115320685547,16.219671635182927,8,24,0.0,1.7763568394002505e-15,0.0
816058,820328,strong,1.0,front_loaded,25.826174652949142,22.069077210648782,0,32,0.0,0.0,0.0
816059,820330,strong,0.0,front_loaded,0.0,0.0,32,0,0.0,3.552713678800501e-15,0.0
816059,820330,strong,0.25,front_loaded,12.620575745465974,13.857382305498255,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816059,820330,strong,0.35,front_loaded,14.910516593494517,15.481435413721572,21,11,3.552713678800501e-15,3.552713678800501e-15,0.0
816059,820330,strong,0.5,front_loaded,17.912826321368357,16.997368841980922,16,16,3.552713678800501e-15,3.552713678800501e-15,0.0
816059,820330,strong,0.65,front_loaded,21.678322569306196,18.858520757182415,11,21,1.7763568394002505e-15,3.552713678800501e-15,0.0
816059,820330,strong,0.75,front_loaded,25.380447575611335,22.35511111531053,8,24,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816059,820330,strong,1.0,front_loaded,34.527657366311516,30.94010015803653,0,32,0.0,0.0,0.0
816060,820346,strong,0.0,front_loaded,0.0,0.0,32,0,0.0,0.0,0.0
816060,820346,strong,0.25,front_loaded,8.765616530668183,8.412379799254929,24,8,0.0,0.0,0.0
816060,820346,strong,0.35,front_loaded,12.467741536973325,11.908970157383038,21,11,0.0,7.105427357601002e-15,0.0
816060,820346,strong,0.5,front_loaded,18.29441958140036,17.16997808545199,16,16,0.0,3.552713678800501e-15,0.0
816060,820346,strong,0.65,front_loaded,23.739504365795394,22.25837677004987,11,21,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816060,820346,strong,0.75,front_loaded,26.67844285203654,25.40974864123585,8,24,0.0,1.7763568394002505e-15,0.0
816060,820346,strong,1.0,front_loaded,35.44405938270472,33.82212844049078,0,32,0.0,0.0,0.0
816061,820360,strong,0.0,distributed,0.0,0.0,32,0,0.0,3.552713678800501e-15,0.0
816061,820360,strong,0.25,distributed,7.250356570578287,5.815769740326932,24,8,0.0,0.0,0.0
816061,820360,strong,0.35,distributed,10.498466755629867,9.292426677316417,21,11,0.0,3.552713678800501e-15,0.0
816061,820360,strong,0.5,distributed,16.804229468568423,15.479736519768455,16,16,0.0,0.0,0.0
816061,820360,strong,0.65,distributed,22.728398921474977,21.49443711874942,11,21,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816061,820360,strong,0.75,distributed,24.94591820828196,23.27116604930518,8,24,1.7763568394002505e-15,0.0,0.0
816061,820360,strong,1.0,distributed,33.566691616507015,31.98889749322499,0,32,0.0,0.0,0.0
816062,820421,strong,0.0,distributed,0.0,0.0,32,0,7.105427357601002e-15,7.105427357601002e-15,0.0
816062,820421,strong,0.25,distributed,9.796207428912783,10.112307805688658,24,8,0.0,3.552713678800501e-15,0.0
816062,820421,strong,0.35,distributed,14.147330073430524,15.136216926779436,21,11,3.552713678800501e-15,3.552713678800501e-15,0.0
816062,820421,strong,0.5,distributed,21.004599016102162,22.097152861282115,16,16,0.0,1.7763568394002505e-15,0.0
816062,820421,strong,0.65,distributed,26.0680905404652,27.012942302408927,11,21,3.552713678800501e-15,1.7763568394002505e-15,0.0
816062,820421,strong,0.75,distributed,29.388622286738343,30.336923417065975,8,24,3.552713678800501e-15,8.881784197001252e-16,0.0
816062,820421,strong,1.0,distributed,37.88683443922592,37.39459369682931,0,32,0.0,0.0,0.0
816063,820448,strong,0.0,distributed,0.0,0.0,32,0,7.105427357601002e-15,7.105427357601002e-15,0.0
816063,820448,strong,0.25,distributed,10.177800688944782,10.28491704915973,24,8,3.552713678800501e-15,0.0,0.0
816063,820448,strong,0.35,distributed,13.879925695249923,13.781507407287847,21,11,0.0,0.0,0.0
816063,820448,strong,0.5,distributed,18.94341721961296,18.69729684841466,16,16,3.552713678800501e-15,0.0,0.0
816063,820448,strong,0.65,distributed,25.037499642220602,25.3130142959752,11,21,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816063,820448,strong,0.75,distributed,28.739624648525744,28.809604654103314,8,24,0.0,1.7763568394002505e-15,0.0
816063,820448,strong,1.0,distributed,39.94801623571512,40.79444970969677,0,32,0.0,0.0,0.0
816064,820456,strong,0.0,distributed,0.0,0.0,32,0,3.552713678800501e-15,3.552713678800501e-15,0.0
816064,820456,strong,0.25,distributed,7.08602799421098,5.185133029858537,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816064,820456,strong,0.35,distributed,9.375968842239523,6.809186138081852,21,11,3.552713678800501e-15,7.105427357601002e-15,0.0
816064,820456,strong,0.5,distributed,14.439460366602564,11.72497557920867,16,16,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816064,820456,strong,0.65,distributed,18.472360992721008,14.940837013901751,11,21,0.0,1.7763568394002505e-15,0.0
816064,820456,strong,0.75,distributed,21.41129947896215,18.09220888508773,8,24,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816064,820456,strong,1.0,distributed,29.413729489566336,26.15937019740052,0,32,0.0,0.0,0.0
816065,820461,strong,0.0,front_loaded,0.0,0.0,32,0,7.105427357601002e-15,0.0,0.0
816065,820461,strong,0.25,front_loaded,10.559393948976773,10.457526292630792,24,8,0.0,3.552713678800501e-15,0.0
816065,820461,strong,0.35,front_loaded,14.261518955281915,13.954116650758909,21,11,0.0,0.0,0.0
816065,820461,strong,0.5,front_loaded,20.088196999708952,19.21512457882786,16,16,3.552713678800501e-15,1.7763568394002505e-15,0.0
816065,820461,strong,0.65,front_loaded,25.21852569195978,24.007858059511047,11,21,1.7763568394002505e-15,0.0,0.0
816065,820461,strong,0.75,front_loaded,28.296722907310276,26.88349814792096,8,24,1.7763568394002505e-15,0.0,0.0
816065,820461,strong,1.0,front_loaded,35.74206229484761,34.20665323007192,0,32,0.0,0.0,0.0
816066,820472,strong,0.0,front_loaded,0.0,0.0,32,0,0.0,7.105427357601002e-15,0.0
816066,820472,strong,0.25,front_loaded,10.445205067125382,11.63962656865132,24,8,0.0,3.552713678800501e-15,0.0
816066,820472,strong,0.35,front_loaded,11.971959395089929,12.9184611899325,21,11,3.552713678800501e-15,3.552713678800501e-15,0.0
816066,820472,strong,0.5,front_loaded,14.974269122963769,14.434394618191853,16,16,3.552713678800501e-15,3.552713678800501e-15,0.0
816066,820472,strong,0.65,front_loaded,21.06835154557141,21.050112065752394,11,21,0.0,1.7763568394002505e-15,0.0
816066,820472,strong,0.75,front_loaded,21.946108235323358,20.801627924070914,8,24,0.0,1.7763568394002505e-15,0.0
816066,820472,strong,1.0,front_loaded,31.36072240420414,30.741326486288504,0,32,0.0,0.0,0.0
816067,820490,strong,0.0,front_loaded,0.0,0.0,32,0,7.105427357601002e-15,3.552713678800501e-15,0.0
816067,820490,strong,0.25,front_loaded,7.3534323723915875,6.53984254935013,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816067,820490,strong,0.35,front_loaded,10.024966480452129,8.336504901044517,21,11,3.552713678800501e-15,3.552713678800501e-15,0.0
816067,820490,strong,0.5,front_loaded,15.851644524879166,13.597512829113466,16,16,3.552713678800501e-15,3.552713678800501e-15,0.0
816067,820490,strong,0.65,front_loaded,21.296729309274205,18.685911513711346,11,21,0.0,1.7763568394002505e-15,0.0
816067,820490,strong,0.75,front_loaded,24.998854315579344,22.182501871839463,8,24,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816067,820490,strong,1.0,front_loaded,34.146064106279525,30.76749091456546,0,32,0.0,0.0,0.0
816068,820496,strong,0.0,front_loaded,0.0,0.0,32,0,0.0,0.0,0.0
816068,820496,strong,0.25,front_loaded,7.735025632423582,6.712451792821199,24,8,0.0,0.0,0.0
816068,820496,strong,0.35,front_loaded,11.055557378696726,10.036432907478243,21,11,0.0,3.552713678800501e-15,0.0
816068,820496,strong,0.5,front_loaded,16.88223542312376,15.297440835547192,16,16,0.0,3.552713678800501e-15,0.0
816068,820496,strong,0.65,front_loaded,22.708913467550794,20.55844876361614,11,21,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816068,820496,strong,0.75,front_loaded,26.67844285203654,25.40974864123585,8,24,0.0,1.7763568394002505e-15,0.0
