dose,mean_depth_drop,mean_recovery_fraction,mean_capture_rise,drop_ci95,recovery_ci95
0.4,0.5503781378497162,1.0731205302422546,0.333320611130259,0.0037727309822253104,0.007548412729508172
0.8,0.9413306288762424,1.0415865707480738,0.623681579043209,0.010131833937657946,0.004547090522846956
1.2,0.9491241212251831,1.0409721161475418,0.6844831533240778,0.003077503439866113,0.004373801034331154
1.6,0.9491241212251831,1.041080284852151,0.7228265279407172,0.003077503439866113,0.0043670398834059895
