seed,dose,t,depth_mean,depth_var,depth_precision,capture,observed_volatility,predicted_volatility,volatility_innovation,burst_active
11,0.4,1,0.884486262788525,0.046687099513216875,21.419193105301073,0.14079480245179382,0.03022909649903026,0.06113535625865167,-0.030906259759621413,false
11,0.4,2,0.8936825083406245,0.04876873363489121,20.504940880493926,0.13817163801494595,0.029731634813190584,0.058299217583921606,-0.028567582770731022,false
11,0.4,3,0.900968962224374,0.051149820150092215,19.550410872719308,0.13667046553045348,0.03262827934084015,0.0560762594206747,-0.02344798007983455,false
11,0.4,4,0.9030256110211482,0.05370948715320221,18.618684575177127,0.13862135755992266,0.047710167210182806,0.0544768504799952,-0.00676668326981239,false
11,0.4,5,0.9080165015461735,0.0561088390864281,17.82250383864893,0.1356797769446001,0.038156053818475144,0.05420800231076064,-0.016051948492285494,false
11,0.4,6,0.9117410015708972,0.05859008181486707,17.067735169918347,0.13513930069957422,0.04096915769783605,0.05306321445573921,-0.012094056757903156,false
11,0.4,7,0.915717563635214,0.06107803093739528,16.37249899272286,0.13382593607559495,0.039446035265815284,0.05235530845210085,-0.01290927318628557,false
11,0.4,8,0.9141482003610106,0.06361386869913437,15.719842550836837,0.137066784977733,0.056703264411093295,0.05158087437121152,0.005122390039881776,false
11,0.4,9,0.919497998661213,0.06575789195696147,15.207300146642472,0.1321807052883346,0.03548378191999983,0.052067357387286205,-0.016583575467286372,false
11,0.4,10,0.926871966766135,0.06813666419365051,14.676386228094618,0.1289462335089432,0.02732230835972779,0.05084850693218046,-0.02352619857245267,false
11,0.4,11,0.9249256270315465,0.07092314597761604,14.099769351963161,0.13405955052423305,0.0560717611344188,0.04950449202868898,0.006567269105729821,false
11,0.4,12,0.9246735997127761,0.07329163929807501,13.644121069976732,0.13329991323707394,0.050930718675026146,0.05012915224829632,0.0008015664267298286,false
11,0.4,13,0.9326752158357524,0.07541401409904341,13.260134895971337,0.1271618649875366,0.02546630794345086,0.05011628329748395,-0.024649975354033092,false
11,0.4,14,0.9438814097396963,0.07811943347666332,12.800912084170845,0.12214050146206233,0.011287759388786463,0.04857516153953964,-0.03728740215075318,false
