arm,condition,seed,session,scaffolded,part_dominance,depth_index,opacity_index,posterior_confidence,root_belief_alone,revision_weight,profile_part,profile_context,profile_interoception,profile_relational,profile_policy
witnessing,local_only,7103,7,0.0,0.47543672191456415,0.0,0.6956521739130435,0.769230865088683,0.2429158669263044,0.09891435801275954,1.2811510131856536,1.4381895887886131,1.2655242746133277,1.3962730824219458,1.0347550489538262
witnessing,local_only,7103,8,0.0,0.5493664481755013,0.0,0.6956521739130435,0.769230865088683,0.19188624054632414,0.13683677731840574,1.2896906488538056,1.3330812910472938,1.0863191266857064,1.3962730824219458,1.0554753877608827
witnessing,local_only,7103,9,0.0,0.529377645227691,0.0,0.6956521739130435,0.769230865088683,0.16150381486825277,0.09512778501054611,1.3176971921150553,1.3095560817943388,1.3339135084610356,1.3962730824219458,1.2179914837595947
witnessing,local_only,7103,10,0.0,0.35966097800356595,0.0,0.6956521739130435,0.769230865088683,0.12629270416488517,0.1304826764730108,1.182523730019182,1.3615752623585164,1.3399139690477984,1.3962730824219458,1.0258614883178496
witnessing,local_only,7103,11,0.0,0.2464398946052722,0.0,0.6956521739130435,0.769230865088683,0.1028295087644223,0.10546836099873283,1.0735726291883185,1.552988680677378,1.3454445429079345,1.3962730824219458,1.06520073412621
witnessing,local_only,7103,12,0.0,0.3949165609622816,0.0,0.6956521739130435,0.769230865088683,0.08278467871652015,0.10860259110973859,1.195842864551599,1.6583871746902765,1.1760146445089261,1.3962730824219458,1.0479346669103822
witnessing,inverted_broadcast,7103,1,1.0,0.5707348987102078,0.059642023833301555,0.9677659071765363,0.9677659071765363,0.8634060901213336,0.16061445596413584,0.4093514201317771,0.5005034670386967,0.41061003371672317,0.48677952291209586,0.3953632411937805
witnessing,inverted_broadcast,7103,2,1.0,0.4857876671234031,0.06430082828193662,0.9677659071765363,0.9677659071765363,0.8252875738503377,0.1324010078949542,0.6996889822850552,0.7434756863015475,0.6340951530153873,0.8536118106338659,0.6491699358277796
witnessing,inverted_broadcast,7103,3,1.0,0.5389215520282431,0.05725622447738305,0.9677659071765363,0.9677659071765363,0.7783830027915807,0.13469205292426092,0.9016504682397446,0.9813460090874372,0.8053573767607115,1.1341757853169585,0.8798248118086616
witnessing,inverted_broadcast,7103,4,1.0,0.5654721489251155,0.05707540448881673,0.9677659071765363,0.9677659071765363,0.7242113069637306,0.13219081714269343,1.0118813059495682,1.1503625944306435,0.9832868836172154,1.3317016643448327,0.9933556940679331
witnessing,inverted_broadcast,7103,5,1.0,0.5706830494325434,0.05456695356470847,0.9677659071765363,0.9677659071765363,0.6553430639022252,0.1467449621242088,1.1301798832460903,1.3154314848811652,1.148882012918879,1.4448117954613182,1.025593597377134
witnessing,inverted_broadcast,7103,6,1.0,0.5445717646693712,0.0714394533504895,0.9677659071765363,0.9677659071765363,0.5700481961044851,0.16389160574733777,1.1538643465776084,1.3370391412973162,1.1562845204835697,1.4035229671045677,0.9872440978685745
witnessing,inverted_broadcast,7103,7,0.0,0.5262486903694168,0.03990391844022265,0.6991568995125621,0.7960591026973142,0.5164048852567856,0.09836576866845004,1.2938850975527354,1.4520731981540607,1.279424975803731,1.4797806726822096,1.055701416145069
witnessing,inverted_broadcast,7103,8,0.0,0.45795127351588605,0.06379132346674214,0.6991568995125621,0.7960591026973142,0.4687790105282991,0.08667715841300323,1.2866831156314462,1.340301228869186,1.0996540674072017,1.429111147794375,1.0576674267189798
witnessing,inverted_broadcast,7103,9,0.0,0.4745276279560872,0.03841004890568292,0.6991568995125621,0.7960591026973142,0.41498746575654927,0.09924468640159677,1.3310975234023126,1.3349249531832477,1.3415735098376682,1.5055189828518454,1.2242417640447705
witnessing,inverted_broadcast,7103,10,0.0,0.6298276372663105,0.06205883674807416,0.6991568995125621,0.7960591026973142,0.37038607990592787,0.08507996781109199,1.1913324832903314,1.364007918875615,1.3327609971537646,1.452630440028376,1.0339603881664987
witnessing,inverted_broadcast,7103,11,0.0,0.7386359100062599,0.047348141760626766,0.6991568995125621,0.7960591026973142,0.3253911963088512,0.09024724903579867,1.094648155670105,1.5445124772102454,1.3450363696433476,1.4757924307350132,1.073527966299772
witnessing,inverted_broadcast,7103,12,0.0,0.6044592650960607,0.04936663060699081,0.6991568995125621,0.7960591026973142,0.28393049012341737,0.08906497937261337,1.2032510402270071,1.644864540091944,1.191218672097497,1.4824193158493828,1.0572053558030343
witnessing,no_profile_learning,7104,1,1.0,0.43269755105433577,0.8071449465604567,0.9677659071765363,0.9677659071765363,0.8380494990692123,0.2515627951043089,0.0,0.0,0.0,0.0,0.0
witnessing,no_profile_learning,7104,2,1.0,0.40138446517501397,0.8215476520637062,0.9677659071765363,0.9677659071765363,0.7571863229022442,0.23021429998968965,0.0,0.0,0.0,0.0,0.0
witnessing,no_profile_learning,7104,3,1.0,0.4841649016186381,0.8645323668078596,0.9677659071765363,0.9677659071765363,0.6102245177849651,0.3132085924827664,0.0,0.0,0.0,0.0,0.0
witnessing,no_profile_learning,7104,4,1.0,0.5403159389595927,0.8540474819226703,0.9677659071765363,0.9677659071765363,0.4751778888527254,0.24892099870788806,0.0,0.0,0.0,0.0,0.0
witnessing,no_profile_learning,7104,5,1.0,0.5250358033143004,0.8199129548944077,0.9677659071765363,0.9677659071765363,0.3087842634956218,0.32110863409297646,0.0,0.0,0.0,0.0,0.0
witnessing,no_profile_learning,7104,6,1.0,0.4786699152715805,0.8854961440866463,0.9677659071765363,0.9677659071765363,0.22208698653093406,0.20351656645708352,0.0,0.0,0.0,0.0,0.0
witnessing,no_profile_learning,7104,7,0.0,0.47807401158850205,0.515160478266429,0.6991568995125621,0.7960591026973142,0.19333683753884118,0.07951212400346579,0.0,0.0,0.0,0.0,0.0
witnessing,no_profile_learning,7104,8,0.0,0.3488801376590756,0.48868318957083545,0.6991568995125621,0.7960591026973142,0.16687661843312407,0.08157035192489911,0.0,0.0,0.0,0.0,0.0
witnessing,no_profile_learning,7104,9,0.0,0.7114660885870446,0.3892901882440123,0.6991568995125621,0.7960591026973142,0.1468079992065821,0.06905999321438093,0.0,0.0,0.0,0.0,0.0
witnessing,no_profile_learning,7104,10,0.0,0.39349318903484265,0.49141871129068226,0.6991568995125621,0.7960591026973142,0.12517579556914035,0.08383856240253247,0.0,0.0,0.0,0.0,0.0
witnessing,no_profile_learning,7104,11,0.0,0.39743796628015565,0.5364986086590452,0.6991568995125621,0.7960591026973142,0.10664774596233029,0.08233900528051016,0.0,0.0,0.0,0.0,0.0
